"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Lythraceae"	"Malus"	"Montiaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
3519	4545	"Zbudovská blata"	49.073406	14.346472	95	"AWI"	95	4303	8360	6658	76	0	260	0	0	1	0	66	0	0	0	0	0	1	0	0	11	30	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	49	163	0	0	0	0	0	10	0	0	2	0	5	0	0	0	2	1	0
3519	4545	"Zbudovská blata"	49.073406	14.346472	100	"AWI"	100	4771	8897	7399	35	0	624	0	0	0	0	64	0	0	0	0	1	0	0	0	19	19	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	1	41	165	0	0	0	0	0	11	0	0	2	7	0	4	3	0	4	1	7
3519	4545	"Zbudovská blata"	49.073406	14.346472	105	"AWI"	105	6484	9070	8067	1	0	22	0	0	0	0	19	0	0	0	0	0	0	0	0	5	70	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	11	655	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0
3519	4545	"Zbudovská blata"	49.073406	14.346472	110	"AWI"	110	7396	9400	8824	0	0	1	0	0	1	0	53	0	0	0	0	0	0	0	0	13	449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	630	0	0	0	0	0	1	0	0	1	2	17	0	0	1	0	4	1
3519	4545	"Zbudovská blata"	49.073406	14.346472	115	"AWI"	115	8456	9481	9150	0	0	8	0	0	1	0	16	0	0	1	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	482	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0
3519	4545	"Zbudovská blata"	49.073406	14.346472	120	"AWI"	120	8920	9986	9512	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	505	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0
3519	4545	"Zbudovská blata"	49.073406	14.346472	130	"AWI"	130	9237	10488	9803	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	2	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	489	0	0	0	0	1	0	0	0	1	0	2	0	0	1	0	0	0
3519	4545	"Zbudovská blata"	49.073406	14.346472	140	"AWI"	140	9452	10835	10092	0	0	3	0	0	0	0	19	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	532	0	0	0	0	0	0	0	0	3	0	4	0	0	1	0	0	0
3519	4545	"Zbudovská blata"	49.073406	14.346472	150	"AWI"	150	9692	11148	10392	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	348	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	4
3519	4545	"Zbudovská blata"	49.073406	14.346472	160	"AWI"	160	9954	11458	10710	0	0	2	0	2	3	0	119	0	0	0	0	1	1	1	0	6	129	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	651	0	0	0	0	0	0	0	0	4	1	4	0	0	2	1	4	6
3519	4545	"Zbudovská blata"	49.073406	14.346472	170	"AWI"	170	10221	11732	10998	0	0	1	0	0	1	0	56	0	0	0	0	0	0	0	0	3	89	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	5	412	0	0	0	1	0	0	0	0	1	0	0	0	0	5	0	0	0
3519	4545	"Zbudovská blata"	49.073406	14.346472	180	"AWI"	180	10528	11958	11297	0	0	5	0	0	0	0	65	0	0	0	0	0	1	0	0	1	25	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	547	0	0	0	1	0	0	0	0	1	0	1	0	0	3	0	0	0
3519	4545	"Zbudovská blata"	49.073406	14.346472	190	"AWI"	190	10840	12190	11594	0	0	1	3	0	11	0	61	0	0	0	0	0	8	0	0	4	66	0	1	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	396	0	0	0	0	0	1	0	11	0	0	10	0	0	3	1	0	0
3519	4545	"Zbudovská blata"	49.073406	14.346472	200	"AWI"	200	11203	12399	11894	0	0	1	0	0	0	0	21	0	0	1	0	0	0	0	0	3	841	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	6	320	0	0	0	1	0	0	0	0	1	0	2	0	2	1	0	2	3
3519	4545	"Zbudovská blata"	49.073406	14.346472	210	"AWI"	210	11655	12571	12183	0	0	1	7	0	44	0	119	0	0	2	0	0	5	0	19	12	237	0	0	0	0	0	0	0	0	22	0	0	0	0	1	0	0	1	372	0	0	0	0	0	0	0	21	5	0	10	0	0	2	0	0	0
3519	4545	"Zbudovská blata"	49.073406	14.346472	220	"AWI"	220	12050	13545	12636	0	0	0	1	0	6	0	28	0	0	0	0	0	1	0	1	0	294	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	294	0	0	0	0	0	0	0	0	1	1	6	0	1	1	0	1	0
3519	4545	"Zbudovská blata"	49.073406	14.346472	230	"AWI"	230	12365	14843	13227	0	0	0	2	0	15	0	54	0	0	0	0	0	1	0	1	0	338	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	270	0	0	0	0	0	0	0	0	13	2	7	0	0	3	0	1	0
3519	4545	"Zbudovská blata"	49.073406	14.346472	240	"AWI"	240	12704	15929	13877	0	0	2	0	0	11	0	39	0	3	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	251	0	0	0	0	0	1	0	0	3	1	19	0	0	1	0	0	4
