"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Aesculus"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Balsaminaceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Genista"	"Hypericaceae"	"Indeterminable"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Lythraceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	45	"AWI"	45	918	1206	1031	2	1	0	124	0	0	0	10	0	0	201	0	0	0	2	0	0	0	0	12	0	9	0	0	0	0	36	0	4	0	0	1	0	0	0	0	0	0	0	15	2	427	0	0	0	0	1	0	163	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	7	2	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	55	"AWI"	55	1061	1752	1310	1	0	0	184	0	4	0	3	0	1	248	0	0	0	1	0	0	0	0	45	0	47	0	0	0	0	32	0	4	0	0	2	0	0	0	0	0	0	0	47	3	184	0	0	0	0	0	0	246	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	57	"AWI"	57	1072	1907	1360	3	1	0	135	1	1	0	2	0	0	199	0	0	0	2	0	0	0	0	29	0	24	0	0	0	0	31	0	2	0	0	1	0	0	1	0	0	0	0	28	1	194	0	0	0	0	2	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	1	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	60	"AWI"	60	1147	2016	1450	2	0	0	192	1	4	0	21	0	0	259	0	0	0	3	0	0	0	0	73	0	26	0	0	0	0	65	0	3	0	0	4	0	0	0	0	0	0	0	41	3	146	0	0	0	0	1	0	210	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	4	1	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	65	"AWI"	65	1232	2121	1627	3	0	0	217	0	1	0	8	0	0	271	0	0	0	1	0	0	0	0	45	0	12	0	0	0	0	38	0	3	0	0	2	0	0	0	0	0	0	0	33	3	208	0	0	0	0	0	0	174	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	70	"AWI"	70	1300	2278	1782	2	0	0	144	0	0	0	7	0	0	164	0	0	0	3	0	0	0	0	29	0	7	0	0	0	0	13	0	2	0	2	0	0	0	0	0	0	0	0	33	0	108	0	0	0	0	0	0	98	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	75	"AWI"	75	1486	2335	1947	1	0	0	103	1	0	0	9	0	0	93	0	0	0	1	0	0	0	0	20	0	12	0	0	0	0	18	0	2	0	0	1	0	0	0	0	0	0	0	20	0	124	0	0	0	0	0	0	117	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	80	"AWI"	80	1572	2453	2120	1	0	0	100	1	1	0	8	0	0	90	0	1	0	0	0	0	0	0	13	0	5	0	0	0	0	11	0	2	0	0	0	0	0	0	0	0	0	0	8	1	217	0	0	0	0	0	0	65	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	1	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	82	"AWI"	82	1647	2512	2176	0	0	0	89	2	1	0	2	0	0	330	0	0	0	0	0	0	0	0	16	0	8	0	0	0	0	22	0	1	0	0	0	0	0	0	0	0	0	0	16	1	473	0	0	0	0	0	0	48	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	3	1	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	85	"AWI"	85	1844	2542	2243	1	0	0	193	0	3	0	10	0	0	355	0	0	0	1	0	0	0	0	36	0	59	0	0	0	0	23	0	6	0	1	1	0	0	0	0	0	0	0	14	0	276	0	0	0	0	0	0	88	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	5	0	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	88	"AWI"	88	2030	2575	2315	0	0	0	92	1	0	0	12	0	0	86	0	0	0	0	0	0	0	0	21	0	25	0	0	0	0	19	0	1	0	0	2	0	0	0	0	0	0	0	6	1	208	0	0	0	0	0	0	81	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	90	"AWI"	90	2130	2606	2366	1	0	0	123	5	1	0	13	0	0	88	0	1	0	1	0	0	0	0	22	0	22	0	0	0	0	28	0	5	0	0	2	0	0	0	0	0	0	0	9	0	141	0	0	0	0	1	0	87	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	6	1	1	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	95	"AWI"	95	2332	2693	2476	3	0	0	120	0	0	0	7	0	0	101	0	1	0	3	0	0	0	0	25	0	13	0	0	0	0	11	0	6	0	0	2	0	0	0	0	0	1	0	8	1	638	0	0	0	0	0	0	84	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	103	"AWI"	103	2414	2894	2628	1	0	0	112	1	0	0	11	0	0	147	0	0	0	0	0	0	0	0	17	0	13	0	0	0	0	40	0	4	0	0	1	0	0	0	0	0	0	0	6	1	143	0	0	0	0	2	0	44	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	1	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	105	"AWI"	105	2434	2955	2658	1	1	0	113	3	2	0	13	0	0	113	0	0	0	1	0	0	0	0	30	0	27	0	0	0	0	33	0	3	0	0	0	0	0	0	0	0	0	0	9	1	256	0	0	0	0	0	0	96	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	3	4	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	107	"AWI"	107	2468	2971	2689	2	1	0	62	2	1	0	4	0	0	50	0	0	0	0	0	0	0	0	17	0	36	0	0	0	0	41	0	7	0	0	1	0	0	0	0	0	0	0	5	2	246	0	0	0	0	0	0	69	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	110	"AWI"	110	2495	3006	2737	2	0	0	101	0	0	0	4	0	0	83	0	0	0	0	0	0	0	0	16	0	4	0	0	0	0	12	0	2	0	0	0	0	0	0	0	0	0	0	12	0	451	0	0	0	0	1	0	56	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	111	"AWI"	111	2504	3024	2753	2	0	0	107	2	1	0	0	0	0	124	0	0	0	0	0	0	0	0	19	0	16	0	0	0	0	17	0	4	0	0	0	0	0	0	0	0	0	0	9	1	630	0	0	0	0	1	0	82	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	3	1	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	115	"AWI"	115	2529	3104	2818	2	0	0	141	1	2	0	13	0	0	82	0	7	0	2	0	0	0	0	32	0	47	0	0	0	0	19	0	5	0	6	1	0	0	0	0	0	0	0	20	0	618	0	0	0	0	0	0	71	0	0	0	1	0	3	1	0	0	0	0	0	0	1	0	2	3	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	120	"AWI"	120	2623	3156	2889	4	0	0	75	0	0	0	13	0	0	41	0	0	0	1	0	0	0	0	43	0	31	0	0	0	0	36	0	3	0	0	0	0	0	0	0	0	0	0	8	5	328	0	0	0	0	1	0	57	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	5	2	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	125	"AWI"	125	2674	3215	2963	5	0	0	171	0	1	0	5	0	0	122	0	0	0	0	0	0	0	0	42	0	23	0	0	0	0	32	0	3	0	0	3	0	0	0	0	0	0	0	15	4	525	0	0	0	0	0	0	63	0	0	0	2	0	5	0	0	0	0	0	0	0	1	0	6	0	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	130	"AWI"	130	2765	3270	3032	1	1	0	119	0	2	0	8	0	0	68	0	0	0	3	0	0	0	0	34	0	25	0	0	0	0	18	0	7	0	0	0	0	0	0	0	0	0	0	10	0	177	0	0	0	0	0	0	68	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	4	0	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	133	"AWI"	133	2829	3291	3074	1	0	0	114	1	2	0	19	0	0	129	0	0	0	0	0	0	0	0	40	0	80	0	0	0	0	25	0	9	0	1	0	0	0	0	0	0	0	3	7	4	156	0	0	0	0	0	0	93	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	7	4	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	135	"AWI"	135	2859	3304	3105	1	0	0	140	3	1	0	16	0	0	257	0	0	0	0	0	0	0	0	53	0	57	0	0	0	0	17	0	6	0	1	6	0	0	0	0	0	0	0	4	3	134	0	0	0	0	0	0	150	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	137	"AWI"	137	2889	3326	3138	2	0	0	140	1	2	0	19	0	0	157	0	0	0	0	0	0	0	0	99	0	91	0	0	0	0	40	0	8	0	2	1	1	0	0	0	0	0	0	6	2	159	0	0	0	0	1	0	160	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	7	4	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	140	"AWI"	140	2953	3366	3187	2	0	0	201	1	2	0	7	0	0	179	0	1	0	0	0	0	0	0	105	0	18	0	0	0	0	15	0	6	0	0	3	0	0	0	0	0	0	0	10	3	335	0	0	0	0	0	0	122	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	13	0	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	145	"AWI"	145	3114	3423	3283	2	1	0	172	0	2	0	8	0	0	204	0	0	0	1	0	0	0	0	75	0	10	0	0	0	0	13	0	3	0	0	2	0	0	0	0	0	0	0	10	3	359	0	0	0	0	0	0	126	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	16	0	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	155	"AWI"	155	3295	3798	3525	3	1	0	149	1	0	0	6	0	0	189	0	0	0	0	0	0	0	0	98	0	14	0	0	0	0	21	0	5	0	0	5	0	0	0	0	0	0	0	10	4	382	0	0	0	0	1	0	118	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	10	1	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	160	"AWI"	160	3349	4134	3671	1	0	0	147	0	1	0	2	0	0	150	0	0	0	0	0	0	0	0	79	0	8	0	0	0	0	9	0	8	0	0	0	0	0	0	0	0	0	0	9	0	510	0	0	0	0	0	0	76	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	8	0	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	165	"AWI"	165	3454	4365	3824	0	1	0	108	1	0	0	7	0	0	120	0	0	0	0	0	0	0	0	99	0	14	0	0	0	0	6	0	5	0	0	2	0	0	0	0	0	0	0	2	4	549	0	0	0	0	0	1	85	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	14	1	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	170	"AWI"	170	3531	4494	3994	2	0	0	133	0	2	1	2	0	0	146	0	1	0	0	0	0	0	0	93	0	24	0	0	0	0	9	0	8	0	0	1	0	0	0	0	0	0	0	3	6	455	0	0	0	0	0	0	126	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	9	1	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	175	"AWI"	175	3644	4674	4143	0	0	0	151	0	1	0	1	0	0	161	0	0	0	1	0	0	0	0	78	0	18	0	0	0	0	9	0	11	0	0	0	0	0	0	0	0	0	0	3	3	421	0	0	0	0	0	0	143	0	0	0	0	0	3	0	0	0	0	0	1	1	0	0	12	3	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	180	"AWI"	180	3818	4744	4296	0	0	0	161	1	0	0	11	0	0	139	0	1	0	0	0	0	0	0	90	0	41	0	0	0	0	6	0	15	0	0	0	0	0	0	0	0	0	0	1	4	469	0	0	0	0	2	0	97	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	12	2	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	185	"AWI"	185	3927	4859	4456	0	0	0	182	0	1	0	8	0	0	99	0	0	0	0	0	0	0	0	138	0	12	0	0	0	0	9	0	6	0	0	0	0	0	0	0	0	0	0	0	5	449	0	0	0	0	0	0	77	2	0	0	1	0	1	0	0	0	0	0	0	0	1	0	8	3	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	190	"AWI"	190	4236	4934	4589	0	0	0	125	0	1	0	5	0	0	78	0	0	0	0	0	0	0	0	91	0	8	0	0	0	0	6	0	5	0	0	1	0	0	0	0	0	0	0	0	2	621	0	0	0	0	0	0	55	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	203	"AWI"	203	4658	5295	4959	0	0	0	144	1	4	0	48	0	0	44	0	0	0	0	0	0	0	0	97	0	19	0	0	0	0	5	0	5	0	0	6	0	0	1	0	0	0	0	0	1	423	0	0	0	0	1	0	80	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	16	0	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	205	"AWI"	205	4680	5399	5010	0	0	0	139	3	0	0	24	0	0	85	0	0	0	0	0	0	0	0	124	0	29	0	0	0	0	2	0	15	0	0	0	0	0	0	0	0	0	0	2	5	496	0	0	0	0	1	0	104	1	0	0	1	0	2	0	0	0	1	0	0	3	1	0	19	0	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	210	"AWI"	210	4756	5627	5137	0	1	0	155	0	0	0	4	0	0	150	0	0	0	0	0	0	0	0	82	0	9	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	2	517	0	0	0	0	1	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	1	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	215	"AWI"	215	4859	5721	5275	0	0	0	102	1	0	0	9	0	0	131	0	0	0	0	0	0	0	0	58	0	7	0	0	0	0	3	0	13	0	0	0	0	0	0	0	0	0	0	2	2	581	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	220	"AWI"	220	4923	5908	5414	0	0	0	137	0	1	0	3	0	0	113	0	1	0	0	0	0	0	0	117	0	9	0	0	0	0	1	0	9	0	0	0	0	0	0	0	0	0	0	0	4	527	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	1	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	224	"AWI"	224	5067	5963	5525	0	0	0	84	0	1	0	2	0	0	97	0	0	0	1	0	0	0	0	71	0	5	0	0	0	0	1	0	8	0	0	0	0	0	0	0	0	0	0	0	4	273	0	0	0	0	0	0	74	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	25	0	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	229	"AWI"	229	5161	6056	5678	0	0	0	59	0	0	0	3	0	0	81	0	0	0	1	0	0	0	0	54	0	7	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	2	231	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	12	0	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	233	"AWI"	233	5281	6143	5788	0	0	0	107	0	1	0	5	0	0	202	0	0	0	0	0	0	0	0	81	0	7	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	6	439	0	0	0	0	1	0	111	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	238	"AWI"	238	5590	6189	5910	0	1	0	67	0	2	0	0	0	0	105	0	0	0	0	0	0	0	0	43	0	3	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	282	0	0	0	0	2	0	52	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	240	"AWI"	240	5685	6211	5963	0	0	0	73	0	0	0	5	0	0	128	0	0	0	0	0	0	0	0	82	0	4	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	1	3	565	0	0	0	0	0	0	80	1	0	0	1	0	1	0	0	0	0	0	0	0	0	16	30	1	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	252	"AWI"	252	5970	6505	6224	0	0	0	105	1	0	1	3	0	0	186	0	0	0	0	0	0	0	0	52	0	3	0	0	0	0	1	0	9	0	0	0	0	0	0	0	0	0	0	0	2	546	0	0	0	0	2	0	57	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	25	0	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	255	"AWI"	255	6000	6632	6275	0	0	0	127	1	0	0	3	0	0	158	0	0	0	0	0	0	0	0	58	0	6	0	0	0	0	1	0	17	0	0	0	0	0	0	0	0	0	0	1	5	520	0	0	0	0	1	0	79	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	21	1	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	260	"AWI"	260	6082	6692	6367	0	0	0	81	0	1	0	4	0	0	105	0	0	0	0	0	0	0	0	58	0	19	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	6	613	0	0	0	0	0	0	81	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	24	1	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	265	"AWI"	265	6132	6809	6451	0	0	0	102	0	1	0	1	0	0	139	0	0	0	0	0	0	0	0	91	0	11	0	0	0	0	2	0	11	0	0	0	0	0	0	0	0	0	0	0	2	504	0	0	0	0	0	0	101	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	270	"AWI"	270	6220	6900	6539	0	0	0	83	0	0	0	3	0	0	138	0	0	0	0	0	0	0	0	79	0	11	0	0	0	0	1	0	11	0	0	0	0	0	0	0	0	0	0	0	3	551	0	0	0	0	0	0	90	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	36	0	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	275	"AWI"	275	6294	6969	6635	0	1	0	105	0	0	0	3	0	0	127	0	0	0	0	0	0	0	0	83	0	17	0	0	0	0	1	0	16	0	0	3	0	0	0	0	0	0	0	0	3	561	0	0	0	0	0	0	73	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	22	0	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	280	"AWI"	280	6387	7059	6723	0	0	0	103	0	1	0	3	0	0	147	0	0	0	3	0	0	0	0	81	0	6	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	1	536	0	0	0	0	2	0	68	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	29	1	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	285	"AWI"	285	6508	7109	6816	0	0	0	92	2	1	0	6	0	0	117	0	0	0	0	0	0	0	0	75	0	6	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	594	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	34	0	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	288	"AWI"	288	6546	7160	6873	0	0	0	57	0	1	0	5	0	0	109	0	0	0	0	0	0	0	0	55	0	10	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	450	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	290	"AWI"	290	6580	7204	6910	0	0	0	56	0	0	0	3	0	0	174	0	0	0	3	0	0	0	0	45	0	4	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	2	598	0	0	0	0	0	0	78	1	0	0	0	0	1	0	0	0	0	0	0	0	0	11	29	0	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	293	"AWI"	293	6677	7233	6967	0	0	0	89	0	0	0	5	0	0	136	0	0	0	0	0	0	0	0	45	0	8	0	0	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	0	2	613	0	0	0	0	0	0	82	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	19	0	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	298	"AWI"	298	6774	7331	7067	0	0	0	54	0	0	1	2	0	0	126	0	0	0	0	0	0	0	0	61	0	4	0	0	0	0	1	0	6	0	1	1	0	0	0	0	0	0	0	0	3	291	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	303	"AWI"	303	6846	7474	7155	0	0	0	109	0	0	2	4	0	0	120	0	0	0	0	0	0	0	0	113	0	14	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	2	540	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0
