"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Arctostaphylos"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Geraniaceae"	"Juglans"	"Juniperus"	"Larix"	"Liliaceae"	"Melanthiaceae"	"Onagraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
15809	24319	"Grächen See"	46.19556	7.845	190	"AWI"	190	2322	2695	2529	4	0	11	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	4	18	0	0	0	131	88	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
15809	24319	"Grächen See"	46.19556	7.845	200	"AWI"	200	2351	2742	2571	2	0	23	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	16	0	0	0	1	0	0	0	1	11	66	0	0	0	264	134	0	0	0	0	5	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
15809	24319	"Grächen See"	46.19556	7.845	210	"AWI"	210	2377	2798	2613	5	0	34	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	84	1	0	0	0	0	0	0	0	1	26	0	0	0	154	100	0	0	0	0	9	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0
15809	24319	"Grächen See"	46.19556	7.845	220	"AWI"	220	2398	2859	2653	10	0	14	0	0	0	0	0	4	0	1	1	0	0	0	0	0	3	65	1	0	0	1	0	0	0	0	2	37	0	0	0	139	121	0	0	0	0	6	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
15809	24319	"Grächen See"	46.19556	7.845	230	"AWI"	230	2510	2943	2753	5	0	20	0	0	0	0	0	2	0	5	0	0	0	0	1	0	1	214	0	0	0	2	0	0	0	0	1	67	0	0	0	134	127	0	0	0	0	4	2	0	0	0	1	2	0	0	0	0	0	0	0	0	0
15809	24319	"Grächen See"	46.19556	7.845	240	"AWI"	240	2571	3064	2833	5	0	23	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0	0	6	45	0	0	0	104	138	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
15809	24319	"Grächen See"	46.19556	7.845	250	"AWI"	250	2606	3233	2923	7	0	28	0	0	0	0	0	1	0	9	0	0	0	0	0	0	0	103	0	0	0	0	0	1	0	0	4	25	0	0	0	66	62	0	0	2	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
15809	24319	"Grächen See"	46.19556	7.845	300	"AWI"	300	2827	4113	3376	7	0	49	0	0	0	0	0	2	0	26	0	0	0	0	0	0	1	72	0	0	0	4	0	0	0	0	7	47	0	0	0	81	150	0	0	0	0	6	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0
15809	24319	"Grächen See"	46.19556	7.845	310	"AWI"	310	3005	4143	3490	4	0	49	1	0	0	0	0	3	0	17	0	0	0	0	0	0	1	28	0	0	0	2	0	0	0	0	1	42	0	0	0	45	135	0	0	0	0	2	0	0	0	0	2	7	0	0	0	0	0	0	1	0	0
15809	24319	"Grächen See"	46.19556	7.845	320	"AWI"	320	3179	4176	3604	16	2	146	1	0	0	0	0	14	0	106	0	0	0	0	0	0	2	30	0	0	0	9	0	0	0	0	4	78	0	0	0	103	235	0	0	0	0	14	2	0	0	1	1	6	0	1	0	0	0	1	1	0	0
15809	24319	"Grächen See"	46.19556	7.845	330	"AWI"	330	3345	4205	3720	11	0	101	0	0	0	0	0	7	0	114	1	0	0	0	0	0	5	26	0	0	0	0	0	1	0	0	2	55	0	0	0	67	152	0	0	0	1	4	0	0	0	0	2	4	0	1	0	0	0	0	6	0	0
15809	24319	"Grächen See"	46.19556	7.845	340	"AWI"	340	3492	4256	3841	10	0	84	0	0	0	0	0	1	0	103	0	0	0	0	1	0	0	24	0	0	0	3	0	0	0	0	2	54	0	0	1	103	168	0	0	0	0	7	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
15809	24319	"Grächen See"	46.19556	7.845	350	"AWI"	350	3624	4305	3958	10	0	105	1	0	0	0	0	2	0	71	0	1	0	0	1	0	4	47	0	0	0	2	0	2	0	0	0	56	0	0	1	112	200	0	0	0	0	5	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
15809	24319	"Grächen See"	46.19556	7.845	360	"AWI"	360	3736	4390	4072	11	0	50	0	0	0	0	0	3	0	12	0	0	0	0	0	0	2	13	0	0	0	1	0	0	0	0	3	64	0	0	0	188	273	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
15809	24319	"Grächen See"	46.19556	7.845	370	"AWI"	370	3857	4489	4180	5	0	16	0	0	0	0	0	0	0	16	0	0	0	0	0	0	1	14	0	0	0	1	0	0	0	0	0	39	0	0	1	101	148	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
15809	24319	"Grächen See"	46.19556	7.845	380	"AWI"	380	4009	4560	4296	7	0	73	0	0	0	0	0	3	0	22	0	1	0	0	0	0	1	12	0	0	0	3	0	0	0	0	0	41	0	0	0	86	171	0	0	0	0	5	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
15809	24319	"Grächen See"	46.19556	7.845	390	"AWI"	390	4109	4681	4413	6	0	47	1	0	0	0	1	2	0	6	0	0	0	0	0	0	2	7	0	0	0	3	0	1	0	0	2	44	0	0	0	80	129	0	0	0	0	4	2	0	0	1	1	1	0	0	0	0	0	0	0	0	0
15809	24319	"Grächen See"	46.19556	7.845	400	"AWI"	400	4168	4840	4529	7	0	72	1	0	0	0	0	5	0	34	0	1	0	0	0	0	3	19	0	0	0	2	0	0	0	0	3	75	0	0	0	73	223	0	0	0	0	12	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
15809	24319	"Grächen See"	46.19556	7.845	410	"AWI"	410	4208	5023	4640	8	0	58	1	0	0	0	2	6	0	21	0	0	0	0	0	0	3	9	0	0	0	1	0	0	0	0	1	57	0	0	0	33	325	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15809	24319	"Grächen See"	46.19556	7.845	420	"AWI"	420	4240	5217	4753	9	0	68	0	0	0	0	0	2	0	26	0	2	0	0	0	0	3	15	0	0	0	0	0	0	0	0	1	59	0	0	1	33	453	0	0	0	0	8	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
15809	24319	"Grächen See"	46.19556	7.845	430	"AWI"	430	4271	5435	4864	11	0	39	1	0	0	0	0	4	0	23	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	1	39	0	0	0	30	279	0	0	0	0	4	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0
15809	24319	"Grächen See"	46.19556	7.845	440	"AWI"	440	4307	5660	4976	21	0	75	1	0	0	0	0	0	0	22	0	0	0	0	0	0	1	6	0	0	0	0	1	1	0	0	0	48	0	0	0	14	250	0	0	0	0	7	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
15809	24319	"Grächen See"	46.19556	7.845	450	"AWI"	450	4480	5692	5078	25	2	64	0	0	0	0	0	1	0	30	0	0	0	0	2	0	6	10	0	0	0	1	0	0	0	0	0	29	0	0	0	11	529	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15809	24319	"Grächen See"	46.19556	7.845	460	"AWI"	460	4667	5714	5178	16	0	69	1	0	0	0	0	6	0	27	0	0	0	0	0	0	3	14	0	0	0	0	1	0	0	0	3	42	0	0	0	12	522	0	0	0	0	10	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0
15809	24319	"Grächen See"	46.19556	7.845	470	"AWI"	470	4852	5741	5280	6	1	23	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	5	25	0	0	1	25	84	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15809	24319	"Grächen See"	46.19556	7.845	490	"AWI"	490	5196	5800	5487	25	0	0	0	0	0	0	0	4	0	20	0	1	0	0	0	0	3	30	0	0	0	0	0	2	0	0	2	53	0	0	0	20	410	0	0	0	1	14	0	0	0	0	0	4	0	0	0	0	0	2	1	0	0
15809	24319	"Grächen See"	46.19556	7.845	510	"AWI"	510	5460	5903	5687	38	1	95	0	0	0	0	0	8	0	19	0	0	0	0	1	0	0	10	0	0	0	0	1	2	0	0	0	40	0	0	0	8	451	0	0	0	0	10	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0
15809	24319	"Grächen See"	46.19556	7.845	530	"AWI"	530	5613	6038	5825	19	2	149	0	0	0	0	0	5	0	43	0	1	0	0	0	0	2	10	0	0	0	1	0	0	0	0	0	49	0	0	0	5	302	0	0	0	0	9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
15809	24319	"Grächen See"	46.19556	7.845	550	"AWI"	550	5668	6214	5945	17	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	3	16	0	0	0	0	0	0	0	0	0	46	0	0	0	4	338	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15809	24319	"Grächen See"	46.19556	7.845	570	"AWI"	570	5715	6423	6058	21	1	0	0	0	0	0	0	0	0	11	0	0	0	0	1	0	2	19	0	0	0	1	0	0	0	0	0	42	0	0	0	1	257	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0
15809	24319	"Grächen See"	46.19556	7.845	590	"AWI"	590	5779	6638	6173	23	3	0	0	0	0	0	0	1	0	13	1	0	0	0	0	0	1	26	0	0	0	0	0	1	0	0	0	27	0	0	0	0	281	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
15809	24319	"Grächen See"	46.19556	7.845	610	"AWI"	610	6055	6739	6333	44	0	0	0	0	0	0	1	1	0	16	0	0	0	0	0	0	2	50	0	0	0	2	0	0	0	0	0	54	0	0	0	1	499	0	0	0	1	11	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0
15809	24319	"Grächen See"	46.19556	7.845	630	"AWI"	630	6224	6878	6503	28	0	0	0	0	0	0	0	1	0	9	0	0	0	0	0	0	2	572	0	0	0	1	0	1	0	0	0	33	0	0	0	1	257	0	0	0	1	7	0	0	0	0	1	1	0	0	0	1	0	5	0	0	0
15809	24319	"Grächen See"	46.19556	7.845	650	"AWI"	650	6325	7118	6669	11	0	0	0	0	0	0	0	1	0	23	0	0	0	0	0	0	0	379	0	0	0	0	0	0	0	0	0	21	0	0	0	1	155	0	0	0	3	5	1	0	0	1	0	0	1	0	0	0	0	2	0	0	0
15809	24319	"Grächen See"	46.19556	7.845	665	"AWI"	665	6416	7308	6800	23	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	471	0	0	0	0	0	0	0	0	0	16	0	0	2	0	75	0	0	0	0	4	0	0	0	0	0	1	0	0	0	1	0	1	2	0	1
15809	24319	"Grächen See"	46.19556	7.845	675	"AWI"	675	6555	7362	6903	38	0	0	0	0	0	0	0	0	0	19	1	1	0	0	0	0	2	803	0	0	0	0	0	0	0	0	1	44	0	0	0	2	188	0	0	0	2	9	0	0	0	0	0	2	0	0	0	1	0	5	1	0	0
15809	24319	"Grächen See"	46.19556	7.845	705	"AWI"	705	6837	7550	7226	40	1	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	670	0	0	0	0	0	1	0	0	1	31	0	0	0	1	125	0	0	0	1	2	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0
15809	24319	"Grächen See"	46.19556	7.845	725	"AWI"	725	6942	7760	7447	8	0	0	0	0	0	0	0	0	0	36	0	1	0	0	0	0	4	693	0	0	0	1	0	1	0	0	0	23	0	0	1	0	135	0	0	0	0	3	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0
15809	24319	"Grächen See"	46.19556	7.845	745	"AWI"	745	7074	7914	7594	6	0	18	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	168	0	0	0	1	0	0	0	0	0	12	0	0	0	4	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15809	24319	"Grächen See"	46.19556	7.845	765	"AWI"	765	7216	7973	7683	6	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	280	0	0	0	0	0	0	0	0	0	12	0	0	0	2	150	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15809	24319	"Grächen See"	46.19556	7.845	775	"AWI"	775	7278	8015	7726	19	0	0	0	0	0	0	0	0	0	9	0	0	0	0	1	0	3	598	0	0	0	0	0	3	0	0	1	42	0	0	0	6	205	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0
15809	24319	"Grächen See"	46.19556	7.845	785	"AWI"	785	7329	8070	7770	5	1	0	0	0	0	0	0	1	0	9	0	0	0	0	0	0	2	340	0	0	0	0	0	0	0	0	1	6	0	0	0	8	123	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
15809	24319	"Grächen See"	46.19556	7.845	795	"AWI"	795	7359	8126	7817	28	0	27	0	0	0	0	0	1	0	7	0	0	0	0	0	0	3	473	0	0	0	0	0	1	1	0	2	35	0	0	1	2	248	0	0	0	0	9	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0
15809	24319	"Grächen See"	46.19556	7.845	805	"AWI"	805	7387	8196	7859	9	0	0	0	0	0	0	0	0	0	16	1	0	0	0	1	0	1	305	0	0	0	0	0	0	1	0	1	17	0	0	0	0	163	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
15809	24319	"Grächen See"	46.19556	7.845	825	"AWI"	825	7564	8244	7938	3	0	0	0	0	0	0	0	2	0	26	3	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	1	19	0	0	6	0	181	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0
15809	24319	"Grächen See"	46.19556	7.845	835	"AWI"	835	7656	8259	7976	7	0	0	0	0	0	0	0	5	0	23	0	0	0	0	0	0	3	67	1	0	1	0	0	0	0	0	2	24	0	0	11	0	190	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0
15809	24319	"Grächen See"	46.19556	7.845	845	"AWI"	845	7740	8275	8015	25	1	0	0	0	0	0	0	0	0	11	0	0	0	0	2	0	3	70	0	0	0	0	0	2	0	0	1	24	0	1	5	1	211	0	0	0	0	3	0	0	0	0	2	0	0	0	0	2	0	6	0	0	0
15809	24319	"Grächen See"	46.19556	7.845	855	"AWI"	855	7815	8296	8057	17	0	0	0	0	0	0	0	3	0	20	0	0	0	0	1	0	8	90	0	0	0	0	0	2	0	0	0	22	0	0	5	3	199	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
15809	24319	"Grächen See"	46.19556	7.845	865	"AWI"	865	7880	8325	8101	8	0	0	0	0	0	0	0	3	0	34	1	0	0	0	0	0	4	65	0	0	0	0	0	0	0	0	0	11	0	0	0	5	213	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0
15809	24319	"Grächen See"	46.19556	7.845	885	"AWI"	885	7964	8399	8190	7	0	0	0	0	0	0	0	1	0	24	3	0	0	0	0	0	0	35	0	0	0	0	0	2	0	0	1	32	0	0	0	0	217	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
15809	24319	"Grächen See"	46.19556	7.845	905	"AWI"	905	8024	8548	8277	5	0	0	0	0	0	0	0	0	0	13	1	0	0	0	1	0	2	42	0	0	0	0	0	2	0	0	0	20	0	0	1	1	127	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
15809	24319	"Grächen See"	46.19556	7.845	925	"AWI"	925	8070	8727	8355	1	1	0	1	0	4	0	0	1	0	28	0	0	0	0	0	0	5	27	0	0	0	0	0	0	0	0	1	18	0	0	0	2	145	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0
15809	24319	"Grächen See"	46.19556	7.845	935	"AWI"	935	8081	8825	8392	2	2	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	4	22	0	0	0	0	0	1	0	0	0	27	0	0	1	0	157	0	0	0	0	2	0	1	0	1	0	1	0	0	0	0	0	3	0	0	0
15809	24319	"Grächen See"	46.19556	7.845	945	"AWI"	945	8094	8938	8428	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	2	10	0	0	0	0	0	0	0	0	0	14	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
15809	24319	"Grächen See"	46.19556	7.845	955	"AWI"	955	8109	9055	8464	2	0	0	0	0	0	1	0	0	0	16	0	0	0	0	0	0	2	14	0	0	0	0	0	0	0	0	0	26	0	0	1	0	118	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0
15809	24319	"Grächen See"	46.19556	7.845	975	"AWI"	975	8201	9110	8555	1	0	37	0	0	0	0	0	0	0	14	0	0	0	0	0	0	3	11	0	0	0	0	0	0	0	0	0	15	0	0	0	0	96	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
15809	24319	"Grächen See"	46.19556	7.845	985	"AWI"	985	8228	9150	8602	1	0	0	0	0	0	0	0	0	0	29	0	0	0	0	1	0	0	14	0	0	0	0	0	0	0	0	0	20	0	0	0	0	169	0	0	0	0	4	0	0	0	0	0	5	0	0	2	0	0	2	0	0	0
15809	24319	"Grächen See"	46.19556	7.845	990	"AWI"	990	8247	9181	8625	3	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	3	11	0	0	0	0	0	1	0	0	0	27	0	0	0	0	186	0	0	0	1	5	0	0	0	0	0	1	0	1	2	0	0	2	0	0	0
15809	24319	"Grächen See"	46.19556	7.845	1002.5	"AWI"	1002.5	8279	9252	8681.5	3	4	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	3	8	0	0	0	0	0	1	0	0	0	35	0	0	0	1	354	0	0	1	5	7	0	0	0	0	0	12	0	0	1	0	0	6	0	0	0
15809	24319	"Grächen See"	46.19556	7.845	1017.5	"AWI"	1017.5	8308.5	9364	8750.5	3	2	0	0	1	0	0	0	2	0	101	0	0	0	0	0	0	8	47	0	0	0	0	0	2	0	0	0	44	0	0	1	0	476	0	0	0	6	1	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0
15809	24319	"Grächen See"	46.19556	7.845	1022.5	"AWI"	1022.5	8315.5	9396	8772.5	2	2	0	0	1	0	0	0	1	0	60	0	1	0	0	0	0	3	31	0	0	0	0	0	1	0	0	1	23	0	0	0	1	357	0	0	0	5	1	0	1	0	2	1	0	0	0	1	0	0	4	0	0	0
15809	24319	"Grächen See"	46.19556	7.845	1027.5	"AWI"	1027.5	8326	9436	8791	3	3	0	0	0	0	0	0	3	0	175	0	0	0	0	1	0	9	35	0	0	0	0	0	0	0	0	2	24	0	0	0	0	476	0	0	0	9	4	0	0	0	2	1	1	0	0	0	2	0	5	0	0	0
15809	24319	"Grächen See"	46.19556	7.845	1037.5	"AWI"	1037.5	8391	9469.5	8835.5	2	4	0	0	0	0	0	0	1	0	64	0	0	0	0	1	0	2	11	0	0	0	0	0	0	0	0	0	25	0	0	0	0	294	0	0	1	4	2	1	0	0	0	0	1	0	0	0	0	0	3	0	1	0
15809	24319	"Grächen See"	46.19556	7.845	1045	"AWI"	1045	8433	9490	8868	2	2	0	0	0	0	1	0	2	0	73	0	1	0	0	0	0	8	18	0	0	0	0	0	1	0	0	2	22	0	0	0	0	407	0	0	0	14	4	2	0	0	0	2	1	0	0	0	1	0	2	2	1	0
15809	24319	"Grächen See"	46.19556	7.845	1050	"AWI"	1050	8457	9509	8889	2	0	0	0	0	0	0	0	1	0	79	0	0	0	0	1	0	1	16	0	0	0	0	0	0	0	0	0	8	0	0	0	0	172	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
15809	24319	"Grächen See"	46.19556	7.845	1067	"AWI"	1067	8538	9593	8967	1	3	0	0	0	0	0	0	4	0	198	0	0	0	0	1	0	4	7	0	0	0	0	0	1	0	0	0	29	1	0	0	0	355	0	0	0	7	6	1	0	0	0	0	3	0	0	0	2	0	5	0	0	0
15809	24319	"Grächen See"	46.19556	7.845	1075	"AWI"	1075	8566	9625	9003	1	0	0	0	0	0	0	0	0	0	60	1	0	0	0	0	0	9	2	0	0	0	0	0	0	0	0	1	46	0	0	0	0	239	0	0	0	1	4	0	0	0	0	0	4	1	0	0	0	4	3	0	0	0
15809	24319	"Grächen See"	46.19556	7.845	1085	"AWI"	1085	8594	9677	9048	2	2	0	0	0	0	0	0	3	0	71	0	0	0	0	0	0	2	6	0	0	0	0	0	0	0	0	0	46	0	0	0	2	281	0	0	0	1	7	0	0	0	0	0	1	1	0	0	0	0	4	0	0	0
15809	24319	"Grächen See"	46.19556	7.845	1095	"AWI"	1095	8624	9734	9092	1	0	0	0	0	0	0	0	2	0	54	0	0	0	0	0	0	9	2	0	0	0	0	0	0	0	0	0	32	0	0	0	0	252	0	0	0	1	3	1	0	0	0	0	1	0	0	0	0	0	7	0	0	0
15809	24319	"Grächen See"	46.19556	7.845	1097	"AWI"	1097	8630	9745	9102	0	1	0	0	0	0	0	0	2	0	52	0	0	0	0	0	0	4	6	0	0	0	0	0	1	0	0	1	25	0	0	1	0	211	0	0	0	1	3	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0
15809	24319	"Grächen See"	46.19556	7.845	1102	"AWI"	1102	8642	9790	9123	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	2	6	0	0	0	0	0	0	0	0	0	24	0	0	0	0	196	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
