"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Ailanthus"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Celtis"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Eucalyptus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Ficus"	"Fraxinus"	"Genista"	"Geraniaceae"	"Hypericaceae"	"Iridaceae"	"Juglans"	"Juncaceae"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Olea"	"Orobanchaceae"	"Ostrya.Carpinus"	"Phillyrea"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Solanaceae"	"Sorbus"	"Thalictrum"	"Thymelaeaceae"	"Ulmus"	"Urticaceae"	"Vitaceae"
27016	47584	"Gorgo Tondo"	37.90131	13.41265	100	"AWI"	100	556	715	654	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	96	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27016	47584	"Gorgo Tondo"	37.90131	13.41265	110	"AWI"	110	596	849	710	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	6	0	0	0	0	0	0	0	2	2	0	0	0	0	0
27016	47584	"Gorgo Tondo"	37.90131	13.41265	120	"AWI"	120	648	936	779	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	41	3	0	0	0	0	0	0	0	1	0	2	0	1	1	0
27016	47584	"Gorgo Tondo"	37.90131	13.41265	130	"AWI"	130	705	1016	851	0	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27016	47584	"Gorgo Tondo"	37.90131	13.41265	140	"AWI"	140	762	1088	927	1	0	0	2	0	0	0	0	3	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0
27016	47584	"Gorgo Tondo"	37.90131	13.41265	160	"AWI"	160	908	1200	1073	0	0	0	4	0	0	0	0	5	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	2	2	0	0	2	0	0	0	0	0	13	0	0	0	0	0	0	4	0	0	0	0	0	0	4	0	0	1	0	14	0	0	0	0	0	137	5	0	0	0	0	0	0	0	1	0	4	0	0	0	0
27016	47584	"Gorgo Tondo"	37.90131	13.41265	170	"AWI"	170	984	1244	1147	0	0	0	1	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	214	9	0	0	0	0	0	3	0	0	0	0	0	2	0	0
27016	47584	"Gorgo Tondo"	37.90131	13.41265	180	"AWI"	180	1106	1277	1219	0	1	0	1	0	1	0	11	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	5	0	0	0	0	0	2	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	364	9	0	0	0	0	0	0	0	0	0	1	0	99	0	0
27016	47584	"Gorgo Tondo"	37.90131	13.41265	190	"AWI"	190	1212	1737	1378	0	0	0	1	0	0	0	0	1	0	0	0	0	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	3	1	0	0	2	0	1	0	0	0	2	0	0	0	0	0	0	190	4	0	0	0	0	0	0	0	0	0	0	0	17	0	0
27016	47584	"Gorgo Tondo"	37.90131	13.41265	200	"AWI"	200	1308	2027	1592	0	1	0	3	0	0	0	7	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	2	0	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	412	14	0	0	0	0	0	0	0	0	0	1	0	43	2	0
27016	47584	"Gorgo Tondo"	37.90131	13.41265	210	"AWI"	210	1440	2297	1815	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	284	8	0	0	0	0	0	0	0	0	0	0	0	21	0	0
27016	47584	"Gorgo Tondo"	37.90131	13.41265	220	"AWI"	220	1608	2532	2043	0	0	0	1	0	0	0	1	1	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	1	0	0	4	1	1	0	0	0	1	0	0	0	0	10	0	1	1	0	1	0	0	0	0	0	0	0	473	20	0	0	0	0	0	0	0	0	0	0	0	4	2	0
27016	47584	"Gorgo Tondo"	37.90131	13.41265	240	"AWI"	240	2021	2873	2502	0	0	0	4	0	1	0	0	2	0	1	0	1	0	3	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	1	1	12	0	0	0	3	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	424	25	0	0	0	0	0	0	0	1	0	0	0	0	3	0
27016	47584	"Gorgo Tondo"	37.90131	13.41265	250	"AWI"	250	2284	2991	2711	2	0	0	1	0	0	0	0	1	0	9	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	102	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27016	47584	"Gorgo Tondo"	37.90131	13.41265	270	"AWI"	270	2943	3341	3112	0	1	0	0	0	1	0	0	3	0	6	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27016	47584	"Gorgo Tondo"	37.90131	13.41265	290	"AWI"	290	3164	3887	3476	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	107	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27016	47584	"Gorgo Tondo"	37.90131	13.41265	300	"AWI"	300	3310	4070	3671	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
27016	47584	"Gorgo Tondo"	37.90131	13.41265	320	"AWI"	320	3672	4358	4073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0
27016	47584	"Gorgo Tondo"	37.90131	13.41265	399	"AWI"	399	5108	6048	5564	0	1	0	1	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	1	0	0	0	1	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	213	11	0	0	0	0	0	0	0	0	0	2	0	14	1	0
