"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Crataegus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fagus"	"Fraxinus"	"Ilex"	"Juglans"	"Juniperus"	"Lamiaceae"	"Olea"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"
3337	4330	"Lago Padule"	44.29861	10.21472	565	"AWI"	565	2869	3258	3034	52	0	20	0	0	4	3	7	3	0	0	6	3	0	0	32	0	10	7	0	48	4	0	0	0	0	10	0	0	2	3	0	24	0	0	54	3	0	1	2	2	0	0	0	0	0	0
3337	4330	"Lago Padule"	44.29861	10.21472	585	"AWI"	585	3020	3680	3277	104	0	16	0	0	5	3	4	0	0	0	0	0	0	0	29	0	0	0	0	100	1	0	0	0	0	0	0	0	0	0	0	3	0	0	35	0	0	0	0	0	0	0	0	0	0	1
3337	4330	"Lago Padule"	44.29861	10.21472	605	"AWI"	605	3156	4117	3537	135	0	10	0	1	1	0	5	0	0	0	0	0	0	0	17	1	2	2	0	74	1	0	0	0	0	0	0	0	1	1	0	9	0	0	35	2	0	0	1	4	0	0	0	0	1	1
3337	4330	"Lago Padule"	44.29861	10.21472	625	"AWI"	625	3331	4412	3797	134	4	10	0	0	3	0	2	0	0	0	1	0	1	0	30	1	1	1	0	77	1	0	0	0	0	0	0	0	1	1	0	6	0	0	25	0	0	0	0	2	0	0	0	0	0	0
3337	4330	"Lago Padule"	44.29861	10.21472	645	"AWI"	645	3524	4691	4064	112	0	31	0	0	2	0	2	0	0	0	0	0	0	0	18	0	0	3	0	63	2	0	0	0	0	0	0	0	2	2	0	7	0	0	53	0	0	0	0	2	0	0	0	0	0	1
3337	4330	"Lago Padule"	44.29861	10.21472	665	"AWI"	665	3734	4990	4344	115	2	14	0	0	4	0	2	0	0	0	0	0	0	0	20	0	2	4	0	64	1	0	0	0	0	0	0	0	0	1	0	10	0	0	55	2	0	0	3	2	0	0	0	0	2	2
3337	4330	"Lago Padule"	44.29861	10.21472	685	"AWI"	685	3955	5271	4616	143	0	7	1	1	2	0	0	0	0	0	0	1	1	0	22	0	0	2	0	53	1	0	0	0	0	0	0	0	1	6	0	7	0	0	56	0	0	0	0	1	0	0	0	0	1	1
3337	4330	"Lago Padule"	44.29861	10.21472	705	"AWI"	705	4229	5527	4894	138	2	13	0	0	1	0	1	0	0	0	0	0	0	0	16	0	0	3	0	64	1	0	0	0	0	0	0	0	2	1	0	9	0	0	68	0	0	0	2	4	0	0	0	0	1	2
3337	4330	"Lago Padule"	44.29861	10.21472	725	"AWI"	725	4472	5758	5163	137	0	8	0	1	2	0	4	0	0	0	2	0	0	0	14	0	0	2	0	65	3	1	0	0	0	0	0	0	1	3	0	7	0	0	42	0	0	1	4	4	0	0	0	0	0	6
3337	4330	"Lago Padule"	44.29861	10.21472	745	"AWI"	745	4731	5968	5433	121	0	13	0	1	0	0	2	0	0	0	0	0	0	0	36	0	0	0	0	36	3	0	0	0	0	0	1	0	1	5	0	8	0	0	59	0	0	1	11	2	0	0	0	0	1	3
3337	4330	"Lago Padule"	44.29861	10.21472	765	"AWI"	765	5066	6166	5702	133	1	13	0	1	3	0	0	0	0	0	1	0	0	0	33	0	0	2	0	41	6	0	0	0	0	1	0	0	3	1	0	5	0	0	53	0	0	0	3	2	0	0	0	0	2	6
3337	4330	"Lago Padule"	44.29861	10.21472	785	"AWI"	785	5456	6327	5971	187	0	10	0	0	2	0	0	0	0	0	1	0	0	0	22	0	0	7	0	25	5	0	0	0	0	0	0	0	0	0	0	11	0	0	37	0	0	0	2	0	0	0	0	0	1	0
3337	4330	"Lago Padule"	44.29861	10.21472	805	"AWI"	805	5839	6483	6228	153	5	15	0	1	0	3	1	0	0	0	1	0	0	0	23	0	3	2	0	28	1	0	0	0	0	0	0	0	0	3	0	8	0	0	47	0	0	0	2	0	0	0	0	0	3	1
3337	4330	"Lago Padule"	44.29861	10.21472	825	"AWI"	825	6338	6736	6490	180	6	5	0	0	0	0	0	0	0	0	1	0	0	0	40	0	8	0	0	30	9	0	0	0	0	0	0	0	1	2	0	8	0	0	91	0	0	0	0	1	0	0	0	0	13	6
3337	4330	"Lago Padule"	44.29861	10.21472	835	"AWI"	835	6412	7066	6651	140	5	24	0	0	0	0	0	0	0	0	1	0	0	0	37	0	8	2	0	14	4	0	0	1	0	2	0	0	1	2	0	7	0	0	48	0	0	0	0	0	0	0	0	0	5	9
3337	4330	"Lago Padule"	44.29861	10.21472	845	"AWI"	845	6508	7358	6818	152	2	17	0	0	1	0	0	0	0	0	0	0	0	0	35	0	6	2	0	1	2	0	0	0	0	2	0	0	0	3	0	14	0	0	47	0	0	0	0	0	0	0	1	0	8	7
3337	4330	"Lago Padule"	44.29861	10.21472	855	"AWI"	855	6569	7640	6996	152	4	7	0	0	0	5	1	0	0	0	0	0	0	0	47	0	1	4	0	0	4	0	0	0	0	0	0	0	1	2	0	1	0	0	49	0	0	0	0	3	0	0	0	0	7	12
3337	4330	"Lago Padule"	44.29861	10.21472	865	"AWI"	865	6720	7783	7184	172	1	6	0	0	0	0	1	0	0	0	0	0	0	0	46	0	2	5	0	0	0	0	0	1	0	0	0	0	0	3	0	7	0	0	45	0	0	0	0	1	1	0	0	0	4	4
3337	4330	"Lago Padule"	44.29861	10.21472	875	"AWI"	875	6851	7967	7362	171	3	6	0	0	0	0	3	0	0	0	0	0	0	0	49	0	3	8	0	0	7	0	0	0	0	0	0	0	0	3	0	5	0	0	45	0	0	0	0	0	0	0	0	0	3	8
3337	4330	"Lago Padule"	44.29861	10.21472	885	"AWI"	885	6971	8141	7535	172	7	9	0	0	3	0	0	0	0	0	0	0	0	0	26	0	3	3	0	0	7	0	0	6	0	0	0	0	0	2	0	7	0	0	41	0	0	0	0	2	0	0	0	0	9	9
3337	4330	"Lago Padule"	44.29861	10.21472	895	"AWI"	895	7160	8286	7717	166	5	0	0	0	0	3	0	0	0	0	1	0	0	0	43	0	2	2	0	0	5	0	0	1	0	0	0	0	0	1	0	7	0	0	50	0	0	0	0	2	0	0	0	0	7	7
3337	4330	"Lago Padule"	44.29861	10.21472	905	"AWI"	905	7318	8447	7904	184	4	7	0	0	1	3	1	0	0	0	0	0	0	0	37	0	2	3	0	0	2	0	0	0	0	1	0	0	1	2	0	2	0	0	40	0	0	0	1	0	0	0	0	0	11	3
3337	4330	"Lago Padule"	44.29861	10.21472	915	"AWI"	915	7498	8568	8099	191	3	10	0	0	1	0	1	0	0	1	0	0	0	0	39	2	8	4	0	0	6	0	0	0	0	1	0	0	0	1	0	0	0	0	26	0	0	0	0	0	0	0	0	0	9	3
3337	4330	"Lago Padule"	44.29861	10.21472	925	"AWI"	925	7733	8671	8276	216	7	1	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	23	0	0	0	0	0	0	0	0	0	8	12
3337	4330	"Lago Padule"	44.29861	10.21472	935	"AWI"	935	7965	8782	8456	212	0	6	0	0	0	2	2	0	0	0	0	0	0	0	42	0	0	2	0	0	2	0	0	0	0	0	0	0	0	2	0	3	0	0	13	0	0	0	0	0	0	0	0	0	10	16
3337	4330	"Lago Padule"	44.29861	10.21472	945	"AWI"	945	8338	8860	8598	182	6	7	0	0	0	0	0	0	0	0	0	0	0	0	60	1	3	2	0	0	6	0	0	0	0	1	0	0	0	0	0	3	0	0	17	3	0	0	0	0	0	0	0	0	13	14
3337	4330	"Lago Padule"	44.29861	10.21472	955	"AWI"	955	8560	8960	8729	135	4	6	0	0	0	0	0	0	0	0	0	0	0	0	71	0	5	6	0	0	14	0	0	0	0	1	0	0	0	2	0	12	0	0	34	0	0	0	1	2	0	0	0	0	13	19
3337	4330	"Lago Padule"	44.29861	10.21472	965	"AWI"	965	8634	9150	8846	122	2	6	0	1	1	0	1	0	0	0	2	0	0	0	85	0	1	2	0	0	6	0	0	0	0	0	0	0	1	5	0	8	0	0	29	0	0	0	0	3	0	0	0	1	18	17
3337	4330	"Lago Padule"	44.29861	10.21472	975	"AWI"	975	8706	9260	8954	128	13	5	0	0	2	0	0	0	0	0	0	0	0	0	79	2	2	6	0	0	9	0	0	0	0	0	0	0	1	2	0	6	4	0	30	0	0	0	0	0	0	0	0	0	10	16
3337	4330	"Lago Padule"	44.29861	10.21472	985	"AWI"	985	8776	9392	9053	117	11	2	0	1	0	0	0	0	0	0	0	0	0	0	76	1	0	3	0	0	6	0	0	0	0	0	0	0	0	3	0	9	0	0	46	0	0	0	3	0	0	0	0	0	10	13
3337	4330	"Lago Padule"	44.29861	10.21472	995	"AWI"	995	8828	9533	9157	115	8	0	0	1	0	0	2	0	0	0	0	0	0	0	80	0	2	2	0	0	17	0	0	2	0	0	0	0	5	4	0	7	0	0	33	0	0	0	5	0	0	0	0	0	13	12
3337	4330	"Lago Padule"	44.29861	10.21472	1005	"AWI"	1005	8924	9623	9257	86	3	2	0	0	1	0	2	0	0	0	0	0	0	0	120	0	4	4	0	0	18	0	0	0	0	0	0	0	0	3	0	25	0	0	25	0	0	0	6	0	0	0	0	0	8	8
3337	4330	"Lago Padule"	44.29861	10.21472	1015	"AWI"	1015	9016	9718	9358	118	1	3	0	2	2	0	2	0	0	0	0	0	0	0	97	0	0	5	0	0	4	0	0	0	0	0	0	0	0	0	0	12	0	0	33	0	0	0	1	0	0	0	0	0	8	13
3337	4330	"Lago Padule"	44.29861	10.21472	1025	"AWI"	1025	9084	9815	9460	109	9	0	0	3	0	0	6	0	0	0	2	0	0	0	76	0	0	4	0	0	5	0	0	0	0	0	0	1	3	6	0	7	0	0	34	0	0	0	2	0	0	0	0	0	8	25
3337	4330	"Lago Padule"	44.29861	10.21472	1035	"AWI"	1035	9203	9888	9561	150	11	2	0	5	1	0	5	0	0	0	0	0	0	0	51	0	1	2	0	0	2	0	0	1	0	0	0	0	2	4	0	9	3	0	23	0	0	0	0	0	0	0	0	0	7	20
3337	4330	"Lago Padule"	44.29861	10.21472	1045	"AWI"	1045	9305	9989	9660	158	5	0	0	1	0	0	1	0	0	0	0	0	0	0	71	0	0	1	0	0	4	0	0	0	0	0	0	0	3	8	0	7	0	0	19	0	0	0	1	0	0	0	0	0	6	21
3337	4330	"Lago Padule"	44.29861	10.21472	1055	"AWI"	1055	9399	10054	9762	122	7	2	0	1	1	0	2	0	0	0	0	0	0	0	85	1	1	2	0	0	7	0	0	0	0	0	0	0	3	7	0	8	0	0	26	0	0	0	0	0	0	0	0	0	9	22
3337	4330	"Lago Padule"	44.29861	10.21472	1065	"AWI"	1065	9537	10115	9852	162	9	0	0	1	0	0	3	0	0	0	0	0	0	0	124	0	0	2	0	0	18	0	0	0	0	0	0	0	2	9	0	9	0	0	56	0	0	0	1	0	0	0	0	1	11	21
3337	4330	"Lago Padule"	44.29861	10.21472	1075	"AWI"	1075	9647	10182	9946	157	16	3	1	0	0	0	2	0	0	0	0	0	0	0	104	0	0	0	0	0	13	0	0	0	0	0	0	0	4	5	0	13	0	0	54	0	0	0	2	1	0	0	0	0	10	24
3337	4330	"Lago Padule"	44.29861	10.21472	1085	"AWI"	1085	9767	10228	10029	140	14	3	0	0	4	0	0	0	0	0	4	0	0	0	142	0	1	0	0	0	9	0	0	1	0	0	0	0	0	9	0	8	1	0	36	0	0	0	0	2	0	0	0	0	10	23
3337	4330	"Lago Padule"	44.29861	10.21472	1095	"AWI"	1095	9855	10315	10110	129	20	4	0	0	0	0	2	0	0	0	1	0	0	0	158	0	1	1	0	0	8	0	0	0	0	0	0	0	1	5	0	7	0	0	25	0	0	1	3	1	0	0	0	0	18	13
3337	4330	"Lago Padule"	44.29861	10.21472	1105	"AWI"	1105	9930	10407	10184	212	4	1	0	0	1	3	4	0	0	0	0	0	0	0	63	0	1	1	0	0	15	0	0	0	0	0	0	0	1	19	0	6	0	0	37	0	0	0	0	1	0	0	0	0	8	24
3337	4330	"Lago Padule"	44.29861	10.21472	1115	"AWI"	1115	10030	10459	10256	150	10	1	0	0	3	7	4	0	0	0	1	0	0	0	90	0	0	1	0	0	29	0	0	1	0	0	0	0	0	11	0	8	0	0	41	0	0	0	1	0	0	0	0	0	14	24
3337	4330	"Lago Padule"	44.29861	10.21472	1125	"AWI"	1125	10137	10533	10327	119	16	2	0	2	1	10	1	0	0	0	0	0	0	0	96	0	2	0	0	0	9	0	0	0	0	0	0	0	1	18	0	14	0	0	80	0	0	1	3	1	0	0	0	0	12	20
3337	4330	"Lago Padule"	44.29861	10.21472	1135	"AWI"	1135	10242	10632	10400	216	17	0	1	0	0	2	4	0	0	0	0	0	0	0	40	0	3	0	1	0	11	0	0	0	0	0	0	0	0	14	0	22	0	0	39	0	0	0	2	0	0	0	0	0	8	17
3337	4330	"Lago Padule"	44.29861	10.21472	1145	"AWI"	1145	10324	10807	10544	188	36	5	0	1	1	0	4	0	0	0	0	0	0	0	34	0	0	1	0	0	5	0	0	0	0	0	0	0	1	9	0	5	0	0	60	0	0	0	2	0	0	0	0	0	12	38
3337	4330	"Lago Padule"	44.29861	10.21472	1155	"AWI"	1155	10423	11058	10686	193	27	4	0	0	0	4	0	0	0	0	1	0	0	0	55	0	0	0	0	0	13	0	0	1	0	0	0	0	2	13	0	7	0	0	38	0	0	0	0	0	0	0	0	0	15	42
3337	4330	"Lago Padule"	44.29861	10.21472	1165	"AWI"	1165	10516	11176	10858	152	19	4	0	0	7	2	1	0	1	0	1	0	0	1	60	0	3	0	0	0	32	0	0	0	0	0	0	0	0	20	0	8	0	0	63	0	0	0	1	1	3	0	0	1	10	60
3337	4330	"Lago Padule"	44.29861	10.21472	1175	"AWI"	1175	10698	11288	11014	107	37	4	0	0	1	5	4	0	0	0	0	0	0	0	50	0	2	1	0	0	47	0	0	0	0	0	0	0	0	14	0	12	0	0	61	0	0	1	0	0	0	0	0	0	14	46
3337	4330	"Lago Padule"	44.29861	10.21472	1185	"AWI"	1185	10860	11420	11169	73	10	2	0	0	4	0	6	0	0	0	0	0	0	0	31	0	5	0	0	0	13	0	0	0	0	0	0	0	0	16	0	10	0	0	92	0	0	0	0	0	0	0	0	0	12	33
3337	4330	"Lago Padule"	44.29861	10.21472	1195	"AWI"	1195	11150	11529	11289	112	33	0	0	0	2	2	2	0	1	0	1	0	0	0	42	0	1	0	0	0	35	0	0	0	0	0	0	0	0	15	0	8	0	0	75	0	0	1	0	1	0	1	0	0	17	66
3337	4330	"Lago Padule"	44.29861	10.21472	1205	"AWI"	1205	11236	11660	11401	150	23	2	0	0	3	0	3	0	0	0	1	0	0	0	35	1	1	0	0	0	25	0	0	1	0	0	0	0	0	19	0	8	0	0	66	0	0	0	0	1	0	0	0	1	11	58
3337	4330	"Lago Padule"	44.29861	10.21472	1215	"AWI"	1215	11284	11824	11487	125	15	1	1	3	4	0	7	0	0	0	1	0	0	0	26	1	1	0	0	0	39	0	0	1	0	0	1	0	0	24	0	11	0	0	81	0	0	0	0	0	0	0	0	0	19	38
3337	4330	"Lago Padule"	44.29861	10.21472	1225	"AWI"	1225	11344	11951	11586	68	1	1	2	0	4	0	74	0	0	0	3	0	0	0	24	0	8	0	0	0	16	0	0	0	0	0	0	0	0	60	0	25	0	1	100	0	0	2	0	1	0	0	0	0	2	19
3337	4330	"Lago Padule"	44.29861	10.21472	1235	"AWI"	1235	11410	12125	11693	107	0	1	7	1	76	13	5	0	0	0	0	0	0	0	11	0	4	0	0	0	0	0	0	1	0	0	2	0	0	105	0	34	0	0	36	0	0	1	0	0	0	0	0	0	4	2
3337	4330	"Lago Padule"	44.29861	10.21472	1245	"AWI"	1245	11460	12386	11804	116	4	1	1	4	34	6	27	0	0	0	2	0	0	0	19	0	0	0	0	0	1	0	0	0	0	0	0	0	0	115	0	21	0	0	25	0	0	1	0	0	0	0	0	0	23	6
