"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fraxinus"	"Hypericaceae"	"Juniperus"	"Lamiaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Thalictrum"	"Ulmus"	"Urticaceae"
3020	3934	"Björksjödamm"	57.707936	12.342754	818	"AWI"	818	12841	13270	13049	1	97	9	123	0	531	3	0	0	0	4	1	2	279	1	0	0	2	0	0	98	3	0	0	0	0	261	0	384	0	3	0	0	1	4	0	3	114	136	0	0	0	9	2	2
3020	3934	"Björksjödamm"	57.707936	12.342754	820	"AWI"	820	12914	13361	13121	0	22	13	141	3	567	3	0	0	0	4	2	0	231	0	0	0	4	0	0	21	0	0	0	0	0	339	0	297	0	3	0	0	0	0	0	3	207	129	0	0	0	11	1	4
3020	3934	"Björksjödamm"	57.707936	12.342754	822	"AWI"	822	13014	13496	13244	1	24	0	53	0	650	0	0	1	0	1	2	1	159	0	0	0	1	1	0	25	1	0	0	0	0	397	0	243	0	0	0	1	0	0	0	0	114	151	0	0	1	6	0	11
3020	3934	"Björksjödamm"	57.707936	12.342754	824	"AWI"	824	13081	13716	13363	0	9	0	7	0	384	0	0	0	0	1	0	3	189	0	0	42	0	0	0	16	0	0	0	0	1	528	0	194	0	2	0	0	8	0	0	4	27	78	0	0	0	0	0	3
3020	3934	"Björksjödamm"	57.707936	12.342754	826	"AWI"	826	13200	13873	13489	0	17	0	61	2	697	0	0	0	0	1	0	5	217	0	0	78	1	0	0	21	0	0	0	0	0	439	0	161	2	1	0	0	1	3	0	0	25	120	1	0	0	0	0	7
3020	3934	"Björksjödamm"	57.707936	12.342754	828	"AWI"	828	13325	13965	13629	1	24	0	36	2	435	0	0	0	0	0	0	6	183	3	0	0	1	0	0	12	0	0	0	0	0	546	0	125	0	5	0	0	0	0	0	0	36	126	1	0	0	0	0	9
3020	3934	"Björksjödamm"	57.707936	12.342754	830	"AWI"	830	13414	14122	13766	0	13	2	35	5	416	0	0	0	0	2	2	3	202	5	0	0	0	0	0	3	1	0	0	0	0	602	0	107	0	0	0	1	0	0	0	0	43	78	1	0	0	7	0	9
3020	3934	"Björksjödamm"	57.707936	12.342754	832	"AWI"	832	13614	14219	13894	0	7	0	39	4	331	0	0	0	0	2	0	0	121	0	0	0	0	0	0	21	1	0	0	0	2	417	0	118	0	2	0	0	1	0	0	0	42	72	1	0	0	6	0	3
3020	3934	"Björksjödamm"	57.707936	12.342754	834	"AWI"	834	13717	14394	14021	0	21	0	41	1	468	0	0	0	0	0	1	0	120	1	0	0	2	0	0	16	0	0	0	0	0	438	0	165	0	0	0	0	3	2	0	8	48	47	1	0	0	0	1	0
3020	3934	"Björksjödamm"	57.707936	12.342754	835	"AWI"	835	13757	14511	14081	0	15	0	31	3	480	0	0	0	0	0	0	1	120	1	0	0	1	0	0	178	0	0	0	0	0	367	0	153	0	0	0	0	0	0	0	0	96	54	2	0	0	3	1	2
3020	3934	"Björksjödamm"	57.707936	12.342754	836	"AWI"	836	13840	14566	14138	1	6	0	45	0	693	0	0	2	0	2	0	0	120	0	0	0	2	0	0	135	1	0	0	1	1	348	1	222	0	0	1	1	0	9	0	3	111	72	1	0	0	8	0	6
3020	3934	"Björksjödamm"	57.707936	12.342754	838	"AWI"	838	13953	14714	14251	0	15	0	43	3	496	2	0	6	0	4	2	0	123	0	0	0	0	0	2	234	0	0	0	0	0	423	0	96	0	0	0	0	1	6	0	4	102	61	2	0	0	0	0	4
3020	3934	"Björksjödamm"	57.707936	12.342754	840	"AWI"	840	14031	14902	14364	0	7	0	47	0	623	0	0	0	0	1	0	3	164	0	0	0	1	0	0	214	0	0	0	0	0	401	0	156	0	0	0	0	0	8	0	0	52	74	4	0	0	7	1	6
3020	3934	"Björksjödamm"	57.707936	12.342754	842	"AWI"	842	14135	15002	14484	5	17	0	53	1	456	0	0	0	0	3	1	1	119	0	0	0	2	0	0	81	3	0	0	0	0	401	0	114	0	0	0	0	0	6	0	11	57	94	0	0	0	7	0	0
3020	3934	"Björksjödamm"	57.707936	12.342754	844	"AWI"	844	14199	15150	14596	0	11	3	63	1	675	0	0	0	0	0	2	0	85	0	0	0	1	0	0	94	0	0	0	0	0	324	1	94	0	0	0	0	8	0	0	0	45	72	0	0	0	9	4	7
3020	3934	"Björksjödamm"	57.707936	12.342754	846	"AWI"	846	14268	15322	14702	0	34	4	83	0	538	3	0	0	0	2	8	0	122	0	0	0	8	0	0	181	0	1	0	0	0	240	0	132	1	0	0	0	7	4	0	5	29	64	3	0	0	9	4	4
3020	3934	"Björksjödamm"	57.707936	12.342754	848	"AWI"	848	14338	15508	14810	0	23	6	81	0	361	0	0	0	1	2	0	12	112	0	0	0	2	0	0	60	0	0	0	0	0	196	0	72	0	0	0	0	0	3	0	11	20	62	3	0	0	4	0	0
