"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Apocynaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Celastraceae"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Crataegus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Ligustrum"	"Liliaceae"	"Lythraceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Prunus"	"Pyrus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
15689	24053	"Rinderplatz"	46.644508	11.491498	40	"AWI"	40	137	1010	474	4	0	52	0	0	3	0	0	18	0	104	0	5	0	6	0	0	12	0	0	6	0	0	200	0	0	0	0	0	0	34	0	0	0	14	35	0	33	1	0	0	0	0	0	92	475	0	0	0	143	0	0	0	0	37	0	4	0	3	9	2	0	0	0	0	0	2	0	0	15	1	0
15689	24053	"Rinderplatz"	46.644508	11.491498	45	"AWI"	45	181	1080	542	21	0	24	0	0	1	0	0	14	0	93	0	1	0	0	0	0	2	0	0	5	0	0	164	0	0	0	0	0	0	37	0	0	0	4	2	0	54	0	0	0	0	0	0	151	316	0	0	0	80	0	0	0	0	64	0	0	0	0	7	0	0	0	0	0	0	0	2	1	5	0	1
15689	24053	"Rinderplatz"	46.644508	11.491498	50	"AWI"	50	216	1165	609	31	0	122	0	0	1	1	0	16	0	103	0	1	0	5	0	0	5	1	0	6	0	0	131	0	0	0	0	0	0	63	0	0	0	13	4	0	73	0	0	0	0	0	4	246	400	0	0	0	67	0	0	0	0	57	0	0	0	0	12	0	0	0	0	0	1	0	0	1	13	0	0
15689	24053	"Rinderplatz"	46.644508	11.491498	55	"AWI"	55	244	1264	673	27	1	58	0	0	0	0	0	7	0	92	0	0	0	5	0	0	11	0	0	8	0	0	69	0	0	0	0	0	0	32	13	0	0	10	3	0	20	0	0	0	0	0	3	237	340	0	0	0	61	0	0	0	0	77	0	0	0	4	2	2	0	0	0	0	0	2	0	1	15	1	1
15689	24053	"Rinderplatz"	46.644508	11.491498	60	"AWI"	60	321	1313	740	18	1	70	0	0	2	0	0	8	0	69	0	2	0	5	0	0	7	0	0	6	0	0	41	0	0	0	0	0	0	52	0	0	0	12	0	0	42	0	0	0	1	0	0	206	336	0	0	0	56	0	0	0	0	68	0	0	0	2	5	0	0	0	1	0	2	0	0	2	4	0	0
15689	24053	"Rinderplatz"	46.644508	11.491498	65	"AWI"	65	378	1378	809	43	0	173	0	0	14	0	0	16	0	239	0	4	0	4	0	0	5	0	0	9	0	0	98	1	0	0	0	0	0	86	16	0	0	4	2	0	63	0	0	0	0	0	9	291	482	0	0	0	75	0	0	0	0	150	0	1	0	0	0	1	0	0	0	2	1	0	0	1	7	0	0
15689	24053	"Rinderplatz"	46.644508	11.491498	70	"AWI"	70	422	1462	877	29	0	95	0	0	0	0	0	13	0	170	0	1	0	0	0	0	5	1	0	8	0	0	68	0	0	0	0	0	0	68	0	0	0	8	2	0	58	0	0	0	0	0	0	197	355	0	0	0	42	0	0	3	0	82	0	1	0	0	3	2	0	0	0	1	1	1	1	1	6	0	0
15689	24053	"Rinderplatz"	46.644508	11.491498	75	"AWI"	75	475	1540	939	12	0	149	0	0	4	0	0	18	0	170	0	3	0	6	0	0	8	0	0	13	0	0	88	0	0	0	0	0	0	71	0	0	0	5	8	0	35	0	0	0	0	0	0	224	352	0	0	0	88	0	0	0	0	95	0	1	0	2	2	0	0	0	0	2	0	4	0	6	15	0	2
15689	24053	"Rinderplatz"	46.644508	11.491498	80	"AWI"	80	555	1593	1004	34	1	124	0	0	2	0	0	10	0	163	0	3	0	0	0	0	4	1	0	12	0	0	29	0	0	0	0	0	0	86	11	0	0	17	2	0	80	0	0	0	0	0	4	254	398	0	0	0	58	0	0	0	0	84	0	2	0	1	5	0	0	0	0	2	0	1	0	2	10	0	0
15689	24053	"Rinderplatz"	46.644508	11.491498	85	"AWI"	85	617	1661	1072	36	0	44	0	0	1	0	0	6	0	90	0	2	0	0	0	0	3	0	0	9	0	0	72	0	0	0	0	0	0	46	4	1	0	8	2	0	44	0	0	0	0	0	5	232	339	0	0	0	38	0	0	0	0	63	0	0	0	0	1	2	0	0	0	0	0	1	0	0	4	0	0
15689	24053	"Rinderplatz"	46.644508	11.491498	90	"AWI"	90	662	1742	1140	36	0	114	1	0	2	0	0	11	0	140	0	4	0	3	0	0	5	0	0	13	0	0	71	0	0	0	0	0	0	94	0	1	0	16	11	0	59	0	0	1	0	0	7	343	337	0	0	0	95	0	0	1	0	103	0	0	0	3	5	1	0	0	1	2	0	2	0	4	19	0	0
15689	24053	"Rinderplatz"	46.644508	11.491498	95	"AWI"	95	759	1800	1196	12	0	157	2	0	3	0	0	12	0	197	0	4	0	3	0	0	0	0	0	17	0	0	90	0	0	0	0	0	0	105	0	0	0	17	7	0	95	0	0	0	0	0	3	211	187	0	0	0	113	0	0	0	0	133	0	2	0	1	8	2	0	0	0	0	0	1	0	3	10	0	1
15689	24053	"Rinderplatz"	46.644508	11.491498	100	"AWI"	100	852	1857	1257	48	0	109	0	0	0	0	0	16	0	152	0	3	0	2	0	0	0	0	0	21	0	0	36	0	0	0	0	0	0	93	8	0	0	5	0	0	55	0	0	0	0	0	0	418	335	0	0	0	0	0	0	0	0	78	0	4	0	1	2	1	0	0	0	1	0	1	0	2	3	0	0
15689	24053	"Rinderplatz"	46.644508	11.491498	105	"AWI"	105	928	1930	1319	20	0	78	0	0	0	0	0	3	0	103	0	2	0	1	0	0	0	0	0	10	0	0	112	0	0	0	0	0	0	49	8	0	0	0	3	0	51	0	0	0	0	0	0	386	351	0	0	0	35	0	0	0	0	78	0	1	0	0	4	0	0	0	0	2	1	1	0	1	2	0	0
15689	24053	"Rinderplatz"	46.644508	11.491498	110	"AWI"	110	972	2014	1385	36	0	101	0	0	0	0	0	15	0	138	0	2	0	3	0	0	0	0	0	18	0	0	126	0	0	0	0	0	0	81	7	0	0	1	8	0	31	0	0	0	0	0	7	209	437	0	0	0	59	0	0	0	0	114	0	0	0	4	5	1	0	0	0	5	1	0	2	1	4	0	0
15689	24053	"Rinderplatz"	46.644508	11.491498	115	"AWI"	115	1124	2094	1472	20	0	69	0	0	0	0	0	4	0	112	0	2	0	1	0	0	0	0	0	6	0	0	278	0	0	0	0	0	0	33	0	0	0	0	12	0	33	0	0	0	0	2	4	168	278	0	0	0	37	0	0	0	0	64	0	0	0	1	1	0	0	0	0	2	0	0	0	0	1	0	0
15689	24053	"Rinderplatz"	46.644508	11.491498	120	"AWI"	120	1208	2229	1564	30	0	130	0	0	0	0	0	12	0	172	0	5	0	1	0	0	0	1	0	21	0	0	64	0	0	0	0	0	0	67	9	0	0	1	4	0	63	0	0	0	0	0	9	302	461	0	0	0	54	0	0	0	0	65	0	1	0	1	2	0	0	0	0	3	0	2	0	3	3	0	0
15689	24053	"Rinderplatz"	46.644508	11.491498	125	"AWI"	125	1260	2383	1658	34	1	200	0	0	4	0	0	12	0	168	0	0	0	7	0	0	0	0	0	21	0	0	93	0	0	0	0	0	0	96	18	0	0	0	16	0	38	0	0	0	0	0	11	182	234	0	0	0	0	0	0	0	0	91	0	1	0	0	9	4	0	0	0	4	0	2	0	3	10	0	1
15689	24053	"Rinderplatz"	46.644508	11.491498	130	"AWI"	130	1343	2549	1764	28	0	175	0	0	4	0	0	22	0	128	0	2	0	5	0	0	0	0	1	23	0	1	66	1	0	0	0	0	0	77	6	0	0	0	19	0	12	0	0	0	0	0	6	248	290	0	0	0	0	0	0	0	0	74	0	1	0	2	4	2	0	0	0	3	0	0	1	2	8	0	0
15689	24053	"Rinderplatz"	46.644508	11.491498	135	"AWI"	135	1423	2725	1902	17	1	183	0	0	2	0	0	14	0	106	0	2	0	6	0	0	0	0	0	18	0	0	166	0	0	0	0	0	0	50	0	0	0	0	24	0	9	0	0	0	0	0	0	117	171	0	0	0	0	0	0	1	0	54	0	1	0	0	1	0	0	0	0	4	0	2	0	3	6	0	0
15689	24053	"Rinderplatz"	46.644508	11.491498	140	"AWI"	140	1482	2939	2026	20	0	323	0	0	7	0	0	34	0	225	0	3	0	6	0	0	0	1	0	14	0	0	129	0	0	0	0	0	0	86	0	0	0	0	39	0	12	0	0	0	0	0	7	204	274	0	0	0	0	0	0	0	0	89	0	3	0	0	18	9	0	0	1	5	0	1	0	7	6	0	1
15689	24053	"Rinderplatz"	46.644508	11.491498	145	"AWI"	145	1526	3252	2141	30	0	206	0	0	0	0	0	22	0	80	0	2	0	1	0	0	0	1	1	4	0	0	117	0	0	0	0	0	0	75	5	0	0	0	53	0	11	0	0	0	0	0	2	239	246	0	0	0	0	0	0	0	0	75	0	1	0	0	12	0	0	0	0	4	0	3	0	3	2	0	0
15689	24053	"Rinderplatz"	46.644508	11.491498	150	"AWI"	150	1635	3443	2281	47	0	232	0	0	1	0	0	28	0	116	0	1	0	4	0	0	0	0	1	13	0	0	234	1	0	0	0	0	0	104	7	1	0	0	32	0	17	0	0	0	0	0	14	283	235	0	0	0	0	0	0	0	0	66	0	2	0	0	5	4	0	0	0	3	0	2	0	4	10	0	2
15689	24053	"Rinderplatz"	46.644508	11.491498	155	"AWI"	155	1710	3598	2437	44	0	140	0	0	2	0	0	18	0	48	0	2	0	1	0	0	0	1	0	6	0	0	403	0	0	0	0	0	0	41	7	0	0	0	9	0	13	0	0	0	0	0	5	213	153	0	0	0	0	0	0	0	0	54	0	1	0	0	5	3	0	0	0	2	0	5	1	2	5	0	0
15689	24053	"Rinderplatz"	46.644508	11.491498	160	"AWI"	160	1765	3820	2581	37	3	200	0	0	4	0	0	21	0	258	0	1	0	1	0	0	0	0	1	30	0	0	226	1	0	0	0	0	0	93	2	0	0	0	19	0	18	0	0	0	0	0	11	315	269	0	0	0	0	0	0	0	0	90	0	0	0	2	11	1	0	0	0	3	0	1	1	6	3	0	0
15689	24053	"Rinderplatz"	46.644508	11.491498	165	"AWI"	165	1815	4107	2712	59	0	79	0	0	0	0	0	5	0	94	0	2	0	1	0	0	0	0	0	21	0	0	551	0	0	0	0	0	0	33	0	0	0	0	0	0	7	0	0	0	0	0	8	228	154	0	0	0	0	0	0	0	0	22	0	0	0	1	4	1	0	0	0	0	0	1	0	5	3	0	1
15689	24053	"Rinderplatz"	46.644508	11.491498	170	"AWI"	170	1948	4208	2858	59	1	142	0	0	0	0	0	18	0	115	0	2	0	0	0	0	0	0	1	24	0	0	296	0	0	0	0	0	0	64	5	0	0	0	3	0	16	0	0	0	0	0	9	208	227	0	0	0	0	0	0	0	0	74	0	0	0	2	6	0	0	0	0	2	0	0	0	8	3	0	1
15689	24053	"Rinderplatz"	46.644508	11.491498	175	"AWI"	175	2026	4348	3006	52	0	230	0	0	3	0	0	26	0	291	1	1	0	0	0	0	0	0	1	42	0	0	330	0	0	0	0	0	0	103	7	0	0	0	5	0	20	0	0	0	0	0	12	286	370	0	0	0	0	0	0	0	0	109	0	0	0	0	5	2	0	0	0	0	3	0	1	5	3	0	1
15689	24053	"Rinderplatz"	46.644508	11.491498	180	"AWI"	180	2092	4531	3141	32	0	120	0	0	3	0	0	13	0	74	0	2	0	0	0	0	0	0	0	20	0	0	150	0	0	0	0	0	0	53	0	0	0	0	5	0	11	0	0	0	0	0	3	259	159	0	0	0	0	0	0	0	0	49	0	0	0	0	3	0	0	0	0	0	0	2	1	3	3	0	0
15689	24053	"Rinderplatz"	46.644508	11.491498	185	"AWI"	185	2187	4708	3267	51	0	85	0	0	3	0	0	14	0	67	0	0	0	0	0	0	0	0	0	18	0	0	61	0	0	0	0	0	0	32	0	0	0	0	0	0	15	0	0	0	0	0	3	296	237	0	0	0	0	0	0	0	0	47	0	0	0	0	2	0	0	0	0	1	0	0	0	2	2	0	1
15689	24053	"Rinderplatz"	46.644508	11.491498	190	"AWI"	190	2306	4825	3410	45	1	289	0	0	3	0	0	31	0	150	0	1	0	3	0	0	0	0	1	21	0	0	129	0	0	0	0	0	0	76	0	0	0	0	6	0	25	0	0	0	0	0	3	225	192	0	0	0	0	0	0	0	0	85	0	0	0	1	11	5	0	0	0	0	0	0	1	6	7	0	2
15689	24053	"Rinderplatz"	46.644508	11.491498	195	"AWI"	195	2399	4981	3538	33	0	148	0	0	5	0	0	26	0	62	0	1	0	0	0	0	0	0	2	19	0	0	114	0	0	0	0	0	0	53	0	0	0	0	4	0	13	0	0	0	0	0	0	246	148	0	0	0	0	0	0	0	0	78	0	1	0	1	11	0	0	0	1	1	0	0	1	5	3	0	0
15689	24053	"Rinderplatz"	46.644508	11.491498	200	"AWI"	200	2470	5161	3669	66	0	190	0	0	0	0	0	40	0	58	0	3	0	0	0	0	0	0	0	22	0	0	77	0	0	0	0	0	0	66	0	0	0	0	1	0	8	0	0	0	0	0	4	327	176	0	0	0	0	0	0	0	0	114	0	0	0	2	5	1	0	0	0	3	0	0	0	2	2	1	0
15689	24053	"Rinderplatz"	46.644508	11.491498	205	"AWI"	205	2587	5316	3806	122	0	91	0	0	1	0	0	21	0	38	0	0	0	0	0	0	0	1	0	26	0	0	63	0	0	0	0	0	0	76	2	0	0	0	1	0	15	0	0	0	1	0	5	306	148	0	0	0	0	0	0	0	0	96	0	0	0	1	1	2	0	0	0	3	0	1	0	1	3	0	0
15689	24053	"Rinderplatz"	46.644508	11.491498	210	"AWI"	210	2690	5440	3949	45	0	90	0	0	1	0	0	16	0	51	0	1	0	0	0	0	0	0	0	14	0	0	92	0	0	0	0	0	0	30	0	0	0	0	0	0	6	0	0	0	0	4	0	300	144	0	0	0	0	0	0	0	0	78	0	1	0	0	3	0	0	0	0	2	0	0	1	2	2	0	0
15689	24053	"Rinderplatz"	46.644508	11.491498	215	"AWI"	215	2771	5579	4091	62	1	165	0	0	2	0	0	30	0	73	0	1	0	1	0	0	0	0	0	18	0	1	130	0	0	0	0	0	0	74	4	0	0	0	1	0	4	0	0	0	0	0	0	350	230	0	0	0	0	0	0	0	0	105	0	0	0	0	5	2	0	0	1	7	0	2	0	2	3	0	0
15689	24053	"Rinderplatz"	46.644508	11.491498	220	"AWI"	220	2862	5783	4218	34	2	136	0	0	3	0	0	19	0	58	0	0	0	0	0	0	0	0	0	11	0	0	90	0	0	0	0	0	0	51	0	0	0	0	1	0	9	0	0	0	0	0	0	285	164	0	0	0	0	0	0	2	0	74	0	0	0	0	4	0	0	0	0	3	0	2	3	4	2	0	0
15689	24053	"Rinderplatz"	46.644508	11.491498	225	"AWI"	225	3032	5875	4349	18	0	142	0	0	2	0	0	17	0	80	0	0	0	0	0	0	0	1	1	20	0	0	204	0	0	0	0	0	0	45	0	0	0	0	0	0	6	0	0	0	0	0	8	268	167	0	0	0	0	0	0	0	0	93	0	0	0	0	5	1	0	0	0	1	0	0	2	4	0	0	0
15689	24053	"Rinderplatz"	46.644508	11.491498	230	"AWI"	230	3158	6000	4487	35	1	106	0	0	5	0	0	20	0	62	0	0	0	0	0	0	0	0	0	15	0	0	266	0	0	0	0	0	0	46	0	0	0	0	1	0	13	0	0	0	0	0	3	278	173	0	0	0	0	0	0	0	0	93	0	0	0	0	7	2	0	0	0	3	0	1	0	2	3	0	0
15689	24053	"Rinderplatz"	46.644508	11.491498	235	"AWI"	235	3250	6167	4622	65	1	96	0	0	3	0	0	13	0	59	0	0	0	0	0	0	0	0	0	15	0	0	228	0	0	0	0	0	0	52	0	0	0	0	0	0	9	0	0	0	0	0	0	287	177	0	0	0	0	0	0	0	0	78	0	0	0	0	2	0	0	0	1	4	0	0	3	5	0	0	0
15689	24053	"Rinderplatz"	46.644508	11.491498	240	"AWI"	240	3364	6322	4753	72	2	145	0	0	11	0	0	10	0	196	0	1	0	0	0	0	0	0	0	23	0	0	145	0	0	0	0	0	0	73	6	0	0	0	0	0	23	0	0	0	0	0	7	325	215	0	0	0	0	0	0	0	0	127	0	1	0	1	4	1	0	0	0	8	0	2	1	1	1	1	2
15689	24053	"Rinderplatz"	46.644508	11.491498	245	"AWI"	245	3508	6426	4894	51	1	92	0	0	1	0	0	11	0	147	0	1	0	0	0	0	0	0	0	14	0	0	98	0	0	0	0	0	0	42	0	0	0	0	0	0	8	0	0	0	0	0	0	533	287	0	0	0	0	0	0	0	0	93	0	0	0	0	1	0	0	0	0	4	0	2	0	5	0	0	0
15689	24053	"Rinderplatz"	46.644508	11.491498	250	"AWI"	250	3600	6558	5036	42	0	76	0	0	2	0	0	10	0	102	0	0	0	0	0	0	0	0	0	17	0	0	86	0	0	0	0	0	0	32	0	0	0	0	1	0	8	0	0	0	0	2	0	361	170	0	0	0	0	0	0	0	0	65	0	0	0	1	1	0	0	0	1	2	0	0	2	3	0	0	0
15689	24053	"Rinderplatz"	46.644508	11.491498	255	"AWI"	255	3697	6703	5178	30	0	66	0	0	3	0	0	11	0	104	0	1	0	0	0	0	0	0	0	21	0	0	74	0	0	0	0	0	0	23	0	0	0	0	0	0	5	0	0	0	0	0	5	354	182	0	0	0	0	0	0	0	0	55	0	0	0	0	2	0	0	0	1	1	0	0	2	3	1	0	0
15689	24053	"Rinderplatz"	46.644508	11.491498	260	"AWI"	260	3852	6843	5306	73	1	60	0	0	4	0	0	0	0	84	0	1	0	0	0	0	0	0	1	26	0	0	59	0	0	0	0	0	0	35	0	0	0	0	1	0	5	0	0	0	1	0	0	582	284	0	0	0	0	0	0	0	0	73	0	0	0	0	1	2	0	0	0	2	0	0	3	5	1	0	1
15689	24053	"Rinderplatz"	46.644508	11.491498	265	"AWI"	265	3971	6971	5445	59	1	70	0	0	2	0	0	2	0	94	0	1	0	0	0	0	0	0	1	20	0	0	55	0	0	0	0	0	0	34	0	0	0	0	0	0	10	0	0	0	0	0	0	387	335	0	0	0	0	0	0	0	0	55	0	0	0	0	0	1	0	0	0	6	1	1	0	7	1	0	0
15689	24053	"Rinderplatz"	46.644508	11.491498	270	"AWI"	270	4101	7093	5590	71	0	66	0	0	2	0	0	1	0	70	0	0	0	0	0	0	0	1	3	3	0	0	54	0	0	0	0	0	0	28	0	0	0	0	0	0	6	0	0	0	0	0	0	350	286	0	0	0	0	0	0	0	0	32	0	0	0	1	3	0	0	0	0	3	0	2	5	7	0	0	0
15689	24053	"Rinderplatz"	46.644508	11.491498	275	"AWI"	275	4210	7257	5730	36	0	78	0	0	0	0	0	5	0	74	0	0	0	0	0	0	0	0	0	16	0	0	82	0	0	0	0	0	0	25	0	0	0	0	0	0	1	0	0	0	0	0	0	342	276	0	0	0	0	0	0	0	0	48	0	0	0	1	1	0	0	0	0	2	0	0	6	3	0	0	0
15689	24053	"Rinderplatz"	46.644508	11.491498	280	"AWI"	280	4365	7350	5866	59	1	70	0	0	1	0	0	11	0	66	0	1	2	0	0	0	0	0	0	11	0	0	52	0	0	0	0	0	0	32	0	1	0	0	0	0	4	0	0	0	0	0	0	451	392	0	0	0	0	0	0	0	0	70	0	0	0	1	0	0	0	0	0	6	0	1	4	3	1	0	0
15689	24053	"Rinderplatz"	46.644508	11.491498	285	"AWI"	285	4517	7440	6008	27	1	118	0	0	2	0	0	16	0	116	0	1	0	0	0	0	0	0	12	15	0	0	41	0	0	0	0	0	0	33	0	0	0	0	0	0	3	0	0	0	0	0	0	388	311	0	0	0	0	0	0	0	0	69	0	0	0	1	1	1	0	0	1	3	0	1	2	4	3	0	1
15689	24053	"Rinderplatz"	46.644508	11.491498	290	"AWI"	290	4638	7570	6157	28	0	59	0	0	0	0	0	7	0	56	0	1	0	0	0	0	0	0	0	18	0	0	42	0	0	0	0	0	0	30	0	0	0	0	0	0	5	0	0	0	0	0	0	376	187	0	0	0	0	0	0	0	0	81	0	0	0	1	2	0	0	0	0	2	0	0	4	3	2	0	1
15689	24053	"Rinderplatz"	46.644508	11.491498	295	"AWI"	295	4758	7711	6293	34	1	57	0	0	1	0	0	10	0	78	0	1	0	0	0	0	0	0	0	19	0	0	52	0	0	0	0	0	0	21	0	0	0	0	1	0	5	0	0	0	0	0	0	437	271	0	0	0	0	0	0	0	0	101	0	0	0	0	1	3	0	0	0	4	0	0	4	5	1	0	0
15689	24053	"Rinderplatz"	46.644508	11.491498	300	"AWI"	300	4947	7783	6433	44	0	68	0	0	5	0	0	2	0	80	0	0	2	0	0	0	0	0	0	19	0	0	82	0	0	0	0	0	0	27	0	1	0	0	0	0	3	0	0	0	0	0	0	480	258	0	0	0	0	0	0	0	0	82	0	1	0	0	1	0	0	0	0	1	0	1	4	11	1	0	0
15689	24053	"Rinderplatz"	46.644508	11.491498	305	"AWI"	305	5074	7875	6573	56	0	64	0	0	0	0	0	8	0	74	0	0	0	0	0	0	0	0	0	19	0	0	76	0	0	0	0	0	0	32	0	0	0	0	0	0	3	0	0	0	0	0	0	399	214	0	0	0	0	0	0	1	0	57	0	1	0	0	1	0	0	0	0	1	0	0	4	6	0	0	0
15689	24053	"Rinderplatz"	46.644508	11.491498	310	"AWI"	310	5191	8003	6711	47	1	63	0	0	1	0	0	4	0	89	0	1	0	0	0	0	0	0	0	25	0	0	91	1	0	0	0	0	0	34	0	0	0	0	0	0	4	0	0	0	0	0	0	483	309	0	0	0	0	0	0	0	0	90	0	0	0	2	2	1	0	0	0	5	0	1	9	7	1	0	1
15689	24053	"Rinderplatz"	46.644508	11.491498	315	"AWI"	315	5365	8108	6851	40	1	52	0	0	0	0	0	1	0	71	0	0	0	0	0	0	0	0	0	14	0	0	86	0	0	0	0	0	0	28	0	0	0	0	0	0	4	0	0	0	0	0	0	406	272	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	6	0	0	3	2	1	0	0
