"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Celastraceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Violaceae"
3482	4501	"Grosses Überling Schattseit-Moor"	47.17222	13.9	280	"AWI"	280	5783	7108	6643	17	0	0	0	0	0	0	2	0	0	10	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	354	12	0	0	0	0	0	5	0	0	0	0	0	0	0	1	2	0	0
3482	4501	"Grosses Überling Schattseit-Moor"	47.17222	13.9	300	"AWI"	300	6547	7191	6907	14	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	8	24	0	0	0	0	27	0	0	0	0	0	0	0	0	3	1	0	1151	49	0	0	0	0	0	3	0	0	0	0	0	0	0	7	3	0	0
3482	4501	"Grosses Überling Schattseit-Moor"	47.17222	13.9	320	"AWI"	320	6897	7428	7169	8	1	52	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	12	23	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	878	86	0	0	0	0	0	10	0	0	2	0	0	0	0	4	6	0	0
3482	4501	"Grosses Überling Schattseit-Moor"	47.17222	13.9	340	"AWI"	340	7033	7929	7383	6	6	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	10	21	0	0	0	0	61	0	0	0	0	0	0	1	0	1	0	0	1166	43	0	0	0	0	0	6	0	0	1	0	0	0	0	6	3	0	0
3482	4501	"Grosses Überling Schattseit-Moor"	47.17222	13.9	360	"AWI"	360	7157	8300	7610	13	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	1124	40	0	0	0	0	0	7	0	0	0	0	0	0	0	5	11	0	0
3482	4501	"Grosses Überling Schattseit-Moor"	47.17222	13.9	380	"AWI"	380	7304	8608	7857	1	1	0	0	0	4	0	1	0	0	0	0	0	1	0	0	0	0	0	0	10	5	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	1058	46	0	0	0	0	0	5	0	0	0	0	0	0	0	9	13	0	0
3482	4501	"Grosses Überling Schattseit-Moor"	47.17222	13.9	400	"AWI"	400	7454	8914	8090	3	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	1212	74	0	0	0	0	0	5	0	0	0	0	0	0	0	6	2	0	0
3482	4501	"Grosses Überling Schattseit-Moor"	47.17222	13.9	420	"AWI"	420	7599	9222	8316	1	2	59	1	0	1	0	3	1	0	0	0	0	2	0	0	0	0	0	0	15	4	0	0	0	0	16	0	0	0	0	0	0	0	0	1	0	0	1062	100	0	0	0	0	0	8	0	0	0	0	0	0	0	15	6	0	0
3482	4501	"Grosses Überling Schattseit-Moor"	47.17222	13.9	440	"AWI"	440	7801	9409	8558	3	1	0	0	0	2	0	5	0	0	22	0	0	2	0	0	0	0	0	0	21	6	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1045	73	0	0	0	0	0	8	0	0	0	0	0	0	0	3	3	0	0
3482	4501	"Grosses Überling Schattseit-Moor"	47.17222	13.9	460	"AWI"	460	8006	9631	8793	0	0	49	0	0	1	0	3	0	0	35	0	0	0	0	0	0	0	0	0	23	6	0	0	0	0	6	0	0	0	0	0	0	0	0	2	0	0	1009	0	0	0	0	0	0	5	0	0	0	0	0	0	0	13	8	0	0
3482	4501	"Grosses Überling Schattseit-Moor"	47.17222	13.9	480	"AWI"	480	8193	9876	9036	41	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	17	16	0	0	6	0	47	4	0	0	0	0	0	0	0	0	0	0	952	0	0	0	0	0	0	12	0	0	1	0	0	0	0	5	6	0	0
3482	4501	"Grosses Überling Schattseit-Moor"	47.17222	13.9	500	"AWI"	500	8399	10090	9285	3	3	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	13	2	0	0	0	0	10	0	0	0	0	0	0	0	0	2	0	0	930	130	0	0	0	0	0	4	0	0	0	0	0	0	0	2	5	0	0
3482	4501	"Grosses Überling Schattseit-Moor"	47.17222	13.9	520	"AWI"	520	8655	10278	9509	3	1	55	0	0	2	0	0	0	0	55	0	0	1	0	0	0	0	0	0	12	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	885	0	0	0	0	0	0	5	0	0	0	0	0	0	1	9	8	0	0
3482	4501	"Grosses Überling Schattseit-Moor"	47.17222	13.9	530	"AWI"	530	8751	10401	9626	0	0	43	0	0	1	1	1	0	0	58	0	0	0	0	0	0	0	0	0	32	4	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	745	115	0	0	0	0	0	2	0	0	1	0	1	0	0	12	15	0	0
3482	4501	"Grosses Überling Schattseit-Moor"	47.17222	13.9	540	"AWI"	540	8921	10476	9745	0	1	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	20	176	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	830	99	0	0	0	0	0	4	0	0	0	0	0	0	0	6	4	0	0
3482	4501	"Grosses Überling Schattseit-Moor"	47.17222	13.9	550	"AWI"	550	9053	10556	9866	0	2	45	1	0	3	1	1	0	0	86	0	0	0	0	0	0	0	0	0	82	27	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	775	166	0	0	0	0	0	15	0	0	0	0	0	0	0	12	11	0	0
3482	4501	"Grosses Überling Schattseit-Moor"	47.17222	13.9	560	"AWI"	560	9155	10669	9988	0	1	44	0	0	0	0	1	0	0	70	0	0	0	0	0	0	0	0	0	99	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	817	153	0	0	0	0	0	9	0	0	0	0	0	0	0	9	10	0	0
3482	4501	"Grosses Überling Schattseit-Moor"	47.17222	13.9	570	"AWI"	570	9348	10736	10091	0	1	45	1	1	3	0	3	0	0	91	0	0	0	0	0	0	0	0	0	97	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	965	200	0	0	0	0	0	4	0	0	0	0	0	0	0	13	9	0	0
3482	4501	"Grosses Überling Schattseit-Moor"	47.17222	13.9	580	"AWI"	580	9494	10831	10208	0	0	57	1	0	3	0	5	0	0	146	0	0	0	0	0	0	0	0	0	198	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	591	331	0	0	0	0	0	16	0	0	0	0	0	0	1	8	52	0	0
3482	4501	"Grosses Überling Schattseit-Moor"	47.17222	13.9	590	"AWI"	590	9638	10938	10323	0	0	6	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	28	65	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1139	198	0	0	0	1	0	2	0	0	0	0	1	0	0	4	7	0	0
3482	4501	"Grosses Überling Schattseit-Moor"	47.17222	13.9	600	"AWI"	600	9954	10991	10431	0	0	42	0	0	1	0	5	0	0	115	0	0	1	0	0	0	0	0	0	59	40	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	488	237	0	0	0	0	0	12	0	0	0	0	0	0	0	8	21	0	0
3482	4501	"Grosses Überling Schattseit-Moor"	47.17222	13.9	610	"AWI"	610	10164	11062	10556	0	2	72	2	0	1	0	3	0	0	149	0	0	1	0	0	0	0	0	0	99	49	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	663	318	0	0	0	0	0	11	0	0	0	0	0	0	0	6	29	0	0
3482	4501	"Grosses Überling Schattseit-Moor"	47.17222	13.9	620	"AWI"	620	10372	11166	10726	0	1	0	0	0	6	0	14	0	12	0	0	0	1	0	0	0	0	0	0	34	25	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	164	0	0	0	0	0	0	4	0	0	1	0	4	0	0	9	31	0	0
3482	4501	"Grosses Überling Schattseit-Moor"	47.17222	13.9	630	"AWI"	630	10669	11279	10982	0	0	48	4	0	4	0	8	0	0	206	0	0	0	0	0	0	0	0	1	0	8	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	10	1046	0	0	0	0	0	1	0	0	1	0	0	0	4	2	0	0	0
3482	4501	"Grosses Überling Schattseit-Moor"	47.17222	13.9	640	"AWI"	640	10817	11534	11216	0	0	21	4	0	10	0	13	0	0	152	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	14	872	0	0	0	0	0	0	0	0	1	0	1	0	4	0	0	0	0
3482	4501	"Grosses Überling Schattseit-Moor"	47.17222	13.9	650	"AWI"	650	10992	11981	11481	0	0	0	18	0	5	0	60	0	0	183	0	0	0	0	0	0	0	0	1	0	12	0	0	0	0	0	0	0	0	0	0	0	4	0	8	3	0	14	843	0	0	0	0	0	1	0	0	3	0	1	0	5	1	1	0	0
3482	4501	"Grosses Überling Schattseit-Moor"	47.17222	13.9	660	"AWI"	660	11099	12707	11769	0	0	0	7	0	8	0	37	0	0	261	0	2	0	0	0	0	0	0	0	1	23	0	0	0	0	0	0	0	1	0	1	0	3	0	3	1	0	12	938	0	0	0	0	0	6	0	0	10	0	2	0	7	0	4	0	0
3482	4501	"Grosses Überling Schattseit-Moor"	47.17222	13.9	670	"AWI"	670	11189	13525	12051	0	0	8	16	0	4	0	49	0	0	158	0	1	1	0	0	0	0	0	1	0	13	0	1	0	0	0	0	0	0	0	0	0	7	0	1	2	0	11	632	0	0	0	0	0	1	0	0	2	0	1	0	6	2	0	0	0
3482	4501	"Grosses Überling Schattseit-Moor"	47.17222	13.9	680	"AWI"	680	11454	13881	12403	0	0	0	22	0	3	0	87	0	0	154	0	0	1	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	6	0	3	0	0	28	818	0	1	0	1	0	0	0	0	4	0	2	0	8	1	0	0	0
3482	4501	"Grosses Überling Schattseit-Moor"	47.17222	13.9	690	"AWI"	690	11633	14201	12773	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	33	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
3482	4501	"Grosses Überling Schattseit-Moor"	47.17222	13.9	700	"AWI"	700	11757	14730	13100	0	0	0	9	0	3	0	34	0	0	50	0	1	0	0	0	0	0	0	0	0	9	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	6	242	0	0	0	1	0	0	0	0	2	0	1	0	4	0	0	0	0
3482	4501	"Grosses Überling Schattseit-Moor"	47.17222	13.9	710	"AWI"	710	12158	14926	13438	0	0	15	28	0	7	0	97	0	0	191	0	0	0	0	0	0	0	0	1	0	22	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	16	883	0	0	0	0	0	1	0	0	5	0	2	0	20	3	0	0	1
3482	4501	"Grosses Überling Schattseit-Moor"	47.17222	13.9	720	"AWI"	720	12392	15227	13808	0	0	0	25	0	9	0	104	0	14	0	0	1	0	0	0	0	0	0	2	1	25	0	3	0	0	0	0	0	0	0	0	0	11	0	1	0	0	8	652	0	0	0	2	0	1	0	0	2	0	2	0	7	1	1	0	0
3482	4501	"Grosses Überling Schattseit-Moor"	47.17222	13.9	730	"AWI"	730	12628	15580	14146	0	0	0	5	0	8	0	24	0	0	0	0	1	0	0	0	0	0	0	1	0	22	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	5	695	0	1	0	0	0	2	0	0	0	0	2	0	4	1	2	0	0
3482	4501	"Grosses Überling Schattseit-Moor"	47.17222	13.9	740	"AWI"	740	13182	15754	14469	0	0	0	7	0	3	0	32	0	0	0	0	1	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1492	0	0	0	1	0	2	0	0	1	0	0	0	5	6	0	0	0
3482	4501	"Grosses Überling Schattseit-Moor"	47.17222	13.9	745	"AWI"	745	13361	15864	14645	0	0	0	4	0	2	0	29	0	0	254	0	0	0	0	0	0	0	1	0	2	4	1	0	0	0	0	0	0	0	2	0	0	4	0	1	0	0	6	1026	0	0	0	0	0	3	0	0	1	0	8	0	12	3	0	0	0
3482	4501	"Grosses Überling Schattseit-Moor"	47.17222	13.9	750	"AWI"	750	13518	16002	14820	0	1	0	5	0	1	0	16	0	0	0	0	0	0	0	0	0	0	0	0	1	13	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	9	1477	0	0	0	1	0	0	0	0	1	0	0	0	3	3	0	0	0
3482	4501	"Grosses Überling Schattseit-Moor"	47.17222	13.9	755	"AWI"	755	13642	16163	14990	0	0	0	3	0	3	0	15	0	0	167	0	0	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	902	0	0	0	1	0	1	0	0	0	0	1	0	3	6	0	0	0
3482	4501	"Grosses Überling Schattseit-Moor"	47.17222	13.9	760	"AWI"	760	13907	16320	15168	0	0	0	2	0	2	0	20	0	0	0	0	0	0	0	0	0	0	0	1	0	12	0	0	0	0	0	0	0	0	2	0	0	2	0	0	1	0	10	1834	0	3	0	0	0	1	0	0	4	0	2	0	5	2	0	0	2
3482	4501	"Grosses Überling Schattseit-Moor"	47.17222	13.9	765	"AWI"	765	14104	16538	15372	0	0	0	2	0	0	0	41	0	0	72	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	17	0	0	1	0	1	830	0	0	0	0	1	0	0	0	2	0	0	0	2	0	0	0	0
3482	4501	"Grosses Überling Schattseit-Moor"	47.17222	13.9	770	"AWI"	770	14249	16781	15556	0	0	0	3	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	3	1708	0	2	0	0	0	0	0	0	6	0	1	0	1	0	0	0	0
3482	4501	"Grosses Überling Schattseit-Moor"	47.17222	13.9	775	"AWI"	775	14344	17146	15728	0	0	0	2	0	4	0	44	0	0	228	0	0	0	0	0	0	0	0	1	1	9	3	0	0	0	0	0	0	0	0	0	0	9	0	1	2	0	2	909	0	0	0	0	2	0	0	0	2	0	4	0	5	3	0	2	0
3482	4501	"Grosses Überling Schattseit-Moor"	47.17222	13.9	780	"AWI"	780	14442	17583	15884	0	0	0	35	0	0	0	354	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	3	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	264	0	0	0	0	0	0	0	0	1	0	1	0	4	0	0	0	0
3482	4501	"Grosses Überling Schattseit-Moor"	47.17222	13.9	790	"AWI"	790	14696	18311	16274	0	0	0	81	1	10	0	390	0	0	0	1	0	1	0	0	0	0	0	6	0	7	0	4	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	8	0	1	0	13	0	0	0	0
3482	4501	"Grosses Überling Schattseit-Moor"	47.17222	13.9	800	"AWI"	800	14940	19055	16664	0	0	0	101	0	5	0	672	0	0	0	0	1	0	0	0	0	0	0	12	0	1	0	2	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	196	0	2	0	0	0	0	0	0	5	0	2	0	4	0	0	0	0
3482	4501	"Grosses Überling Schattseit-Moor"	47.17222	13.9	810	"AWI"	810	15131	20006	17019	0	0	0	81	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	6	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	116	0	0	0	0	0	0	0	0	6	0	1	0	3	0	0	0	0
3482	4501	"Grosses Überling Schattseit-Moor"	47.17222	13.9	820	"AWI"	820	15403	20563	17419	0	0	0	130	0	3	0	341	0	0	0	1	0	0	0	0	0	0	0	0	0	7	0	7	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	2	0	17	0	0	0	0
3482	4501	"Grosses Überling Schattseit-Moor"	47.17222	13.9	830	"AWI"	830	15619	21176	17806	0	0	0	22	0	2	0	62	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	6	0	0	0	3	0	0	0	0
3482	4501	"Grosses Überling Schattseit-Moor"	47.17222	13.9	840	"AWI"	840	15833	21984	18178	0	0	0	66	0	7	0	265	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	5	0	0	0	0
