"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Datiscaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Heliotropium"	"Hypericaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Malus"	"Olea"	"Orobanchaceae"	"Osmanthus"	"Ostrya.Carpinus"	"Paliurus"	"Phillyrea"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnaceae"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Scrophulariaceae"	"Taxus"	"Thalictrum"	"Thymelaeaceae"	"Tilia"	"Ulmus"	"Urticaceae"	"Verbenaceae"	"Viburnum"	"Vitaceae"	"Vitex"
3209	4167	"Küçük Akgöl"	40.86667	30.43333	140	"AWI"	140	1028	1432	1226	2	0	51	0	0	0	2	0	0	2	0	0	0	1	0	0	0	0	0	1	0	10	0	0	1	0	0	31	0	0	0	1	0	2	0	0	0	0	0	0	2	0	0	84	0	1	0	33	0	0	3	28	0	0	0	0	173	0	0	0	0	0	2	0	2	0	0	0	0	0	0	1	28	0	0	0	3	0
3209	4167	"Küçük Akgöl"	40.86667	30.43333	360	"AWI"	360	2981	3540	3258	1	0	5	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	1	35	0	0	1	0	0	10	0	0	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	0	0	26	0	0	0	158	0	0	0	0	101	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
3209	4167	"Küçük Akgöl"	40.86667	30.43333	185	"AWI"	185	1453	1830	1645	1	0	17	0	0	0	3	0	0	3	0	0	0	3	0	0	1	0	0	0	4	61	0	0	5	0	0	28	0	0	0	0	0	11	0	0	0	0	1	0	0	0	0	13	0	4	0	89	0	0	2	51	0	3	0	0	147	1	0	0	0	0	3	0	4	0	0	0	0	0	0	0	4	0	0	0	1	0
3209	4167	"Küçük Akgöl"	40.86667	30.43333	340	"AWI"	340	2819	3330	3074	0	0	6	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	17	0	0	2	0	0	3	0	1	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	77	0	0	0	0	99	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
3209	4167	"Küçük Akgöl"	40.86667	30.43333	200	"AWI"	200	1606	1959	1785	0	1	14	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	5	41	0	0	4	2	0	14	0	0	0	0	0	9	0	0	0	0	1	0	5	0	0	12	0	0	1	25	0	0	1	18	0	0	0	0	70	1	0	0	0	0	1	0	8	0	1	0	0	0	0	0	4	0	0	0	0	0
3209	4167	"Küçük Akgöl"	40.86667	30.43333	260	"AWI"	260	2148	2527	2337	0	0	11	8	0	2	0	0	0	0	0	0	0	1	0	0	3	0	0	0	2	16	0	0	2	0	0	23	0	0	0	0	0	12	5	0	0	0	3	0	1	0	0	0	0	0	0	13	0	0	0	77	0	0	0	0	143	0	0	0	0	0	0	0	41	0	0	0	0	3	0	0	1	0	0	0	0	0
3209	4167	"Küçük Akgöl"	40.86667	30.43333	280	"AWI"	280	2321	2715	2525	1	0	11	0	0	0	6	0	0	1	0	0	0	2	0	0	0	4	0	0	6	8	0	0	3	0	0	9	0	0	2	0	0	8	0	0	0	0	0	0	1	1	0	0	0	0	0	18	0	0	0	72	0	0	0	0	110	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0
3209	4167	"Küçük Akgöl"	40.86667	30.43333	380	"AWI"	380	3147	3743	3440	5	2	8	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	3	62	0	0	2	0	0	30	0	0	1	0	0	18	0	0	0	0	1	0	0	0	0	31	0	0	1	40	0	0	0	206	0	0	0	0	322	0	0	0	0	0	3	0	15	0	0	0	0	0	0	1	4	0	0	0	1	0
3209	4167	"Küçük Akgöl"	40.86667	30.43333	160	"AWI"	160	1214	1613	1413	0	0	43	0	0	0	0	0	0	1	1	0	0	3	0	0	0	0	0	0	6	18	0	0	2	0	0	54	0	0	0	0	1	3	0	0	0	0	3	0	0	0	2	71	0	0	0	32	0	0	3	63	0	0	0	0	194	0	0	0	0	0	1	0	4	1	0	0	0	0	0	0	12	0	2	0	4	0
3209	4167	"Küçük Akgöl"	40.86667	30.43333	230	"AWI"	230	1892	2231	2059	1	0	17	0	0	0	0	0	0	1	0	0	0	2	0	0	2	0	0	0	10	25	1	0	4	0	0	34	3	0	0	0	0	23	6	0	0	0	0	0	0	0	0	21	0	0	0	30	0	0	2	89	0	0	0	0	117	2	0	0	1	0	1	5	3	0	0	0	1	0	0	0	4	0	0	0	1	0
3209	4167	"Küçük Akgöl"	40.86667	30.43333	245	"AWI"	245	2019	2382	2198	0	0	9	0	0	1	0	0	0	1	0	0	1	1	0	0	9	0	0	0	2	21	0	2	13	0	0	29	0	0	0	0	0	29	0	0	0	0	3	0	4	0	0	16	0	0	0	34	0	0	2	86	0	0	0	0	103	0	0	0	0	0	6	0	0	0	0	0	0	0	0	1	2	0	0	0	3	0
3209	4167	"Küçük Akgöl"	40.86667	30.43333	300	"AWI"	300	2495	2909	2715	0	0	14	0	0	1	23	0	0	13	0	0	0	2	0	0	2	3	0	0	6	22	0	0	2	0	0	24	0	0	0	0	0	9	0	0	0	0	0	0	3	0	0	27	0	0	0	16	1	0	1	80	0	0	3	0	103	2	0	0	0	0	5	0	1	0	0	0	0	1	0	0	4	0	0	0	2	0
3209	4167	"Küçük Akgöl"	40.86667	30.43333	215	"AWI"	215	1759	2086	1922	1	0	10	0	0	1	8	1	0	0	0	0	0	0	0	4	1	4	0	0	2	39	0	0	4	0	0	12	0	0	0	0	0	2	0	0	0	0	2	0	1	0	0	6	2	1	0	14	0	0	1	53	0	0	0	0	55	0	0	0	1	0	2	0	8	0	0	0	0	0	0	0	4	0	5	0	2	1
3209	4167	"Küçük Akgöl"	40.86667	30.43333	320	"AWI"	320	2655	3126	2895	0	0	5	0	0	0	8	0	0	0	0	0	0	1	0	0	2	2	1	0	5	15	0	0	1	0	0	28	0	0	1	0	0	18	5	0	0	0	0	0	1	0	0	22	0	0	0	15	1	0	0	77	0	0	0	0	116	1	0	1	1	0	1	0	4	0	0	0	0	1	0	0	3	0	0	0	2	0
3209	4167	"Küçük Akgöl"	40.86667	30.43333	390	"AWI"	390	3230	3845	3531	1	0	10	0	0	1	9	0	0	1	0	0	0	0	1	0	0	0	0	0	3	42	0	0	2	0	0	27	0	0	0	0	0	20	0	0	0	0	0	0	1	0	0	0	0	0	0	35	1	0	1	191	0	0	0	1	436	0	0	0	0	0	9	0	6	0	0	0	0	0	0	0	3	0	0	4	1	0
