"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Fraxinus"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Myrica"	"Onagraceae"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygalaceae"	"Polygonaceae"	"Populus"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Saxifragaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
3086	46663	"Duartbeg"	58.29591	-5.12887	450	"AWI"	450	5212	6051	5694	15	1	0	0	1	0	86	0	2	0	0	42	0	0	0	0	0	0	0	0	0	5	0	37	0	0	34	0	1	0	0	10	0	0	0	0	0	3	0	0	0	0	0	3	0	0
3086	46663	"Duartbeg"	58.29591	-5.12887	200	"AWI"	200	1759	3258	2535	19	1	0	0	1	0	0	0	0	0	0	61	182	0	0	0	1	0	2	0	5	52	0	6	0	0	97	0	0	0	0	8	0	0	0	2	0	8	0	0	0	0	0	4	0	0
3086	46663	"Duartbeg"	58.29591	-5.12887	550	"AWI"	550	6458	7226	6817	3	0	0	0	0	0	148	0	0	0	0	0	12	0	42	0	0	0	10	0	0	1	0	5	0	0	32	0	0	4	0	1	0	0	3	0	1	18	0	0	0	0	0	8	0	0
3086	46663	"Duartbeg"	58.29591	-5.12887	500	"AWI"	500	5864	6729	6311	2	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	2	0	0	1	0	24	0	0	26	0	0	0	0	4	0	0	3	0	1	9	0	0	0	0	0	7	0	0
3086	46663	"Duartbeg"	58.29591	-5.12887	320	"AWI"	320	3614	4436	4035	23	0	0	0	0	0	0	0	0	0	0	0	9	1	0	0	1	0	3	0	0	19	0	6	0	0	9	0	0	1	0	15	0	1	0	0	1	1	0	0	2	0	0	1	0	0
3086	46663	"Duartbeg"	58.29591	-5.12887	400	"AWI"	400	4221	5309	4676	33	1	0	0	0	0	98	0	0	0	0	39	7	0	0	0	1	0	1	1	0	0	0	7	0	0	15	0	0	0	0	17	0	0	0	0	0	1	0	0	0	0	0	1	0	0
3086	46663	"Duartbeg"	58.29591	-5.12887	540	"AWI"	540	6355	7092	6708	6	0	0	0	0	0	0	0	0	0	0	50	8	0	0	0	1	0	3	0	0	3	0	14	0	0	40	0	0	2	0	8	0	0	0	0	0	17	0	0	0	0	0	3	0	0
3086	46663	"Duartbeg"	58.29591	-5.12887	555	"AWI"	555	6486	7318	6866	2	0	0	0	0	0	159	0	0	0	0	54	8	1	30	0	0	0	6	0	0	5	0	13	0	0	35	0	0	0	0	1	0	0	0	0	4	15	0	0	0	0	0	1	0	0
3086	46663	"Duartbeg"	58.29591	-5.12887	480	"AWI"	480	5612	6534	6106	12	1	1	0	0	0	200	0	0	0	0	63	13	0	0	0	0	0	6	0	0	6	0	73	0	0	59	0	1	0	0	14	0	0	8	0	1	12	0	0	0	0	0	15	0	0
3086	46663	"Duartbeg"	58.29591	-5.12887	520	"AWI"	520	6106	6928	6508	5	1	1	0	0	0	121	0	2	0	0	0	4	0	0	0	1	0	2	0	0	1	0	15	0	0	21	0	0	2	0	5	0	0	0	0	1	4	0	0	0	0	0	5	0	0
3086	46663	"Duartbeg"	58.29591	-5.12887	560	"AWI"	560	6529	7393	6926	1	1	1	0	1	0	141	0	0	0	0	0	13	0	0	0	0	0	28	0	0	0	0	9	0	0	49	0	0	0	1	1	0	0	6	1	15	20	0	0	0	1	0	1	0	0
3086	46663	"Duartbeg"	58.29591	-5.12887	565	"AWI"	565	6566	7483	6982	2	1	1	0	15	0	77	5	0	0	1	0	24	0	0	0	0	1	7	0	0	1	0	22	0	1	34	0	0	0	0	1	0	0	0	0	9	17	0	5	0	3	0	2	0	0
3086	46663	"Duartbeg"	58.29591	-5.12887	570	"AWI"	570	6596	7592	7035	1	1	1	0	5	0	84	1	0	0	0	0	53	0	0	0	0	0	9	0	0	1	1	13	0	0	61	0	0	0	0	2	0	0	0	1	17	12	1	0	0	1	0	2	2	0
