"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Indeterminable"	"Juncaceae"	"Juniperus"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
26129	45351	"Måsåtjørnet"	61.5625	10.26778	431	"AWI"	431	2343	3053	2743	0	36	2	0	0	0	0	0	0	0	0	0	6	17	0	0	0	0	0	0	0	0	0	32	0	4	0	1	238	0	0	0	0	0	3	0	0	0	0	0	0	2	2	0	3	1	0
26129	45351	"Måsåtjørnet"	61.5625	10.26778	439	"AWI"	439	2807	3226	3001	0	34	0	0	0	0	354	0	0	0	0	0	5	10	0	0	0	0	0	0	0	0	0	34	0	0	0	1	188	0	0	0	2	1	4	0	0	0	0	0	0	0	0	1	2	4	1
26129	45351	"Måsåtjørnet"	61.5625	10.26778	447	"AWI"	447	3005	3650	3276	0	25	0	0	0	0	0	0	0	0	0	0	3	11	0	0	0	0	1	0	0	0	0	33	0	2	0	0	244	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	0
26129	45351	"Måsåtjørnet"	61.5625	10.26778	455	"AWI"	455	3191	4061	3563	0	29	0	0	0	0	229	0	0	0	0	0	4	8	0	0	0	1	2	0	0	0	0	38	0	3	0	0	207	0	0	0	0	0	6	0	0	0	0	0	0	1	1	1	4	1	0
26129	45351	"Måsåtjørnet"	61.5625	10.26778	463	"AWI"	463	3414	4356	3860	0	38	0	0	0	0	0	0	0	0	0	0	5	9	0	0	0	0	0	0	0	0	0	31	0	1	1	0	223	0	0	0	1	0	4	0	0	1	0	0	0	0	0	1	3	0	0
26129	45351	"Måsåtjørnet"	61.5625	10.26778	471	"AWI"	471	3666	4625	4177	0	38	0	0	0	0	0	0	0	0	0	0	5	6	0	0	0	0	0	0	0	0	0	47	0	0	0	0	216	0	0	0	0	0	6	0	0	0	0	0	0	5	0	1	5	0	0
26129	45351	"Måsåtjørnet"	61.5625	10.26778	479	"AWI"	479	3979	4856	4492	0	51	0	0	0	0	0	0	0	0	0	0	6	3	0	0	0	0	0	0	0	0	0	47	0	3	0	0	230	0	0	0	0	0	5	0	0	0	0	0	0	1	2	0	1	0	0
26129	45351	"Måsåtjørnet"	61.5625	10.26778	487	"AWI"	487	4443	5000	4801	0	33	0	0	0	0	0	0	0	0	0	0	10	9	0	0	0	0	0	0	0	0	0	44	0	1	0	0	206	0	0	0	0	1	4	0	0	0	0	0	0	3	0	1	2	1	0
26129	45351	"Måsåtjørnet"	61.5625	10.26778	495	"AWI"	495	4670	5176	4984	0	49	0	0	0	0	0	0	0	0	0	0	8	12	0	0	0	0	0	0	0	0	0	45	0	1	0	0	228	0	0	0	0	0	6	0	0	0	0	0	0	2	0	4	5	1	0
26129	45351	"Måsåtjørnet"	61.5625	10.26778	505	"AWI"	505	4865	5356	5132	0	48	0	0	0	0	0	0	0	0	0	0	7	9	0	0	0	0	0	0	0	0	0	32	0	2	0	0	198	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	4	1	0
26129	45351	"Måsåtjørnet"	61.5625	10.26778	511	"AWI"	511	4976	5446	5220	0	52	0	0	0	0	0	0	0	0	0	0	5	8	0	0	0	0	0	0	1	0	0	17	0	3	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	2	0	0	5	0	0
26129	45351	"Måsåtjørnet"	61.5625	10.26778	519	"AWI"	519	5103	5567	5343	0	43	0	0	0	0	0	0	0	0	0	0	7	5	0	0	0	1	0	0	0	0	0	35	0	5	0	0	255	0	0	0	0	0	9	0	0	0	0	0	0	1	0	1	3	0	0
26129	45351	"Måsåtjørnet"	61.5625	10.26778	527	"AWI"	527	5259	5671	5459	0	50	0	0	0	0	0	0	0	0	0	0	13	7	0	0	0	0	0	0	0	0	0	15	0	4	0	0	231	0	0	0	3	0	8	0	0	0	0	0	0	1	1	0	7	2	0
26129	45351	"Måsåtjørnet"	61.5625	10.26778	535	"AWI"	535	5430	5788	5582	0	71	1	0	0	0	290	0	0	0	0	0	6	7	0	0	0	0	0	0	0	0	0	14	0	2	0	0	241	0	0	0	0	0	4	0	0	0	0	0	0	1	1	4	6	1	0
26129	45351	"Måsåtjørnet"	61.5625	10.26778	543	"AWI"	543	5531	5962	5719	0	53	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	2	0	0	0	0	23	0	5	0	0	215	0	0	0	0	0	4	0	0	1	0	0	0	3	1	0	9	1	0
26129	45351	"Måsåtjørnet"	61.5625	10.26778	551	"AWI"	551	5636	6133	5867	0	54	0	0	0	0	231	0	0	0	0	0	7	16	0	0	0	0	1	0	0	0	0	24	0	0	0	0	260	0	0	0	0	0	6	0	0	0	0	0	0	1	0	5	3	3	0
26129	45351	"Måsåtjørnet"	61.5625	10.26778	559	"AWI"	559	5776	6284	6016	0	55	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	1	0	0	24	0	0	0	0	179	0	0	0	1	0	5	0	0	0	0	0	0	1	1	2	7	0	0
26129	45351	"Måsåtjørnet"	61.5625	10.26778	567	"AWI"	567	5910	6428	6169	0	80	0	0	0	0	0	0	0	0	0	0	6	6	0	0	0	0	1	0	0	0	0	12	0	3	0	0	230	0	0	0	2	0	7	0	0	0	0	0	0	2	0	0	9	1	0
26129	45351	"Måsåtjørnet"	61.5625	10.26778	575	"AWI"	575	6113	6556	6311	0	45	0	0	0	0	0	0	0	0	0	0	10	2	0	0	0	0	0	0	0	0	0	17	0	4	0	0	245	0	0	0	0	0	6	0	0	0	0	0	0	4	0	0	5	0	0
26129	45351	"Måsåtjørnet"	61.5625	10.26778	583	"AWI"	583	6276	6762	6482	0	90	0	0	0	0	0	0	0	0	0	0	10	11	0	0	0	0	0	0	0	0	0	17	0	4	0	0	0	0	0	0	3	0	5	0	0	0	0	0	0	2	1	1	6	0	1
26129	45351	"Måsåtjørnet"	61.5625	10.26778	591	"AWI"	591	6397	7075	6677	0	81	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	12	0	2	0	0	187	0	0	0	3	0	3	0	0	0	0	0	0	5	0	1	5	0	0
26129	45351	"Måsåtjørnet"	61.5625	10.26778	599	"AWI"	599	6550	7304	6882	0	88	0	0	0	0	0	0	0	0	0	0	8	12	0	0	0	0	0	0	0	0	0	10	0	5	0	0	231	0	0	0	3	0	2	0	0	0	0	0	0	6	0	3	12	0	0
26129	45351	"Måsåtjørnet"	61.5625	10.26778	607	"AWI"	607	6714	7508	7087	0	86	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	12	0	2	0	0	233	0	0	0	0	0	2	0	0	0	0	0	0	4	0	1	10	1	0
26129	45351	"Måsåtjørnet"	61.5625	10.26778	615	"AWI"	615	6887	7705	7296	0	103	0	0	0	0	0	0	0	0	0	0	23	7	0	0	0	0	0	0	0	0	1	11	0	3	0	0	217	0	0	0	4	0	1	0	0	0	0	0	0	2	0	1	15	0	0
26129	45351	"Måsåtjørnet"	61.5625	10.26778	623	"AWI"	623	7083	7904	7504	0	114	0	0	0	0	0	0	0	0	0	0	14	9	0	0	0	0	0	0	0	0	0	12	0	2	0	0	204	0	0	0	2	0	5	0	0	0	0	0	0	4	0	3	23	0	0
26129	45351	"Måsåtjørnet"	61.5625	10.26778	631	"AWI"	631	7339	8058	7705	0	84	0	0	0	0	0	0	0	0	0	0	15	6	0	0	0	0	0	0	0	0	0	12	0	2	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	1	0	0	13	0	0
26129	45351	"Måsåtjørnet"	61.5625	10.26778	639	"AWI"	639	7595	8233	7894	0	159	0	0	0	0	0	0	0	0	0	0	21	0	1	0	0	0	1	0	0	0	0	23	0	1	0	0	220	0	0	0	8	0	3	0	0	0	0	0	0	2	0	0	17	2	0
26129	45351	"Måsåtjørnet"	61.5625	10.26778	647	"AWI"	647	7911	8511	8163	0	97	0	0	0	0	0	0	0	0	0	0	22	11	0	0	0	0	0	0	0	0	0	13	0	5	0	0	306	0	0	0	3	0	5	0	0	0	0	0	0	1	0	0	13	1	0
26129	45351	"Måsåtjørnet"	61.5625	10.26778	655	"AWI"	655	8130	9063	8544	0	129	0	0	0	0	0	0	0	0	0	0	6	5	0	0	0	0	0	0	0	0	0	10	0	1	0	0	0	0	0	0	6	0	2	0	0	0	0	3	0	0	0	0	11	0	0
26129	45351	"Måsåtjørnet"	61.5625	10.26778	663	"AWI"	663	8437	9426	8939	0	110	0	0	0	0	0	0	0	0	0	0	2	7	0	0	0	0	1	0	0	0	0	26	0	1	0	0	313	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	11	1	0
26129	45351	"Måsåtjørnet"	61.5625	10.26778	671	"AWI"	671	9032	9796	9329	0	157	0	0	0	0	0	0	0	0	0	0	11	12	0	0	0	0	0	0	1	0	0	23	0	1	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	6	0	0
26129	45351	"Måsåtjørnet"	61.5625	10.26778	675	"AWI"	675	9241	10157	9561	0	83	0	0	0	0	0	0	0	0	0	0	6	8	0	0	0	0	0	0	0	0	0	36	0	1	0	0	447	0	0	0	1	0	3	0	0	0	0	0	0	2	0	0	2	0	0
26129	45351	"Måsåtjørnet"	61.5625	10.26778	679	"AWI"	679	9499	10978	10047	0	17	0	0	0	0	128	0	0	0	0	0	17	4	0	0	0	0	0	0	0	0	0	40	0	3	0	0	458	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
26129	45351	"Måsåtjørnet"	61.5625	10.26778	683	"AWI"	683	9781	11734	10551	0	3	0	0	0	0	0	0	0	0	0	0	6	3	0	0	0	0	0	0	0	0	0	40	1	1	0	0	384	0	0	0	6	0	2	0	0	0	0	0	0	0	0	0	2	0	0
26129	45351	"Måsåtjørnet"	61.5625	10.26778	687	"AWI"	687	9999	12302	11121	0	0	0	0	0	0	159	0	0	0	0	0	8	12	1	0	0	0	0	0	0	0	0	32	0	1	0	0	392	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	1	0	0
26129	45351	"Måsåtjørnet"	61.5625	10.26778	689	"AWI"	689	10350	12411	11385	0	1	0	0	0	0	0	0	0	0	0	0	3	7	4	0	0	0	0	0	0	0	0	35	0	1	0	0	374	0	0	0	4	0	1	0	0	0	0	0	0	1	0	0	1	1	0
26129	45351	"Måsåtjørnet"	61.5625	10.26778	691	"AWI"	691	10562	12527	11690	0	0	0	0	0	0	143	0	0	0	0	0	2	12	2	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	6	0	2	0	0	0	0	16	0	1	0	0	1	0	0
26129	45351	"Måsåtjørnet"	61.5625	10.26778	693	"AWI"	693	10716	12748	11992	0	0	0	0	0	0	0	0	0	0	0	0	8	4	3	0	0	0	0	0	0	0	0	27	0	3	0	0	327	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26129	45351	"Måsåtjørnet"	61.5625	10.26778	695	"AWI"	695	11312	12802	12238	0	0	0	0	0	0	219	0	0	0	0	0	8	11	3	0	0	0	0	0	0	0	0	33	0	1	0	0	0	0	0	0	6	0	0	0	0	0	0	21	0	0	0	0	3	0	0
26129	45351	"Måsåtjørnet"	61.5625	10.26778	697	"AWI"	697	11784	12872	12495	0	0	0	0	0	0	0	0	0	0	0	0	1	17	15	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	3	0	0
26129	45351	"Måsåtjørnet"	61.5625	10.26778	699	"AWI"	699	12045	13025	12754	0	0	0	0	0	0	348	0	0	0	0	0	3	23	11	0	0	0	0	1	0	0	0	20	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0
26129	45351	"Måsåtjørnet"	61.5625	10.26778	700.5	"AWI"	700.5	12122	13168.5	12858	0	0	0	0	0	0	354	0	0	0	0	0	1	16	11	4	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0	1	0	0
26129	45351	"Måsåtjørnet"	61.5625	10.26778	701.5	"AWI"	701.5	12175.5	13317.5	12917	0	1	1	0	8	0	92	0	1	0	0	0	11	22	0	0	0	0	0	0	0	0	0	5	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0
26129	45351	"Måsåtjørnet"	61.5625	10.26778	703	"AWI"	703	12229	13600	13000	0	0	1	0	0	0	0	2	0	0	0	0	0	15	1	0	0	0	0	0	0	55	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	1	0	2	0	0
26129	45351	"Måsåtjørnet"	61.5625	10.26778	705	"AWI"	705	12316	14009	13109	0	0	0	0	0	0	0	0	1	0	0	0	0	16	4	0	0	0	0	0	0	0	0	2	0	0	0	6	0	0	0	2	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0
