"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Celastraceae"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Crataegus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Hypericaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Ligustrum"	"Olea"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polygonaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Resedaceae"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Solanaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Violaceae"	"Vitaceae"
15685	24046	"Trogenmoos"	46.76194	7.86389	20	"AWI"	20	20	296	148	4	0	30	3	0	0	1	0	8	0	2	0	41	0	0	11	0	0	5	0	1	87	0	0	0	0	0	24	0	0	1	5	4	0	0	0	0	2	2	0	84	134	0	0	0	0	0	24	0	0	0	0	2	36	1	0	0	0	0	0	0	0	0	1	0	0	0
15685	24046	"Trogenmoos"	46.76194	7.86389	21	"AWI"	21	31	304	158	5	0	35	1	0	0	2	0	10	0	0	0	44	0	0	14	0	0	6	0	0	91	0	0	0	0	0	22	0	0	0	3	3	0	0	0	2	0	1	0	66	214	0	0	0	0	0	25	0	0	0	0	2	0	2	0	0	0	1	0	1	0	0	1	0	0	0
15685	24046	"Trogenmoos"	46.76194	7.86389	22	"AWI"	22	41	311	168	9	0	39	1	0	0	1	0	11	0	0	0	23	0	0	7	0	0	8	0	0	135	0	0	0	0	0	22	0	0	1	3	2	0	0	0	3	0	0	0	155	241	0	0	0	0	0	32	0	0	3	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0
15685	24046	"Trogenmoos"	46.76194	7.86389	23	"AWI"	23	50	320	178	8	0	21	1	0	0	1	0	7	0	0	0	26	0	0	8	0	0	8	0	0	145	0	0	0	0	0	16	0	0	0	2	1	0	0	1	1	0	1	0	144	250	0	0	0	0	0	19	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
15685	24046	"Trogenmoos"	46.76194	7.86389	24	"AWI"	24	57	330	187	26	2	30	0	0	0	0	0	10	0	0	0	23	0	0	1	0	1	8	0	0	27	0	0	0	0	0	27	0	0	0	5	0	0	0	0	0	0	1	0	138	260	0	0	0	0	0	28	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
15685	24046	"Trogenmoos"	46.76194	7.86389	26	"AWI"	26	74	349	207	11	0	20	2	0	0	0	0	17	0	0	0	0	0	0	3	0	0	8	0	0	98	0	0	0	0	0	21	1	0	0	1	5	0	0	0	1	0	3	0	120	0	0	0	0	0	0	21	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	6	0	0	0
15685	24046	"Trogenmoos"	46.76194	7.86389	28	"AWI"	28	93	367	226	23	0	17	0	0	0	0	0	4	0	0	0	6	0	0	2	0	0	7	0	0	73	0	0	0	0	0	18	0	0	0	1	0	0	0	0	0	0	0	0	177	0	0	0	0	0	0	9	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0
15685	24046	"Trogenmoos"	46.76194	7.86389	30	"AWI"	30	108	391	245	15	0	15	0	0	0	0	0	8	1	0	0	0	0	0	3	0	0	7	0	0	15	0	0	0	0	0	17	0	0	0	2	2	0	0	0	3	0	3	0	135	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
15685	24046	"Trogenmoos"	46.76194	7.86389	32	"AWI"	32	130	401	262	20	1	39	1	0	0	4	0	17	0	1	0	25	0	0	9	0	0	24	0	0	97	0	0	0	0	0	37	1	0	0	3	3	0	1	0	1	0	0	0	129	0	0	0	0	0	0	34	0	0	0	0	0	0	1	0	0	0	1	0	0	0	3	5	0	0	1
15685	24046	"Trogenmoos"	46.76194	7.86389	34	"AWI"	34	144	417	278	18	3	47	0	0	0	0	0	53	0	1	0	11	0	0	3	0	0	54	0	0	41	0	0	0	0	0	58	0	0	0	6	1	0	0	0	0	0	5	0	85	0	0	0	0	0	1	47	0	0	0	0	0	17	0	0	0	0	1	0	0	1	3	6	0	0	0
15685	24046	"Trogenmoos"	46.76194	7.86389	36	"AWI"	36	159	432	293	22	0	52	0	0	0	2	0	70	0	1	0	0	0	0	2	0	0	44	0	0	31	0	0	0	0	0	52	0	0	1	2	15	0	0	0	2	0	2	0	106	0	0	0	0	0	0	36	0	0	0	0	0	11	0	0	0	0	2	0	0	0	1	2	0	0	0
15685	24046	"Trogenmoos"	46.76194	7.86389	38	"AWI"	38	178	448	308	40	0	26	2	0	0	4	0	25	0	0	0	0	0	0	2	0	0	12	0	0	13	0	0	0	0	0	38	0	0	0	3	5	0	0	0	0	0	0	0	247	0	0	0	0	0	1	24	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	6	0	0	1
15685	24046	"Trogenmoos"	46.76194	7.86389	40	"AWI"	40	191	476	330	73	0	49	2	0	0	4	0	19	0	2	0	0	0	0	2	0	0	30	0	0	9	0	0	0	0	0	39	0	0	2	1	6	0	0	0	0	0	2	0	154	0	0	0	0	0	0	18	0	0	0	0	1	0	2	0	0	0	0	0	0	1	2	8	0	0	1
15685	24046	"Trogenmoos"	46.76194	7.86389	42	"AWI"	42	214	497	353	38	1	37	0	0	0	3	0	31	0	0	0	25	0	0	0	0	0	26	0	0	24	0	0	0	0	0	38	0	0	0	1	9	0	0	0	0	0	3	0	194	0	0	0	0	0	0	30	0	0	1	0	2	10	0	0	0	0	1	0	0	1	1	4	0	0	0
15685	24046	"Trogenmoos"	46.76194	7.86389	44	"AWI"	44	236	528	379	55	0	32	1	0	0	1	0	25	0	0	0	0	0	0	1	0	1	24	0	0	9	0	0	0	0	0	53	0	0	0	4	6	0	0	0	0	0	0	0	147	0	0	1	0	0	0	25	0	0	0	0	1	7	3	0	0	0	0	0	1	0	0	10	0	0	0
15685	24046	"Trogenmoos"	46.76194	7.86389	46	"AWI"	46	259	557	404	42	0	24	1	0	0	2	0	20	0	1	0	0	0	0	1	0	0	43	0	0	6	0	0	0	0	0	31	2	0	1	1	10	0	0	1	1	0	2	0	120	0	0	0	0	0	0	10	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	8	0	0	0
15685	24046	"Trogenmoos"	46.76194	7.86389	48	"AWI"	48	284	583	429	60	0	27	0	0	0	2	0	11	0	0	0	0	0	0	0	0	0	28	0	0	2	0	0	0	0	0	24	0	0	0	2	7	0	0	0	0	0	3	0	176	0	0	0	0	0	0	16	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0
15685	24046	"Trogenmoos"	46.76194	7.86389	50	"AWI"	50	308	617	453	54	1	24	0	0	0	4	0	25	0	0	0	0	0	0	2	0	0	21	0	0	9	0	0	0	0	0	43	3	0	0	5	7	0	0	0	1	0	4	0	140	0	0	0	0	0	0	10	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	10	0	0	0
15685	24046	"Trogenmoos"	46.76194	7.86389	52	"AWI"	52	335	635	475	56	0	26	0	0	0	5	0	14	1	0	0	0	0	0	3	0	0	25	0	0	5	0	0	0	0	0	58	0	0	0	3	4	0	0	0	0	0	1	0	232	0	0	0	0	0	0	23	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	7	0	0	0
15685	24046	"Trogenmoos"	46.76194	7.86389	54	"AWI"	54	353	663	499	54	0	26	1	0	0	5	0	11	0	0	0	17	0	0	1	0	0	16	0	0	19	0	0	0	0	0	53	0	0	0	3	5	0	0	0	0	0	1	0	183	0	0	0	0	0	0	28	0	0	0	0	1	16	4	0	0	0	0	0	0	0	0	15	0	0	0
15685	24046	"Trogenmoos"	46.76194	7.86389	56	"AWI"	56	375	689	521	127	0	23	1	0	0	6	0	14	0	0	0	21	0	0	4	0	1	16	0	0	14	0	0	0	2	0	32	0	0	1	4	6	0	0	0	0	0	3	0	117	0	0	0	0	0	0	13	0	0	0	0	2	0	3	0	0	0	0	0	0	0	1	10	0	0	0
15685	24046	"Trogenmoos"	46.76194	7.86389	58	"AWI"	58	394	709	543	59	0	57	0	0	0	6	0	20	1	1	0	0	0	0	0	0	0	18	0	0	9	0	0	0	0	0	29	1	0	1	0	8	0	1	0	0	0	1	0	103	0	0	0	0	0	0	35	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	8	0	0	1
15685	24046	"Trogenmoos"	46.76194	7.86389	60	"AWI"	60	411	738	566	61	1	25	1	0	0	3	0	16	0	0	0	19	0	0	1	0	0	19	0	0	4	0	0	0	0	0	28	0	0	0	0	3	0	0	0	0	0	0	0	219	0	0	0	0	0	0	17	0	0	0	0	1	16	2	0	0	0	1	0	1	0	2	7	0	0	0
15685	24046	"Trogenmoos"	46.76194	7.86389	62	"AWI"	62	436	753	588	78	0	35	1	0	0	4	0	14	1	0	0	26	0	0	1	0	0	20	0	0	25	0	0	0	0	0	29	1	0	0	2	6	0	0	0	1	0	6	0	245	0	0	0	0	0	0	20	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	6	0	0	0
15685	24046	"Trogenmoos"	46.76194	7.86389	64	"AWI"	64	455	778	609	121	1	24	0	0	0	2	0	20	0	0	0	18	0	0	0	0	0	7	0	0	31	0	0	0	0	0	22	1	0	0	1	5	0	0	0	2	0	0	0	129	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4	6	0	0	0
15685	24046	"Trogenmoos"	46.76194	7.86389	66	"AWI"	66	478	798	632	91	0	19	0	0	0	2	0	17	0	1	0	25	0	0	3	0	0	7	0	0	38	0	0	0	0	0	40	1	0	0	4	8	0	0	0	0	0	1	0	216	0	0	0	0	0	0	30	0	0	0	0	2	0	2	0	0	0	0	0	3	0	1	9	1	0	1
15685	24046	"Trogenmoos"	46.76194	7.86389	68	"AWI"	68	504	818	653	59	0	33	1	0	0	2	0	10	0	0	0	0	0	0	1	0	0	18	0	0	29	0	0	0	0	0	42	2	0	0	0	6	0	0	0	0	0	1	0	227	0	0	0	0	0	0	21	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	12	1	1	0
15685	24046	"Trogenmoos"	46.76194	7.86389	70	"AWI"	70	523	845	676	68	0	21	1	0	0	6	0	18	0	0	0	0	0	0	2	0	0	18	0	1	68	0	0	0	0	0	35	0	0	2	3	4	0	0	0	0	0	3	0	213	0	0	0	0	0	0	25	0	0	0	0	3	0	5	0	0	0	0	0	1	0	0	14	0	0	0
15685	24046	"Trogenmoos"	46.76194	7.86389	72	"AWI"	72	552	860	696	62	0	23	1	0	0	6	0	31	0	1	0	0	0	0	0	0	0	22	0	0	80	0	0	0	0	0	40	3	0	0	3	6	0	1	0	0	0	2	0	171	0	0	0	0	0	0	41	0	0	0	0	3	0	2	0	0	0	0	0	0	0	2	5	0	0	0
15685	24046	"Trogenmoos"	46.76194	7.86389	74	"AWI"	74	576	876	716	103	1	13	1	0	0	7	0	37	0	0	0	21	0	0	1	0	0	9	0	0	64	0	0	0	0	0	31	1	0	1	2	3	0	0	0	0	0	2	1	277	0	0	0	0	0	0	29	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	6	0	0	0
15685	24046	"Trogenmoos"	46.76194	7.86389	76	"AWI"	76	607	893	737	63	0	20	2	0	0	9	0	11	0	0	0	17	0	0	1	0	0	16	1	0	71	1	0	0	0	0	17	0	0	0	3	2	0	0	1	0	0	0	0	63	0	0	0	0	0	0	18	0	0	0	0	1	0	3	0	0	0	0	0	0	0	2	9	0	0	0
15685	24046	"Trogenmoos"	46.76194	7.86389	78	"AWI"	78	639	909	757	33	0	11	1	0	0	2	0	12	0	0	0	0	0	0	1	1	0	6	0	0	38	1	1	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	322	0	0	0	0	0	0	13	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0
15685	24046	"Trogenmoos"	46.76194	7.86389	80	"AWI"	80	661	930	778	68	0	23	0	0	0	8	0	10	0	2	0	12	0	0	0	0	0	20	0	0	34	0	0	0	0	0	45	1	0	0	0	1	0	0	0	0	0	1	0	165	0	0	0	0	0	0	36	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	4	0	0	1
15685	24046	"Trogenmoos"	46.76194	7.86389	82	"AWI"	82	684	959	801	49	1	80	0	0	0	3	0	55	0	0	0	0	0	0	0	0	0	36	0	0	34	0	0	0	0	0	50	6	0	0	1	0	0	0	0	0	0	1	0	111	0	0	0	0	0	0	15	0	0	2	0	0	0	2	0	0	0	2	0	0	0	1	1	0	0	0
15685	24046	"Trogenmoos"	46.76194	7.86389	84	"AWI"	84	696	1001	825	57	2	27	0	0	0	9	0	17	0	0	0	0	0	0	2	0	0	18	0	0	13	0	0	0	0	0	65	0	0	0	1	0	0	0	0	0	0	1	0	116	0	0	0	0	0	0	17	0	0	1	0	0	0	1	0	0	0	1	0	2	0	3	2	0	0	0
15685	24046	"Trogenmoos"	46.76194	7.86389	86	"AWI"	86	714	1038	849	57	0	9	3	0	0	9	0	7	0	0	0	12	0	0	0	0	0	18	0	0	12	0	0	0	0	0	49	0	0	1	0	1	0	0	0	0	0	2	0	192	0	0	0	0	0	0	16	0	0	0	0	2	0	2	0	0	0	1	0	1	1	0	4	0	0	0
