"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fagus"	"Frangula"	"Fraxinus"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Lythraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
3167	4120	"Jasiel"	49.3705	21.8875	125	"AWI"	125	5907	7577	6628	0	0	6	0	0	0	5	0	16	0	0	0	0	0	0	0	236	51	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	5	7	0	0	0	6	0	10	55	0
3167	4120	"Jasiel"	49.3705	21.8875	130	"AWI"	130	6026	9029	7252	0	0	2	6	0	0	3	0	54	0	1	0	0	1	0	0	51	5	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	3	9	0	0	0	23	0	1	74	0
3167	4120	"Jasiel"	49.3705	21.8875	135	"AWI"	135	6593	9417	8026	0	0	2	4	0	0	2	8	151	0	0	1	0	2	1	0	10	25	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	1	4	0	0	0	21	0	0	25	0
3167	4120	"Jasiel"	49.3705	21.8875	140	"AWI"	140	6886	10045	8809	0	0	4	3	0	0	8	6	83	0	0	0	0	1	0	0	5	194	0	0	0	0	0	0	0	0	0	3	0	0	11	297	0	0	0	0	0	15	0	0	1	14	3	1	10	1
3167	4120	"Jasiel"	49.3705	21.8875	145	"AWI"	145	8435	10196	9435	0	0	2	10	0	0	46	0	63	0	3	1	0	0	2	0	2	246	0	0	0	0	0	0	0	7	0	6	0	0	5	271	0	0	0	0	1	26	0	3	2	64	0	0	3	0
3167	4120	"Jasiel"	49.3705	21.8875	150	"AWI"	150	9434	10545	10134	0	0	0	8	9	0	41	8	52	0	0	0	0	0	0	0	1	19	0	0	0	0	0	0	0	4	0	7	0	0	2	231	0	0	0	0	0	71	0	2	0	160	11	0	1	0
3167	4120	"Jasiel"	49.3705	21.8875	155	"AWI"	155	9915	10674	10374	0	0	0	12	0	0	42	8	62	0	0	0	0	1	1	0	0	11	0	0	0	0	0	0	0	5	0	7	0	0	1	229	0	0	0	0	0	13	0	0	0	126	1	0	0	0
3167	4120	"Jasiel"	49.3705	21.8875	160	"AWI"	160	10155	11125	10641	0	0	0	4	0	0	22	24	86	0	1	0	0	4	1	0	0	30	0	0	0	0	0	3	0	5	0	1	0	0	1	161	0	0	0	0	0	24	0	0	0	163	6	0	1	0
3167	4120	"Jasiel"	49.3705	21.8875	165	"AWI"	165	10388	11245	10816	0	0	1	7	12	0	86	14	66	0	3	1	0	0	3	0	0	31	0	0	0	0	0	0	0	6	0	1	0	0	2	180	0	0	0	0	0	74	0	4	0	184	7	0	0	0
3167	4120	"Jasiel"	49.3705	21.8875	170	"AWI"	170	10498	11477	11000	0	0	2	3	8	0	31	0	94	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	7	0	0	0	157	0	0	0	0	0	81	48	3	0	243	3	0	1	0
3167	4120	"Jasiel"	49.3705	21.8875	175	"AWI"	175	10718	11571	11144	0	0	5	5	18	0	38	34	139	0	0	1	0	2	2	0	0	7	0	0	0	0	0	1	0	0	0	3	0	0	2	212	0	0	0	0	0	64	256	0	0	64	1	0	1	0
3167	4120	"Jasiel"	49.3705	21.8875	180	"AWI"	180	10824	11718	11296	0	0	2	10	19	0	32	23	122	0	0	0	0	0	1	0	1	36	1	0	0	0	0	0	0	2	0	6	0	0	6	215	0	0	0	0	0	119	0	2	1	59	3	0	0	2
3167	4120	"Jasiel"	49.3705	21.8875	185	"AWI"	185	10970	11847	11440	0	0	0	12	9	0	24	39	130	0	0	0	0	2	1	0	0	18	0	0	0	0	0	0	0	0	0	4	0	0	1	186	0	0	0	0	0	63	0	3	0	93	6	0	2	0
3167	4120	"Jasiel"	49.3705	21.8875	190	"AWI"	190	11060	12075	11572	0	0	1	2	3	0	11	54	74	0	1	0	0	1	1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	124	0	0	0	0	0	33	186	0	0	55	2	0	0	0
3167	4120	"Jasiel"	49.3705	21.8875	195	"AWI"	195	11219	12165	11710	0	0	0	3	12	0	8	29	49	0	0	0	0	3	1	0	0	16	0	0	0	0	0	0	0	0	0	1	0	0	3	117	0	0	0	0	0	22	0	0	0	30	4	0	0	0
3167	4120	"Jasiel"	49.3705	21.8875	210	"AWI"	210	11648	12534	12131	0	0	1	4	0	0	1	12	17	0	0	0	0	0	3	0	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	73	0	0	18	0	0	1	0
3167	4120	"Jasiel"	49.3705	21.8875	215	"AWI"	215	11875	12671	12334	0	0	0	8	8	0	18	9	90	1	2	0	0	0	0	0	0	515	0	0	0	0	0	0	0	0	0	6	0	0	1	246	0	0	0	0	0	24	76	2	0	73	2	0	0	0
3167	4120	"Jasiel"	49.3705	21.8875	220	"AWI"	220	11986	13071	12506	0	0	0	5	15	0	12	44	70	0	0	0	0	5	2	0	0	13	0	0	0	0	0	0	0	1	0	5	0	0	1	302	0	0	0	0	0	19	124	0	0	21	5	0	0	0
3167	4120	"Jasiel"	49.3705	21.8875	225	"AWI"	225	12165	13638	12798	0	0	0	5	0	0	11	66	69	0	0	0	0	1	3	0	0	29	0	0	0	0	0	0	0	1	0	2	0	0	1	311	0	0	0	0	0	16	103	0	0	21	5	0	0	0
3167	4120	"Jasiel"	49.3705	21.8875	230	"AWI"	230	12262	14481	13046	0	0	2	9	0	0	14	40	109	0	0	0	0	3	2	0	0	27	0	0	0	0	0	0	0	2	0	4	0	0	1	284	0	0	0	0	0	19	111	1	0	12	6	0	0	0
3167	4120	"Jasiel"	49.3705	21.8875	235	"AWI"	235	12469	14911	13382	0	0	1	4	0	0	15	31	69	0	0	0	0	3	5	0	0	24	0	0	0	0	0	4	0	0	0	4	1	0	1	316	0	0	0	0	0	11	69	1	0	11	3	1	0	0
3167	4120	"Jasiel"	49.3705	21.8875	240	"AWI"	240	12597	15644	13679	0	0	2	2	0	0	18	26	137	0	0	0	0	4	0	0	0	37	0	0	0	0	0	0	0	2	0	3	0	0	0	247	0	0	0	0	0	10	83	2	0	10	4	0	0	0
3167	4120	"Jasiel"	49.3705	21.8875	245	"AWI"	245	12848	16059	13982	0	0	2	6	15	0	15	29	93	0	1	0	0	1	3	1	0	47	0	0	0	0	0	2	0	2	0	0	1	0	2	291	0	0	0	0	0	10	76	0	1	10	8	0	1	0
