"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Cannabaceae"	"Caryophyllaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Juniperus"	"Lamiaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Tilia"	"Ulmus"	"Urticaceae"
3210	4168	"Kuivajarvi"	60.78455	23.85616	355	"AWI"	355	9134	10086	9617	0	68	0	1	2	0	170	0	0	0	0	0	23	4	0	0	0	0	1	0	0	0	0	223	0	0	0	0	2	0	0	0	0	0	2	0	0	1	13	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	360	"AWI"	360	9203	10185	9698	0	68	0	0	0	0	174	0	0	0	0	5	26	8	0	0	0	1	2	0	0	0	0	225	0	0	0	0	3	0	0	2	0	1	2	0	0	0	4	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	365	"AWI"	365	9315	10240	9783	0	70	0	0	2	0	168	0	0	0	0	3	21	15	0	0	0	1	0	0	0	0	0	234	0	0	0	0	0	0	0	4	0	0	6	0	0	1	5	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	370	"AWI"	370	9390	10324	9864	0	44	0	0	1	0	152	0	0	0	0	4	14	7	0	0	0	0	0	0	0	0	0	279	0	0	0	0	0	0	0	0	0	1	7	0	0	0	11	1
3210	4168	"Kuivajarvi"	60.78455	23.85616	375	"AWI"	375	9525	10374	9944	0	41	1	0	0	0	186	0	0	0	0	2	16	10	0	0	0	0	1	1	0	0	0	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	380	"AWI"	380	9604	10456	10025	0	21	0	0	4	0	173	0	0	0	0	2	25	13	0	0	0	0	4	0	0	0	0	271	0	0	0	0	0	0	0	5	0	0	0	0	0	0	10	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	385	"AWI"	385	9728	10519	10111	0	12	0	0	1	0	163	0	0	0	0	2	31	11	0	0	0	0	0	0	0	0	0	290	0	0	0	0	1	0	0	0	0	0	2	0	0	0	3	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	390	"AWI"	390	9807	10619	10194	0	2	1	0	3	0	163	0	0	0	0	2	29	10	0	0	0	0	0	0	0	0	0	296	0	0	0	0	2	0	0	0	2	0	4	0	0	0	8	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	395	"AWI"	395	9883	10752	10287	0	1	0	0	0	0	150	1	0	0	0	6	16	11	0	0	0	1	0	0	0	0	1	317	0	0	2	0	0	0	0	2	1	0	0	0	0	0	12	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	400	"AWI"	400	9941	10984	10374	0	1	0	0	3	1	122	0	0	0	0	1	25	6	0	1	0	0	0	0	0	0	0	337	0	0	0	0	1	0	0	0	0	0	0	0	0	0	14	0
