"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Caryophyllaceae"	"Castanea"	"Chamaerops"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Eucalyptus"	"Euphorbiaceae"	"Fagus"	"Ficus"	"Fraxinus"	"Heliotropium"	"Iridaceae"	"Juniperus"	"Lamiaceae"	"Olea"	"Onagraceae"	"Ostrya.Carpinus"	"Phillyrea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Saxifragaceae"	"Thalictrum"	"Thymelaeaceae"	"Tilia"	"Ulmus"	"Urticaceae"	"Vitaceae"
26121	45322	"Lago Preola"	37.61667	12.63333	224	"AWI"	224	2796	3606	3168	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	4	0	0	0	0	0	0	0	0	0	103	0	0	2	4	126	0	0	0	16	110	0	0	0	0	0	1	0	0	1	0	0
26121	45322	"Lago Preola"	37.61667	12.63333	240	"AWI"	240	2917	3784	3335	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	74	0	0	14	2	58	0	3	0	7	118	0	0	0	0	0	4	0	0	0	2	0
26121	45322	"Lago Preola"	37.61667	12.63333	256	"AWI"	256	3071	3945	3505	0	5	0	0	0	4	0	0	0	0	0	0	0	0	4	0	1	3	0	11	0	0	0	0	2	0	0	0	0	28	0	0	0	6	118	0	0	0	9	92	0	0	0	2	0	2	0	0	0	16	1
26121	45322	"Lago Preola"	37.61667	12.63333	288	"AWI"	288	3399	4249	3829	0	2	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	6	0	4	0	0	0	0	2	0	0	0	0	28	0	0	0	0	138	0	0	0	6	30	0	0	0	6	0	0	0	0	0	4	0
26121	45322	"Lago Preola"	37.61667	12.63333	304	"AWI"	304	3582	4404	3998	0	9	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	1	0	0	0	0	15	0	0	0	3	117	0	38	0	4	25	0	0	0	3	1	2	0	0	0	0	0
26121	45322	"Lago Preola"	37.61667	12.63333	320	"AWI"	320	3754	4559	4166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	18	0	0	0	2	93	0	0	0	6	108	0	0	0	1	0	0	0	0	0	1	0
26121	45322	"Lago Preola"	37.61667	12.63333	336	"AWI"	336	3936	4707	4332	3	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	2	0	9	0	0	0	0	1	0	0	0	0	41	0	0	1	0	120	0	0	0	1	74	0	0	0	5	0	0	0	0	0	3	0
26121	45322	"Lago Preola"	37.61667	12.63333	352	"AWI"	352	4113	4852	4496	1	2	0	0	0	7	0	0	0	0	0	1	0	0	1	0	0	3	0	8	0	0	0	0	9	0	0	0	0	16	0	0	0	1	106	0	0	0	7	37	0	0	4	1	0	1	0	0	0	0	2
26121	45322	"Lago Preola"	37.61667	12.63333	368	"AWI"	368	4319	4976	4659	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	1	0	0	0	0	6	0	0	0	0	218	0	0	0	4	49	0	0	0	0	0	0	0	0	0	0	1
26121	45322	"Lago Preola"	37.61667	12.63333	384	"AWI"	384	4550	5120	4816	2	8	0	0	2	4	0	0	0	0	0	2	0	0	0	0	0	2	0	12	0	0	0	0	2	0	0	1	0	20	0	0	0	2	170	0	0	0	8	100	0	0	0	2	0	0	0	0	0	2	2
26121	45322	"Lago Preola"	37.61667	12.63333	400	"AWI"	400	4844	5236	4964	2	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	2	0	5	0	0	0	0	7	0	0	0	0	37	0	0	0	0	129	0	0	0	7	104	0	0	0	3	0	0	0	0	0	0	0
26121	45322	"Lago Preola"	37.61667	12.63333	416	"AWI"	416	4954	5395	5131	1	4	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	9	0	0	0	0	58	0	0	0	0	95	0	0	0	12	123	0	0	0	1	0	0	0	0	1	0	0
26121	45322	"Lago Preola"	37.61667	12.63333	432	"AWI"	432	5066	5576	5295	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	10	0	0	0	0	118	0	0	0	7	286	0	0	0	0	0	0	0	0	0	0	1
26121	45322	"Lago Preola"	37.61667	12.63333	448	"AWI"	448	5205	5725	5463	0	2	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	6	0	2	0	0	0	0	0	0	0	0	0	32	0	0	0	2	148	0	0	0	10	106	0	0	0	2	0	0	0	0	0	0	0
26121	45322	"Lago Preola"	37.61667	12.63333	464	"AWI"	464	5370	5857	5625	1	5	0	0	1	2	0	0	0	0	0	0	0	0	1	0	3	3	0	7	0	0	0	0	12	0	0	0	0	36	0	0	0	1	133	0	0	0	1	106	0	0	0	0	0	0	0	0	0	0	0
26121	45322	"Lago Preola"	37.61667	12.63333	480	"AWI"	480	5551	5996	5786	0	8	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	4	0	4	0	0	0	0	6	0	0	0	0	64	0	0	0	0	104	0	0	0	16	116	0	0	10	0	0	0	0	0	0	0	4
26121	45322	"Lago Preola"	37.61667	12.63333	512	"AWI"	512	5876	6407	6097	2	4	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	8	0	6	0	0	0	2	2	0	0	0	0	82	0	0	0	0	166	0	30	0	2	56	0	0	0	0	0	0	0	0	0	0	0
26121	45322	"Lago Preola"	37.61667	12.63333	544	"AWI"	544	6125	6811	6422	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	15	0	0	0	0	0	0	0	0	0	33	0	0	0	0	78	0	0	0	6	0	0	0	0	6	0	0	0	0	0	12	6
26121	45322	"Lago Preola"	37.61667	12.63333	560	"AWI"	560	6246	7003	6591	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	10	0	16	0	0	0	8	0	2	0	0	0	107	0	0	2	0	64	0	0	0	2	162	0	0	0	6	0	0	0	0	0	18	8
26121	45322	"Lago Preola"	37.61667	12.63333	576	"AWI"	576	6406	7171	6757	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	2	0	0	0	0	2	0	0	0	0	104	0	0	0	0	112	0	0	0	10	182	0	0	0	4	0	0	0	0	0	0	6
26121	45322	"Lago Preola"	37.61667	12.63333	592	"AWI"	592	6542	7343	6928	1	6	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	14	0	10	0	0	0	0	0	0	0	0	0	86	0	0	0	0	34	0	0	0	2	130	0	0	0	3	0	2	0	0	0	0	4
26121	45322	"Lago Preola"	37.61667	12.63333	608	"AWI"	608	6700	7512	7091	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	57	0	0	0	0	45	0	0	0	6	54	0	0	0	3	0	0	0	0	0	3	3
26121	45322	"Lago Preola"	37.61667	12.63333	640	"AWI"	640	7013	7823	7436	0	6	0	0	0	3	0	0	0	0	0	6	0	0	0	0	6	39	0	18	0	0	0	6	3	0	0	0	0	45	0	0	0	3	12	0	0	0	3	24	0	0	0	12	0	0	0	0	0	15	6
26121	45322	"Lago Preola"	37.61667	12.63333	672	"AWI"	672	7393	8095	7775	0	3	0	0	0	0	0	0	0	0	0	6	0	0	0	0	15	30	0	3	0	0	0	12	1	0	0	0	0	12	0	0	0	0	4	0	0	0	2	21	0	0	0	3	0	0	0	0	0	6	1
26121	45322	"Lago Preola"	37.61667	12.63333	704	"AWI"	704	7780	8329	8106	2	6	0	0	0	0	0	2	0	2	0	0	0	0	0	0	2	20	0	2	0	0	0	10	0	0	1	0	0	24	2	0	2	6	2	0	141	0	2	46	0	0	0	2	0	4	0	0	0	4	2
26121	45322	"Lago Preola"	37.61667	12.63333	736	"AWI"	736	8236	8547	8410	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	21	0	3	0	0	0	0	3	0	0	0	0	24	0	0	0	6	30	0	0	0	3	48	0	0	0	0	0	0	0	3	0	0	3
26121	45322	"Lago Preola"	37.61667	12.63333	752	"AWI"	752	8384	8837	8566	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	9	0	9	0	0	0	0	0	0	0	0	0	45	0	0	0	15	90	0	0	0	9	35	0	0	0	3	0	0	0	0	0	9	0
26121	45322	"Lago Preola"	37.61667	12.63333	768	"AWI"	768	8491	9095	8726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	4	0	4	0	0	0	0	0	0	0	0	0	18	0	0	0	8	87	0	0	0	10	19	0	0	0	5	0	0	0	0	1	4	2
26121	45322	"Lago Preola"	37.61667	12.63333	784	"AWI"	784	8599	9322	8884	0	6	0	0	0	0	0	0	0	1	0	0	0	0	1	0	9	27	0	3	0	0	0	0	0	0	0	0	0	21	0	0	1	18	66	0	0	0	21	18	0	0	0	3	0	0	0	0	0	0	0
26121	45322	"Lago Preola"	37.61667	12.63333	800	"AWI"	800	8704	9545	9048	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	4	0	0	0	2	0	0	0	0	0	2	0	0	2	4	122	0	0	0	20	12	0	0	0	0	0	0	0	0	0	2	2
26121	45322	"Lago Preola"	37.61667	12.63333	832	"AWI"	832	8945	9966	9372	0	4	0	0	0	4	0	2	0	0	0	0	0	0	0	0	10	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	4	102	0	0	0	0	20	0	0	0	0	0	0	0	0	1	2	2
26121	45322	"Lago Preola"	37.61667	12.63333	844	"AWI"	844	9036	10112	9496	0	2	0	0	0	5	0	0	0	0	0	7	0	0	0	0	5	12	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	286	0	0	0	4	9	0	0	0	0	0	0	0	0	0	0	0
26121	45322	"Lago Preola"	37.61667	12.63333	848	"AWI"	848	9065	10162	9536	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	5	20	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	10	230	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0
26121	45322	"Lago Preola"	37.61667	12.63333	852	"AWI"	852	9095	10208	9578	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	9	16	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	15	210	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0
26121	45322	"Lago Preola"	37.61667	12.63333	856	"AWI"	856	9134	10255	9622	0	4	0	0	0	4	0	0	0	0	0	2	0	0	0	0	5	8	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	7	140	0	0	0	2	5	0	0	0	2	0	2	0	0	0	4	0
26121	45322	"Lago Preola"	37.61667	12.63333	860	"AWI"	860	9156	10310	9662	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	206	0	0	0	2	4	0	0	0	2	0	0	0	0	0	0	2
26121	45322	"Lago Preola"	37.61667	12.63333	864	"AWI"	864	9190	10364	9700	0	3	0	0	0	4	0	0	0	0	0	3	0	0	0	0	5	6	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	2	176	0	0	1	1	17	0	0	0	1	0	0	0	1	1	0	0
26121	45322	"Lago Preola"	37.61667	12.63333	868	"AWI"	868	9216	10416	9741	0	5	0	0	0	2	0	0	0	0	0	1	0	0	0	0	4	24	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	6	90	0	0	0	2	0	0	0	0	2	0	0	0	0	4	0	0
26121	45322	"Lago Preola"	37.61667	12.63333	872	"AWI"	872	9251	10464	9778	0	3	0	0	0	16	0	0	0	0	0	2	0	0	0	0	8	30	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	4	10	0	0	0	4	9	0	0	0	4	0	0	0	0	1	4	0
26121	45322	"Lago Preola"	37.61667	12.63333	876	"AWI"	876	9287	10515	9817	0	3	0	0	0	36	0	0	0	1	0	4	0	0	0	0	15	33	0	3	0	0	0	0	0	0	0	0	0	15	0	2	0	12	5	0	0	0	3	13	0	0	0	4	0	0	0	0	0	4	0
26121	45322	"Lago Preola"	37.61667	12.63333	880	"AWI"	880	9310	10568	9857	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	13	24	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	12	15	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0
26121	45322	"Lago Preola"	37.61667	12.63333	884	"AWI"	884	9348	10602	9896	1	0	0	0	0	16	0	3	0	0	0	0	0	0	0	0	18	3	0	4	0	0	0	0	0	0	0	1	0	12	0	0	0	10	14	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0
26121	45322	"Lago Preola"	37.61667	12.63333	888	"AWI"	888	9379	10649	9936	0	8	0	0	0	43	0	1	0	0	0	1	0	0	0	0	3	15	0	4	0	0	1	0	0	0	0	0	0	8	0	0	1	12	13	0	0	0	2	34	0	0	0	0	0	0	1	0	0	1	0
26121	45322	"Lago Preola"	37.61667	12.63333	892	"AWI"	892	9414	10697	9976	0	4	0	0	0	8	0	0	0	0	0	2	0	0	0	0	2	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12	0	0	0	1	25	0	0	0	0	0	0	0	0	0	0	0
26121	45322	"Lago Preola"	37.61667	12.63333	896	"AWI"	896	9450	10742	10017	0	8	0	0	0	22	0	8	0	4	0	0	0	0	0	0	4	36	0	8	0	0	0	0	0	0	0	0	0	2	0	0	0	4	10	0	0	0	0	46	0	0	0	0	0	0	0	0	0	2	0
26121	45322	"Lago Preola"	37.61667	12.63333	900	"AWI"	900	9489	10805	10057	0	120	0	0	0	45	0	2	0	0	0	4	0	0	0	0	11	142	0	33	0	0	0	0	0	0	0	0	0	0	6	0	0	24	15	0	0	2	6	42	0	0	0	2	0	0	0	0	4	0	6
26121	45322	"Lago Preola"	37.61667	12.63333	904	"AWI"	904	9524	10849	10102	0	24	0	0	0	15	0	0	0	0	0	6	0	0	0	0	12	18	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	9	6	0	0	0	13	0	0	0	0	0	0	3	0	0	0	3	0
26121	45322	"Lago Preola"	37.61667	12.63333	908	"AWI"	908	9549	10903	10145	3	2	0	0	0	5	0	0	0	0	2	9	0	0	0	0	12	10	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	7	2	0	0	0	3	3	0	0	0	0	0	0	0	0	0	2	0
26121	45322	"Lago Preola"	37.61667	12.63333	912	"AWI"	912	9577	10952	10188	1	5	6	0	0	14	0	3	0	0	0	4	0	0	1	0	2	21	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	13	6	0	69	0	3	8	0	0	0	2	0	2	1	0	1	2	0
26121	45322	"Lago Preola"	37.61667	12.63333	916	"AWI"	916	9614	10992	10226	1	11	1	0	0	15	0	3	0	0	0	1	0	0	0	0	4	8	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	25	1	0	77	0	2	7	2	0	0	2	0	1	0	0	0	3	0
26121	45322	"Lago Preola"	37.61667	12.63333	920	"AWI"	920	9647	11040	10267	3	33	0	0	0	36	0	9	0	0	0	15	0	0	0	0	6	48	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	27	3	0	0	1	18	24	0	0	0	12	0	9	0	0	0	0	0
26121	45322	"Lago Preola"	37.61667	12.63333	924	"AWI"	924	9691	11085	10306	9	24	0	0	0	30	0	0	0	0	0	3	0	0	6	0	6	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	3	0	0	0	3	0	6	0	0	6	0	0	0	0	3	6	0
26121	45322	"Lago Preola"	37.61667	12.63333	928	"AWI"	928	9719	11139	10344	0	21	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	54	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	9	0	3	0	0	0	6	0
