"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fraxinus"	"Geraniaceae"	"Indeterminable"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Myrica"	"Nartheciaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Tofieldiaceae"	"Ulmus"	"Urticaceae"	"Viburnum"
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	314	"AWI"	314	11651	12364	12024	5	8	0	42	0	89	0	0	0	0	0	2	2	20	0	0	0	0	0	0	4	15	0	1	0	0	0	0	0	0	0	0	60	0	0	0	1	0	0	0	0	12	0	0	0	3	0	0	3	1	0
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	331	"AWI"	331	12353	12745	12642	0	22	0	84	0	91	0	0	0	0	0	1	3	25	0	0	0	0	0	0	10	6	0	0	0	0	0	3	0	0	0	0	92	33	0	0	1	0	0	1	0	32	0	0	0	5	0	0	1	1	0
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	334	"AWI"	334	12432	12855	12730	1	4	5	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	4	2	0	0	0	0	0	2	0	0	0	0	109	82	0	0	1	0	0	0	0	34	0	0	0	5	0	0	0	2	0
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	336	"AWI"	336	12512	12904	12763	1	5	0	0	0	0	1	0	0	0	0	0	0	16	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	73	23	0	0	0	0	0	0	0	24	0	0	0	1	0	0	0	0	0
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	338	"AWI"	338	12553	12951	12794	0	6	4	0	0	0	0	0	0	0	0	0	1	24	1	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	107	0	0	0	3	0	0	2	0	21	0	0	0	4	0	0	0	0	0
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	340	"AWI"	340	12577	13028	12826	0	4	0	41	0	0	1	0	0	0	0	0	1	27	0	0	0	0	0	0	7	3	0	0	0	0	0	0	0	0	0	0	141	75	0	0	0	0	0	3	0	20	0	0	0	12	0	0	0	0	0
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	341	"AWI"	341	12607	13043	12845	0	4	2	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	4	0	29	0	0	0	5	0	0	1	0	0
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	344	"AWI"	344	12674	13093	12902	0	7	4	0	0	0	1	0	0	0	1	0	0	32	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	131	83	0	0	1	0	0	2	0	24	0	0	0	8	0	0	0	0	0
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	346	"AWI"	346	12714	13151	12939	1	7	5	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	1	3	0	0	0	0	1	0	0	0	0	0	98	0	0	0	0	0	0	2	0	27	0	0	0	1	0	0	0	0	0
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	349	"AWI"	349	12796	13189	12995	1	3	13	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	1	4	5	0	0	0	0	0	0	0	0	0	0	94	59	0	0	0	0	0	0	0	32	0	0	0	4	0	0	0	0	0
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	352	"AWI"	352	12848	13244	13050	2	7	4	0	0	0	0	0	1	0	0	0	0	25	0	0	0	0	0	0	3	5	0	0	0	0	0	1	0	0	0	0	104	0	0	0	0	0	0	2	0	17	0	0	0	4	0	0	1	0	0
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	354	"AWI"	354	12925	13282	13096	0	6	8	0	0	0	0	0	0	0	0	0	1	36	0	0	0	0	0	0	5	7	0	0	0	0	0	0	0	0	0	0	104	0	0	0	2	0	0	4	37	29	0	0	0	6	0	0	0	2	0
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	356	"AWI"	356	12971	13356	13148	0	6	6	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	6	6	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	2	0	24	0	0	0	8	0	0	0	0	0
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	358	"AWI"	358	13003	13458	13192	9	4	0	23	0	180	0	0	0	0	0	2	1	18	0	0	0	0	0	0	5	12	0	0	0	0	0	0	0	0	0	0	95	0	0	0	4	0	0	2	0	19	0	0	0	6	0	0	3	0	0
