"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Cistaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Lentibulariaceae"	"Ligustrum"	"Liliaceae"	"Linaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Scrophulariaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Vitaceae"
14603	22892	"Kumata"	42.59028	23.25167	55	"AWI"	55	454	667	574	7	0	24	4	5	0	14	0	12	0	8	3	1	2	0	0	0	0	29	24	0	2	0	0	0	39	1	1	0	4	1	5	0	0	0	1	1	0	25	70	59	0	0	3	0	50	0	0	1	2	0	0	1	1	0	4	0	1
14603	22892	"Kumata"	42.59028	23.25167	60	"AWI"	60	549	710	645	16	0	22	0	2	0	15	0	14	0	1	2	0	0	0	0	0	0	18	14	0	1	0	0	0	51	0	0	1	4	1	2	0	0	0	1	0	0	10	100	77	0	0	0	0	45	0	0	3	3	2	0	0	2	1	0	2	0
14603	22892	"Kumata"	42.59028	23.25167	65	"AWI"	65	666	799	717	8	0	17	4	4	0	23	0	7	0	1	0	1	0	0	0	0	0	14	36	0	1	0	1	0	53	2	4	0	0	1	11	0	0	0	0	0	0	19	58	54	0	0	2	0	33	0	0	2	4	1	0	7	13	0	1	0	2
14603	22892	"Kumata"	42.59028	23.25167	70	"AWI"	70	704	954	798	24	0	16	6	3	0	14	0	19	0	7	0	0	0	0	0	0	0	25	7	0	0	0	0	0	48	0	1	0	3	0	0	0	0	0	0	0	0	21	108	91	0	0	0	0	53	0	0	2	0	0	0	4	3	1	3	0	1
14603	22892	"Kumata"	42.59028	23.25167	75	"AWI"	75	756	1060	890	28	0	27	3	7	0	14	0	9	0	10	0	0	0	0	0	0	0	13	13	0	0	0	0	0	46	0	1	0	0	0	2	1	2	0	2	0	0	20	79	95	0	0	0	1	41	0	0	1	0	0	0	1	2	0	0	0	0
14603	22892	"Kumata"	42.59028	23.25167	80	"AWI"	80	825	1140	984	25	0	35	0	4	0	11	0	5	0	6	0	0	0	0	0	0	0	27	5	0	1	0	0	0	54	0	2	0	0	0	2	0	0	0	1	0	1	0	146	111	0	0	0	0	46	0	0	1	0	2	0	0	0	0	3	2	0
14603	22892	"Kumata"	42.59028	23.25167	85	"AWI"	85	915	1208	1078	8	0	24	0	7	0	10	0	1	0	6	0	0	0	0	0	0	0	12	12	0	0	0	0	0	53	0	2	0	2	0	0	0	0	0	3	0	1	31	63	117	0	0	0	0	50	0	0	0	2	5	0	1	3	1	1	0	0
14603	22892	"Kumata"	42.59028	23.25167	90	"AWI"	90	1027	1259	1165	8	0	37	1	11	1	7	0	12	0	1	0	0	0	0	0	0	0	22	8	0	1	0	0	0	30	0	0	0	0	1	0	0	0	0	2	0	1	33	97	131	0	0	0	0	24	0	0	1	0	3	0	1	0	1	4	0	0
14603	22892	"Kumata"	42.59028	23.25167	95	"AWI"	95	1120	1353	1250	19	0	32	2	7	0	7	0	6	0	9	0	5	0	0	1	0	0	17	5	0	1	0	0	0	13	0	1	0	0	2	1	0	0	0	0	0	0	25	151	81	0	0	0	0	35	0	0	0	1	6	0	2	2	0	1	1	0
14603	22892	"Kumata"	42.59028	23.25167	100	"AWI"	100	1169	1518	1324	18	0	7	3	2	0	5	0	5	0	1	0	0	3	0	0	0	0	10	8	0	1	0	0	0	20	0	0	0	0	0	2	0	0	0	0	0	0	11	228	107	0	0	0	1	30	0	0	0	1	1	0	0	0	0	3	0	0
