"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Geraniaceae"	"Juglans"	"Lamiaceae"	"Malvaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Pterocarya"	"Quercus"	"Ranunculaceae"	"Rhododendron"	"Tilia"	"Ulmus"
9	9	"Adange"	43.30556	41.33333	82	"AWI"	82	681	893	815	5.36585365853659	16.5853658536585	0.975609756097561	0.48780487804878	1.46341463414634	0	0	0.48780487804878	1.46341463414634	1.46341463414634	2.92682926829268	44.390243902439	0	0	10.2439024390244	0	0.48780487804878	0.48780487804878	0	0	0	0.975609756097561	8.29268292682927	0	0.975609756097561	0	1.95121951219512	0	0	0.48780487804878	0	0.48780487804878	0
9	9	"Adange"	43.30556	41.33333	87	"AWI"	87	799	1211	961	5.97014925373134	27.6119402985075	0.746268656716418	1.49253731343284	0.746268656716418	0	0.746268656716418	0	0	0.746268656716418	4.47761194029851	27.6119402985075	0	0	16.4179104477612	0	0	0	0	0	0	2.98507462686567	10.4477611940298	0	0	0	0	0	0	0	0	0	0
9	9	"Adange"	43.30556	41.33333	92	"AWI"	92	838	1655	1098	9.77443609022556	18.0451127819549	0.75187969924812	1.50375939849624	1.50375939849624	0	0	0.75187969924812	0	0	0.75187969924812	34.5864661654135	0	0	13.5338345864662	0	0	0	0	0	0	2.25563909774436	16.5413533834586	0	0	0	0	0	0	0	0	0	0
9	9	"Adange"	43.30556	41.33333	97	"AWI"	97	967	1943	1304	20.2127659574468	22.8723404255319	0	0	0	0	0	0	0	0.531914893617021	1.59574468085106	31.9148936170213	0	0	4.25531914893617	0	0	0	0	0	0	5.31914893617021	12.2340425531915	0	0	0	0.531914893617021	0	0	0	0.531914893617021	0	0
9	9	"Adange"	43.30556	41.33333	102	"AWI"	102	1086	2135	1579	18.8679245283019	11.9496855345912	0.628930817610063	0	0	0	0	0	0	0	1.88679245283019	45.9119496855346	0	0	5.66037735849057	0	0.628930817610063	0	0	0	0	1.25786163522013	12.5786163522013	0	0	0	0	0	0	0.628930817610063	0	0	0
9	9	"Adange"	43.30556	41.33333	108	"AWI"	108	1201	2520	1871	11.6666666666667	22.2222222222222	1.66666666666667	0	1.11111111111111	0	0	0	0	0	2.77777777777778	17.7777777777778	0	0	5.55555555555556	0	0	0	0	0	0	2.22222222222222	27.7777777777778	6.11111111111111	0	0	0	0	0	0	0	0.555555555555556	0.555555555555556
9	9	"Adange"	43.30556	41.33333	109.5	"AWI"	109.5	1328.5	2545.5	1935.5	17.96875	25.78125	0	0	0	0	0	0	0	0	5.46875	19.53125	0	0	7.8125	0	0	0	0	0	0	3.125	20.3125	0	0	0	0	0	0	0	0	0	0
9	9	"Adange"	43.30556	41.33333	114.5	"AWI"	114.5	1655.5	2643.5	2163.5	24.2647058823529	26.4705882352941	0	0	0.735294117647059	0	0	0	0	0	1.47058823529412	16.1764705882353	0	0	3.67647058823529	0	0	0	0	0	0	5.88235294117647	19.1176470588235	0	0	0	0	0	1.47058823529412	0.735294117647059	0	0	0
9	9	"Adange"	43.30556	41.33333	120.5	"AWI"	120.5	1867.5	2911	2445.5	19.4630872483221	25.503355704698	0.671140939597315	0.671140939597315	0	0	0	0	0	0	4.69798657718121	17.4496644295302	0	0.671140939597315	7.38255033557047	0	0.671140939597315	3.35570469798658	0	0	0	2.68456375838926	14.7651006711409	0	0	0	0	0	0.671140939597315	0	0.671140939597315	0	0.671140939597315
9	9	"Adange"	43.30556	41.33333	125	"AWI"	125	2064	3004	2577	6.10328638497653	23.4741784037559	0.938967136150235	2.34741784037559	0.938967136150235	0	1.40845070422535	0.938967136150235	1.87793427230047	0.469483568075117	3.28638497652582	10.7981220657277	0	0	9.38967136150235	0.469483568075117	0	1.87793427230047	0	0.469483568075117	1.87793427230047	3.75586854460094	20.18779342723	0	0	0	6.10328638497653	0	0.469483568075117	0	1.40845070422535	0.938967136150235	0.469483568075117
9	9	"Adange"	43.30556	41.33333	126	"AWI"	126	2111	3027	2607	12.4137931034483	25.5172413793103	0.689655172413793	1.37931034482759	0	0	0	0	0	0	2.75862068965517	17.2413793103448	0	0	6.89655172413793	0	0.689655172413793	0	0	0	0	3.44827586206897	27.5862068965517	0	0	0	0	0	0	0	0	0	1.37931034482759
9	9	"Adange"	43.30556	41.33333	135	"AWI"	135	2348	3320	2854	6.77083333333333	25	0.520833333333333	0.520833333333333	1.04166666666667	0	0	0	0	0.520833333333333	4.16666666666667	42.7083333333333	0	0	5.72916666666667	0	0	0	0	0	0	0.520833333333333	12.5	0	0	0	0	0	0	0	0	0	0
9	9	"Adange"	43.30556	41.33333	140	"AWI"	140	2485	3448	2996	3.91061452513966	39.1061452513966	1.11731843575419	1.11731843575419	1.67597765363128	0	0	0	0.558659217877095	0.558659217877095	2.23463687150838	25.6983240223464	0	0.558659217877095	2.79329608938547	0	0	1.67597765363128	0	0	0	1.11731843575419	14.5251396648045	0	0	0	1.67597765363128	0	0	1.11731843575419	0	0.558659217877095	0
9	9	"Adange"	43.30556	41.33333	155	"AWI"	155	2809	4103	3405	4.58715596330275	41.2844036697248	1.37614678899083	0.458715596330275	0	14.6788990825688	0	0	0.458715596330275	0.917431192660551	4.58715596330275	1.8348623853211	0	2.29357798165138	1.8348623853211	0	0	1.8348623853211	0	0	0	1.8348623853211	13.302752293578	0	0	0	5.04587155963303	0	0.458715596330275	2.75229357798165	0	0	0.458715596330275
9	9	"Adange"	43.30556	41.33333	155.5	"AWI"	155.5	2815.5	4130.5	3418.5	4.34782608695652	55.3359683794466	3.16205533596838	0.395256916996047	0	0	0	0	3.95256916996047	0.395256916996047	5.92885375494071	0.395256916996047	0	0.395256916996047	3.95256916996047	0	0	0.395256916996047	0	0	0.790513833992095	1.58102766798419	16.600790513834	0	1.58102766798419	0	0	0	0.395256916996047	0	0	0	0.395256916996047
9	9	"Adange"	43.30556	41.33333	189	"AWI"	189	3503	5364	4321	9.85915492957746	45.0704225352113	1.40845070422535	1.40845070422535	1.40845070422535	0	0	0	0	0	9.85915492957746	0	0	0	5.63380281690141	0	0	0	0	0	0	5.63380281690141	18.3098591549296	0	0	0	1.40845070422535	0	0	0	0	0	0
9	9	"Adange"	43.30556	41.33333	195	"AWI"	195	3659	5539	4487	3.13725490196078	23.5294117647059	1.17647058823529	1.56862745098039	0	0	0	3.13725490196078	2.35294117647059	0	5.88235294117647	0.784313725490196	0	1.56862745098039	5.09803921568627	0	0	1.17647058823529	0	1.56862745098039	0	1.17647058823529	25.4901960784314	0	1.56862745098039	0	16.8627450980392	0	0	1.56862745098039	1.96078431372549	0.392156862745098	0
9	9	"Adange"	43.30556	41.33333	197	"AWI"	197	3690	5609	4543	0.964630225080386	46.3022508038585	2.57234726688103	2.2508038585209	1.28617363344051	0	0.321543408360129	1.28617363344051	1.60771704180064	0.321543408360129	5.14469453376206	7.07395498392283	0	2.2508038585209	4.5016077170418	0	0.321543408360129	1.92926045016077	0	0	0	0.964630225080386	10.2893890675241	0	0.964630225080386	0	7.39549839228296	0	0	1.28617363344051	0.964630225080386	0	0
9	9	"Adange"	43.30556	41.33333	200	"AWI"	200	3738	5725	4622	0.934579439252336	35.981308411215	7.00934579439252	4.67289719626168	1.4018691588785	0	0.467289719626168	0.934579439252336	9.34579439252336	0.467289719626168	5.14018691588785	0.467289719626168	0.467289719626168	4.20560747663551	1.4018691588785	0.467289719626168	0	3.73831775700935	0.467289719626168	0	0	0.467289719626168	12.1495327102804	0	0.467289719626168	0	8.41121495327103	0	0	0	0.467289719626168	0.467289719626168	0
