"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Cannabaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fagus"	"Lamiaceae"	"Lythraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Thalictrum"	"Tilia"	"Ulmus"
26572	46469	"Lembolovskoye lake"	60.3575	30.31333	215	"AWI"	215	4606	5254	4934	117	1	0	1	0	0	0	0	0	20	4	0	0	0	0	0	2	223	264	0	7	1	5	2	3	0	0	2	0	5	19
26572	46469	"Lembolovskoye lake"	60.3575	30.31333	225	"AWI"	225	4777	5394	5100	42	0	0	1	0	0	0	2	0	5	0	0	0	0	0	0	1	156	120	0	5	0	6	0	3	0	0	0	0	5	6
26572	46469	"Lembolovskoye lake"	60.3575	30.31333	235	"AWI"	235	4992	5550	5291	95	1	0	1	0	191	0	0	0	18	4	0	0	0	0	0	0	218	139	0	8	0	3	0	4	0	0	5	0	4	17
26572	46469	"Lembolovskoye lake"	60.3575	30.31333	245	"AWI"	245	5167	5718	5461	23	0	0	2	0	0	0	1	0	5	1	0	0	0	0	0	0	143	108	0	3	0	1	2	2	0	0	2	0	1	4
26572	46469	"Lembolovskoye lake"	60.3575	30.31333	255	"AWI"	255	5327	5880	5622	116	0	2	1	0	213	1	0	0	22	2	0	0	0	0	0	0	127	174	0	14	0	9	0	4	0	0	4	0	5	21
26572	46469	"Lembolovskoye lake"	60.3575	30.31333	265	"AWI"	265	5466	6009	5758	70	0	0	1	0	0	0	0	0	11	3	0	0	0	0	0	0	107	163	0	2	0	4	1	1	0	0	1	0	4	8
26572	46469	"Lembolovskoye lake"	60.3575	30.31333	275	"AWI"	275	5633	6116	5889	135	0	0	2	0	0	0	0	0	33	5	0	0	0	0	0	1	121	229	0	12	0	14	1	3	0	0	3	0	5	23
26572	46469	"Lembolovskoye lake"	60.3575	30.31333	285	"AWI"	285	5771	6210	5990	86	0	0	0	0	0	1	1	0	13	3	0	0	0	1	0	0	73	162	0	6	0	7	1	5	0	0	1	0	3	16
26572	46469	"Lembolovskoye lake"	60.3575	30.31333	295	"AWI"	295	5891	6306	6077	95	0	0	1	0	180	0	0	0	23	6	0	0	0	0	0	0	167	350	0	6	1	7	1	3	0	0	5	0	4	21
26572	46469	"Lembolovskoye lake"	60.3575	30.31333	305	"AWI"	305	5970	6400	6167	38	1	0	0	0	0	0	0	0	10	1	0	0	0	0	0	0	156	134	0	1	0	0	0	1	0	0	1	0	2	7
26572	46469	"Lembolovskoye lake"	60.3575	30.31333	315	"AWI"	315	6053	6494	6254	103	1	1	0	0	164	0	0	0	30	4	0	0	0	1	2	0	182	282	0	18	0	7	0	4	1	0	3	0	10	20
26572	46469	"Lembolovskoye lake"	60.3575	30.31333	335	"AWI"	335	6271	6750	6514	65	1	0	0	0	0	2	0	0	21	3	0	0	0	0	0	0	76	192	0	6	0	5	0	2	0	1	5	0	7	25
26572	46469	"Lembolovskoye lake"	60.3575	30.31333	355	"AWI"	355	6500	6983	6732	51	0	0	1	0	0	0	0	0	19	3	0	0	0	0	0	0	167	300	0	4	0	5	0	0	0	0	2	0	6	20
26572	46469	"Lembolovskoye lake"	60.3575	30.31333	375	"AWI"	375	6730	7214	6993	41	1	0	0	0	0	1	0	0	9	1	0	0	0	0	0	0	153	289	0	5	0	1	0	0	0	0	0	0	8	13
26572	46469	"Lembolovskoye lake"	60.3575	30.31333	395	"AWI"	395	7066	7412	7246	53	0	1	0	0	0	0	0	0	22	3	0	0	0	0	0	0	152	268	0	5	0	5	0	2	0	0	0	0	16	36
26572	46469	"Lembolovskoye lake"	60.3575	30.31333	415	"AWI"	415	7338	7662	7505	30	0	0	0	0	0	0	1	0	9	2	0	0	0	0	0	0	114	440	0	1	0	1	1	0	0	0	1	0	15	24
26572	46469	"Lembolovskoye lake"	60.3575	30.31333	435	"AWI"	435	7573	7884	7714	25	0	0	0	0	0	0	0	0	14	3	0	0	0	0	0	0	36	350	0	1	0	0	0	0	0	0	0	0	14	26
26572	46469	"Lembolovskoye lake"	60.3575	30.31333	455	"AWI"	455	7767	8151	7942	75	1	0	1	0	0	0	2	0	18	7	0	0	0	0	0	0	14	294	0	5	0	1	0	1	0	0	0	0	13	38
26572	46469	"Lembolovskoye lake"	60.3575	30.31333	475	"AWI"	475	8014	8410	8206	32	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	31	370	0	5	0	2	0	0	0	0	1	0	15	13
26572	46469	"Lembolovskoye lake"	60.3575	30.31333	495	"AWI"	495	8244	8803	8473	59	0	1	1	0	0	0	0	0	7	9	0	2	0	0	0	1	5	186	0	9	0	2	0	0	0	0	0	1	14	18
26572	46469	"Lembolovskoye lake"	60.3575	30.31333	505	"AWI"	505	8389	9052	8662	19	0	0	0	0	42	0	0	0	4	3	0	0	0	0	0	0	14	203	0	4	1	0	0	3	0	0	0	0	4	3
26572	46469	"Lembolovskoye lake"	60.3575	30.31333	515	"AWI"	515	8596	9236	8912	12	0	0	0	0	50	0	0	0	1	2	0	0	0	0	0	0	15	500	0	2	0	0	0	0	0	0	0	0	2	5
26572	46469	"Lembolovskoye lake"	60.3575	30.31333	525	"AWI"	525	8848	9408	9159	13	0	0	1	0	0	0	0	0	7	4	0	0	0	0	0	0	21	330	0	3	0	1	0	1	0	0	0	0	2	4
26572	46469	"Lembolovskoye lake"	60.3575	30.31333	535	"AWI"	535	9134	9620	9401	20	0	0	0	0	0	0	2	0	4	4	0	0	0	0	0	0	7	480	0	2	0	0	0	0	0	0	0	0	2	9
26572	46469	"Lembolovskoye lake"	60.3575	30.31333	545	"AWI"	545	9314	9848	9596	10	0	0	1	0	0	0	0	0	2	2	0	0	0	0	0	0	7	360	0	3	0	1	0	0	0	0	1	0	0	4
26572	46469	"Lembolovskoye lake"	60.3575	30.31333	555	"AWI"	555	9457	10058	9755	37	1	0	0	0	0	0	1	0	5	6	0	0	0	0	0	0	9	440	0	6	0	0	0	3	0	0	2	0	3	16
26572	46469	"Lembolovskoye lake"	60.3575	30.31333	575	"AWI"	575	9759	10282	10035	11	0	0	1	0	128	0	0	0	10	3	0	0	0	0	0	0	2	300	0	8	0	0	0	2	0	0	0	0	0	7
26572	46469	"Lembolovskoye lake"	60.3575	30.31333	585	"AWI"	585	9865	10395	10156	5	0	0	1	0	0	0	0	0	3	5	0	0	0	0	0	0	6	490	0	3	0	0	0	0	0	0	1	0	1	3
26572	46469	"Lembolovskoye lake"	60.3575	30.31333	595	"AWI"	595	9967	10528	10269	9	0	0	1	0	137	0	0	0	6	7	0	0	0	0	0	0	4	425	0	8	0	0	0	2	0	0	1	0	0	4
26572	46469	"Lembolovskoye lake"	60.3575	30.31333	605	"AWI"	605	10079	10673	10377	2	0	0	1	0	0	0	0	0	9	6	0	0	0	0	0	0	5	340	0	13	0	1	0	1	0	0	2	0	3	8
26572	46469	"Lembolovskoye lake"	60.3575	30.31333	615	"AWI"	615	10209	10795	10482	3	0	1	0	0	61	0	0	0	3	2	1	0	0	0	0	0	8	385	0	7	0	0	0	0	1	0	0	0	1	1
26572	46469	"Lembolovskoye lake"	60.3575	30.31333	625	"AWI"	625	10405	10968	10707	5	0	0	2	0	228	0	0	0	3	9	0	0	0	0	0	0	2	320	0	30	0	0	0	3	0	0	1	0	1	8
26572	46469	"Lembolovskoye lake"	60.3575	30.31333	635	"AWI"	635	10539	11187	10884	0	0	0	0	0	0	0	0	0	2	5	2	0	0	0	0	0	6	460	0	9	0	1	0	1	0	0	0	0	0	3
26572	46469	"Lembolovskoye lake"	60.3575	30.31333	645	"AWI"	645	10656	11380	11033	0	1	0	1	0	106	0	0	0	1	6	1	0	0	0	0	0	3	298	0	9	0	0	0	1	0	0	1	0	0	1
26572	46469	"Lembolovskoye lake"	60.3575	30.31333	655	"AWI"	655	10753	11549	11178	3	1	0	3	0	196	0	0	0	0	8	1	0	0	0	0	1	0	53	0	52	0	1	0	0	0	0	3	0	0	2
26572	46469	"Lembolovskoye lake"	60.3575	30.31333	665	"AWI"	665	10826	11697	11286	12	3	0	5	0	147	0	0	0	3	12	0	0	0	0	0	0	6	78	0	25	1	0	0	4	1	0	2	0	0	3
26572	46469	"Lembolovskoye lake"	60.3575	30.31333	675	"AWI"	675	10921	11866	11390	29	5	1	21	0	188	1	0	0	18	21	0	0	0	0	0	3	7	82	0	16	1	1	0	5	2	0	4	0	1	2
26572	46469	"Lembolovskoye lake"	60.3575	30.31333	695	"AWI"	695	11098	12183	11609	97	17	2	34	0	164	2	0	1	31	20	0	0	0	0	0	5	9	60	0	25	1	4	0	3	0	1	7	1	1	10
26572	46469	"Lembolovskoye lake"	60.3575	30.31333	705	"AWI"	705	11177	12336	11722	66	24	1	33	0	139	1	0	1	10	16	1	0	0	0	0	3	9	39	0	15	1	2	0	7	0	0	8	0	0	2
26572	46469	"Lembolovskoye lake"	60.3575	30.31333	715	"AWI"	715	11277	12468	11843	51	17	0	0	0	173	1	0	2	15	19	0	0	0	0	0	9	9	66	0	37	3	1	0	6	2	1	9	0	0	4
26572	46469	"Lembolovskoye lake"	60.3575	30.31333	735	"AWI"	735	11477	12756	12092	51	9	0	30	0	128	1	0	0	15	18	0	0	0	0	0	2	12	36	0	28	0	1	0	3	0	0	5	0	0	1
26572	46469	"Lembolovskoye lake"	60.3575	30.31333	745	"AWI"	745	11574	12888	12216	43	16	0	13	0	102	1	0	1	18	16	0	0	0	0	0	2	3	27	0	15	0	2	0	3	1	0	2	0	0	1
26572	46469	"Lembolovskoye lake"	60.3575	30.31333	755	"AWI"	755	11672	13030	12332	32	8	1	28	2	98	1	0	1	5	14	0	0	0	0	0	2	2	22	0	16	0	0	1	8	0	0	3	1	0	0
