"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Celastraceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Vitaceae"
16515	25837	"Gerlos"	47.24306	12.13889	390	"AWI"	390	13973	14767	14351	0	0	0	5	0	2	0	25	0	0	30	0	0	0	0	0	0	0	3	0	158	0	0	0	0	0	0	0	0	1	0	22	0	0	0	0	0	0	0	1	567	1	0	0	3	0	0	0	0	0	0	9	4	0	0	3	8	1	1	0	0
16515	25837	"Gerlos"	47.24306	12.13889	395	"AWI"	395	14114	14919	14499	0	0	0	5	0	8	0	22	0	0	42	0	0	0	0	0	0	0	1	0	191	0	0	0	0	0	0	0	1	0	0	8	0	0	0	0	0	0	0	0	645	0	0	0	0	0	0	0	0	0	4	4	1	0	0	2	12	0	0	0	0
16515	25837	"Gerlos"	47.24306	12.13889	400	"AWI"	400	14277	15135	14680	0	0	1	1	0	10	0	17	0	0	48	1	0	0	0	0	0	0	1	0	182	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	1	575	0	0	0	0	0	0	0	0	0	1	10	2	0	0	1	10	0	0	0	0
16515	25837	"Gerlos"	47.24306	12.13889	405	"AWI"	405	14406	15449	14868	0	0	3	31	0	5	0	251	0	0	21	2	0	0	0	0	0	0	8	0	89	1	9	0	0	0	0	0	1	0	0	10	0	0	0	0	0	0	0	0	290	4	0	0	0	0	0	2	0	32	18	16	19	3	0	6	6	0	0	0	0
16515	25837	"Gerlos"	47.24306	12.13889	410	"AWI"	410	14511	15841	15053	0	0	2	26	0	6	0	171	0	0	14	1	0	0	0	0	0	0	7	0	39	1	9	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	337	0	0	0	0	0	0	0	0	0	6	7	21	0	0	1	7	0	0	0	0
16515	25837	"Gerlos"	47.24306	12.13889	415	"AWI"	415	14648	16129	15250	0	0	4	65	1	8	0	321	0	0	30	0	0	0	0	0	0	0	24	0	69	0	15	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	257	0	0	2	2	0	0	1	0	46	13	16	16	0	0	3	22	0	0	0	0
16515	25837	"Gerlos"	47.24306	12.13889	420	"AWI"	420	14772	16431	15439	0	0	2	30	2	4	0	213	0	0	22	1	0	0	0	0	0	0	18	0	55	1	11	0	0	0	0	0	1	0	0	26	0	0	0	0	0	0	0	0	358	0	0	0	1	0	0	0	0	22	10	9	3	0	0	1	8	0	0	0	0
16515	25837	"Gerlos"	47.24306	12.13889	425	"AWI"	425	14880	16739	15637	0	0	5	70	0	8	0	260	0	0	22	3	0	0	0	0	0	0	14	0	73	0	29	0	0	0	0	0	3	0	0	24	0	0	0	0	0	0	0	0	345	1	0	0	1	0	0	0	0	0	26	19	18	1	0	5	13	0	0	0	0
16515	25837	"Gerlos"	47.24306	12.13889	430	"AWI"	430	15015	16990	15839	0	0	9	35	0	5	0	196	0	0	16	0	0	0	0	0	0	0	7	0	42	0	14	0	0	0	0	0	1	0	0	48	0	0	0	0	0	0	0	0	283	2	0	0	0	0	0	0	0	0	15	21	4	0	0	4	5	0	0	2	0
16515	25837	"Gerlos"	47.24306	12.13889	435	"AWI"	435	15161	17261	16038	0	0	6	70	0	8	0	198	0	0	28	3	0	0	0	0	0	0	12	0	79	1	31	0	0	0	0	0	3	1	0	38	0	0	0	0	0	0	0	0	571	3	0	0	0	0	0	2	0	0	26	9	9	0	0	5	23	0	0	0	0
16515	25837	"Gerlos"	47.24306	12.13889	440	"AWI"	440	15271	17600	16235	0	0	5	34	0	3	0	26	0	0	28	0	0	0	0	0	0	0	5	0	29	0	9	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	105	1	0	0	0	0	0	0	0	0	7	3	2	0	0	1	8	0	0	0	0
