"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
3376	4377	"Regetovka"	49.423704	21.277606	560	"AWI"	560	5459	6365	5867	23	2	58	0	0	1	4	0	22	0	0	0	1	0	0	200	115	0	0	1	9	1	14	0	0	0	0	0	0	6	14	29	0	0	0	48	0	7	0	0	0	2	0	0	1	0	0	28	84	0	0	0
3376	4377	"Regetovka"	49.423704	21.277606	570	"AWI"	570	5527	6476	5971	4	3	76	1	0	0	4	0	18	0	0	0	9	0	0	259	217	0	0	0	14	0	11	0	0	0	0	0	0	2	36	20	0	0	0	2	0	10	0	0	2	1	7	0	0	0	0	29	75	1	1	0
3376	4377	"Regetovka"	49.423704	21.277606	580	"AWI"	580	5617	6569	6073	13	5	97	0	0	0	0	0	25	0	0	0	4	0	0	457	184	0	0	0	26	0	18	1	0	0	0	0	0	2	15	31	0	0	0	71	0	18	0	0	0	0	2	0	0	0	1	36	134	0	0	0
3376	4377	"Regetovka"	49.423704	21.277606	590	"AWI"	590	5702	6688	6176	3	2	82	0	0	1	0	0	16	0	1	0	7	0	0	219	92	0	0	1	15	0	11	0	0	0	0	0	0	4	16	14	0	0	0	0	0	7	0	0	0	1	2	0	0	0	1	25	94	0	0	0
3376	4377	"Regetovka"	49.423704	21.277606	600	"AWI"	600	5793	6777	6280	28	0	127	0	0	0	0	0	6	0	0	0	0	0	0	173	54	0	0	20	0	0	8	0	0	0	0	0	0	1	12	16	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	27	48	0	0	0
3376	4377	"Regetovka"	49.423704	21.277606	610	"AWI"	610	5878	6872	6383	3	0	77	1	0	0	0	0	11	0	0	0	1	0	0	265	110	0	0	0	11	0	7	0	0	0	0	0	0	0	22	26	0	0	0	0	0	11	0	0	2	2	6	0	0	0	1	30	120	0	0	0
3376	4377	"Regetovka"	49.423704	21.277606	620	"AWI"	620	5966	6992	6485	0	6	47	0	0	0	0	0	6	0	0	0	3	0	0	285	89	0	0	2	7	0	7	0	0	0	0	0	0	1	16	28	0	0	0	9	0	16	0	0	0	0	0	0	0	0	1	22	77	0	0	0
3376	4377	"Regetovka"	49.423704	21.277606	630	"AWI"	630	6076	7065	6589	3	2	53	0	0	0	2	0	9	0	0	0	16	0	0	247	71	0	0	0	13	0	6	0	0	0	0	0	0	1	5	23	0	0	0	0	0	11	0	0	0	5	5	0	0	0	0	41	85	0	0	0
3376	4377	"Regetovka"	49.423704	21.277606	640	"AWI"	640	6187	7150	6692	9	2	112	1	0	0	1	0	16	0	0	0	2	0	0	352	90	0	0	0	5	0	10	0	0	0	0	0	0	0	35	66	0	0	0	10	0	19	0	0	0	1	1	0	0	0	1	36	161	0	0	0
3376	4377	"Regetovka"	49.423704	21.277606	650	"AWI"	650	6266	7236	6796	4	1	86	1	0	0	3	0	16	0	1	0	11	0	0	283	74	0	0	1	13	0	3	0	0	0	0	0	0	1	21	40	0	0	0	0	0	13	0	0	1	7	6	0	0	0	1	37	101	0	0	0
3376	4377	"Regetovka"	49.423704	21.277606	660	"AWI"	660	6387	7311	6893	22	6	155	0	0	0	5	0	18	0	0	0	7	0	0	306	65	0	0	13	16	0	13	0	0	0	0	0	0	4	9	54	0	0	0	3	0	28	0	0	0	1	0	0	0	0	0	33	120	0	0	0
3376	4377	"Regetovka"	49.423704	21.277606	670	"AWI"	670	6497	7379	6995	5	1	99	0	0	0	2	0	9	0	0	0	10	0	0	236	63	0	0	0	10	0	6	0	0	1	0	0	0	0	10	26	0	0	0	0	0	5	0	0	0	3	3	3	0	0	1	28	76	0	0	0
3376	4377	"Regetovka"	49.423704	21.277606	680	"AWI"	680	6616	7450	7102	8	4	85	0	27	0	16	0	22	0	1	0	4	0	0	454	90	0	1	2	16	0	16	0	0	0	0	0	0	1	25	34	0	0	0	7	0	30	0	0	0	4	1	0	0	0	1	36	182	1	0	1
3376	4377	"Regetovka"	49.423704	21.277606	690	"AWI"	690	6745	7524	7203	3	4	81	0	0	0	0	0	17	0	0	0	3	0	0	192	34	0	0	1	6	0	5	0	0	1	0	0	0	15	8	11	0	0	0	0	0	12	0	0	0	0	16	0	0	0	0	52	86	0	0	0
3376	4377	"Regetovka"	49.423704	21.277606	710	"AWI"	710	7020	7659	7401	3	1	70	0	0	0	0	0	11	0	0	0	4	0	0	297	21	0	0	1	11	0	5	0	0	0	0	0	0	0	5	27	0	0	0	0	0	8	0	0	1	0	6	0	0	0	0	45	106	0	0	0
3376	4377	"Regetovka"	49.423704	21.277606	720	"AWI"	720	7216	7729	7491	5	1	87	1	0	0	2	0	11	0	1	0	4	0	0	343	59	0	0	1	15	0	2	0	0	0	0	0	0	2	25	27	0	0	0	9	0	26	0	0	0	0	1	0	1	0	0	29	139	0	0	0
3376	4377	"Regetovka"	49.423704	21.277606	730	"AWI"	730	7387	7813	7586	3	1	54	0	0	0	1	0	13	0	0	0	0	0	0	227	38	0	0	0	8	0	5	0	0	0	0	0	0	1	8	7	0	0	0	0	0	13	0	0	0	0	6	0	0	0	2	35	133	0	2	0
3376	4377	"Regetovka"	49.423704	21.277606	740	"AWI"	740	7463	8009	7687	4	0	56	0	14	1	2	0	23	0	0	0	3	0	0	200	51	0	0	2	20	0	18	0	0	0	0	0	0	0	17	50	0	0	0	6	0	45	0	0	1	3	2	0	1	0	2	46	147	0	0	0
3376	4377	"Regetovka"	49.423704	21.277606	750	"AWI"	750	7524	8236	7791	8	0	67	3	0	0	0	0	24	0	1	0	6	0	0	146	33	0	0	2	5	0	7	0	0	0	0	0	0	1	18	40	0	0	0	0	0	27	0	0	0	3	10	0	0	0	0	43	147	0	0	0
3376	4377	"Regetovka"	49.423704	21.277606	760	"AWI"	760	7580	8457	7901	0	0	26	0	0	0	2	0	3	0	0	0	2	1	0	179	28	0	0	2	11	0	11	0	0	0	0	0	0	2	14	25	0	0	0	21	0	37	0	0	0	5	1	0	0	0	0	35	148	0	0	0
3376	4377	"Regetovka"	49.423704	21.277606	770	"AWI"	770	7653	8621	8015	12	0	49	1	0	0	6	0	11	0	0	0	4	0	0	175	46	0	0	0	5	0	8	0	0	0	0	0	0	1	14	18	0	0	0	0	0	52	0	0	0	1	6	0	0	0	0	39	160	0	0	0
3376	4377	"Regetovka"	49.423704	21.277606	780	"AWI"	780	7719	8815	8132	1	1	67	2	0	0	3	0	8	0	0	0	10	0	0	183	33	0	0	1	6	0	8	0	2	0	8	0	0	0	31	52	0	0	0	52	0	20	0	0	0	2	2	0	0	0	0	49	124	0	0	0
3376	4377	"Regetovka"	49.423704	21.277606	790	"AWI"	790	7786	8977	8248	14	1	29	0	0	0	7	0	12	0	0	0	4	0	0	133	22	0	0	1	19	0	29	0	0	0	0	0	0	0	49	31	0	0	0	8	0	54	0	0	1	20	5	0	0	2	0	40	174	0	1	0
3376	4377	"Regetovka"	49.423704	21.277606	800	"AWI"	800	7858	9137	8364	6	0	114	1	0	0	4	0	12	0	1	0	5	0	0	141	25	0	0	4	0	0	8	0	0	0	1	0	0	2	11	24	0	0	0	15	0	25	0	0	0	6	1	0	1	0	1	37	119	0	0	0
3376	4377	"Regetovka"	49.423704	21.277606	810	"AWI"	810	7927	9291	8474	5	0	58	0	0	0	5	0	13	0	2	0	0	0	0	157	28	0	0	2	11	0	12	0	0	0	0	0	0	1	22	22	0	0	0	0	0	57	0	0	0	5	6	0	0	0	3	30	116	0	0	0
3376	4377	"Regetovka"	49.423704	21.277606	830	"AWI"	830	8095	9588	8698	8	0	39	0	0	0	1	0	16	0	0	0	0	0	0	172	63	0	0	0	16	0	13	0	0	0	0	0	0	0	19	27	0	0	0	4	0	71	0	0	1	1	11	0	0	0	3	26	122	0	1	0
3376	4377	"Regetovka"	49.423704	21.277606	850	"AWI"	850	8249	9873	8923	7	2	31	2	15	0	1	0	23	0	1	0	0	0	0	159	13	0	0	0	10	0	15	0	0	0	0	0	0	1	90	71	0	0	0	9	0	90	0	0	0	6	5	0	0	0	1	58	167	0	2	0
3376	4377	"Regetovka"	49.423704	21.277606	870	"AWI"	870	8421	10194	9147	7	0	21	0	3	0	5	0	0	0	0	0	0	0	0	160	4	0	0	0	6	0	17	0	0	0	0	0	0	0	70	98	0	0	0	4	0	45	0	0	0	1	7	0	0	0	0	32	83	0	0	0
3376	4377	"Regetovka"	49.423704	21.277606	890	"AWI"	890	8605	10481	9378	14	0	29	0	0	0	2	0	8	0	1	0	3	0	0	78	19	0	0	1	3	0	5	0	0	0	0	0	0	0	23	159	0	0	0	0	0	63	0	0	0	2	6	0	0	0	0	55	114	0	0	0
3376	4377	"Regetovka"	49.423704	21.277606	910	"AWI"	910	8794	10773	9612	12	0	271	0	0	0	5	0	4	0	0	0	0	2	0	101	6	0	0	5	15	0	15	0	0	0	0	0	0	3	40	25	0	0	0	3	0	42	0	0	1	0	4	0	0	0	0	20	64	0	2	0
3376	4377	"Regetovka"	49.423704	21.277606	930	"AWI"	930	8979	11024	9849	0	1	34	0	0	0	1	0	23	0	3	0	0	0	0	194	9	0	0	0	17	0	30	0	0	0	0	0	0	0	45	36	0	0	0	0	0	42	0	0	0	2	3	0	0	0	3	20	125	0	0	0
3376	4377	"Regetovka"	49.423704	21.277606	950	"AWI"	950	9141	11339	10082	0	0	32	0	0	0	1	0	5	0	0	0	0	0	0	247	25	0	0	3	15	0	17	0	0	0	0	0	0	1	11	31	0	0	0	4	0	32	0	0	0	4	0	0	0	0	0	32	98	0	0	0
