"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Artemisia"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Crataegus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Genista"	"Gentianaceae"	"Geraniaceae"	"Ilex"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Olea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Scrophulariaceae"	"Ulmus"	"Urticaceae"	"Vitaceae"
26055	45194	"Arroyo de las Cárcavas"	40.84194	-4.03139	88	"AWI"	88	758	1583	1251	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	41	0	0	0	0	0	1	0	0	0	2	0	0	0	369	0	0	0	0	0	12	3	1	0	0	4	4	0	0	0	0	0	0	0
26055	45194	"Arroyo de las Cárcavas"	40.84194	-4.03139	92	"AWI"	92	900	1701	1398	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	17	0	0	0	0	2	3	0	0	0	0	0	0	1	365	0	0	0	0	0	14	1	1	0	0	5	1	1	0	1	0	1	0	1
26055	45194	"Arroyo de las Cárcavas"	40.84194	-4.03139	96	"AWI"	96	1257	1730	1538	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	1	0	9	0	0	0	0	1	2	0	0	0	0	0	0	1	357	0	0	0	1	0	8	1	1	0	0	1	4	2	0	0	1	0	0	0
26055	45194	"Arroyo de las Cárcavas"	40.84194	-4.03139	100	"AWI"	100	1545	1781	1685	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	13	0	0	0	0	2	4	0	0	0	0	0	1	0	373	0	0	0	0	0	12	1	3	0	0	2	3	4	0	0	0	0	0	0
26055	45194	"Arroyo de las Cárcavas"	40.84194	-4.03139	104	"AWI"	104	1644	1824	1746	0	0	0	0	1	0	0	0	0	1	0	0	0	3	2	1	0	18	0	0	0	0	1	1	0	0	0	1	0	0	0	361	0	0	0	0	0	16	2	3	0	0	0	5	1	0	0	1	0	0	0
26055	45194	"Arroyo de las Cárcavas"	40.84194	-4.03139	108	"AWI"	108	1697	1866	1777	0	0	0	0	3	0	0	0	0	2	0	0	0	0	1	0	0	21	0	0	0	0	0	3	0	0	0	0	0	0	0	366	0	0	0	0	0	14	2	4	0	0	2	3	2	2	0	1	0	0	0
26055	45194	"Arroyo de las Cárcavas"	40.84194	-4.03139	110	"AWI"	110	1715	1897	1794	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	14	0	0	0	0	0	1	0	0	0	4	0	0	2	312	0	0	0	1	0	23	3	3	0	0	2	2	0	0	0	2	0	0	0
26055	45194	"Arroyo de las Cárcavas"	40.84194	-4.03139	112	"AWI"	112	1737	1927	1817	0	0	0	0	3	0	0	0	0	1	0	0	0	0	1	3	0	18	0	0	0	0	0	1	0	0	0	2	0	1	1	392	0	0	0	0	0	18	3	2	0	0	0	4	3	0	0	1	0	0	0
26055	45194	"Arroyo de las Cárcavas"	40.84194	-4.03139	116	"AWI"	116	1766	2018	1875	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	356	0	0	0	0	0	9	1	0	0	0	1	3	1	0	0	0	0	0	0
26055	45194	"Arroyo de las Cárcavas"	40.84194	-4.03139	119	"AWI"	119	1779	2109	1915	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	5	0	0	0	0	0	1	0	0	0	2	0	0	0	356	0	0	0	0	0	6	1	0	0	0	0	1	0	0	1	0	0	0	0
26055	45194	"Arroyo de las Cárcavas"	40.84194	-4.03139	124	"AWI"	124	1834	2204	1991	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	1	0	10	0	0	0	0	0	1	0	0	0	0	0	0	0	318	0	0	0	0	0	8	0	3	0	0	0	2	2	0	0	0	0	0	0
26055	45194	"Arroyo de las Cárcavas"	40.84194	-4.03139	128	"AWI"	128	1871	2261	2057	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	9	0	0	0	0	0	1	0	0	0	2	0	0	0	325	0	0	0	0	0	9	1	1	0	0	1	1	3	0	0	0	0	0	0
26055	45194	"Arroyo de las Cárcavas"	40.84194	-4.03139	132	"AWI"	132	1917	2335	2117	0	0	0	0	2	0	0	1	0	1	1	0	0	0	0	6	0	6	0	0	0	0	0	4	0	0	0	2	0	1	0	288	0	0	0	0	0	10	1	0	0	0	1	1	2	0	0	0	0	0	0
26055	45194	"Arroyo de las Cárcavas"	40.84194	-4.03139	136	"AWI"	136	1999	2386	2179	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	2	0	7	0	0	0	0	0	2	0	0	0	0	0	0	0	303	0	0	0	0	0	12	1	0	0	0	0	2	0	0	0	1	0	0	0
26055	45194	"Arroyo de las Cárcavas"	40.84194	-4.03139	138	"AWI"	138	2026	2419	2214	0	1	0	0	3	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	286	0	0	1	0	0	10	4	2	0	0	2	0	0	0	0	0	0	0	0
26055	45194	"Arroyo de las Cárcavas"	40.84194	-4.03139	140	"AWI"	140	2050	2463	2248	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	0	0	1	0	0	0	0	0	0	0	0	269	0	0	0	0	0	15	1	0	0	0	1	0	1	0	0	0	0	0	0
26055	45194	"Arroyo de las Cárcavas"	40.84194	-4.03139	142	"AWI"	142	2096	2505	2281	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	5	0	6	0	0	0	0	0	2	1	0	0	0	0	0	0	273	0	0	0	0	0	12	2	0	0	0	1	2	0	0	0	0	0	0	0
26055	45194	"Arroyo de las Cárcavas"	40.84194	-4.03139	144	"AWI"	144	2148	2559	2315	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	8	0	0	0	0	0	0	0	0	0	2	0	0	0	263	0	0	0	0	0	11	0	0	0	0	3	1	0	0	0	0	0	0	0
26055	45194	"Arroyo de las Cárcavas"	40.84194	-4.03139	146	"AWI"	146	2183	2610	2351	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	6	0	13	0	0	0	0	0	0	1	0	0	4	0	0	0	226	0	0	0	1	0	15	0	0	0	0	1	0	0	0	0	2	0	0	0
