"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Ilex"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Lythraceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
16319	25318	"Nataloup"	47.2275	4.03528	72	"AWI"	72	1662	2207	1887	3	0	392	1	0	3	0	0	0	16	0	0	0	0	1	0	0	0	54	0	56	0	0	0	0	0	195	0	5	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	5	0	0	0	0	0	0	83	19	0	0	21	0	2	0	0	0	0	0	0	6	0	1	0	0
16319	25318	"Nataloup"	47.2275	4.03528	76	"AWI"	76	1788	2404	2059	0	0	551	1	0	0	0	2	0	41	0	0	0	2	1	0	0	0	87	0	28	0	0	0	0	0	211	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	84	26	0	0	2	0	3	0	0	1	1	4	0	5	1	1	0	0
16319	25318	"Nataloup"	47.2275	4.03528	80	"AWI"	80	1921	2555	2246	0	2	488	1	0	0	1	0	0	29	1	0	0	0	1	0	0	0	92	0	22	0	0	0	0	0	242	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	100	20	0	0	1	0	4	0	0	0	0	2	0	3	1	1	1	0
16319	25318	"Nataloup"	47.2275	4.03528	84	"AWI"	84	2252	2635	2387	1	0	760	0	1	0	1	1	0	59	0	0	0	5	1	0	0	0	238	0	60	0	0	0	0	0	239	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	42	94	0	0	1	0	6	0	0	0	0	0	0	2	1	0	0	0
16319	25318	"Nataloup"	47.2275	4.03528	86	"AWI"	86	2371	2728	2486	1	0	1191	2	0	0	0	1	0	24	1	0	0	0	0	0	0	0	54	0	138	0	0	0	0	0	123	0	5	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	75	138	0	0	3	0	8	0	0	0	0	0	0	3	0	1	0	0
16319	25318	"Nataloup"	47.2275	4.03528	88	"AWI"	88	2414	2969	2613	2	1	1141	0	0	0	1	3	0	25	1	0	0	0	1	0	0	0	65	0	99	0	0	0	0	0	357	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	89	117	0	0	1	0	3	0	0	2	0	1	0	14	0	1	0	0
16319	25318	"Nataloup"	47.2275	4.03528	92	"AWI"	92	2541	3379	2856	1	0	581	0	0	0	0	1	0	13	0	0	0	0	1	0	0	0	94	0	51	0	0	0	0	0	201	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	115	47	0	0	4	0	5	0	0	1	1	0	1	11	3	0	0	0
16319	25318	"Nataloup"	47.2275	4.03528	96	"AWI"	96	2672	3669	3107	1	0	856	3	1	0	1	0	0	13	2	0	0	2	1	0	0	0	114	0	40	0	0	0	0	0	270	0	13	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	3	0	0	0	0	0	0	186	64	0	0	0	0	3	0	0	1	1	0	0	23	8	0	0	0
16319	25318	"Nataloup"	47.2275	4.03528	100	"AWI"	100	2831	3876	3364	3	0	603	0	0	0	1	1	0	8	1	0	0	6	2	0	0	0	77	0	38	0	0	0	0	0	200	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	111	43	0	0	3	0	2	1	0	1	0	0	0	17	1	2	1	0
16319	25318	"Nataloup"	47.2275	4.03528	104	"AWI"	104	3062	4010	3603	2	0	700	0	0	0	0	1	0	7	1	0	0	3	3	0	0	0	141	0	12	0	0	0	0	0	313	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	209	32	0	0	4	0	2	0	0	1	0	0	0	21	5	0	0	0
16319	25318	"Nataloup"	47.2275	4.03528	108	"AWI"	108	3378	4143	3854	3	0	646	0	0	0	1	1	0	4	0	0	0	2	2	0	0	0	92	0	20	0	0	0	0	0	229	0	10	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	4	0	0	0	0	0	0	125	16	0	0	1	0	3	1	0	0	2	0	0	24	5	0	0	0
16319	25318	"Nataloup"	47.2275	4.03528	112	"AWI"	112	3762	4277	4074	1	1	636	1	0	0	0	0	0	11	1	0	0	4	3	0	0	0	103	0	29	0	0	0	0	0	184	0	17	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	151	19	1	0	0	0	1	1	0	0	0	0	0	31	3	0	0	0
16319	25318	"Nataloup"	47.2275	4.03528	116	"AWI"	116	4052	4418	4251	1	2	957	1	0	0	1	1	0	3	3	0	0	0	0	0	0	0	94	0	26	0	0	0	0	0	18	1	30	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0	132	17	0	0	1	0	4	0	0	0	1	0	0	28	2	0	0	0
16319	25318	"Nataloup"	47.2275	4.03528	120	"AWI"	120	4138	4600	4353	0	0	573	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	99	0	18	0	0	0	0	0	42	0	14	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	96	17	0	0	3	0	0	0	0	0	0	0	0	24	2	0	0	0
16319	25318	"Nataloup"	47.2275	4.03528	124	"AWI"	124	4239	4686	4464	0	0	547	0	0	0	0	0	0	3	0	0	0	2	1	0	0	0	109	0	23	0	0	0	0	0	13	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	9	0	0	0	0	0	0	103	14	0	0	0	0	5	1	0	1	0	0	0	26	2	0	0	0
16319	25318	"Nataloup"	47.2275	4.03528	128	"AWI"	128	4351	4759	4579	0	0	532	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	202	0	31	0	0	0	0	0	9	0	15	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	10	0	0	0	0	0	2	106	6	0	0	2	0	9	0	0	0	0	1	0	36	3	1	0	0
16319	25318	"Nataloup"	47.2275	4.03528	132	"AWI"	132	4421	4809	4671	2	0	396	1	0	0	1	1	0	8	0	0	0	0	0	0	0	0	168	0	14	0	0	0	0	0	14	0	4	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	9	0	0	0	0	0	2	107	10	0	0	1	0	3	0	0	0	0	0	0	37	3	0	0	1
16319	25318	"Nataloup"	47.2275	4.03528	136	"AWI"	136	4829	5820	5321	0	0	215	0	0	0	0	4	0	1	1	0	0	0	1	0	0	0	120	0	14	0	0	0	0	0	5	0	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	17	0	0	0	0	0	0	71	13	0	0	1	0	1	0	0	1	0	0	0	13	3	0	0	0
16319	25318	"Nataloup"	47.2275	4.03528	140	"AWI"	140	5241	9960	7584	0	0	14	0	0	0	0	9	0	34	0	0	0	0	1	0	0	0	313	1	134	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	22	15	0	0	6	0	12	0	0	0	0	0	1	3	10	0	0	0
16319	25318	"Nataloup"	47.2275	4.03528	144	"AWI"	144	9180	10363	9777	0	1	0	0	0	0	0	5	0	8	1	0	0	0	0	0	1	0	181	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	199	0	0	0	0	0	0	6	5	0	0	1	0	13	0	0	0	0	0	0	0	7	0	0	0
16319	25318	"Nataloup"	47.2275	4.03528	148	"AWI"	148	10366	11083	10670	0	0	0	2	0	0	0	23	0	26	1	0	0	0	3	0	2	0	41	0	205	0	1	0	0	0	0	0	1	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	2	18	0	0	8	0	34	0	0	0	0	0	0	0	2	0	0	0
16319	25318	"Nataloup"	47.2275	4.03528	152	"AWI"	152	10552	11972	11045	0	0	0	5	0	0	0	81	0	48	10	0	0	0	8	0	3	0	35	0	241	0	1	0	3	0	0	0	0	0	0	0	0	2	0	16	0	0	0	0	1	0	0	0	100	0	0	0	0	0	0	14	36	0	0	32	0	89	0	0	0	0	0	1	0	0	0	0	0
16319	25318	"Nataloup"	47.2275	4.03528	156	"AWI"	156	10728	12604	11372	0	0	0	1	0	0	0	42	0	31	8	0	0	0	0	0	3	0	2	0	121	1	0	0	0	0	0	0	0	0	0	2	0	1	0	27	0	0	0	1	0	0	0	0	87	0	0	0	0	0	0	1	12	0	0	16	0	19	0	0	0	0	0	3	0	0	0	0	0
16319	25318	"Nataloup"	47.2275	4.03528	160	"AWI"	160	10918	13094	11719	0	0	0	1	0	0	0	24	0	25	8	0	0	0	1	0	1	0	4	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	1	0	0	0	0	46	0	0	0	0	0	0	1	11	0	0	10	0	28	0	0	0	0	0	1	0	0	0	0	0
16319	25318	"Nataloup"	47.2275	4.03528	164	"AWI"	164	11154	13532	12070	0	0	0	1	0	0	0	24	0	39	8	0	0	0	3	0	1	0	3	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	1	12	0	0	10	0	15	0	0	1	0	0	1	0	0	0	0	0
16319	25318	"Nataloup"	47.2275	4.03528	168	"AWI"	168	11415	13924	12407	0	0	0	0	0	0	0	25	0	29	5	0	0	0	0	0	1	0	1	0	94	1	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	51	0	0	0	0	0	0	1	2	0	0	4	0	15	0	0	0	0	0	1	0	0	0	0	0
16319	25318	"Nataloup"	47.2275	4.03528	172	"AWI"	172	11629	14332	12743	0	0	0	0	0	0	0	5	0	30	2	0	0	0	0	0	2	0	0	0	83	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	1	4	0	0	9	0	11	0	0	0	0	0	0	0	0	0	0	0
16319	25318	"Nataloup"	47.2275	4.03528	176	"AWI"	176	11846	14819	13084	0	0	0	0	0	0	0	3	0	34	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	3	0	0	5	0	8	0	0	0	0	0	0	0	0	0	0	0
16319	25318	"Nataloup"	47.2275	4.03528	180	"AWI"	180	12091	15297	13430	0	0	0	0	0	0	0	7	0	34	0	0	0	0	0	0	1	0	0	0	127	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	1	4	0	0	6	0	14	0	0	2	0	0	1	0	0	0	1	0
16319	25318	"Nataloup"	47.2275	4.03528	184	"AWI"	184	12402	15671	13786	0	0	0	0	0	0	0	5	0	30	1	0	0	0	1	0	1	0	0	0	81	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	2	1	0	0	0	0	11	0	0	0	0	0	1	0	0	0	0	0
16319	25318	"Nataloup"	47.2275	4.03528	188	"AWI"	188	12686	16024	14127	0	0	0	0	0	0	0	8	0	24	0	0	0	0	0	0	1	0	0	0	93	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	1	2	0	0	4	0	9	0	0	0	0	0	1	0	0	0	0	0
16319	25318	"Nataloup"	47.2275	4.03528	192	"AWI"	192	12964	16459	14474	0	0	0	0	0	0	0	8	0	20	0	0	0	0	0	0	0	0	0	0	74	3	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	1	0	0	4	0	10	0	0	0	0	0	0	0	0	0	0	0
16319	25318	"Nataloup"	47.2275	4.03528	196	"AWI"	196	13226	16846	14827	0	0	0	0	0	0	0	25	0	35	1	0	0	0	1	0	1	0	0	0	131	2	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	1	0	0	3	0	8	0	0	0	0	0	4	0	0	0	0	0
16319	25318	"Nataloup"	47.2275	4.03528	198	"AWI"	198	13371	17066	15015	0	0	0	1	0	0	0	7	0	28	2	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	1	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	2	1	0	0	0	0	5	0	0	0	0	0	1	0	1	0	0	0
