"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Cannabaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fraxinus"	"Juniperus"	"Onagraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Scrophulariaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"
3009	3923	"Bergakyllen"	57.18367	16.14528	9240	"AWI"	9240	12382	12875	12679	0	10	0	45	0	134	0	0	0	1	25	0	0	0	0	0	10	0	1	166	0	42	0	0	0	1	0	2	4	29	0	0	1	0	0
3009	3923	"Bergakyllen"	57.18367	16.14528	9280	"AWI"	9280	12665	13191	12967	0	17	0	116	0	92	2	0	0	2	21	0	0	0	0	0	11	0	3	275	1	63	0	1	0	0	0	0	9	12	0	0	5	0	0
3009	3923	"Bergakyllen"	57.18367	16.14528	9300	"AWI"	9300	12761	13237	13062	1	24	0	121	0	98	0	0	0	0	33	0	0	0	0	0	21	0	0	96	0	44	0	0	0	0	0	1	13	12	0	0	0	0	0
3009	3923	"Bergakyllen"	57.18367	16.14528	9320	"AWI"	9320	12817	13339	13126	0	22	0	121	0	79	0	0	1	0	15	0	0	0	0	0	7	0	1	148	0	62	0	0	0	0	0	1	5	0	0	0	5	0	0
3009	3923	"Bergakyllen"	57.18367	16.14528	9340	"AWI"	9340	12854	13517	13186	0	26	0	73	0	83	0	0	0	0	15	0	0	0	0	0	16	0	1	133	0	56	0	0	0	0	0	2	18	8	0	0	4	0	0
3009	3923	"Bergakyllen"	57.18367	16.14528	9360	"AWI"	9360	12886	13702	13242	0	7	0	41	0	96	0	0	0	0	12	0	0	0	0	0	6	0	3	315	0	31	0	0	0	0	0	4	12	7	0	0	1	0	0
3009	3923	"Bergakyllen"	57.18367	16.14528	9380	"AWI"	9380	12929	13750	13289	0	8	0	13	0	172	0	0	0	0	22	0	0	0	0	0	16	0	2	193	0	15	0	0	0	0	0	0	0	11	0	0	0	0	0
3009	3923	"Bergakyllen"	57.18367	16.14528	9395	"AWI"	9395	12954	13785	13321	0	6	0	8	0	43	0	0	0	0	13	0	0	0	0	0	0	0	1	313	0	10	0	0	0	0	0	1	0	1	0	0	1	0	0
3009	3923	"Bergakyllen"	57.18367	16.14528	9420	"AWI"	9420	12992	13899	13375	0	4	0	10	0	0	0	0	0	0	20	0	0	0	0	0	2	0	0	302	0	4	0	0	0	0	0	0	0	4	1	0	0	0	0
3009	3923	"Bergakyllen"	57.18367	16.14528	9470	"AWI"	9470	13071	14077	13485	1	13	0	16	0	31	0	0	1	0	10	0	0	0	0	0	1	0	0	330	0	14	0	0	0	0	0	1	0	2	0	0	0	0	0
3009	3923	"Bergakyllen"	57.18367	16.14528	9500	"AWI"	9500	13120	14163	13557	0	7	0	9	0	21	0	0	0	1	8	0	0	0	0	0	1	0	0	254	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0
3009	3923	"Bergakyllen"	57.18367	16.14528	9600	"AWI"	9600	13297	14480	13793	1	11	0	18	0	48	0	0	0	0	16	0	0	0	0	0	9	0	0	310	0	17	0	0	0	0	0	2	0	8	0	0	1	0	0
3009	3923	"Bergakyllen"	57.18367	16.14528	9700	"AWI"	9700	13460	14788	14021	1	9	0	11	0	68	0	0	0	0	15	0	0	0	0	0	2	0	0	263	0	6	0	0	0	0	0	1	1	7	0	0	1	0	0
3009	3923	"Bergakyllen"	57.18367	16.14528	9800	"AWI"	9800	13639	15071	14253	0	10	0	11	0	34	0	0	0	0	13	0	0	0	0	0	1	0	0	318	0	4	0	0	0	0	0	0	0	4	1	0	0	0	1
3009	3923	"Bergakyllen"	57.18367	16.14528	9950	"AWI"	9950	13927	15493	14600	0	5	0	16	0	69	0	0	0	0	9	0	2	0	0	0	0	0	0	301	0	8	0	0	0	0	0	0	2	3	0	0	1	0	0
3009	3923	"Bergakyllen"	57.18367	16.14528	10100	"AWI"	10100	14219	15927	14936	0	8	0	10	0	52	0	0	0	2	6	0	0	0	0	0	3	0	0	300	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0
