"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Ilex"	"Juglans"	"Lamiaceae"	"Ostrya.Carpinus"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Thalictrum"	"Tilia"	"Ulmus"
16362	25427	"Lingreville"	48.92972	-1.54306	270	"AWI"	270	2993	3512	3263	60.8108108108108	11.2612612612613	1.8018018018018	0.45045045045045	0.900900900900901	0	0.900900900900901	0	0.45045045045045	1.8018018018018	3.6036036036036	1.35135135135135	0.45045045045045	0.45045045045045	0	0	0	0	0	0.45045045045045	0	0.900900900900901	6.75675675675676	0.45045045045045	0	0	4.05405405405405	0.45045045045045	0.900900900900901	0	0	0	0	0.900900900900901	0.900900900900901
16362	25427	"Lingreville"	48.92972	-1.54306	280	"AWI"	280	3052	3573	3325	63.752276867031	2.55009107468124	0.182149362477231	2.73224043715847	0.364298724954463	0	2.18579234972678	0	0	0	13.1147540983607	0.364298724954463	0.364298724954463	0	0.182149362477231	0.182149362477231	0	0.364298724954463	0	0	0	0.182149362477231	0.728597449908925	0	0	0	9.47176684881603	0	0.182149362477231	0	0	0.364298724954463	0	2.73224043715847	0
16362	25427	"Lingreville"	48.92972	-1.54306	290	"AWI"	290	3091	3657	3383	83.8926174496644	1.34228187919463	0.335570469798658	0.671140939597315	0.335570469798658	0	1.00671140939597	0.335570469798658	0	0.335570469798658	3.35570469798658	0	0.335570469798658	0	0	0	0	0.335570469798658	0	0	0	0	0.671140939597315	0	2.3489932885906	0	3.02013422818792	0	0	0	0	0.335570469798658	0	1.00671140939597	0.335570469798658
16362	25427	"Lingreville"	48.92972	-1.54306	300	"AWI"	300	3471	4710	3896	63.3093525179856	1.91846522781775	0.959232613908873	0.959232613908873	0.239808153477218	0.719424460431655	1.43884892086331	0	0	0.239808153477218	12.9496402877698	0.719424460431655	0.719424460431655	0	0.239808153477218	0	0	0.719424460431655	0	0	0.239808153477218	0.479616306954436	0.479616306954436	0	3.59712230215827	0	6.23501199040767	0	0.719424460431655	0	0.239808153477218	0.239808153477218	0	2.39808153477218	0.239808153477218
16362	25427	"Lingreville"	48.92972	-1.54306	310	"AWI"	310	3518	4782	3981	63.2716049382716	0.925925925925926	0.617283950617284	1.54320987654321	0	0	1.85185185185185	0	0	0	12.962962962963	0.617283950617284	0	0	0	0	0	0	0	0.617283950617284	0	0.308641975308642	0.925925925925926	0.308641975308642	0	0	11.1111111111111	0	0	0	0.308641975308642	0.925925925925926	0	3.08641975308642	0.617283950617284
16362	25427	"Lingreville"	48.92972	-1.54306	320	"AWI"	320	3590	4854	4070	64.4736842105263	1.97368421052632	0	1.31578947368421	0	0	1.31578947368421	0	0	0	7.89473684210526	3.28947368421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.4473684210526	0	0	0	1.31578947368421	1.31578947368421	0	0.657894736842105	0
16362	25427	"Lingreville"	48.92972	-1.54306	330	"AWI"	330	3639	4938	4164	59.2417061611374	1.65876777251185	2.13270142180095	1.8957345971564	1.18483412322275	0	1.65876777251185	0	0	0.23696682464455	10.6635071090047	2.13270142180095	0.23696682464455	0	0	0	0	0.710900473933649	0	0	0	0	0.710900473933649	0	0	0	9.95260663507109	0	0	0.23696682464455	0	0.23696682464455	0	6.63507109004739	0.4739336492891
16362	25427	"Lingreville"	48.92972	-1.54306	340	"AWI"	340	3705	5040	4256	52.8846153846154	2.88461538461538	0.961538461538462	0.961538461538462	0	0	0.961538461538462	0	0	0	14.4230769230769	7.69230769230769	0.961538461538462	0	0	0	0	0	0	0	0	0	0.961538461538462	0	0	0	13.4615384615385	0	0	0	0	0	0	2.88461538461538	0.961538461538462
16362	25427	"Lingreville"	48.92972	-1.54306	350	"AWI"	350	3783	5141	4352	59.2334494773519	1.74216027874564	3.13588850174216	1.39372822299652	0.696864111498258	1.04529616724739	2.4390243902439	0	0	0	10.1045296167247	1.39372822299652	0.696864111498258	0	0	0	0	0.696864111498258	0	0	0	0	0.348432055749129	0	0	0	11.8466898954704	0.348432055749129	0	0	0	0.348432055749129	0	4.52961672473868	0
16362	25427	"Lingreville"	48.92972	-1.54306	360	"AWI"	360	3840	5248	4452	74.1818181818182	1.09090909090909	0	0	0.363636363636364	0	0.363636363636364	0	0	0	5.81818181818182	2.54545454545455	0	0	0	0	0	0	0	0	0	0	1.09090909090909	0	0	0	10.9090909090909	0	0.363636363636364	0	0	0.363636363636364	0	2.90909090909091	0
