"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fraxinus"	"Indeterminable"	"Juniperus"	"Lamiaceae"	"Lythraceae"	"Phillyrea"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Thalictrum"	"Ulmus"	"Viburnum"
3493	4518	"Vingölen"	57.13371	15.93773	8000	"AWI"	8000	11538	12058	11788	0	15	0	88	0	121	1	0	0	0	1	0	0	42	0	0	0	1	0	1	15	0	0	0	0	71	0	63	1	0	0	0	0	0	15	28	0	1	0	3	0	0
3493	4518	"Vingölen"	57.13371	15.93773	8020	"AWI"	8020	11621	12155	11887	0	29	0	139	0	167	0	0	0	0	0	0	0	43	0	0	0	2	0	1	31	0	0	0	1	116	0	79	0	0	0	0	0	5	14	35	0	0	0	5	0	0
3493	4518	"Vingölen"	57.13371	15.93773	8041	"AWI"	8041	11703	12265	11994	0	14	0	79	0	101	0	0	0	0	2	0	0	31	0	0	0	1	0	0	21	0	1	0	0	92	0	59	0	0	0	0	0	0	24	21	0	0	0	5	0	0
3493	4518	"Vingölen"	57.13371	15.93773	8060	"AWI"	8060	11788	12358	12093	0	24	0	98	0	123	0	0	0	0	0	0	0	39	0	0	0	4	0	0	30	0	0	0	0	103	0	73	0	0	0	0	0	1	22	26	0	0	0	4	0	0
3493	4518	"Vingölen"	57.13371	15.93773	8077	"AWI"	8077	11862	12433	12179	1	25	0	66	0	102	0	0	0	0	0	0	0	30	0	1	0	0	0	1	29	0	0	0	0	84	0	43	0	0	0	0	0	0	29	16	0	0	0	2	0	0
3493	4518	"Vingölen"	57.13371	15.93773	8094	"AWI"	8094	11936	12520	12268	1	23	0	73	0	115	0	0	0	0	0	0	0	22	0	0	0	1	0	1	15	0	0	0	0	137	0	56	0	0	0	0	0	1	32	32	0	0	0	1	0	0
3493	4518	"Vingölen"	57.13371	15.93773	8110	"AWI"	8110	12020	12577	12351	0	9	0	29	0	175	0	0	0	0	0	0	0	12	0	0	0	0	0	0	9	0	1	0	1	198	0	27	0	0	0	0	0	1	16	33	0	0	0	0	0	0
3493	4518	"Vingölen"	57.13371	15.93773	8125	"AWI"	8125	12131	12653	12442	2	5	0	23	0	197	0	0	0	0	0	0	0	15	0	0	0	0	0	0	8	0	0	0	0	150	0	24	0	0	0	0	0	1	11	17	0	0	0	3	0	0
3493	4518	"Vingölen"	57.13371	15.93773	8140	"AWI"	8140	12225	12790	12535	0	8	0	32	0	223	0	0	0	0	0	0	0	7	0	0	0	0	0	0	6	0	1	0	0	178	0	29	0	0	0	0	0	2	19	21	0	0	0	3	0	0
3493	4518	"Vingölen"	57.13371	15.93773	8155	"AWI"	8155	12375	12858	12654	0	12	0	48	0	166	0	0	0	0	0	0	0	10	0	0	0	0	0	0	5	0	0	0	0	203	0	32	0	0	0	0	0	0	7	26	0	0	0	2	0	0
3493	4518	"Vingölen"	57.13371	15.93773	8170	"AWI"	8170	12559	12939	12760	1	13	0	43	0	143	0	0	1	0	0	0	1	11	0	0	0	0	0	0	1	0	0	0	1	239	0	27	0	0	0	0	0	2	9	20	0	0	1	4	0	0
3493	4518	"Vingölen"	57.13371	15.93773	8185	"AWI"	8185	12739	13029	12862	0	7	0	29	0	222	0	0	0	0	0	2	0	10	1	0	0	0	0	1	4	0	0	0	0	150	0	33	0	0	0	0	0	0	14	30	0	0	0	1	0	0
3493	4518	"Vingölen"	57.13371	15.93773	8200	"AWI"	8200	12779	13079	12916	0	6	0	40	0	239	0	0	0	0	1	0	0	5	0	0	0	0	0	1	6	0	0	0	0	182	0	35	0	0	0	0	0	2	26	36	0	0	0	3	0	0
3493	4518	"Vingölen"	57.13371	15.93773	8222	"AWI"	8222	12839	13176	12992	2	8	0	34	0	193	0	0	0	0	0	0	0	24	1	0	0	0	0	2	8	0	0	0	0	170	0	24	0	0	0	0	0	3	17	37	0	0	1	2	0	0
3493	4518	"Vingölen"	57.13371	15.93773	8245	"AWI"	8245	12916	13294	13081	0	12	0	35	0	185	0	0	0	0	0	1	0	24	1	0	0	0	0	0	7	1	0	0	0	180	0	30	1	0	1	0	0	2	19	39	0	0	0	4	0	0
3493	4518	"Vingölen"	57.13371	15.93773	8270	"AWI"	8270	12991	13503	13199	1	12	0	47	0	143	0	0	0	0	0	3	0	23	0	0	0	0	0	0	4	0	0	0	0	197	0	24	0	0	1	0	0	4	14	34	0	0	0	6	0	0
3493	4518	"Vingölen"	57.13371	15.93773	8300	"AWI"	8300	13079	13788	13358	14	10	0	44	0	129	0	0	0	0	0	2	0	22	5	1	0	0	0	1	3	0	0	0	0	183	0	23	0	0	0	0	0	3	9	50	0	0	0	5	0	0
