"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Corylus"	"Cyperaceae"	"Iridaceae"	"Myricaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Poaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Tilia"	"Ulmus"
3183	4139	"Lake Karujarv"	58.38333	22.2	340	"AWI"	340	956	1439	1194	23	2	1	1	1	60	12	3	0	0	1	34	77	5	1	0	0	1	1	1
3183	4139	"Lake Karujarv"	58.38333	22.2	350	"AWI"	350	1065	1484	1262	18	0	0	0	2	63	10	5	0	1	3	42	80	6	2	0	0	0	0	2
3183	4139	"Lake Karujarv"	58.38333	22.2	360	"AWI"	360	1127	1571	1331	18	0	0	2	2	69	12	7	0	0	1	61	73	7	1	3	0	0	1	6
3183	4139	"Lake Karujarv"	58.38333	22.2	370	"AWI"	370	1197	1681	1416	23	0	0	2	2	70	10	4	0	0	1	28	87	13	4	0	0	0	0	4
3183	4139	"Lake Karujarv"	58.38333	22.2	380	"AWI"	380	1266	1807	1528	24	1	0	2	5	82	20	7	0	0	3	16	65	9	9	0	0	0	2	3
3183	4139	"Lake Karujarv"	58.38333	22.2	390	"AWI"	390	1302	1997	1635	16	1	0	1	0	70	7	3	0	0	0	34	89	11	2	0	0	0	3	0
3183	4139	"Lake Karujarv"	58.38333	22.2	400	"AWI"	400	1378	2152	1737	18	2	0	0	0	83	13	7	0	0	3	42	81	7	9	2	0	0	2	4
3183	4139	"Lake Karujarv"	58.38333	22.2	410	"AWI"	410	1499	2200	1848	28	3	1	4	0	86	16	6	0	1	1	58	70	5	9	3	0	0	0	3
3183	4139	"Lake Karujarv"	58.38333	22.2	420	"AWI"	420	1568	2273	1961	21	3	0	0	0	54	14	4	0	0	1	62	103	5	4	2	1	2	0	2
3183	4139	"Lake Karujarv"	58.38333	22.2	430	"AWI"	430	1669	2358	2064	15	1	1	0	0	39	19	4	0	0	3	47	101	5	6	3	1	0	1	4
3183	4139	"Lake Karujarv"	58.38333	22.2	440	"AWI"	440	1870	2400	2144	33	1	0	0	0	54	16	5	1	1	2	43	70	4	6	2	2	1	2	3
3183	4139	"Lake Karujarv"	58.38333	22.2	450	"AWI"	450	2030	2452	2228	42	1	1	3	0	50	9	3	0	0	1	51	83	3	3	3	1	0	2	2
3183	4139	"Lake Karujarv"	58.38333	22.2	460	"AWI"	460	2113	2531	2319	29	0	0	0	0	43	15	4	0	0	1	50	68	6	11	2	0	1	0	3
3183	4139	"Lake Karujarv"	58.38333	22.2	470	"AWI"	470	2173	2594	2382	31	3	0	0	0	63	15	3	0	0	2	36	79	4	4	3	1	0	3	4
3183	4139	"Lake Karujarv"	58.38333	22.2	480	"AWI"	480	2209	2678	2442	41	2	0	0	1	52	19	3	0	0	1	30	74	6	5	2	0	0	2	4
3183	4139	"Lake Karujarv"	58.38333	22.2	490	"AWI"	490	2242	2770	2500	36	2	0	0	2	40	2	4	0	1	2	23	78	7	6	0	0	0	2	3
3183	4139	"Lake Karujarv"	58.38333	22.2	500	"AWI"	500	2301	2800	2557	41	1	1	2	2	68	13	5	0	0	2	33	70	3	3	2	1	0	1	2
3183	4139	"Lake Karujarv"	58.38333	22.2	510	"AWI"	510	2342	2855	2616	49	1	0	2	0	65	10	4	0	0	0	37	63	7	7	3	0	1	2	6
3183	4139	"Lake Karujarv"	58.38333	22.2	520	"AWI"	520	2389	2926	2673	41	2	1	1	0	65	14	3	0	0	0	26	67	5	4	1	0	0	6	3
3183	4139	"Lake Karujarv"	58.38333	22.2	530	"AWI"	530	2524	2953	2722	49	1	2	2	3	72	18	2	0	0	0	35	66	4	6	3	0	0	3	6
3183	4139	"Lake Karujarv"	58.38333	22.2	540	"AWI"	540	2624	2988	2774	48	1	0	1	1	70	23	2	0	1	0	37	57	5	4	3	3	0	6	6
3183	4139	"Lake Karujarv"	58.38333	22.2	550	"AWI"	550	2695	3045	2835	50	1	1	1	2	59	13	3	0	1	0	42	53	6	4	2	2	0	2	4
3183	4139	"Lake Karujarv"	58.38333	22.2	560	"AWI"	560	2808	3107	2923	46	0	2	1	2	71	27	1	0	0	1	23	49	7	5	3	0	0	5	4
3183	4139	"Lake Karujarv"	58.38333	22.2	570	"AWI"	570	2847	3210	3018	62	0	0	1	1	72	31	1	0	0	2	28	50	3	10	2	0	0	2	2
3183	4139	"Lake Karujarv"	58.38333	22.2	580	"AWI"	580	2885	3370	3110	52	1	1	2	0	66	28	3	0	0	0	27	69	4	6	2	0	0	3	2
3183	4139	"Lake Karujarv"	58.38333	22.2	590	"AWI"	590	3082	3440	3256	68	1	0	1	1	58	34	1	0	0	0	43	52	5	9	0	0	0	3	4
3183	4139	"Lake Karujarv"	58.38333	22.2	600	"AWI"	600	3175	3604	3407	48	2	2	1	1	48	35	1	0	0	0	46	53	2	8	3	0	0	2	2
3183	4139	"Lake Karujarv"	58.38333	22.2	610	"AWI"	610	3240	3877	3539	54	3	1	1	0	39	28	2	0	0	0	24	73	3	10	3	2	0	5	10
3183	4139	"Lake Karujarv"	58.38333	22.2	620	"AWI"	620	3437	3928	3672	49	2	0	2	2	58	31	1	0	0	0	27	66	4	5	4	0	0	3	4
3183	4139	"Lake Karujarv"	58.38333	22.2	630	"AWI"	630	3568	4001	3807	46	2	0	2	0	60	48	5	0	0	1	29	76	5	5	2	1	0	4	5
3183	4139	"Lake Karujarv"	58.38333	22.2	640	"AWI"	640	3660	4151	3938	54	3	0	1	3	48	48	5	0	0	0	32	73	2	9	4	0	0	2	8
3183	4139	"Lake Karujarv"	58.38333	22.2	650	"AWI"	650	3805	4191	4006	59	2	1	1	1	37	41	3	0	0	0	38	70	7	9	3	0	0	2	7
3183	4139	"Lake Karujarv"	58.38333	22.2	660	"AWI"	660	3898	4251	4082	56	0	0	2	0	45	62	5	0	0	0	32	53	8	20	3	1	0	5	10
3183	4139	"Lake Karujarv"	58.38333	22.2	670	"AWI"	670	3943	4355	4156	58	1	0	1	0	39	56	4	1	0	0	28	43	5	21	4	0	0	13	16
3183	4139	"Lake Karujarv"	58.38333	22.2	680	"AWI"	680	4037	4394	4214	57	1	0	1	0	39	58	5	0	0	0	36	25	12	24	3	0	0	12	20
3183	4139	"Lake Karujarv"	58.38333	22.2	690	"AWI"	690	4097	4454	4276	61	0	0	2	0	34	48	3	0	0	0	39	40	9	16	4	0	0	10	16
3183	4139	"Lake Karujarv"	58.38333	22.2	700	"AWI"	700	4128	4544	4333	46	0	0	1	2	53	42	7	0	0	0	57	46	8	24	3	0	0	10	16
3183	4139	"Lake Karujarv"	58.38333	22.2	710	"AWI"	710	4249	4636	4439	51	0	0	2	2	45	47	10	0	0	0	43	76	9	19	1	0	0	10	22
3183	4139	"Lake Karujarv"	58.38333	22.2	720	"AWI"	720	4325	4790	4553	69	0	0	1	2	42	61	7	0	0	0	53	50	11	14	3	0	0	10	10
3183	4139	"Lake Karujarv"	58.38333	22.2	730	"AWI"	730	4371	4987	4672	74	0	0	1	1	54	70	6	0	0	0	7	48	4	21	0	0	0	7	6
3183	4139	"Lake Karujarv"	58.38333	22.2	740	"AWI"	740	4587	5113	4818	52	0	0	0	2	43	52	6	0	0	0	17	65	6	16	2	0	0	4	16
3183	4139	"Lake Karujarv"	58.38333	22.2	750	"AWI"	750	4722	5241	4976	44	1	0	3	3	39	53	3	0	0	0	15	68	4	20	0	0	0	8	12
3183	4139	"Lake Karujarv"	58.38333	22.2	760	"AWI"	760	4805	5470	5126	109	2	0	2	3	62	76	9	0	0	0	23	120	7	38	0	0	0	22	37
3183	4139	"Lake Karujarv"	58.38333	22.2	770	"AWI"	770	4977	5594	5255	96	1	0	1	3	60	81	4	0	0	0	14	92	10	13	3	0	0	14	18
3183	4139	"Lake Karujarv"	58.38333	22.2	780	"AWI"	780	5141	5688	5379	98	0	0	2	0	56	85	6	0	0	0	17	119	7	30	2	0	0	28	30
3183	4139	"Lake Karujarv"	58.38333	22.2	790	"AWI"	790	5235	5814	5502	74	0	0	1	2	51	62	5	0	0	0	16	83	5	18	3	0	0	30	22
3183	4139	"Lake Karujarv"	58.38333	22.2	800	"AWI"	800	5458	6031	5732	72	0	0	0	8	41	66	8	0	0	0	18	90	3	10	0	0	0	19	17
3183	4139	"Lake Karujarv"	58.38333	22.2	810	"AWI"	810	5597	6344	6017	75	0	0	0	6	40	73	9	0	0	0	13	82	4	15	0	0	0	16	26
3183	4139	"Lake Karujarv"	58.38333	22.2	820	"AWI"	820	5678	6752	6290	123	1	0	3	3	84	108	13	0	0	0	10	87	12	25	0	1	0	20	40
3183	4139	"Lake Karujarv"	58.38333	22.2	830	"AWI"	830	6033	6953	6532	116	0	0	0	10	79	119	9	0	0	0	12	110	13	24	2	0	0	26	59
3183	4139	"Lake Karujarv"	58.38333	22.2	840	"AWI"	840	6437	7048	6749	120	0	0	0	5	82	123	11	0	0	0	11	113	14	22	4	0	0	30	60
3183	4139	"Lake Karujarv"	58.38333	22.2	850	"AWI"	850	6652	7323	6982	128	0	2	2	3	103	100	13	0	0	0	6	134	17	14	2	0	0	28	54
3183	4139	"Lake Karujarv"	58.38333	22.2	860	"AWI"	860	6771	7633	7156	99	0	0	0	3	92	103	9	0	0	0	6	118	17	12	4	0	0	18	48
3183	4139	"Lake Karujarv"	58.38333	22.2	870	"AWI"	870	6842	7968	7287	102	1	0	3	6	82	118	8	0	0	0	11	145	14	12	3	0	0	22	61
3183	4139	"Lake Karujarv"	58.38333	22.2	880	"AWI"	880	6898	8384	7410	89	0	2	0	5	62	112	14	0	0	0	8	150	16	18	0	0	0	32	71
3183	4139	"Lake Karujarv"	58.38333	22.2	885	"AWI"	885	6916	8607	7470	66	1	0	2	7	52	69	10	0	0	0	9	104	10	8	0	0	0	10	40
3183	4139	"Lake Karujarv"	58.38333	22.2	890	"AWI"	890	6987	8691	7550	67	0	0	1	6	53	75	9	0	0	0	12	129	13	4	0	0	0	13	32
3183	4139	"Lake Karujarv"	58.38333	22.2	895	"AWI"	895	7016	8782	7623	103	2	0	3	5	116	80	8	0	0	0	11	166	12	6	0	0	0	9	40
3183	4139	"Lake Karujarv"	58.38333	22.2	900	"AWI"	900	7040	8870	7694	135	1	0	0	3	117	63	11	0	0	0	12	146	17	15	3	0	0	24	61
3183	4139	"Lake Karujarv"	58.38333	22.2	905	"AWI"	905	7072	9008	7762	68	0	0	1	3	78	40	7	0	0	0	12	165	15	9	3	0	0	9	23
3183	4139	"Lake Karujarv"	58.38333	22.2	910	"AWI"	910	7094	9149	7834	57	1	0	1	2	102	38	5	0	0	0	2	166	6	5	3	0	0	15	16
3183	4139	"Lake Karujarv"	58.38333	22.2	915	"AWI"	915	7122	9387	7905	62	1	0	1	3	85	43	3	0	0	0	4	127	5	8	3	0	0	18	20
