"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Genista"	"Gentianaceae"	"Geraniaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Liliaceae"	"Linaceae"	"Oleaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Phillyrea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Violaceae"	"Vitaceae"
15861	24410	"Bonnecombe"	44.56667	3.125	80	"AWI"	80	3521	5513	4610	6	0	11	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	2	13	0	82	0	0	0	0	154	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	37	0	1	0	0	0	1	2	0	0	0	0	0	1	2	0	0	0	0
15861	24410	"Bonnecombe"	44.56667	3.125	90	"AWI"	90	3929	5767	5039	3	0	8	1	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	18	0	10	0	0	0	0	180	2	0	0	0	0	0	0	0	1	0	0	0	5	0	0	6	0	0	0	0	0	0	52	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
15861	24410	"Bonnecombe"	44.56667	3.125	100	"AWI"	100	4567	6000	5413	1	0	8	0	0	0	2	0	41	0	0	0	0	0	0	0	0	0	0	25	0	14	0	0	0	0	110	3	0	0	0	0	0	0	0	1	0	0	0	9	0	0	21	0	0	0	0	0	0	23	0	8	9	0	0	1	1	0	0	0	0	0	2	3	0	0	0	0
15861	24410	"Bonnecombe"	44.56667	3.125	103	"AWI"	103	4701	6083	5534	3	0	11	1	0	0	1	0	64	0	0	0	0	0	0	0	0	0	0	53	0	4	0	0	0	0	110	3	0	0	0	0	0	0	0	0	0	0	0	9	0	0	6	0	0	0	0	0	0	32	0	5	0	0	0	0	3	0	0	0	0	0	1	2	0	0	0	2
15861	24410	"Bonnecombe"	44.56667	3.125	105	"AWI"	105	4761	6156	5615	1	0	6	0	0	0	1	0	52	0	0	0	0	0	0	0	0	0	0	70	0	15	0	0	0	0	11	5	0	0	0	0	0	0	0	0	0	0	0	3	0	0	16	0	0	0	0	0	0	58	0	4	0	0	0	1	4	0	0	0	0	0	6	2	0	0	0	0
15861	24410	"Bonnecombe"	44.56667	3.125	110	"AWI"	110	4916	6270	5745	1	0	2	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	57	0	68	0	0	0	0	3	19	0	0	0	0	0	0	0	0	0	1	0	0	0	0	28	0	0	0	0	0	0	90	1	1	0	0	0	0	0	0	0	0	1	0	5	10	0	0	0	0
15861	24410	"Bonnecombe"	44.56667	3.125	120	"AWI"	120	5136	6639	5972	0	1	2	0	0	0	0	0	11	1	0	0	0	0	0	0	0	0	0	56	0	45	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	91	0	0	0	0	0	2	1	0	0	0	0	0	11	13	0	0	0	0
15861	24410	"Bonnecombe"	44.56667	3.125	130	"AWI"	130	5349	6898	6187	1	3	2	0	0	0	2	0	13	0	0	0	0	0	0	0	0	0	0	41	0	28	0	0	0	0	1	18	0	0	0	0	0	0	0	2	0	0	0	0	0	0	16	0	0	0	0	0	0	80	2	1	0	0	0	0	0	0	0	0	2	0	8	8	0	0	0	0
15861	24410	"Bonnecombe"	44.56667	3.125	140	"AWI"	140	5581	7128	6406	0	1	3	0	0	0	1	0	20	0	0	0	0	0	0	0	0	0	0	56	0	42	0	0	0	0	0	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	75	2	0	0	0	0	2	0	0	0	0	0	0	10	8	0	0	0	0
15861	24410	"Bonnecombe"	44.56667	3.125	150	"AWI"	150	5821	7370	6624	0	0	1	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	16	0	79	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	34	0	2	0	0	0	1	0	0	0	1	0	0	6	3	0	0	0	0
15861	24410	"Bonnecombe"	44.56667	3.125	160	"AWI"	160	6053	7620	6848	0	0	2	0	0	0	2	0	18	0	0	0	0	0	0	0	0	0	0	55	0	145	0	0	1	0	0	9	0	0	0	0	0	0	1	0	0	0	0	0	0	0	14	0	0	0	0	0	0	91	1	3	0	0	0	1	0	0	0	0	0	0	8	5	0	0	0	0
15861	24410	"Bonnecombe"	44.56667	3.125	170	"AWI"	170	6296	7834	7073	0	0	3	2	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	32	0	77	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	74	0	0	0	0	0	0	5	0	0	0	0	0	6	9	0	1	0	1
15861	24410	"Bonnecombe"	44.56667	3.125	180	"AWI"	180	6583	8010	7301	0	0	0	0	0	0	1	0	14	1	0	0	0	0	0	0	0	0	0	25	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
15861	24410	"Bonnecombe"	44.56667	3.125	190	"AWI"	190	6847	8203	7515	0	0	0	0	0	2	0	0	91	0	0	0	0	0	0	0	0	0	0	55	0	33	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	67	2	0	0	0	0	0	3	0	0	0	0	0	3	1	0	0	0	0
15861	24410	"Bonnecombe"	44.56667	3.125	200	"AWI"	200	7120	8425	7738	0	1	3	0	0	0	1	0	31	0	1	0	1	0	0	0	0	0	0	100	0	28	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	38	0	0	0	33	0	1	95	0	0	0	0	0	1	3	0	0	0	0	0	10	17	0	0	0	0
15861	24410	"Bonnecombe"	44.56667	3.125	210	"AWI"	210	7369	8694	7982	0	1	1	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	150	0	25	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	49	0	0	0	0	0	1	0	1	0	0	0	1	5	13	0	0	0	0
15861	24410	"Bonnecombe"	44.56667	3.125	220	"AWI"	220	7600	9022	8253	0	0	0	0	0	0	1	0	65	0	1	0	0	0	0	0	0	0	1	110	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	16	0	0	0	0	0	0	61	0	1	0	0	0	0	1	0	0	0	0	0	0	18	0	0	0	0
15861	24410	"Bonnecombe"	44.56667	3.125	230	"AWI"	230	7814	9343	8526	0	0	0	3	0	0	1	0	22	0	0	0	0	0	0	0	0	0	0	150	0	45	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	59	2	2	0	0	0	1	6	0	0	0	0	0	0	10	0	0	0	0
15861	24410	"Bonnecombe"	44.56667	3.125	240	"AWI"	240	8023	9641	8795	0	0	0	0	0	0	1	0	24	0	0	0	0	0	0	0	0	0	0	160	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	3	36	0	0	0	0	0	1	4	0	0	0	1	0	0	15	0	0	0	0
15861	24410	"Bonnecombe"	44.56667	3.125	250	"AWI"	250	8237	9943	9063	0	0	0	0	0	0	1	0	13	0	0	0	0	0	0	0	0	0	0	160	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	2	0	0	19	0	3	50	1	1	0	0	0	2	2	0	0	1	0	0	0	13	0	1	1	0
15861	24410	"Bonnecombe"	44.56667	3.125	260	"AWI"	260	8513	10191	9337	0	0	0	0	5	0	2	0	50	0	0	0	0	0	0	0	0	0	0	185	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	17	0	0	0	0	0	1	43	1	0	0	0	0	4	8	0	0	0	0	0	0	13	0	0	0	0
15861	24410	"Bonnecombe"	44.56667	3.125	270	"AWI"	270	8792	10421	9613	0	0	0	0	0	0	3	0	40	0	0	0	0	0	0	0	0	0	0	130	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	38	0	0	0	0	0	1	50	1	0	0	0	0	1	8	0	0	1	0	0	0	12	0	0	0	0
15861	24410	"Bonnecombe"	44.56667	3.125	280	"AWI"	280	9095	10669	9886	0	0	0	1	0	0	1	0	45	2	0	0	0	0	0	0	0	0	0	101	0	45	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	33	1	0	0	0	0	10	5	0	0	0	0	0	0	9	0	0	0	0
15861	24410	"Bonnecombe"	44.56667	3.125	285	"AWI"	285	9267	10770	10023	0	0	0	0	0	0	2	0	39	1	0	0	0	0	0	0	0	0	0	90	0	38	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	60	0	0	0	0	0	0	29	0	1	0	0	0	3	7	0	0	0	0	0	0	4	0	0	0	0
15861	24410	"Bonnecombe"	44.56667	3.125	290	"AWI"	290	9395	10906	10161	0	0	0	0	0	0	2	0	26	0	0	0	0	0	0	0	0	0	0	81	0	72	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	70	0	0	0	38	0	0	28	0	1	0	0	0	2	8	0	0	0	0	0	0	4	0	0	0	0
15861	24410	"Bonnecombe"	44.56667	3.125	300	"AWI"	300	9840	11051	10405	0	0	0	0	0	0	4	0	77	0	0	0	0	0	1	0	0	0	0	3	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	2	0	4	0	0	0	12	6	0	0	0	0	0	0	0	0	0	0	0
15861	24410	"Bonnecombe"	44.56667	3.125	305	"AWI"	305	10018	11196	10563	0	0	0	0	0	0	3	0	18	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	2	0	2	0	0	0	8	6	0	0	0	0	0	0	0	0	0	0	0
15861	24410	"Bonnecombe"	44.56667	3.125	310	"AWI"	310	10170	11409	10766	0	0	0	0	0	0	3	0	36	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	1	0	0	0	0	0	6	3	0	0	1	0	1	0	0	0	0	0	0
15861	24410	"Bonnecombe"	44.56667	3.125	315	"AWI"	315	10273	11735	10958	0	0	1	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	3	0	1	0	0	0	15	15	0	0	0	0	0	0	0	0	0	0	0
15861	24410	"Bonnecombe"	44.56667	3.125	320	"AWI"	320	10488	11908	11146	0	0	0	0	0	0	8	0	51	1	0	0	0	0	1	0	0	0	0	0	0	9	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	64	0	0	0	52	0	1	0	0	5	0	84	0	28	6	0	0	0	0	1	0	0	0	0	0	0
15861	24410	"Bonnecombe"	44.56667	3.125	325	"AWI"	325	10642	12075	11339	0	0	0	0	0	0	5	0	25	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	6	0	0	0	32	10	0	0	1	0	0	0	1	0	0	0	0
15861	24410	"Bonnecombe"	44.56667	3.125	330	"AWI"	330	10763	12296	11518	0	0	0	0	0	0	4	0	24	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	17	0	0	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
15861	24410	"Bonnecombe"	44.56667	3.125	335	"AWI"	335	10928	12418	11674	0	0	0	0	0	0	8	0	15	1	0	0	0	0	1	0	0	0	0	0	0	25	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	1	0	4	0	0	0	24	3	0	0	0	0	0	0	0	1	0	0	0
15861	24410	"Bonnecombe"	44.56667	3.125	340	"AWI"	340	11040	12586	11824	0	0	0	1	0	0	10	0	20	3	0	0	0	0	1	1	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	1	0	0	0	30	10	0	0	1	0	3	0	0	0	0	0	0
15861	24410	"Bonnecombe"	44.56667	3.125	345	"AWI"	345	11188	12742	11972	0	0	1	2	0	0	12	0	20	1	0	0	0	0	2	0	0	0	0	1	0	46	0	0	0	0	0	0	0	1	0	0	7	0	0	0	0	0	0	0	0	0	70	0	0	0	84	0	0	0	0	10	0	25	0	24	4	0	0	0	0	0	0	0	0	0	0	0
15861	24410	"Bonnecombe"	44.56667	3.125	347	"AWI"	347	11248	12782	12034	0	0	0	1	0	0	3	0	19	1	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	53	0	0	0	0	0	0	3	0	2	0	44	0	17	9	0	0	0	0	1	0	0	0	0	0	0
15861	24410	"Bonnecombe"	44.56667	3.125	350	"AWI"	350	11322	12857	12128	0	0	0	1	0	0	14	0	8	0	0	0	0	0	0	0	0	0	0	0	1	44	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	1	0	0	0	0	0	21	6	0	0	0	0	2	0	0	0	0	0	0
15861	24410	"Bonnecombe"	44.56667	3.125	352	"AWI"	352	11368	12914	12190	0	0	0	0	0	0	1	0	22	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	47	0	0	0	0	0	1	3	0	0	0	0	0	13	8	0	0	0	0	0	0	0	0	0	0	0
15861	24410	"Bonnecombe"	44.56667	3.125	355	"AWI"	355	11431	13009	12280	0	0	0	0	0	0	8	0	24	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	139	0	0	0	0	0	0	4	0	9	0	0	0	21	2	0	0	0	0	0	0	0	0	0	0	0
15861	24410	"Bonnecombe"	44.56667	3.125	360	"AWI"	360	11566	13186	12432	0	0	0	0	0	0	7	0	18	1	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	1	0	2	0	20	0	11	12	0	0	0	0	0	0	0	0	0	0	0
15861	24410	"Bonnecombe"	44.56667	3.125	365	"AWI"	365	11674	13469	12584	0	0	0	0	0	0	10	0	22	0	0	0	0	0	0	0	0	0	0	0	1	34	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	1	10	0	0	0	37	8	0	0	4	0	0	0	0	0	0	0	0
15861	24410	"Bonnecombe"	44.56667	3.125	370	"AWI"	370	11768	13788	12719	0	0	0	0	0	0	15	0	18	1	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	16	2	0	0	0	0	1	0	0	0	83	0	0	0	0	0	0	1	2	6	1	0	0	26	10	0	2	0	0	3	0	0	0	0	0	0
15861	24410	"Bonnecombe"	44.56667	3.125	375	"AWI"	375	11887	14002	12863	0	0	0	1	0	0	21	0	14	0	0	0	0	0	1	0	0	0	0	0	1	66	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	1	0	12	0	0	0	20	5	0	0	0	0	0	0	0	0	0	0	0
15861	24410	"Bonnecombe"	44.56667	3.125	380	"AWI"	380	11974	14278	12998	0	0	0	2	0	0	16	0	14	0	0	0	0	0	0	2	0	0	1	0	0	42	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	1	0	0	0	59	0	0	1	0	0	0	2	0	6	0	0	0	35	2	0	0	0	0	2	0	0	0	0	0	0
15861	24410	"Bonnecombe"	44.56667	3.125	390	"AWI"	390	12207	14707	13288	0	0	0	2	0	0	55	0	4	0	0	0	0	0	2	0	1	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	7	2	0	0	0	0	5	0	0	0	0	0	0
15861	24410	"Bonnecombe"	44.56667	3.125	395	"AWI"	395	12277	14978	13428	0	0	0	5	0	0	31	0	3	0	0	0	0	0	1	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	53	0	0	0	122	0	0	1	0	6	0	0	0	15	1	0	0	0	0	2	0	0	0	0	0	0
