"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Celastraceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Crataegus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Hypericaceae"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Lythraceae"	"Oleaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Scrophulariaceae"	"Syringa"	"Thalictrum"	"Tilia"	"Ulmus"	"Violaceae"
3466	4485	"Tschokljovo Marsh"	42.36667	22.83333	230	"AWI"	230	2255	2684	2530	25	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	14	0	0	0	12	0	0	0	0	0	0	0	0	0	0	14	5	117	2	0	0	0	0	32	0	0	0	1	0	0	0	0	1	1	0
3466	4485	"Tschokljovo Marsh"	42.36667	22.83333	250	"AWI"	250	2535	3151	2839	50	0	5	0	2	0	0	2	1	0	1	0	0	0	0	0	0	0	16	0	11	0	1	0	52	0	0	0	0	0	0	0	3	0	0	18	2	90	0	0	0	0	0	11	0	0	0	1	0	0	0	0	1	0	0
3466	4485	"Tschokljovo Marsh"	42.36667	22.83333	260	"AWI"	260	2695	3311	3028	33	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	23	1	46	0	0	0	0	0	27	0	0	0	0	0	0	0	0	3	2	0
3466	4485	"Tschokljovo Marsh"	42.36667	22.83333	270	"AWI"	270	2914	3420	3211	34	0	8	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	16	0	0	0	1	0	38	0	0	0	0	0	0	0	0	0	0	22	0	80	0	6	0	0	1	11	0	0	0	0	0	0	0	0	0	0	0
3466	4485	"Tschokljovo Marsh"	42.36667	22.83333	280	"AWI"	280	3228	3643	3422	64	0	1	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	11	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	5	0	69	0	0	0	0	0	55	0	0	0	0	0	0	0	0	3	1	0
3466	4485	"Tschokljovo Marsh"	42.36667	22.83333	285	"AWI"	285	3318	3873	3551	86	0	3	1	2	5	0	0	0	8	0	0	0	1	0	0	1	2	7	0	22	0	0	2	25	0	0	0	0	0	2	2	0	2	0	13	0	68	0	0	1	0	0	14	0	0	0	0	3	0	1	1	1	4	1
3466	4485	"Tschokljovo Marsh"	42.36667	22.83333	295	"AWI"	295	3463	4320	3809	108	1	2	0	0	3	0	2	0	0	0	0	1	0	0	0	0	0	5	0	4	0	0	0	33	0	0	0	0	0	2	1	1	0	1	8	0	66	0	0	0	0	0	14	0	0	1	0	0	1	0	0	2	3	0
3466	4485	"Tschokljovo Marsh"	42.36667	22.83333	305	"AWI"	305	3638	4660	4085	97	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	7	0	0	0	0	0	6	0	0	0	0	1	0	0	1	0	0	6	1	62	0	0	0	0	0	18	0	0	0	0	0	0	0	0	10	0	0
3466	4485	"Tschokljovo Marsh"	42.36667	22.83333	315	"AWI"	315	3851	4904	4369	119	1	3	0	0	2	0	16	0	0	0	0	0	0	0	0	0	0	3	0	42	0	1	0	0	0	0	0	1	0	1	0	5	0	0	11	0	45	0	0	0	0	0	25	10	0	0	1	1	0	0	1	1	4	0
3466	4485	"Tschokljovo Marsh"	42.36667	22.83333	325	"AWI"	325	4110	5157	4644	133	0	0	1	0	0	0	4	0	1	0	0	0	0	0	0	0	0	8	0	3	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	74	0	0	0	0	0	13	0	0	0	0	0	0	0	0	4	2	0
3466	4485	"Tschokljovo Marsh"	42.36667	22.83333	335	"AWI"	335	4418	5361	4932	108	1	3	5	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	17	0	0	0	4	0	0	0	0	1	4	0	0	0	0	8	0	60	0	0	0	0	0	42	0	0	0	0	0	0	0	0	6	2	0
3466	4485	"Tschokljovo Marsh"	42.36667	22.83333	350	"AWI"	350	4883	5679	5335	115	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	5	0	3	0	0	0	0	0	0	0	0	0	2	1	0	0	0	4	0	49	0	0	0	0	0	16	0	0	0	0	0	0	0	0	9	0	0
3466	4485	"Tschokljovo Marsh"	42.36667	22.83333	360	"AWI"	360	5349	6020	5630	102	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	0	103	0	0	0	0	0	29	0	0	0	0	1	0	0	0	8	0	0
3466	4485	"Tschokljovo Marsh"	42.36667	22.83333	370	"AWI"	370	5533	6597	5981	80	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	110	0	0	2	0	0	5	0	0	0	0	0	0	0	0	11	0	0
3466	4485	"Tschokljovo Marsh"	42.36667	22.83333	385	"AWI"	385	6012	7005	6556	29	0	0	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	7	0	69	0	11	29	0	0	18	0	0	0	1	0	1	0	0	5	0	0
3466	4485	"Tschokljovo Marsh"	42.36667	22.83333	400	"AWI"	400	6800	7351	7112	62	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	94	0	0	1	0	0	6	0	0	0	0	0	0	0	0	17	0	0
3466	4485	"Tschokljovo Marsh"	42.36667	22.83333	405	"AWI"	405	7052	7575	7312	36	0	2	1	0	2	0	1	1	0	0	0	0	0	0	0	0	0	47	0	5	0	0	0	1	0	0	0	0	2	0	0	0	0	0	8	0	43	0	0	0	0	0	33	0	0	0	0	0	2	0	0	4	9	0
3466	4485	"Tschokljovo Marsh"	42.36667	22.83333	415	"AWI"	415	7286	8266	7722	18	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	78	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	53	0	0	1	0	1	74	0	0	1	1	1	1	0	0	6	2	0
3466	4485	"Tschokljovo Marsh"	42.36667	22.83333	445	"AWI"	445	8469	9266	8853	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0
