"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Aristolochiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Convolvulaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Euonymus"	"Fabaceae"	"Fagus"	"Fraxinus"	"Grossulariaceae"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Ostrya.Carpinus"	"Oxalidaceae"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygalaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Saxifragaceae"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Violaceae"
14664	23008	"Stoyanov 2"	50.35164	24.669768	275	"AWI"	275	3243	4040	3558	1	1	12	0	0	0	5	0	11	0	4	1	0	0	1	4	0	29	0	1	0	1	0	1	0	0	0	5	0	0	8	167	0	0	0	0	0	34	0	2	0	1	0	6	0	0	0	1	0	0	0
14664	23008	"Stoyanov 2"	50.35164	24.669768	300	"AWI"	300	3574	4359	3815	2	3	3	3	0	0	1	0	11	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	11	181	0	14	0	0	0	33	0	1	0	1	0	4	0	0	0	1	0	0	0
14664	23008	"Stoyanov 2"	50.35164	24.669768	325	"AWI"	325	4072	5099	4577	1	1	0	0	0	0	0	0	13	0	2	0	0	0	0	2	0	35	0	0	1	0	0	0	0	0	0	3	0	0	11	187	0	0	0	0	0	20	0	1	0	2	0	1	0	0	0	4	0	0	0
14664	23008	"Stoyanov 2"	50.35164	24.669768	350	"AWI"	350	5007	5565	5362	0	0	9	1	1	0	4	0	16	0	1	0	0	0	0	8	0	21	0	0	0	0	0	0	0	1	1	1	0	0	10	201	0	0	1	1	0	9	0	0	0	0	0	1	0	0	0	1	0	0	0
14664	23008	"Stoyanov 2"	50.35164	24.669768	375	"AWI"	375	5461	6395	5929	0	0	0	1	1	0	3	0	11	0	3	0	0	0	0	6	0	10	0	1	0	0	0	0	0	0	0	1	0	0	2	217	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1
14664	23008	"Stoyanov 2"	50.35164	24.669768	400	"AWI"	400	6031	6985	6556	0	0	0	1	0	0	3	0	12	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	2	231	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0
14664	23008	"Stoyanov 2"	50.35164	24.669768	425	"AWI"	425	6830	7312	7106	0	0	0	3	1	0	3	0	0	0	3	0	0	0	0	1	0	24	0	0	1	0	0	0	0	1	0	1	0	0	1	235	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	1	0	0	0
14664	23008	"Stoyanov 2"	50.35164	24.669768	450	"AWI"	450	7160	7812	7478	0	0	0	5	3	0	5	0	0	0	1	0	0	0	0	1	0	27	0	0	0	0	0	0	0	1	0	0	0	0	0	227	0	0	0	0	2	0	0	0	0	3	0	2	0	0	0	1	0	0	0
14664	23008	"Stoyanov 2"	50.35164	24.669768	475	"AWI"	475	7523	8118	7837	0	0	0	0	0	0	1	0	38	0	1	0	0	0	0	0	0	27	0	0	1	0	0	0	0	0	0	2	0	0	1	202	0	0	0	0	0	3	0	0	0	0	0	1	2	0	0	2	0	0	0
14664	23008	"Stoyanov 2"	50.35164	24.669768	500	"AWI"	500	8003	8356	8177	0	0	0	10	2	0	14	0	16	0	0	0	1	0	0	2	0	52	1	1	1	0	0	0	1	0	0	0	0	0	0	227	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0
14664	23008	"Stoyanov 2"	50.35164	24.669768	525	"AWI"	525	8229	9099	8557	0	0	0	3	1	0	19	0	0	0	1	0	0	0	0	1	0	47	0	0	0	0	0	0	0	0	0	0	0	0	1	227	0	0	0	1	3	0	0	0	0	0	0	2	0	2	0	0	0	0	0
