"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Hypericaceae"	"Ilex"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Linaceae"	"Malvaceae"	"Nartheciaceae"	"Onagraceae"	"Orchidaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygalaceae"	"Polygonaceae"	"Populus"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Tamaricaceae"	"Taxus"	"Thalictrum"	"Thymelaeaceae"	"Tilia"	"Tofieldiaceae"	"Ulmus"	"Urticaceae"	"Viburnum"
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	530	"AWI"	530	9504	10606	10047	0	4	12	0	0	0	11	1	0	0	77	0	0	0	1	0	0	0	0	0	0	669	11	0	0	0	0	0	0	0	1	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	1	0	105	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	20	0	63	0	0
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	540	"AWI"	540	9614	10744	10181	0	3	13	0	0	0	2	3	0	0	119	0	0	0	2	0	0	0	0	0	0	825	8	0	0	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	1	0	153	0	0	0	1	1	0	0	3	0	0	0	0	0	0	0	21	0	58	0	1
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	550	"AWI"	550	9766	10854	10315	0	3	8	0	0	0	7	3	0	0	99	0	0	0	1	0	0	0	0	0	0	539	3	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	127	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	12	0	107	0	0
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	560	"AWI"	560	9898	10977	10452	0	0	10	0	0	0	5	2	0	0	117	0	0	1	1	0	0	0	0	0	0	589	8	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	9	0	125	0	0
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	570	"AWI"	570	10021	11112	10587	0	2	11	0	0	0	2	1	0	0	143	0	0	0	0	0	0	0	1	0	0	636	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	174	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	6	0	93	0	0
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	580	"AWI"	580	10177	11212	10718	0	1	9	0	0	0	5	6	0	0	153	0	0	0	0	0	0	0	0	0	0	474	13	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	120	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	3	0	126	0	1
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	590	"AWI"	590	10335	11317	10850	0	1	11	0	0	0	0	5	0	0	234	0	0	0	0	0	0	0	0	0	0	440	3	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	45	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	11	0	158	0	1
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	600	"AWI"	600	10468	11441	10995	0	1	2	0	0	0	0	4	0	0	289	0	0	0	0	0	0	0	1	0	0	413	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	229	0	0	0	0	0	18	0	16	0	0	0	1	1	6	1	0	0	0	0	0	0	1	0	6	0	101	0	0
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	610	"AWI"	610	10704	11527	11127	0	1	2	0	0	0	0	4	0	0	298	0	0	0	0	0	0	0	0	0	0	320	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	252	0	0	0	0	0	6	0	8	0	0	0	1	1	3	0	0	0	0	0	0	0	0	0	3	0	82	0	0
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	620	"AWI"	620	10828	11633	11253	0	0	6	0	0	0	0	6	0	0	269	0	0	0	0	0	0	0	0	0	0	277	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	408	0	0	0	0	0	9	0	5	0	0	0	1	0	6	0	0	0	0	0	0	0	1	0	1	0	44	0	0
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	630	"AWI"	630	10891	11796	11353	0	3	1	1	0	0	0	4	0	0	415	0	0	0	0	0	0	0	0	0	0	246	5	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	354	0	0	0	0	0	6	0	2	0	0	0	1	0	3	0	1	0	0	0	0	0	0	0	0	0	27	0	0
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	640	"AWI"	640	11014	11903	11470	0	0	4	0	0	0	0	5	0	0	367	0	0	0	0	0	0	0	0	0	0	101	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	550	0	0	0	0	0	6	0	4	0	0	0	0	2	5	0	0	0	0	0	0	0	1	0	1	0	20	0	0
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	650	"AWI"	650	11130	12034	11577	0	0	3	0	0	0	0	14	0	0	405	0	0	0	0	0	0	0	0	0	0	44	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	617	0	0	0	0	0	5	1	2	0	0	0	0	3	9	0	1	0	0	0	0	0	1	0	0	0	14	0	0
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	660	"AWI"	660	11235	12153	11683	0	0	0	0	0	0	1	12	0	0	569	0	1	0	0	0	0	0	0	0	0	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	573	0	0	0	0	0	7	0	2	0	0	0	1	2	12	0	0	0	0	0	0	0	1	0	0	0	7	0	0
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	670	"AWI"	670	11400	12253	11783	0	0	0	0	0	0	0	11	0	0	398	0	1	0	0	0	0	0	0	0	0	1	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	621	0	0	0	2	0	6	0	1	0	0	0	0	5	10	0	0	0	0	0	0	0	0	0	0	0	1	0	0
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	680	"AWI"	680	11557	12363	11891	0	0	0	0	0	0	0	5	0	0	472	0	0	0	0	0	0	0	0	0	0	2	16	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	730	0	0	0	0	0	7	0	1	0	0	0	2	3	6	0	0	0	0	0	0	0	4	0	0	0	0	0	0
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	685	"AWI"	685	11623	12413	11946	0	0	0	1	0	0	0	7	0	0	306	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	587	0	0	0	0	0	1	0	0	0	0	0	2	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	687.5	"AWI"	687.5	11644.5	12442	11975	0	0	2	1	0	0	0	5	0	0	321	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	874	0	0	0	0	0	6	0	1	0	0	0	0	3	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	690	"AWI"	690	11667	12484	12006	0	0	0	0	0	0	0	18	0	0	103	0	0	1	0	0	0	0	0	0	0	1	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	855	0	0	0	0	0	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	700	"AWI"	700	11910	12644	12301	0	0	1	2	0	0	0	14	0	0	107	0	0	0	0	0	0	0	0	0	0	6	14	1	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	931	0	0	0	0	0	1	0	2	0	0	0	4	1	4	0	0	0	0	0	0	0	5	0	0	0	0	0	0
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	710	"AWI"	710	12256	12824	12569	0	0	0	1	0	0	0	20	0	0	59	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	939	0	0	0	0	0	0	0	0	0	0	0	0	1	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	715	"AWI"	715	12531	12859	12702	0	0	0	2	0	0	0	29	0	0	52	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	998	0	0	0	0	0	4	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	720	"AWI"	720	12749	12940	12836	0	0	0	0	0	0	0	43	0	0	422	0	0	0	0	0	0	0	1	0	0	0	35	2	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	291	0	0	0	0	0	2	0	0	0	0	0	4	5	8	0	0	0	0	0	0	0	9	0	0	0	0	0	0
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	722.5	"AWI"	722.5	12807	12991.5	12895	0	0	0	0	0	0	0	9	0	0	231	0	0	0	0	0	0	0	0	0	0	0	12	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	722	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	725	"AWI"	725	12837	13085	12951	0	0	2	0	0	0	0	12	0	0	329	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0	729	0	0	0	0	0	2	0	0	0	0	0	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	730	"AWI"	730	12874	13336	13063	0	0	0	1	0	0	0	19	0	0	220	0	0	0	0	0	0	0	1	0	0	0	27	2	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	1	0	0	0	0	639	0	0	0	0	0	0	0	0	0	0	0	1	1	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	740	"AWI"	740	13151	13702	13359	0	0	0	2	0	0	0	14	0	0	315	0	0	0	0	0	0	0	1	0	0	0	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	590	0	0	0	0	0	0	0	0	0	0	0	1	3	9	0	0	0	0	0	0	0	1	0	0	0	0	2	1
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	750	"AWI"	750	13398	14182	13731	0	0	0	0	0	0	0	23	0	0	374	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	8	0	0	0	0	0	0	0	2	0	0	0	1	0	0
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	755	"AWI"	755	13670	14461	13994	0	0	0	0	0	0	0	34	0	0	607	0	0	0	0	0	0	0	1	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	3	0	0	0	0	0	0	2	33	0	0	0	0	0	0	0	2	0	0	0	0	1	0
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	760	"AWI"	760	13813	14994	14250	0	0	0	0	0	0	0	34	0	0	784	0	0	0	1	0	0	0	0	0	0	0	40	4	0	0	0	0	0	0	0	0	0	0	0	0	0	357	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	3	2	28	0	0	0	0	0	0	0	5	0	0	0	0	0	0
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	762.5	"AWI"	762.5	13866.5	15252.5	14377.5	0	0	0	2	0	0	0	10	0	0	216	0	0	0	0	0	0	0	0	0	0	0	43	28	0	0	0	0	0	0	0	0	0	0	0	0	0	658	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	3	3	23	0	0	0	0	0	0	0	7	0	0	0	0	0	0
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	765	"AWI"	765	13916	15493	14502	0	0	0	1	0	0	0	13	0	0	93	0	0	0	0	0	0	0	0	0	0	0	25	12	0	0	0	0	0	0	0	0	0	0	0	0	0	778	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	26	0	0	0	0	0	0	0	1	0	0	0	0	0	0
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	767.5	"AWI"	767.5	14008	15540	14547.5	0	0	0	0	0	0	0	13	0	0	72	0	0	0	0	0	0	0	4	0	0	0	62	13	0	0	0	0	0	0	0	0	0	0	0	0	0	586	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	3	1	23	0	0	1	0	0	0	0	10	0	0	0	1	0	0
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	770	"AWI"	770	14084	15587	14593	0	0	1	4	0	0	0	37	0	0	83	0	1	3	0	0	0	0	12	0	0	0	79	2	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	5	1	14	0	0	0	0	0	0	0	14	0	0	1	0	0	0
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	772	"AWI"	772	14153	15619	14628	0	0	2	0	0	0	0	29	0	0	57	0	0	0	0	0	0	0	13	0	0	0	59	0	0	0	0	0	0	1	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	2	1	19	0	0	0	0	0	0	0	6	0	1	0	0	0	0
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	774	"AWI"	774	14196	15649	14669	0	0	0	4	1	0	0	40	0	0	64	0	1	1	0	0	0	0	19	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	4	5	0	0	3	0	0	0	0	10	0	0	0	0	1	0
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	776	"AWI"	776	14235	15673	14709	0	0	0	4	1	0	0	61	0	0	41	0	2	0	0	0	0	0	18	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	1	9	0	1	0	0	0	0	0	0	0	0	0	2	1	12	0	0	1	0	0	0	0	11	0	0	0	0	0	0
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	778	"AWI"	778	14263	15707	14746	0	0	0	0	0	0	0	45	0	0	55	0	2	2	0	0	0	0	27	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	2	0	0	0	0	7	0	0	0	0	0	0
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	780	"AWI"	780	14292	15733	14784	0	0	0	1	1	0	0	65	0	0	126	0	0	0	0	0	0	0	35	0	0	0	132	2	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	3	3	10	0	0	1	0	0	1	0	11	0	0	0	0	1	0
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	790	"AWI"	790	14513	16287	15103	1	0	0	1	0	0	0	68	0	0	69	0	2	0	0	0	0	0	28	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	1	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	3	3	7	0	0	0	0	0	0	0	17	0	0	0	0	0	0
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	800	"AWI"	800	14696	16848	15411	0	0	2	3	0	0	0	23	0	0	55	0	2	0	0	0	0	0	23	0	0	9	45	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	13	0	1	0	0	0	0	1	0	0	0	0	0	1	3	0	0	0	0	0	0	0	2	0	1	0	4	0	0
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	810	"AWI"	810	14842	17319	15749	0	0	1	1	0	0	0	8	0	0	11	0	1	0	0	0	0	0	3	0	0	1	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	820	"AWI"	820	15086	17759	16100	0	0	0	1	0	0	0	15	0	0	35	0	0	0	0	0	0	0	13	0	0	1	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	1	0	4	0	0	0	0	0	0
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	830	"AWI"	830	15347	18193	16434	0	0	2	1	0	0	0	28	0	0	23	0	1	0	0	0	0	0	15	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	2	1	4	0	0	0	0	0	0	0	6	0	0	0	0	0	0
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	840	"AWI"	840	15526	18698	16782	0	0	0	0	0	0	0	4	0	0	5	0	1	0	0	0	0	0	6	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	850	"AWI"	850	15816	19051	17118	0	0	0	0	0	0	0	11	0	0	10	0	0	0	0	0	0	0	9	0	0	1	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	4	0	4	0	0	0	0	0	1	0	3	0	0	0	0	0	0
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	860	"AWI"	860	16088	19478	17451	0	0	0	0	0	0	0	7	0	0	5	0	1	0	0	0	0	0	6	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	870	"AWI"	870	16308	19884	17810	0	0	1	4	0	0	0	6	0	0	4	0	0	0	0	0	0	0	8	0	0	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	880	"AWI"	880	16620	20257	18142	0	0	0	0	0	0	0	9	0	0	6	0	0	1	0	0	0	0	14	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	1	0	0	0	0	2	0	0	0	0	0	0
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	890	"AWI"	890	16910	20668	18478	0	0	0	2	0	0	0	5	0	0	3	0	0	0	0	0	0	0	5	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	900	"AWI"	900	17195	21019	18809	0	0	1	0	0	0	0	11	0	0	18	0	0	0	0	0	0	0	4	0	0	14	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0
