"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Convolvulaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fraxinus"	"Geraniaceae"	"Lamiaceae"	"Liliaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rumex"	"Salix"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
26570	46466	"Berezovskoye mire"	53.66192	38.5838	50	"AWI"	50	1298	1658	1462	0	35	0	12	15	0	28	3	0	0	0	1	0	7	15	0	0	0	0	0	1	0	0	0	0	16	94	0	144	0	0	5	1	0	0	2	1	6	1	0
26570	46466	"Berezovskoye mire"	53.66192	38.5838	55	"AWI"	55	1449	1834	1623	0	37	0	10	17	0	40	3	0	0	0	4	1	4	10	0	0	0	0	0	0	0	0	0	0	23	152	0	130	0	0	3	0	0	0	0	0	8	2	1
26570	46466	"Berezovskoye mire"	53.66192	38.5838	60	"AWI"	60	1502	2159	1775	0	40	0	15	27	0	57	5	0	0	0	0	0	4	42	0	0	0	0	0	1	1	0	0	0	5	73	0	152	0	0	7	2	0	0	0	0	10	5	0
26570	46466	"Berezovskoye mire"	53.66192	38.5838	65	"AWI"	65	1692	2273	1987	0	44	0	9	22	0	54	5	0	0	0	0	0	3	32	0	0	0	0	0	2	0	0	1	0	10	67	0	159	0	0	7	1	0	0	2	0	8	1	0
26570	46466	"Berezovskoye mire"	53.66192	38.5838	70	"AWI"	70	1781	2510	2200	0	24	11	11	25	0	31	7	1	0	0	2	0	3	81	0	0	0	0	0	0	0	0	0	1	6	39	0	133	0	0	11	3	0	0	7	0	7	1	0
26570	46466	"Berezovskoye mire"	53.66192	38.5838	75	"AWI"	75	2068	2579	2340	0	27	0	10	44	0	11	3	0	0	0	2	0	4	61	0	0	0	0	0	0	1	0	0	0	6	40	0	127	0	0	14	1	0	0	3	0	5	0	0
26570	46466	"Berezovskoye mire"	53.66192	38.5838	80	"AWI"	80	2210	2733	2490	0	13	0	9	21	0	36	10	0	0	0	1	0	2	135	0	0	0	0	2	1	1	0	1	0	6	34	0	135	0	0	12	5	0	0	6	0	6	2	0
26570	46466	"Berezovskoye mire"	53.66192	38.5838	85	"AWI"	85	2319	2812	2571	0	12	0	8	25	0	28	10	0	0	0	1	0	4	112	0	0	0	0	1	1	1	0	0	0	5	45	0	0	0	0	14	3	0	0	2	0	7	3	0
26570	46466	"Berezovskoye mire"	53.66192	38.5838	90	"AWI"	90	2382	2949	2649	0	28	0	11	19	0	22	1	0	0	0	1	0	3	96	0	0	0	0	1	0	0	0	0	0	7	43	0	165	0	0	7	0	0	0	1	0	7	2	0
26570	46466	"Berezovskoye mire"	53.66192	38.5838	95	"AWI"	95	2518	3020	2725	0	29	0	17	19	0	10	3	0	0	0	2	0	6	117	0	0	0	0	0	0	2	0	0	0	3	41	0	136	0	0	19	2	0	0	5	0	7	4	0
26570	46466	"Berezovskoye mire"	53.66192	38.5838	100	"AWI"	100	2607	3126	2801	0	24	0	6	9	0	28	0	0	0	0	0	0	8	105	0	0	0	0	0	0	3	0	0	0	22	80	0	130	0	0	18	2	0	1	1	0	11	11	0
26570	46466	"Berezovskoye mire"	53.66192	38.5838	105	"AWI"	105	2789	3306	2974	0	36	0	6	27	0	24	3	0	0	0	0	0	13	103	0	0	0	0	1	0	1	0	0	0	8	57	0	156	0	0	13	2	0	0	3	0	8	4	0
26570	46466	"Berezovskoye mire"	53.66192	38.5838	110	"AWI"	110	2839	3617	3143	0	20	0	4	17	0	26	0	0	0	0	0	0	3	49	0	0	0	0	2	0	1	0	0	0	8	52	2	0	0	0	10	0	0	0	0	0	6	5	0
26570	46466	"Berezovskoye mire"	53.66192	38.5838	115	"AWI"	115	3066	3727	3395	0	14	0	2	3	0	6	0	0	0	0	0	0	2	31	0	0	0	0	0	0	4	0	0	0	1	17	0	0	0	0	1	0	0	0	2	0	4	4	0
26570	46466	"Berezovskoye mire"	53.66192	38.5838	120	"AWI"	120	3175	3986	3649	0	20	0	2	10	0	8	2	0	0	0	0	0	2	52	0	0	0	0	0	0	1	0	0	0	5	52	0	0	0	0	3	0	0	0	0	0	10	3	0
26570	46466	"Berezovskoye mire"	53.66192	38.5838	125	"AWI"	125	3522	4050	3814	0	48	0	8	12	0	18	1	0	0	0	0	0	9	44	0	0	0	2	3	0	1	0	0	0	9	67	0	203	0	0	11	4	0	0	1	0	7	3	0
26570	46466	"Berezovskoye mire"	53.66192	38.5838	130	"AWI"	130	3678	4252	3990	0	35	0	7	17	0	26	1	0	0	0	0	0	7	56	0	0	0	0	2	0	8	0	0	0	12	88	0	135	0	0	17	2	0	0	6	0	4	3	0
26570	46466	"Berezovskoye mire"	53.66192	38.5838	135	"AWI"	135	3773	4366	4067	0	62	0	1	21	0	26	0	0	0	0	1	0	3	56	1	0	0	0	2	0	0	0	0	0	7	82	0	0	0	0	16	7	0	0	2	0	18	9	0
26570	46466	"Berezovskoye mire"	53.66192	38.5838	140	"AWI"	140	3837	4520	4141	0	45	0	4	10	0	33	0	0	0	0	0	0	7	63	0	0	0	0	0	0	2	0	0	0	12	86	0	0	0	0	24	0	0	1	4	0	11	10	0
26570	46466	"Berezovskoye mire"	53.66192	38.5838	145	"AWI"	145	3945	4602	4219	0	38	0	1	12	0	29	1	0	0	0	1	0	9	40	0	0	0	0	0	0	0	0	0	0	3	48	0	0	0	0	16	2	0	0	0	0	9	4	0
26570	46466	"Berezovskoye mire"	53.66192	38.5838	150	"AWI"	150	4012	4722	4298	0	59	0	10	27	0	31	2	0	0	0	4	0	12	46	0	1	1	0	0	0	0	0	0	0	11	87	0	0	0	0	25	5	0	0	5	3	17	8	0
26570	46466	"Berezovskoye mire"	53.66192	38.5838	155	"AWI"	155	4235	4982	4532	1	44	0	12	23	0	32	4	1	0	0	0	0	8	37	0	0	0	0	0	0	1	0	0	0	6	63	0	112	0	0	40	2	0	0	7	0	20	9	0
26570	46466	"Berezovskoye mire"	53.66192	38.5838	160	"AWI"	160	4312	5440	4759	0	52	10	1	23	0	34	1	0	0	0	1	0	23	17	0	0	0	0	0	0	0	0	0	0	7	103	0	0	0	0	32	1	0	0	5	1	17	15	0
26570	46466	"Berezovskoye mire"	53.66192	38.5838	165	"AWI"	165	4919	5592	5199	0	59	0	8	34	0	20	3	0	0	0	0	0	19	18	0	0	0	0	0	0	2	0	0	0	6	50	0	77	0	0	51	2	0	0	9	0	10	17	0
26570	46466	"Berezovskoye mire"	53.66192	38.5838	170	"AWI"	170	5337	5891	5644	0	38	0	16	23	0	42	0	0	0	0	0	0	18	31	0	0	0	0	1	0	2	0	5	0	5	81	0	0	0	0	44	1	0	0	8	0	8	12	1
26570	46466	"Berezovskoye mire"	53.66192	38.5838	175	"AWI"	175	5678	6188	5921	0	60	0	10	39	0	31	3	0	0	0	3	0	15	14	0	0	0	2	0	0	4	0	3	0	5	53	0	0	0	0	37	1	0	0	9	0	11	10	0
26570	46466	"Berezovskoye mire"	53.66192	38.5838	180	"AWI"	180	5760	6802	6172	0	186	0	4	50	0	10	3	0	0	0	1	0	15	10	1	0	0	0	0	0	4	0	3	0	5	96	0	0	0	0	17	0	0	0	3	0	14	15	0
26570	46466	"Berezovskoye mire"	53.66192	38.5838	185	"AWI"	185	5954	6920	6417	0	233	0	10	44	0	9	0	0	0	0	0	0	15	16	0	0	0	0	0	0	2	0	0	1	1	81	0	0	0	0	23	0	16	0	3	0	15	6	0
26570	46466	"Berezovskoye mire"	53.66192	38.5838	190	"AWI"	190	6061	7140	6655	0	180	0	7	27	0	18	1	0	0	0	1	0	18	9	0	0	0	0	0	0	1	0	1	0	5	69	0	0	0	0	20	1	0	0	5	3	10	9	0
26570	46466	"Berezovskoye mire"	53.66192	38.5838	195	"AWI"	195	6477	7209	6864	0	308	0	5	20	0	16	0	0	0	0	0	0	18	9	0	0	0	0	0	0	0	0	0	0	3	58	0	0	0	0	17	0	0	0	1	1	14	5	1
26570	46466	"Berezovskoye mire"	53.66192	38.5838	200	"AWI"	200	6709	7358	7090	0	109	0	7	55	0	66	0	0	0	0	0	0	6	17	0	0	0	0	0	0	0	0	0	0	2	100	0	71	0	0	14	2	0	0	0	9	7	8	0
26570	46466	"Berezovskoye mire"	53.66192	38.5838	205	"AWI"	205	6967	7626	7297	0	68	0	4	37	0	55	0	0	0	0	0	0	16	22	0	0	0	0	2	0	0	0	0	0	1	143	0	87	0	0	16	3	0	0	10	10	4	8	0
26570	46466	"Berezovskoye mire"	53.66192	38.5838	210	"AWI"	210	7050	8210	7466	0	18	0	1	30	0	90	0	0	0	0	1	0	8	14	1	0	0	0	1	0	2	1	0	0	0	202	0	0	0	0	3	0	0	0	15	4	1	6	0
26570	46466	"Berezovskoye mire"	53.66192	38.5838	215	"AWI"	215	7170	8512	7669	0	12	0	3	62	0	156	1	0	0	0	2	0	4	13	3	0	0	0	0	0	1	0	0	0	1	154	0	45	0	0	4	0	0	0	1	10	0	3	0
26570	46466	"Berezovskoye mire"	53.66192	38.5838	220	"AWI"	220	7235	8992	7849	0	8	0	4	88	0	167	0	0	0	0	1	0	3	7	1	0	0	0	0	0	1	0	2	0	2	101	0	33	1	0	3	0	0	0	1	8	2	1	0
