"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Convolvulaceae"	"Corylus"	"Cyperaceae"	"Fabaceae"	"Fagus"	"Geraniaceae"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Salix"	"Saxifragaceae"	"Sorbus"	"Thymelaeaceae"	"Tilia"	"Ulmus"
3255	4223	"Luganskoe"	43.72186	40.70077	85	"AWI"	85	2130	3329	2775	13	0	5	9	32	20	51	4	9	0	0	8	7	1	2	72	1	12	3	0	0	1	7	0	1	0	1	46	0	1	9	16	3	16	0	0	0	1	1	2
3255	4223	"Luganskoe"	43.72186	40.70077	95	"AWI"	95	2344	3471	2962	58	0	8	2	19	3	40	3	7	1	0	7	2	0	1	51	5	17	2	0	0	1	2	0	0	0	2	75	0	0	0	4	2	18	0	0	0	0	1	0
3255	4223	"Luganskoe"	43.72186	40.70077	105	"AWI"	105	2556	3655	3139	18	0	22	6	25	12	27	10	5	4	0	12	10	0	2	25	8	14	1	0	0	0	0	0	0	0	7	50	0	0	19	12	3	9	0	0	0	0	1	0
3255	4223	"Luganskoe"	43.72186	40.70077	115	"AWI"	115	2733	3819	3321	28	0	26	5	19	2	15	5	0	3	0	0	8	0	1	48	0	17	0	0	0	0	0	0	0	0	1	84	0	0	20	8	1	22	0	0	0	0	0	1
3255	4223	"Luganskoe"	43.72186	40.70077	125	"AWI"	125	3028	3953	3497	10	0	16	12	30	8	18	9	0	1	0	1	9	0	2	70	1	12	0	0	0	0	0	0	0	0	2	60	0	0	0	7	2	7	0	0	0	0	1	0
3255	4223	"Luganskoe"	43.72186	40.70077	135	"AWI"	135	3244	4106	3674	12	0	24	5	16	4	0	17	1	0	0	0	5	0	3	50	2	21	0	0	0	0	1	0	0	0	1	65	0	0	0	2	0	14	0	0	0	0	4	0
3255	4223	"Luganskoe"	43.72186	40.70077	145	"AWI"	145	3482	4260	3862	19	0	10	2	44	1	0	8	16	0	0	16	1	0	1	7	9	4	0	0	0	0	12	1	0	0	1	46	0	0	0	46	1	22	0	0	0	0	1	0
3255	4223	"Luganskoe"	43.72186	40.70077	150	"AWI"	150	3535	4398	3955	16	1	7	1	30	3	26	13	12	0	0	2	1	0	2	17	13	9	2	0	0	0	14	1	0	0	2	44	0	0	0	18	2	25	0	0	0	0	2	2
3255	4223	"Luganskoe"	43.72186	40.70077	160	"AWI"	160	3711	4503	4130	21	0	7	3	13	18	13	22	4	0	0	0	7	0	4	61	1	15	0	0	0	0	2	0	0	0	2	61	0	0	20	0	3	9	2	0	1	0	1	3
3255	4223	"Luganskoe"	43.72186	40.70077	170	"AWI"	170	3883	4669	4297	9	0	5	4	14	19	10	24	5	1	0	3	2	0	4	107	0	4	0	0	0	0	0	0	0	0	3	51	0	0	0	1	3	8	0	0	0	0	2	3
3255	4223	"Luganskoe"	43.72186	40.70077	180	"AWI"	180	4087	4795	4466	6	0	6	6	4	14	7	21	0	0	0	1	3	0	1	81	0	8	0	0	0	0	0	0	0	0	1	54	0	0	0	2	3	4	0	0	0	0	3	2
3255	4223	"Luganskoe"	43.72186	40.70077	190	"AWI"	190	4345	4938	4633	3	1	3	7	11	9	0	19	0	0	0	1	3	0	2	103	0	8	0	0	0	0	2	0	0	0	0	53	0	0	44	1	3	8	1	0	0	0	5	1
3255	4223	"Luganskoe"	43.72186	40.70077	200	"AWI"	200	4475	5195	4804	14	1	1	4	49	14	47	12	12	0	0	2	0	0	0	103	3	0	0	0	0	0	1	0	0	0	3	85	0	0	31	6	3	25	0	0	0	0	1	0
3255	4223	"Luganskoe"	43.72186	40.70077	210	"AWI"	210	4584	5471	4961	34	0	5	2	36	5	0	5	21	0	0	9	0	0	3	0	0	0	0	0	0	0	0	0	0	0	4	54	0	0	0	21	6	22	1	0	0	0	9	0
3255	4223	"Luganskoe"	43.72186	40.70077	220	"AWI"	220	4669	5819	5108	1	0	0	14	11	6	76	0	4	0	0	54	0	0	0	0	3	0	3	0	0	0	3	0	13	0	2	7	0	2	0	6	1	18	0	0	0	0	9	0
3255	4223	"Luganskoe"	43.72186	40.70077	230	"AWI"	230	4755	6100	5265	3	1	0	11	15	5	61	0	0	0	0	21	0	0	1	0	2	0	0	0	0	0	1	0	1	0	1	10	0	0	0	1	1	15	0	0	0	0	2	1
3255	4223	"Luganskoe"	43.72186	40.70077	240	"AWI"	240	4859	6353	5421	0	0	1	16	15	3	0	1	2	1	0	2	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	13	0	0	0	1	2	4	0	0	0	0	0	1
3255	4223	"Luganskoe"	43.72186	40.70077	250	"AWI"	250	4944	6619	5581	0	0	2	1	17	2	0	2	2	0	0	1	0	0	0	2	2	1	0	0	1	0	0	0	1	0	1	16	0	0	0	12	1	2	0	0	0	0	2	1
