"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Geraniaceae"	"Ilex"	"Indeterminable"	"Iridaceae"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Violaceae"	"Vitaceae"
23898	41456	"Felchowsee"	53.053902	14.127872	552	"AWI"	552	7893	8366	8080	0	65	1	0	9	0	78	0	0	0	0	0	0	0	82	6	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	230	0	0	0	125	0	0	1	0	0	0	0	0	0	0	37	0	0	0
23898	41456	"Felchowsee"	53.053902	14.127872	560	"AWI"	560	8152	8599	8366	0	79	0	0	13	0	125	0	0	0	0	0	0	0	92	2	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	2	235	0	0	0	124	0	0	0	0	0	0	0	0	0	0	26	0	0	1
23898	41456	"Felchowsee"	53.053902	14.127872	568	"AWI"	568	8347	8936	8644	0	81	0	0	11	0	113	0	0	0	0	0	0	0	86	3	0	0	0	1	0	0	12	0	0	0	0	0	0	0	1	0	1	218	0	0	0	75	0	0	0	1	1	0	0	0	0	7	26	0	0	0
23898	41456	"Felchowsee"	53.053902	14.127872	576	"AWI"	576	8629	9110	8849	0	88	0	0	20	0	139	0	0	0	0	0	0	0	110	6	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	149	0	0	0	108	0	0	1	0	2	0	0	0	0	7	42	0	0	0
23898	41456	"Felchowsee"	53.053902	14.127872	584	"AWI"	584	8752	9331	9040	0	40	0	0	7	0	81	0	0	0	0	0	0	0	81	8	0	0	0	0	1	0	3	0	0	1	0	0	0	0	0	0	1	410	0	0	0	133	0	0	0	1	0	0	0	0	1	0	46	0	0	0
23898	41456	"Felchowsee"	53.053902	14.127872	592	"AWI"	592	8872	9599	9204	0	63	0	1	8	0	143	0	0	0	0	0	0	0	112	2	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	192	0	0	0	120	0	0	0	1	1	0	0	0	0	0	28	1	0	0
23898	41456	"Felchowsee"	53.053902	14.127872	600	"AWI"	600	9122	9691	9346	0	43	0	1	3	0	135	0	0	0	0	0	0	0	101	5	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	180	0	0	0	86	0	0	0	1	1	0	0	0	0	0	30	0	0	0
23898	41456	"Felchowsee"	53.053902	14.127872	608	"AWI"	608	9285	9826	9484	0	55	0	0	12	0	156	0	0	0	0	0	0	1	180	4	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	132	0	0	0	77	0	0	1	5	1	0	0	0	0	0	23	0	0	0
23898	41456	"Felchowsee"	53.053902	14.127872	616	"AWI"	616	9584	9949	9717	0	32	2	0	7	0	101	1	0	0	0	0	0	0	147	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	235	0	0	0	80	0	0	1	1	1	0	0	0	0	0	30	0	0	0
23898	41456	"Felchowsee"	53.053902	14.127872	624	"AWI"	624	9721	10184	9993	0	14	1	0	4	0	42	0	0	0	0	0	0	0	137	7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1224	0	0	0	140	0	0	0	0	0	0	0	0	0	0	62	0	0	0
23898	41456	"Felchowsee"	53.053902	14.127872	632	"AWI"	632	9855	10594	10262	0	11	0	0	8	0	99	0	0	1	0	0	0	0	183	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	276	0	0	0	88	0	0	0	1	3	0	0	0	0	0	15	0	0	0
23898	41456	"Felchowsee"	53.053902	14.127872	640	"AWI"	640	9991	11188	10548	0	6	0	0	4	0	187	0	0	0	0	0	0	0	253	10	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	445	0	0	0	36	0	0	0	1	2	0	0	0	0	0	16	0	0	0
23898	41456	"Felchowsee"	53.053902	14.127872	648	"AWI"	648	10086	11888	10812	0	3	0	0	5	0	164	0	0	0	0	0	0	0	211	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	472	0	0	0	7	0	0	0	1	1	0	0	0	1	0	12	0	0	0
23898	41456	"Felchowsee"	53.053902	14.127872	656	"AWI"	656	10373	12198	11148	0	0	0	0	4	0	75	0	0	0	0	0	0	0	93	3	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1549	0	0	0	7	0	0	0	0	0	0	0	0	0	0	14	0	0	0
23898	41456	"Felchowsee"	53.053902	14.127872	664	"AWI"	664	10567	12439	11527	0	0	0	0	2	0	89	0	0	0	0	0	0	0	16	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1461	0	0	0	1	0	0	0	1	0	0	0	0	0	0	5	0	0	0
23898	41456	"Felchowsee"	53.053902	14.127872	672	"AWI"	672	10815	12768	11861	0	0	0	0	3	0	488	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	925	0	0	0	0	0	0	0	1	4	0	0	0	0	0	4	0	0	0
23898	41456	"Felchowsee"	53.053902	14.127872	680	"AWI"	680	11328	12899	12187	0	0	0	0	4	0	787	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	867	0	0	0	3	0	0	0	0	4	0	0	0	1	0	3	0	0	0
23898	41456	"Felchowsee"	53.053902	14.127872	688	"AWI"	688	11658	13128	12529	0	0	4	0	8	0	192	0	0	0	0	0	2	0	2	24	0	0	0	0	0	1	0	0	0	0	0	4	0	0	2	0	0	1144	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23898	41456	"Felchowsee"	53.053902	14.127872	696	"AWI"	696	11864	13378	12745	0	1	3	0	43	0	362	0	0	0	0	0	2	0	18	9	0	0	1	0	0	0	0	0	0	1	0	14	0	0	0	0	0	365	0	0	0	0	0	0	1	2	4	0	0	0	3	0	1	0	0	0
23898	41456	"Felchowsee"	53.053902	14.127872	704	"AWI"	704	11980	13719	12905	0	1	2	0	36	0	276	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	3	0	9	2	0	0	0	0	709	0	0	0	4	0	0	1	3	5	0	0	0	0	0	0	0	0	0
23898	41456	"Felchowsee"	53.053902	14.127872	712	"AWI"	712	12104	14131	13064	0	0	1	0	6	0	396	0	0	0	0	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	403	0	0	0	1	0	0	1	1	2	0	0	0	2	0	0	0	0	0
23898	41456	"Felchowsee"	53.053902	14.127872	716	"AWI"	716	12188	14238	13159	0	1	1	0	5	0	125	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	940	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
23898	41456	"Felchowsee"	53.053902	14.127872	720	"AWI"	720	12235	14404	13243	0	2	1	0	9	0	416	0	1	0	0	0	2	0	0	9	10	0	0	0	0	0	0	0	0	3	0	9	0	1	0	1	0	132	0	0	0	0	0	0	0	1	5	0	0	1	2	0	0	0	0	0
