"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Grossulariaceae"	"Hypericaceae"	"Ilex"	"Iridaceae"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Olea"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Oxalidaceae"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Solanaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
23673	40963	"Moossee"	47.02139	7.48381	527.55	"AWI"	527.55	3808.55	4075.05	3969.05	10	0	0	0	0	0	2	0	0	0	6	1	0	0	1	0	0	0	0	58	0	8	0	0	0	0	219	0	27	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	35	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	2	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	528.1	"AWI"	528.1	3819.2	4081.4	3975.2	29	0	0	1	0	0	0	1	0	0	8	0	0	0	0	0	0	0	0	42	0	8	0	0	0	0	178	0	25	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	1	0	0	37	0	0	3	0	1	0	0	0	1	0	0	0	1	0	6	1	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	528.65	"AWI"	528.65	3825.8	4089.1	3981.8	21	1	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	39	0	3	0	0	0	0	236	0	19	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	26	0	0	0	0	1	0	0	0	0	0	0	0	1	0	4	0	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	529.15	"AWI"	529.15	3832.55	4095.8	3987.65	27	1	133	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	58	0	6	0	0	0	0	208	0	21	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	25	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	7	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	529.7	"AWI"	529.7	3841.9	4102.4	3993.7	17	0	138	0	0	0	1	0	0	0	9	0	0	0	0	0	0	0	0	31	0	5	0	0	1	0	238	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	29	0	0	1	0	0	0	1	0	0	0	0	0	2	0	3	2	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	530.3	"AWI"	530.3	3851.5	4109.9	4000.9	22	2	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	50	0	5	0	0	0	0	220	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	22	0	0	3	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	530.85	"AWI"	530.85	3859.75	4117.05	4008.05	18	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	52	0	2	0	0	0	0	245	0	34	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	1	0	0	27	0	0	2	0	0	0	0	0	0	0	0	0	2	0	3	7	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	531.35	"AWI"	531.35	3867.25	4123.55	4014.2	11	1	127	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	69	0	5	0	0	0	0	200	1	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	23	0	0	2	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	531.9	"AWI"	531.9	3875.5	4130.7	4020.8	19	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	54	0	8	0	0	0	0	171	0	51	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	29	0	0	4	0	1	2	0	0	0	0	0	0	1	0	1	7	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	532.5	"AWI"	532.5	3883.5	4137	4028	17	0	112	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	42	0	8	0	0	0	0	211	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	41	0	0	2	0	0	0	2	0	0	0	0	0	1	0	4	5	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	533	"AWI"	533	3890	4142	4034	16	1	0	0	0	0	0	0	0	0	12	0	0	0	1	0	0	0	0	50	0	8	0	0	0	0	230	3	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	37	0	0	8	0	0	0	1	0	0	0	0	1	2	0	3	1	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	533.55	"AWI"	533.55	3896.05	4148.05	4040.6	16	0	0	1	0	0	0	1	0	0	16	0	0	0	0	0	0	0	0	66	0	3	0	0	0	0	204	1	25	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	28	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	534.15	"AWI"	534.15	3904.75	4154.5	4047.95	14	0	121	0	0	0	0	1	0	0	20	0	0	0	0	0	0	0	0	34	0	3	0	0	0	0	241	1	20	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	34	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	534.7	"AWI"	534.7	3918.5	4160	4055.1	20	1	100	0	0	0	1	0	0	0	26	0	0	0	0	0	0	0	0	49	0	5	0	0	0	0	199	1	45	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	1	0	0	34	0	0	1	0	0	1	1	0	0	0	0	0	0	0	3	4	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	535.3	"AWI"	535.3	3932.3	4166.3	4063.2	15	0	126	0	0	0	0	1	0	0	34	0	0	0	0	0	0	0	0	70	0	3	0	0	0	0	186	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	36	0	0	2	0	1	0	0	0	0	0	0	0	0	0	2	4	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	535.9	"AWI"	535.9	3944.9	4172.9	4071.6	21	2	88	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	58	0	9	0	1	0	0	188	2	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	11	0	0	0	0	0	0	0	30	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	4	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	536.65	"AWI"	536.65	3960	4183.1	4080.8	20	1	123	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	197	0	21	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	4	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	537.35	"AWI"	537.35	3973.3	4191.15	4088.85	16	1	159	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	65	0	8	0	0	0	0	187	1	29	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	14	0	0	3	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	537.8	"AWI"	537.8	3981.4	4195.2	4093.8	19	0	0	0	0	0	0	1	0	0	70	0	0	0	0	0	0	0	0	70	0	12	0	0	0	0	141	0	57	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	40	0	0	7	0	0	0	2	0	0	0	0	1	0	0	5	4	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	538.3	"AWI"	538.3	3988.6	4200.9	4099.6	15	1	0	0	0	0	0	2	0	0	60	0	0	0	0	0	0	0	0	56	0	6	0	0	0	0	190	0	23	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	25	0	0	4	0	0	0	0	0	0	0	0	0	1	0	2	2	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	538.85	"AWI"	538.85	3995.2	4208.05	4106.2	11	0	116	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	56	0	7	0	0	0	0	181	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	25	0	0	1	0	0	1	0	0	0	0	0	0	1	0	2	2	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	539.45	"AWI"	539.45	4004.65	4214.5	4112.95	18	0	0	0	0	0	0	0	0	0	73	0	0	0	1	0	0	0	0	53	0	7	0	0	0	0	171	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	31	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	2	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	540.05	"AWI"	540.05	4014.65	4220.7	4119.55	17	0	97	0	0	0	0	1	0	0	55	0	0	0	0	0	0	0	0	49	0	7	0	0	0	0	201	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	30	0	0	1	0	0	0	1	0	0	0	0	0	2	0	3	3	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	540.7	"AWI"	540.7	4023.1	4229.8	4126.7	16	1	115	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	66	0	8	0	0	0	0	184	0	15	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	27	0	0	2	0	0	0	1	0	0	0	0	0	0	0	2	3	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	541.25	"AWI"	541.25	4031	4237.75	4132.75	15	0	144	0	0	0	0	2	0	0	48	1	0	0	0	0	0	0	0	38	0	8	0	0	0	0	183	1	22	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	19	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	5	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	541.75	"AWI"	541.75	4039	4245.25	4138.25	13	1	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	50	0	3	0	0	0	0	179	0	31	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0	26	0	0	2	0	2	0	4	0	0	0	0	0	0	0	2	8	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	542.25	"AWI"	542.25	4047.75	4252.5	4143.75	15	1	0	0	0	0	0	0	0	0	26	1	0	0	0	0	0	0	0	76	0	7	0	1	0	0	159	1	18	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	35	0	0	1	0	0	0	3	0	0	0	0	0	0	0	2	9	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	542.75	"AWI"	542.75	4057.25	4259.5	4149.25	10	1	0	0	0	0	1	1	0	0	18	0	0	0	0	0	0	0	0	97	0	11	0	0	0	0	153	0	35	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	31	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2	9	2	0	0
23673	40963	"Moossee"	47.02139	7.48381	543.25	"AWI"	543.25	4065.5	4266.5	4155.75	18	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	100	0	5	0	0	0	0	170	0	19	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	1	0	0	30	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	5	1	0	0
23673	40963	"Moossee"	47.02139	7.48381	543.85	"AWI"	543.85	4073.9	4274.9	4164.75	24	1	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	86	0	9	0	1	0	0	162	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	55	0	0	2	0	0	0	4	0	0	0	0	0	3	0	0	7	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	544.55	"AWI"	544.55	4089.75	4285.8	4180.75	12	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	76	0	6	0	0	0	0	180	0	38	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	1	0	0	53	0	0	0	0	0	0	2	0	0	0	0	2	3	0	2	6	2	0	0
23673	40963	"Moossee"	47.02139	7.48381	545.15	"AWI"	545.15	4104.3	4295.7	4196.05	16	0	0	0	0	0	1	0	0	0	3	1	0	0	0	0	0	0	0	73	0	1	0	0	0	0	198	1	11	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	62	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	6	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	545.65	"AWI"	545.65	4115.3	4304.7	4209.55	20	0	0	0	0	0	0	2	0	0	7	0	0	0	0	0	0	0	0	75	0	7	0	0	0	0	163	1	37	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	50	0	0	0	0	0	1	1	0	0	0	0	1	3	0	3	6	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	546.2	"AWI"	546.2	4127	4314.6	4222.8	18	0	0	1	0	0	0	2	0	0	8	0	0	0	0	0	0	0	0	61	0	5	0	0	1	0	166	1	31	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1	0	0	55	0	0	0	0	0	1	0	0	0	0	0	0	1	0	9	5	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	546.8	"AWI"	546.8	4139	4325.4	4234.2	15	0	135	0	0	0	1	0	0	0	7	0	0	0	0	0	0	0	0	76	0	5	0	0	1	0	168	0	23	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	5	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	547.4	"AWI"	547.4	4150.6	4333.4	4245.6	16	0	0	0	0	0	0	1	0	0	12	1	0	0	0	0	0	0	0	66	0	4	0	0	0	0	187	0	27	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	45	0	0	1	0	0	0	0	0	0	0	0	0	1	0	3	6	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	548.05	"AWI"	548.05	4162.55	4341	4257.9	18	1	0	0	0	0	1	0	0	0	11	0	0	0	0	0	0	0	0	56	0	6	0	0	0	0	174	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	33	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	7	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	548.65	"AWI"	548.65	4169.15	4353	4268.7	14	0	148	0	0	0	1	1	0	0	15	0	0	0	0	0	0	0	0	41	0	5	0	0	0	0	174	1	27	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	39	0	0	2	0	0	2	1	0	0	0	0	0	4	0	3	5	1	0	0
23673	40963	"Moossee"	47.02139	7.48381	549.15	"AWI"	549.15	4175.7	4361.5	4277.7	20	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	69	0	7	0	2	0	0	147	1	34	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	31	0	0	1	0	0	0	1	0	0	0	0	2	2	0	2	8	0	1	0
23673	40963	"Moossee"	47.02139	7.48381	549.7	"AWI"	549.7	4185.6	4367	4287.6	10	0	113	0	0	0	2	0	1	0	22	0	0	0	0	0	0	0	0	36	0	3	0	0	0	0	218	1	33	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	43	0	0	4	0	0	0	0	0	0	0	0	1	1	0	2	2	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	550.3	"AWI"	550.3	4194.9	4374.2	4298.1	12	0	0	0	0	0	0	0	0	0	24	1	0	0	0	0	0	0	0	42	0	6	0	0	0	0	202	0	40	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	6	0	0	0	0	0	0	0	42	0	0	3	0	1	0	1	0	0	0	0	0	1	0	4	1	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	550.95	"AWI"	550.95	4203.35	4383.3	4309.15	18	1	0	0	0	0	1	2	0	0	18	1	0	0	0	0	0	0	0	52	0	3	0	0	0	0	187	0	31	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	35	0	0	0	0	0	0	1	0	0	0	0	1	0	0	8	5	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	551.6	"AWI"	551.6	4215.4	4393.6	4321.4	20	2	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	36	0	4	0	0	0	0	199	1	41	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	28	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	552.15	"AWI"	552.15	4226.15	4402.55	4331.85	13	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	57	0	6	0	0	0	0	142	0	18	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	39	0	0	2	0	0	0	0	0	0	0	0	0	3	0	5	1	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	552.75	"AWI"	552.75	4238.75	4412.75	4343.25	13	1	0	0	0	0	0	0	0	0	26	1	0	0	0	0	0	0	0	33	0	3	0	0	0	0	171	0	36	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	35	0	0	2	0	0	0	0	2	0	0	0	1	3	0	3	3	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	553.45	"AWI"	553.45	4249.4	4435.9	4356.1	17	1	0	0	0	0	2	2	0	0	44	0	0	0	0	0	0	0	0	49	0	2	0	0	0	0	152	1	31	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	554.1	"AWI"	554.1	4258	4460.9	4368	28	0	0	0	0	0	0	0	0	0	31	1	0	0	0	0	0	0	0	54	0	7	0	0	0	0	168	2	39	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	32	0	0	2	0	0	0	0	0	0	0	0	0	0	0	6	5	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	554.65	"AWI"	554.65	4269	4471.35	4379	16	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	50	0	4	0	0	1	0	161	0	28	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	9	0	0	0	0	0	0	0	44	0	0	3	0	0	0	1	0	0	0	0	0	0	0	3	3	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	555.15	"AWI"	555.15	4277.95	4482.35	4389	19	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	48	0	3	0	0	0	0	168	0	31	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	35	0	0	3	0	0	0	0	0	0	0	0	1	1	0	5	4	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	555.7	"AWI"	555.7	4285.1	4498.3	4400	23	1	0	0	1	0	0	1	0	0	38	0	0	0	0	0	0	0	0	48	0	4	0	0	0	0	167	1	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	35	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	3	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	556.25	"AWI"	556.25	4293	4514.5	4411	18	0	0	0	1	0	0	0	0	0	33	0	0	0	0	0	0	0	0	35	0	9	0	0	0	0	203	1	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	49	0	0	3	0	0	0	0	0	1	0	0	0	1	0	5	3	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	556.75	"AWI"	556.75	4301	4529.5	4421	27	0	0	0	0	0	0	1	0	0	19	0	0	0	0	0	0	0	0	40	0	9	0	0	0	0	179	1	27	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	1	0	0	0
