"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Lamiaceae"	"Larix"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Ulmus"
3517	4543	"Zaruckoe"	63.9	36.25	450	"AWI"	450	5394	6170	5797	0.980392156862745	0	0	0	0	0.980392156862745	0	0	3.92156862745098	3.92156862745098	0	0.980392156862745	0	0	0	14.7058823529412	64.7058823529412	0	3.92156862745098	0	0	0.980392156862745	0.980392156862745	0	0.980392156862745	0	0	0	0	0	0	2.94117647058824
3517	4543	"Zaruckoe"	63.9	36.25	475	"AWI"	475	5693	6358	6041	1.40845070422535	0	0	0	1.40845070422535	0	0	0	1.40845070422535	2.8169014084507	0	0	0	0	0	16.9014084507042	73.2394366197183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.8169014084507
3517	4543	"Zaruckoe"	63.9	36.25	500	"AWI"	500	6003	6562	6281	1.50375939849624	0	0.75187969924812	1.50375939849624	0.75187969924812	0	0	0	1.50375939849624	3.7593984962406	0	0	0	0	0	15.0375939849624	63.9097744360902	0	7.5187969924812	0.75187969924812	0	0	0	2.25563909774436	0	0	0	0	0	0	0	0.75187969924812
3517	4543	"Zaruckoe"	63.9	36.25	525	"AWI"	525	6323	6839	6549	0	0	1.17647058823529	0	1.17647058823529	0	0	0	2.35294117647059	3.52941176470588	0	0	0	0	0	14.1176470588235	64.7058823529412	0	7.05882352941176	0	0	1.17647058823529	1.17647058823529	0	0	0	0	0	0	0	0	3.52941176470588
3517	4543	"Zaruckoe"	63.9	36.25	550	"AWI"	550	6546	7223	6854	0	0	0	0	0	0.326797385620915	43.7908496732026	0	0.65359477124183	3.59477124183007	20.9150326797386	0	0	0	0	6.86274509803922	19.6078431372549	0	2.28758169934641	0	0	0	0	0	0	0.326797385620915	0	0	0	0	0	1.63398692810458
3517	4543	"Zaruckoe"	63.9	36.25	575	"AWI"	575	6817	7527	7158	0.719424460431655	0	0	0	1.43884892086331	0	0	0	0.719424460431655	7.19424460431655	0	1.43884892086331	0	0	0	12.2302158273381	67.6258992805755	0	3.59712230215827	0	0	0.719424460431655	0	0	0	0	1.43884892086331	0	0	0	0	2.87769784172662
3517	4543	"Zaruckoe"	63.9	36.25	600	"AWI"	600	7099	7794	7460	0.568181818181818	0	0	0	0	0	0	0	2.27272727272727	2.84090909090909	0	0	0	0	0	3.97727272727273	82.9545454545455	0	5.68181818181818	0	0	0	0	0	0	0	0.568181818181818	0	0	0	0.568181818181818	0.568181818181818
3517	4543	"Zaruckoe"	63.9	36.25	625	"AWI"	625	7483	8024	7767	0.53475935828877	0	0	0	1.06951871657754	0.53475935828877	0	0.53475935828877	0.53475935828877	10.6951871657754	0	0	0	0	0	2.67379679144385	75.9358288770053	0	3.20855614973262	0	0	0	0	0	0	0	1.06951871657754	0	0.53475935828877	0.53475935828877	0	2.13903743315508
3517	4543	"Zaruckoe"	63.9	36.25	650	"AWI"	650	7779	8348	8043	0	0	0	0	0.434782608695652	0	49.3478260869565	0	1.08695652173913	3.69565217391304	0	0	0	0	0	2.17391304347826	40.6521739130435	0	0.869565217391304	0	0.217391304347826	0	0.217391304347826	0	0	0	0.217391304347826	0	0	0	0	1.08695652173913
3517	4543	"Zaruckoe"	63.9	36.25	675	"AWI"	675	8006	8661	8311	0	6.17977528089888	0	0.561797752808989	0	0	0	0	2.80898876404494	12.3595505617978	0	0.561797752808989	0	0	0	2.24719101123596	71.3483146067416	0	1.12359550561798	0	0	0	0.561797752808989	0	0	0.561797752808989	0.561797752808989	0	0	0	0	1.12359550561798
3517	4543	"Zaruckoe"	63.9	36.25	700	"AWI"	700	8227	8943	8586	0	0	0	0	0.793650793650794	0	0	0	0	15.0793650793651	0	0	0	0.793650793650794	0	1.58730158730159	75.3968253968254	0	0.793650793650794	0	0.793650793650794	0	0.793650793650794	0	0	0	1.58730158730159	0	0	0	0	2.38095238095238
3517	4543	"Zaruckoe"	63.9	36.25	725	"AWI"	725	8499	9195	8864	0	0	0	0.301204819277108	0	0	48.1927710843374	0	0.301204819277108	12.6506024096386	0	0	0	0	0	0.301204819277108	34.6385542168675	0	2.40963855421687	0	0	0	0.301204819277108	0	0	0	0.602409638554217	0	0	0	0	0.301204819277108
3517	4543	"Zaruckoe"	63.9	36.25	750	"AWI"	750	8792	9420	9142	0	0	0	0	0	0	0	0	0	25.8196721311475	0	0.819672131147541	0	0	0	0	13.9344262295082	0	57.3770491803279	0	0.409836065573771	0	0.409836065573771	0	0	0	0.819672131147541	0	0	0.409836065573771	0	0
3517	4543	"Zaruckoe"	63.9	36.25	775	"AWI"	775	9099	9686	9416	0	0	0	0	0.561797752808989	0	0	0	0	62.9213483146067	0	2.80898876404494	0	0	0	0	8.42696629213483	0	24.1573033707865	0	0.561797752808989	0	0.561797752808989	0	0	0	0	0	0	0	0	0
3517	4543	"Zaruckoe"	63.9	36.25	800	"AWI"	800	9291	10139	9681	0	0	0	0.584795321637427	0.584795321637427	0	0	0	0.584795321637427	33.3333333333333	0	1.75438596491228	0	0.584795321637427	0	0.584795321637427	9.35672514619883	0.584795321637427	42.6900584795322	0	1.16959064327485	0	0.584795321637427	0	0	0	5.84795321637427	1.16959064327485	0	0.584795321637427	0	0
