"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Convolvulaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Hypericaceae"	"Ilex"	"Juglans"	"Lamiaceae"	"Ligustrum"	"Liliaceae"	"Malvaceae"	"Myrica"	"Ostrya.Carpinus"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygalaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Violaceae"
15917	24513	"Tourbière de Landemarais"	48.44167	-1.18167	42.5	"AWI"	42.5	5.5	332.5	155	0	3	0	0	0	0	0	1	0	2	0	0	0	0	23	0	0	7	127	0	1	5	0	0	0	0	0	0	0	0	0	0	1	2	0	67	0	0	0	1	41	2	0	0	0	0	0	1	0	0	0	0	0	0
15917	24513	"Tourbière de Landemarais"	48.44167	-1.18167	47.5	"AWI"	47.5	21.5	350.5	182.5	0	25	1	2	0	0	0	9	1	3	0	0	0	0	30	0	7	33	0	0	1	14	2	0	0	0	1	2	0	0	0	0	0	1	0	136	0	0	0	0	35	4	0	0	0	1	0	3	0	0	0	0	0	0
15917	24513	"Tourbière de Landemarais"	48.44167	-1.18167	52.5	"AWI"	52.5	34.5	372.5	207.5	0	5	1	2	0	2	0	7	0	0	0	0	0	0	43	0	8	38	50	0	0	10	0	0	0	1	1	0	0	0	0	0	0	0	0	89	0	0	0	0	81	1	0	0	0	2	0	1	0	0	0	0	2	0
15917	24513	"Tourbière de Landemarais"	48.44167	-1.18167	57.5	"AWI"	57.5	44	404	232.5	0	8	1	1	0	1	0	12	0	0	0	0	0	0	24	0	4	77	0	0	4	17	0	0	0	0	1	0	0	0	0	3	0	2	0	97	0	0	0	0	97	2	0	0	0	0	0	0	0	0	0	1	1	0
15917	24513	"Tourbière de Landemarais"	48.44167	-1.18167	65	"AWI"	65	99	432	268	0	0	2	0	0	2	0	4	0	2	0	0	0	1	26	0	2	96	7	0	2	10	0	0	0	0	0	1	2	1	0	2	0	1	0	77	0	0	0	0	84	2	0	0	0	0	0	2	1	0	0	1	0	0
15917	24513	"Tourbière de Landemarais"	48.44167	-1.18167	70	"AWI"	70	141	444	293	0	2	0	0	0	0	0	0	0	0	0	0	0	0	87	0	3	0	0	0	0	8	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	1	0	96	0	0	0	0	0	0	0	0	0	1	0	0	0
15917	24513	"Tourbière de Landemarais"	48.44167	-1.18167	74.5	"AWI"	74.5	173	455	314.5	1	4	0	1	1	0	0	1	0	1	1	0	0	1	7	0	3	120	10	0	0	15	0	0	0	1	1	0	0	2	0	0	2	1	0	92	0	3	0	1	44	5	0	1	0	0	0	0	0	0	0	0	1	0
15917	24513	"Tourbière de Landemarais"	48.44167	-1.18167	79.5	"AWI"	79.5	202	472.5	340	0	5	0	0	0	1	0	2	0	2	0	0	0	0	7	0	4	138	0	0	5	11	0	0	0	0	0	2	0	1	0	0	1	0	0	100	0	0	0	2	66	6	0	1	0	0	0	3	0	0	0	0	0	0
15917	24513	"Tourbière de Landemarais"	48.44167	-1.18167	84.5	"AWI"	84.5	225	492.5	366.5	0	8	2	0	0	3	0	5	1	3	2	0	0	2	2	0	12	136	0	0	9	8	2	0	2	1	1	2	0	0	0	0	1	0	0	92	0	0	0	1	76	1	0	0	0	1	0	0	0	0	0	0	0	0
15917	24513	"Tourbière de Landemarais"	48.44167	-1.18167	89.5	"AWI"	89.5	243	515.5	392.5	0	18	1	1	2	1	0	7	0	0	0	0	0	1	5	0	7	80	13	0	2	20	0	0	0	0	1	1	0	0	0	1	0	0	0	90	0	0	0	0	73	2	0	0	0	0	1	4	1	0	0	0	0	1
15917	24513	"Tourbière de Landemarais"	48.44167	-1.18167	92	"AWI"	92	290	532	424	0	9	0	4	0	0	0	12	0	5	2	0	0	0	1	0	14	125	8	0	0	9	0	0	1	0	1	0	0	0	1	0	0	1	0	91	0	0	1	0	53	3	0	0	0	4	0	1	0	0	0	1	0	0
15917	24513	"Tourbière de Landemarais"	48.44167	-1.18167	94.5	"AWI"	94.5	345.5	553	461	0	54	0	1	0	0	0	8	0	0	0	0	0	0	3	0	23	111	0	0	3	9	0	0	1	1	3	0	0	0	0	0	2	1	0	82	0	0	0	0	49	5	0	0	0	0	0	0	0	0	1	1	0	0
15917	24513	"Tourbière de Landemarais"	48.44167	-1.18167	97	"AWI"	97	397	579	497	0	45	1	0	0	0	0	18	0	0	0	0	0	0	1	0	27	99	12	0	3	17	0	0	0	0	1	0	0	0	0	0	1	1	0	59	0	0	0	0	58	1	0	3	0	0	0	0	0	0	1	1	0	0
15917	24513	"Tourbière de Landemarais"	48.44167	-1.18167	100	"AWI"	100	455	617	540	0	87	1	0	0	0	0	7	0	3	0	0	0	2	9	0	18	32	0	0	2	15	0	0	0	1	2	0	0	0	0	0	2	1	0	128	0	0	0	1	55	7	0	9	0	2	0	3	0	0	1	2	0	0
15917	24513	"Tourbière de Landemarais"	48.44167	-1.18167	102	"AWI"	102	486	647	567	0	91	0	2	0	1	0	5	1	0	0	0	0	1	3	0	22	43	0	0	9	8	0	0	2	1	0	1	0	0	0	1	0	0	0	93	0	0	0	1	42	4	0	6	0	0	0	2	1	1	1	0	2	0
15917	24513	"Tourbière de Landemarais"	48.44167	-1.18167	105	"AWI"	105	521	703	611	0	95	1	1	1	0	0	4	0	1	0	0	0	0	3	0	34	35	0	0	0	11	1	0	1	1	1	1	0	0	0	2	1	1	0	91	0	0	0	0	62	4	0	8	0	0	0	0	0	0	1	0	2	0
15917	24513	"Tourbière de Landemarais"	48.44167	-1.18167	109	"AWI"	109	551	788	672	0	66	0	3	0	0	0	9	1	3	1	0	0	0	2	0	18	68	0	0	13	9	0	0	1	1	1	0	0	0	0	1	0	0	0	83	0	0	1	0	70	6	0	12	0	0	0	0	0	0	1	0	0	0
15917	24513	"Tourbière de Landemarais"	48.44167	-1.18167	114	"AWI"	114	585	902	746	0	33	23	2	0	0	0	11	0	2	0	0	0	1	1	0	12	81	0	0	2	18	1	0	1	0	1	1	0	1	0	0	0	1	0	97	0	0	0	2	55	6	0	57	0	0	0	2	1	0	0	1	0	0
15917	24513	"Tourbière de Landemarais"	48.44167	-1.18167	119	"AWI"	119	614	1019	819	2	50	0	1	0	1	0	17	0	2	0	0	0	0	2	0	29	49	0	0	7	9	0	0	6	1	0	0	0	0	0	0	2	1	0	107	0	0	0	1	67	6	0	60	0	1	0	0	1	0	1	1	0	0
15917	24513	"Tourbière de Landemarais"	48.44167	-1.18167	123.5	"AWI"	123.5	705	1091.5	894.5	0	87	1	5	0	1	0	11	0	3	0	0	0	2	0	0	30	25	0	0	2	20	1	2	3	2	1	1	0	0	0	1	2	1	0	75	1	0	0	1	37	3	0	12	0	0	0	1	0	0	3	1	0	0
15917	24513	"Tourbière de Landemarais"	48.44167	-1.18167	125.5	"AWI"	125.5	737.5	1133	928	0	158	0	3	1	0	0	5	0	2	0	0	0	2	0	0	38	19	0	0	1	8	0	0	0	1	0	0	0	1	0	1	0	0	0	48	0	0	0	0	39	5	0	3	0	0	0	0	1	0	1	0	0	0
15917	24513	"Tourbière de Landemarais"	48.44167	-1.18167	127	"AWI"	127	756	1170	953	0	165	2	2	0	0	0	5	0	1	0	0	0	1	0	0	37	6	0	0	0	19	0	0	0	2	0	0	0	0	0	1	0	0	0	55	0	0	0	1	40	1	0	1	0	0	0	0	0	0	2	0	0	0
15917	24513	"Tourbière de Landemarais"	48.44167	-1.18167	129.5	"AWI"	129.5	782.5	1248.5	991	0	199	0	2	1	2	0	14	0	1	0	0	0	0	0	0	40	16	0	0	0	21	0	0	0	4	0	0	0	0	0	5	1	1	0	67	0	0	0	1	67	1	0	0	0	2	0	0	0	0	2	0	0	0
15917	24513	"Tourbière de Landemarais"	48.44167	-1.18167	131	"AWI"	131	796	1303	1013	0	185	0	1	1	0	0	0	0	0	0	0	0	1	0	0	43	2	0	0	0	17	0	0	0	6	0	0	0	0	0	0	0	1	0	23	0	0	0	0	65	0	0	1	0	0	0	0	0	0	3	0	0	0
15917	24513	"Tourbière de Landemarais"	48.44167	-1.18167	132.5	"AWI"	132.5	803.5	1358.5	1035.5	0	310	0	1	3	1	0	1	0	0	0	0	0	2	0	0	47	8	0	0	1	21	1	0	0	5	0	0	0	0	0	0	0	1	0	31	0	0	0	0	105	1	0	0	0	0	0	0	0	0	4	1	0	0
