"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Ilex"	"Indeterminable"	"Juglans"	"Myrica"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rumex"	"Salix"	"Tilia"	"Ulmus"
16	16	"Ahlenmoor"	53.699082	8.74688	106	"AWI"	106	1648	2026	1837	0	0	280	16	0	0	4	0	67	0	0	0	0	0	0	71	0	0	0	36	0	0	0	0	4	4	0	23	5	0	0	86	0	0	6	0	1	3
16	16	"Ahlenmoor"	53.699082	8.74688	111	"AWI"	111	1685	2093	1878	0	0	266	11	0	0	4	0	103	0	3	0	0	0	0	55	5	0	0	25	1	0	0	0	12	12	0	27	0	0	0	63	0	0	7	0	0	4
16	16	"Ahlenmoor"	53.699082	8.74688	116	"AWI"	116	1735	2140	1920	0	0	212	2	0	0	1	0	111	0	2	0	0	0	0	55	5	0	0	31	1	0	0	0	12	9	2	51	0	0	0	79	3	0	2	0	0	4
16	16	"Ahlenmoor"	53.699082	8.74688	121	"AWI"	121	1774	2204	1966	2	0	212	4	0	0	1	0	77	0	0	0	0	0	0	36	3	0	0	46	0	0	0	0	7	8	0	26	0	0	0	124	0	0	8	2	0	3
16	16	"Ahlenmoor"	53.699082	8.74688	126	"AWI"	126	1819	2270	2020	0	2	204	4	0	0	0	0	98	0	1	0	0	0	0	73	7	0	0	22	2	0	0	0	11	12	0	62	0	0	0	95	0	0	2	1	1	1
16	16	"Ahlenmoor"	53.699082	8.74688	131	"AWI"	131	1859	2360	2074	0	0	260	3	0	0	1	0	107	0	0	0	0	0	0	52	2	0	0	23	1	0	0	0	4	11	0	38	0	0	0	67	0	0	6	1	1	1
16	16	"Ahlenmoor"	53.699082	8.74688	136	"AWI"	136	1908	2413	2133	0	0	281	5	0	0	4	0	118	0	0	0	0	0	0	64	8	0	0	33	1	0	0	0	4	1	0	16	0	0	0	47	0	0	5	0	0	3
16	16	"Ahlenmoor"	53.699082	8.74688	141	"AWI"	141	1945	2497	2190	0	0	183	5	0	1	0	0	161	0	1	0	0	0	0	51	10	0	0	26	5	0	0	0	5	7	2	29	5	0	0	82	1	0	4	2	0	3
16	16	"Ahlenmoor"	53.699082	8.74688	146	"AWI"	146	1993	2549	2250	1	0	259	4	0	0	8	0	97	0	1	0	0	0	0	50	11	0	0	15	1	0	0	0	9	8	1	29	10	0	0	84	0	0	5	1	0	4
16	16	"Ahlenmoor"	53.699082	8.74688	151	"AWI"	151	2035	2616	2307	0	0	241	1	2	0	9	0	112	0	0	0	0	0	0	44	14	0	0	14	1	0	0	0	14	1	3	49	0	0	0	83	1	0	7	3	1	6
16	16	"Ahlenmoor"	53.699082	8.74688	156	"AWI"	156	2092	2664	2370	0	0	258	5	0	0	11	0	94	0	0	0	0	0	0	53	9	0	0	24	0	0	0	0	12	0	3	36	0	0	0	81	0	0	3	2	2	5
16	16	"Ahlenmoor"	53.699082	8.74688	161	"AWI"	161	2141	2723	2428	1	0	177	0	0	0	0	0	180	0	0	0	1	0	0	99	39	0	0	29	5	0	0	0	29	1	2	38	0	0	0	63	0	0	2	2	0	2
16	16	"Ahlenmoor"	53.699082	8.74688	171	"AWI"	171	2245	2831	2549	0	0	281	3	0	0	5	0	101	0	0	0	0	0	0	66	2	0	0	18	1	0	0	0	31	3	1	42	0	0	0	48	0	0	7	2	0	3
16	16	"Ahlenmoor"	53.699082	8.74688	181	"AWI"	181	2373	2932	2668	0	0	193	4	2	0	2	0	129	0	0	0	0	0	0	76	15	0	0	26	3	0	0	0	5	4	2	63	0	0	0	70	0	0	6	1	3	6
16	16	"Ahlenmoor"	53.699082	8.74688	191	"AWI"	191	2497	3038	2777	0	0	243	7	0	0	8	0	124	0	0	0	0	0	0	134	29	0	0	24	2	0	0	0	3	4	0	55	0	0	0	44	0	0	3	0	1	3
16	16	"Ahlenmoor"	53.699082	8.74688	201	"AWI"	201	2589	3203	2892	0	0	260	4	0	0	5	0	119	0	0	0	0	0	0	54	33	0	0	10	4	0	0	0	8	0	0	52	0	0	0	46	0	0	4	0	1	8
16	16	"Ahlenmoor"	53.699082	8.74688	211	"AWI"	211	2688	3356	3010	0	0	273	1	0	0	4	0	80	0	0	0	0	0	0	67	8	0	0	8	1	0	0	0	10	1	1	24	0	0	0	104	0	0	3	2	2	4
16	16	"Ahlenmoor"	53.699082	8.74688	221	"AWI"	221	2799	3510	3133	0	1	257	5	0	0	4	0	129	0	0	0	0	0	0	97	5	0	0	7	0	0	0	0	11	1	0	13	0	0	0	97	0	0	1	0	4	1
16	16	"Ahlenmoor"	53.699082	8.74688	231	"AWI"	231	2910	3637	3258	0	1	238	3	1	0	3	0	112	0	0	0	0	0	9	159	21	0	0	7	6	0	0	0	8	0	0	34	0	0	0	97	2	0	1	0	5	0
16	16	"Ahlenmoor"	53.699082	8.74688	241	"AWI"	241	3017	3765	3380	0	2	180	2	0	0	2	0	210	1	0	1	0	0	0	83	11	0	0	5	6	0	0	0	17	0	0	15	0	0	0	75	0	0	4	0	2	5
16	16	"Ahlenmoor"	53.699082	8.74688	251	"AWI"	251	3135	3885	3506	1	0	235	7	0	0	2	0	161	0	0	0	0	0	0	223	7	0	0	10	1	0	0	0	134	0	2	15	0	0	0	71	0	0	4	0	3	1
16	16	"Ahlenmoor"	53.699082	8.74688	261	"AWI"	261	3259	4006	3630	0	0	69	1	0	0	0	0	76	0	0	0	0	0	0	50	9	0	0	1	0	0	0	0	45	0	0	5	0	0	0	18	0	0	1	0	1	0
16	16	"Ahlenmoor"	53.699082	8.74688	271	"AWI"	271	3381	4120	3756	0	0	295	4	0	0	2	0	91	0	0	0	0	0	0	148	3	0	0	7	2	0	0	0	58	0	0	17	0	0	0	80	0	0	20	0	1	7
16	16	"Ahlenmoor"	53.699082	8.74688	281	"AWI"	281	3520	4224	3880	0	1	282	3	0	1	6	0	118	0	0	0	0	0	0	147	21	0	0	4	4	0	0	0	34	0	0	31	0	0	0	98	1	0	1	2	2	8
16	16	"Ahlenmoor"	53.699082	8.74688	291	"AWI"	291	3659	4330	4000	0	0	256	3	0	0	3	0	81	0	0	0	0	0	0	216	1	0	0	1	0	0	0	0	5	3	0	32	0	0	0	113	0	0	1	0	9	5
16	16	"Ahlenmoor"	53.699082	8.74688	301	"AWI"	301	3772	4458	4119	0	0	219	3	0	0	2	0	196	0	0	0	0	0	0	84	0	0	0	0	4	0	0	0	11	0	0	9	0	0	0	68	0	0	0	0	2	2
16	16	"Ahlenmoor"	53.699082	8.74688	311	"AWI"	311	3851	4625	4224	0	0	264	0	0	0	0	0	105	0	0	0	0	0	0	109	12	0	0	1	1	0	0	0	3	1	0	21	0	0	0	100	0	0	0	0	5	2
16	16	"Ahlenmoor"	53.699082	8.74688	321	"AWI"	321	3940	4795	4334	0	1	276	4	0	1	1	0	135	0	0	0	0	0	0	138	3	0	0	0	1	0	0	0	0	0	0	35	0	0	0	81	0	0	0	0	11	10
16	16	"Ahlenmoor"	53.699082	8.74688	331	"AWI"	331	4028	4951	4448	0	0	274	1	0	0	0	0	123	0	0	0	2	0	0	75	1	0	0	0	0	0	0	0	3	0	0	18	0	0	0	57	0	0	1	0	25	3
16	16	"Ahlenmoor"	53.699082	8.74688	338	"AWI"	338	4083	5050	4528	0	0	220	0	0	0	0	0	185	0	0	0	8	0	0	137	7	0	0	0	0	0	0	0	1	0	0	64	0	0	0	19	0	0	0	0	12	0
