"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Grossulariaceae"	"Hypericaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Linaceae"	"Lythraceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygalaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Violaceae"	"Vitaceae"
3502	24097	"Vracov"	48.977644	17.199456	70	"AWI"	70	1050	2668	1824	32	0	27	17	1	9	0	49	0	24	0	0	0	38	0	0	0	0	0	0	10	235	0	0	0	0	74	1	0	0	0	2	0	0	2	0	0	0	0	0	18	0	20	101	17	0	0	0	1	0	0	84	0	0	0	4	0	5	1	0	1	0	1	0	3	29	0	0
3502	24097	"Vracov"	48.977644	17.199456	74	"AWI"	74	1187	2770	1933	24	1	30	2	1	3	0	11	0	130	0	0	0	0	0	0	0	1	0	0	14	131	0	0	0	0	54	0	3	0	0	0	1	0	0	0	0	0	0	0	14	0	3	76	0	0	0	0	0	0	0	95	0	1	0	0	0	3	0	0	0	0	2	0	6	6	0	0
3502	24097	"Vracov"	48.977644	17.199456	76	"AWI"	76	1243	2814	1991	8	0	44	3	0	0	0	23	0	97	0	0	0	0	0	0	0	0	0	0	26	66	0	0	0	0	47	0	2	0	0	0	0	0	1	0	0	0	0	0	14	1	8	52	6	0	0	0	0	0	0	114	0	0	0	0	0	6	1	0	0	0	5	0	7	9	0	0
3502	24097	"Vracov"	48.977644	17.199456	80	"AWI"	80	1332	2938	2102	10	1	57	17	0	5	1	153	0	48	0	2	0	8	0	0	0	0	0	0	22	102	0	0	0	0	69	0	1	0	0	0	0	0	0	0	0	0	0	0	8	0	8	97	0	0	0	0	0	0	0	120	0	0	0	2	0	7	1	0	1	0	2	2	18	17	0	0
3502	24097	"Vracov"	48.977644	17.199456	85	"AWI"	85	1469	3034	2244	16	1	59	12	0	2	0	129	0	42	0	0	0	15	0	0	0	0	0	0	29	69	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	5	49	16	0	0	0	0	0	0	129	0	1	0	2	0	6	0	0	0	0	4	1	1	17	0	0
3502	24097	"Vracov"	48.977644	17.199456	90	"AWI"	90	1574	3168	2376	22	0	57	10	0	6	0	156	0	38	0	0	0	0	0	0	0	0	0	0	23	142	0	0	0	0	78	0	5	0	0	0	0	1	0	0	1	0	0	0	43	0	10	39	36	0	0	0	0	1	0	73	0	0	0	3	0	2	1	0	0	0	2	2	16	22	0	0
3502	24097	"Vracov"	48.977644	17.199456	95	"AWI"	95	1753	3264	2510	63	1	31	14	0	6	0	80	0	21	0	3	0	8	0	0	0	0	0	10	13	137	0	0	2	0	89	0	2	0	0	0	0	0	0	0	0	0	0	0	17	0	13	46	7	0	0	0	1	0	1	112	0	0	0	2	0	4	0	0	0	0	3	3	3	15	0	0
3502	24097	"Vracov"	48.977644	17.199456	100	"AWI"	100	1874	3428	2655	99	0	24	8	0	1	0	55	0	10	0	0	0	0	0	0	1	0	1	4	10	199	0	0	0	0	67	0	6	0	1	0	0	0	0	0	0	0	1	2	28	0	16	37	22	0	0	0	1	0	0	54	0	0	0	4	0	6	0	1	0	0	0	0	9	12	1	1
3502	24097	"Vracov"	48.977644	17.199456	105	"AWI"	105	2040	3541	2790	10	2	54	1	0	4	0	21	0	61	0	0	0	20	0	0	0	0	0	1	17	35	0	0	0	0	85	0	5	0	0	0	0	0	0	0	0	0	0	0	47	0	1	35	0	0	0	0	0	0	0	114	0	1	0	0	0	2	1	0	0	0	3	0	7	8	0	0
3502	24097	"Vracov"	48.977644	17.199456	110	"AWI"	110	2162	3689	2932	12	0	53	1	0	2	0	17	0	55	0	0	0	0	0	0	0	0	0	0	12	43	0	0	0	0	83	1	3	0	0	0	0	2	0	0	0	0	0	0	74	0	1	15	0	0	0	0	0	0	0	79	0	0	0	0	0	2	2	1	0	0	0	2	19	22	0	0
3502	24097	"Vracov"	48.977644	17.199456	115	"AWI"	115	2365	3795	3050	22	0	39	5	0	2	0	33	0	65	0	4	0	3	0	0	0	0	0	0	15	48	0	0	0	0	61	0	6	0	0	0	0	0	1	0	0	0	0	0	18	0	5	56	7	0	0	0	1	0	0	123	0	0	0	6	0	6	0	0	0	0	1	3	15	5	0	0
3502	24097	"Vracov"	48.977644	17.199456	120	"AWI"	120	2491	3917	3183	23	0	56	4	0	4	0	32	0	59	0	0	0	1	0	0	0	0	0	0	10	71	0	0	0	0	65	1	0	0	0	0	0	0	1	0	0	0	0	0	16	0	9	65	3	0	0	0	1	0	0	108	0	0	0	9	0	3	0	0	0	0	0	3	11	13	0	0
3502	24097	"Vracov"	48.977644	17.199456	125	"AWI"	125	2694	4007	3303	4	1	32	4	0	6	1	45	0	50	0	0	0	1	0	0	0	0	0	0	42	121	0	0	0	0	20	0	5	0	0	0	0	0	0	0	0	0	0	0	4	0	6	126	0	0	0	0	5	0	0	83	0	0	0	2	0	6	0	1	0	0	2	6	14	11	0	0
3502	24097	"Vracov"	48.977644	17.199456	130	"AWI"	130	2830	4112	3436	7	0	34	4	0	3	0	43	0	25	0	0	0	0	0	0	0	0	0	0	34	78	0	0	0	0	34	0	3	0	0	0	0	0	0	0	0	0	0	0	11	0	8	133	0	0	0	0	0	0	0	91	0	0	0	2	0	9	0	0	0	0	1	3	12	4	0	0
3502	24097	"Vracov"	48.977644	17.199456	135	"AWI"	135	3108	4231	3550	11	0	31	1	0	2	0	41	0	14	0	0	0	0	0	0	0	0	0	0	31	109	0	0	0	0	33	0	2	0	0	0	0	1	0	0	0	0	0	0	6	0	9	192	0	0	0	0	2	0	0	109	0	0	0	2	0	3	2	0	0	0	3	1	19	10	0	0
3502	24097	"Vracov"	48.977644	17.199456	140	"AWI"	140	3263	4362	3674	14	0	57	3	0	6	0	51	0	34	0	0	0	0	0	0	0	0	0	1	36	84	0	0	0	0	57	0	6	0	0	0	0	1	0	0	0	0	0	0	11	0	11	161	2	0	0	0	0	0	0	97	0	0	0	5	0	3	1	0	2	0	0	9	12	2	0	0
3502	24097	"Vracov"	48.977644	17.199456	145	"AWI"	145	3574	4616	3929	0	1	48	3	0	5	0	37	0	23	0	0	0	0	0	0	0	0	0	0	35	66	0	0	0	0	33	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	18	156	0	0	0	0	0	0	0	88	0	0	0	3	0	3	0	0	0	0	1	7	10	0	0	0
3502	24097	"Vracov"	48.977644	17.199456	150	"AWI"	150	3667	5146	4164	15	1	34	3	0	10	0	14	0	37	0	2	0	0	0	0	0	0	0	0	50	45	0	0	0	0	5	0	7	1	0	0	0	0	0	0	0	0	0	0	4	0	33	101	0	0	0	0	0	0	0	77	0	0	0	1	0	2	0	0	0	0	6	10	24	2	0	0
3502	24097	"Vracov"	48.977644	17.199456	155	"AWI"	155	3884	5504	4506	1	4	62	0	0	5	2	28	0	90	0	0	0	0	0	0	0	0	0	0	85	33	0	0	0	0	7	0	5	0	0	0	0	0	1	0	0	0	0	0	2	0	15	123	0	0	0	0	1	0	0	110	0	0	0	1	0	9	2	0	0	0	1	10	32	1	0	0
3502	24097	"Vracov"	48.977644	17.199456	160	"AWI"	160	3989	6097	4818	0	0	28	2	0	8	0	7	0	21	0	0	0	0	0	0	0	0	0	0	66	33	0	0	0	0	5	0	15	0	0	0	0	0	0	0	0	1	0	0	2	0	22	191	0	0	0	0	1	0	0	53	0	0	0	1	0	8	3	0	0	0	4	8	20	58	0	0
3502	24097	"Vracov"	48.977644	17.199456	165	"AWI"	165	6405	7217	6722	1	1	35	6	0	3	0	47	0	36	0	0	0	0	0	0	0	0	0	0	42	81	0	0	0	0	24	0	4	0	0	0	0	0	0	0	0	0	0	0	9	0	22	179	0	0	0	0	0	0	0	85	0	0	0	1	0	4	2	0	0	0	0	3	24	8	0	0
3502	24097	"Vracov"	48.977644	17.199456	170	"AWI"	170	8075	9059	8620	0	1	51	0	0	5	3	13	0	53	0	0	0	0	0	0	0	0	0	1	157	9	0	0	0	0	8	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	9	142	0	0	0	0	0	0	0	78	0	1	0	0	3	0	0	0	0	0	2	22	53	0	0	0
3502	24097	"Vracov"	48.977644	17.199456	175	"AWI"	175	8623	9745	9218	0	2	30	0	0	4	1	9	0	36	0	0	0	0	0	0	0	0	0	0	108	25	0	0	0	0	8	0	17	0	0	0	0	0	0	0	0	1	0	0	0	0	12	153	0	0	0	0	0	0	0	75	0	0	0	0	0	1	0	0	0	0	2	12	60	6	0	0
3502	24097	"Vracov"	48.977644	17.199456	180	"AWI"	180	8818	10884	9785	0	0	29	0	0	4	0	26	0	59	0	0	0	0	0	0	0	0	0	0	85	7	0	0	0	0	6	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	9	183	0	0	0	0	0	0	0	74	0	0	0	1	0	0	0	0	0	0	4	25	63	3	0	0
3502	24097	"Vracov"	48.977644	17.199456	185	"AWI"	185	9085	11060	10086	0	0	8	0	0	4	0	28	0	170	0	0	0	0	0	0	0	0	0	0	14	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	490	0	0	0	0	0	0	0	5	0	0	0	2	0	0	1	0	0	0	4	0	25	0	0	0
3502	24097	"Vracov"	48.977644	17.199456	190	"AWI"	190	9267	11390	10387	0	0	4	2	0	2	0	30	0	150	0	0	0	1	0	0	0	0	0	0	70	24	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	244	0	0	0	0	4	0	0	4	0	0	0	2	0	4	1	0	0	0	1	1	17	19	0	0
3502	24097	"Vracov"	48.977644	17.199456	195	"AWI"	195	9640	11519	10649	0	0	6	3	0	2	0	41	0	187	0	0	0	1	0	0	0	0	0	2	15	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	413	0	0	0	0	1	1	0	5	0	0	0	2	0	3	0	0	0	0	6	0	26	6	0	0
3502	24097	"Vracov"	48.977644	17.199456	200	"AWI"	200	9884	11774	10931	0	0	34	0	0	4	2	15	0	48	0	0	0	0	0	0	0	0	0	0	122	35	0	0	0	0	7	0	8	0	0	0	0	0	0	0	0	0	0	0	2	0	5	172	0	0	0	0	0	0	0	51	0	0	0	0	0	3	0	0	0	0	7	18	76	1	0	0
3502	24097	"Vracov"	48.977644	17.199456	205	"AWI"	205	10470	11907	11206	0	0	18	1	0	3	2	16	0	36	0	0	0	0	0	0	0	0	0	0	66	9	0	0	0	0	4	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	6	156	0	0	0	0	0	0	0	58	0	0	0	1	0	2	0	0	0	0	5	30	48	1	0	0
3502	24097	"Vracov"	48.977644	17.199456	210	"AWI"	210	10842	12165	11504	0	0	24	1	0	1	1	21	0	73	0	0	0	0	0	0	0	0	0	0	87	17	0	0	0	0	6	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	7	207	0	0	0	0	1	0	0	69	0	0	0	3	0	4	2	0	0	0	4	16	49	0	0	0
3502	24097	"Vracov"	48.977644	17.199456	215	"AWI"	215	11466	12339	11907	0	0	1	2	0	1	0	49	0	114	0	0	0	0	0	0	0	0	0	0	8	43	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	1	338	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	4	0	0	2	0	0
3502	24097	"Vracov"	48.977644	17.199456	220	"AWI"	220	11751	12729	12342	0	0	2	3	0	5	0	40	0	131	0	0	0	0	0	0	0	0	0	0	9	44	1	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	460	0	0	0	0	2	0	0	2	0	0	0	2	0	3	0	0	0	0	4	0	0	13	0	0
3502	24097	"Vracov"	48.977644	17.199456	223	"AWI"	223	12058	12784	12477	0	0	3	9	0	2	0	39	0	101	0	0	0	0	0	0	0	1	0	0	1	35	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	1	411	0	0	0	0	0	0	0	2	0	0	0	3	0	10	0	0	0	0	3	0	0	3	0	0
3502	24097	"Vracov"	48.977644	17.199456	225	"AWI"	225	12226	12833	12569	0	0	1	5	0	1	0	29	0	123	0	0	0	0	0	0	0	0	0	0	1	26	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	407	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	3	0	1	0	0	0
3502	24097	"Vracov"	48.977644	17.199456	230	"AWI"	230	12465	13118	12804	0	0	3	1	0	3	0	16	0	113	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	322	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	3	0	0	0	0	0
3502	24097	"Vracov"	48.977644	17.199456	235	"AWI"	235	12612	13345	12988	0	0	2	2	0	1	0	29	0	121	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	324	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	5	1	0	1	0	0
3502	24097	"Vracov"	48.977644	17.199456	240	"AWI"	240	12708	13744	13163	0	0	1	0	0	1	0	41	0	270	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	2	272	0	0	0	0	0	0	0	1	0	0	0	2	0	5	0	0	0	0	3	0	1	7	0	0
3502	24097	"Vracov"	48.977644	17.199456	245	"AWI"	245	12932	13865	13353	0	0	6	4	0	0	0	38	0	238	0	0	0	0	0	0	0	0	0	0	3	14	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	347	0	0	0	0	0	0	0	1	0	0	0	3	0	4	0	0	0	0	2	0	1	1	0	0
3502	24097	"Vracov"	48.977644	17.199456	250	"AWI"	250	13042	14102	13546	0	0	3	1	0	5	0	39	0	336	0	0	0	0	0	0	0	0	0	0	11	32	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	1	391	0	0	0	0	1	0	0	1	0	0	0	2	0	11	0	0	0	2	4	0	1	5	0	0
3502	24097	"Vracov"	48.977644	17.199456	255	"AWI"	255	13385	14261	13741	0	0	3	0	0	3	0	11	0	329	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	547	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	1	3	0	0	2	0	0
3502	24097	"Vracov"	48.977644	17.199456	260	"AWI"	260	13548	14520	13940	0	0	3	1	0	1	0	9	0	226	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	553	0	0	0	0	0	0	0	1	0	0	0	0	0	6	0	0	0	0	4	0	0	0	0	0
3502	24097	"Vracov"	48.977644	17.199456	265	"AWI"	265	13708	14855	14154	0	0	0	1	0	4	0	13	0	77	0	0	0	0	0	0	0	0	0	0	1	36	1	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	341	0	0	0	0	0	0	0	1	0	0	0	3	0	24	0	0	0	0	1	0	0	3	0	0
3502	24097	"Vracov"	48.977644	17.199456	270	"AWI"	270	13803	15446	14350	0	0	3	14	0	8	0	85	0	77	1	0	0	0	0	0	0	55	0	0	0	91	0	2	0	0	0	0	1	0	0	0	0	0	24	0	0	0	0	0	0	0	0	281	0	0	0	0	0	0	0	1	0	0	0	4	0	17	0	0	0	0	12	0	1	0	0	0
