"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Aesculus"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Arctostaphylos"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caryophyllaceae"	"Castanea"	"Convolvulaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Lentibulariaceae"	"Melanthiaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Resedaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Solanaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
15763	24221	"Pancavská louka"	50.76618	15.541672	11	"AWI"	11	122	600	319	3	0	1	0	3	0	0	3	0	77	0	0	0	0	0	0	0	0	9	0	26	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	3	55	137	0	0	51	0	0	0	18	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	12	"AWI"	12	143	650	353	5	0	0	0	1	0	0	3	0	84	0	0	0	0	0	0	0	0	2	0	74	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	1	51	177	0	0	60	0	0	0	17	0	0	1	0	1	0	1	0	0	0	0	0	0	2	0	1	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	13	"AWI"	13	165	693	387	4	0	0	0	2	0	0	6	0	72	0	0	0	0	0	1	0	0	2	0	57	0	0	0	9	0	0	0	0	0	1	0	0	0	0	0	0	3	34	156	0	0	56	0	0	0	18	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	5	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	14	"AWI"	14	192	728	422	3	1	0	0	5	0	0	5	0	42	0	0	0	2	0	0	0	0	5	0	504	0	0	0	4	4	0	0	0	2	0	0	0	0	0	0	0	1	34	187	0	0	73	0	0	0	18	0	0	0	0	0	0	7	0	0	0	0	0	0	3	2	4	3	0
15763	24221	"Pancavská louka"	50.76618	15.541672	15	"AWI"	15	211	777	458	5	0	0	0	7	0	0	3	0	41	0	0	0	0	0	0	0	0	4	0	177	0	0	0	3	0	0	0	0	4	1	1	0	0	0	0	0	4	36	112	0	0	0	0	0	0	6	0	0	1	0	0	8	2	0	0	0	0	0	1	0	1	0	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	16	"AWI"	16	244	809	492	2	1	0	0	4	0	0	8	0	41	0	0	0	1	0	2	0	0	9	0	325	0	0	0	4	7	0	0	1	1	1	1	0	0	0	0	0	2	36	176	0	0	71	0	0	0	18	0	0	0	0	0	0	4	0	0	0	0	0	0	1	2	0	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	17	"AWI"	17	267	847	526	9	0	0	0	4	0	0	4	0	61	0	0	0	4	0	0	0	0	3	0	702	0	1	0	13	4	0	0	0	1	0	0	0	0	0	0	0	4	57	129	0	0	158	0	0	0	25	0	0	0	0	0	47	5	1	0	0	0	0	0	3	0	6	3	0
15763	24221	"Pancavská louka"	50.76618	15.541672	18	"AWI"	18	295	882	557	6	1	0	0	5	0	0	0	0	59	0	0	0	0	0	1	0	0	11	0	424	0	0	0	7	3	0	0	1	1	1	0	0	0	0	0	0	6	52	156	0	0	152	0	0	0	13	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	19	"AWI"	19	324	914	592	5	0	1	0	6	0	0	6	0	71	0	0	0	1	0	1	1	0	11	0	805	0	0	0	8	2	0	0	2	0	0	0	0	0	0	0	0	7	39	141	0	1	110	0	0	0	20	0	0	0	0	0	0	2	2	0	0	0	0	1	0	1	0	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	20	"AWI"	20	353	954	628	9	0	0	0	1	4	0	3	0	23	0	0	0	0	0	0	0	0	0	0	212	0	0	0	3	0	0	1	0	3	0	0	0	0	0	0	0	3	25	109	0	0	109	0	0	0	3	0	0	0	0	0	14	0	0	0	0	0	0	0	0	2	0	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	21	"AWI"	21	389	991	663	11	1	0	0	2	0	0	2	0	38	0	0	0	2	0	0	0	0	5	0	191	0	0	0	12	1	0	0	0	0	0	0	0	0	0	0	0	2	24	177	0	0	98	0	1	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	22	"AWI"	22	417	1035	698	36	2	0	0	1	0	0	4	0	35	0	0	0	3	0	0	0	0	10	0	99	0	0	0	27	0	0	0	0	0	1	0	0	0	0	0	0	3	31	187	0	0	103	0	0	0	31	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	23	"AWI"	23	449	1076	732	24	0	0	0	1	0	0	6	0	46	0	0	0	2	0	0	0	0	9	0	73	0	1	0	28	0	0	0	1	0	0	1	0	0	0	0	0	3	37	137	0	0	70	0	0	0	32	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	24	"AWI"	24	479	1098	767	39	1	0	0	1	0	0	6	0	35	0	0	0	3	0	0	0	0	7	0	41	0	0	0	31	0	0	0	1	0	0	1	1	0	0	0	0	6	41	148	0	0	69	0	0	0	36	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	1	0
15763	24221	"Pancavská louka"	50.76618	15.541672	25	"AWI"	25	505	1131	801	62	0	0	0	2	0	0	5	0	30	0	0	0	0	0	0	0	0	5	0	20	0	0	0	19	0	0	0	0	3	0	0	0	0	0	0	0	4	21	131	0	0	49	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	3	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	26	"AWI"	26	545	1157	840	43	0	0	0	0	0	0	17	0	38	0	0	0	2	0	0	0	0	6	0	19	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	3	60	181	0	0	0	0	0	0	14	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	27	"AWI"	27	570	1193	878	19	0	0	0	2	0	0	15	0	97	0	0	0	17	0	0	0	0	37	0	47	0	0	0	91	3	0	0	3	0	0	0	0	0	0	0	0	11	20	57	0	0	71	0	0	0	40	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	28	"AWI"	28	603	1224	912	31	0	0	0	2	0	0	26	0	72	0	0	0	15	0	0	0	0	18	0	45	0	0	0	53	1	0	0	2	0	0	0	1	0	0	0	0	9	12	72	0	0	89	0	0	0	38	0	0	0	0	3	0	1	0	0	0	0	0	0	0	1	0	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	29	"AWI"	29	640	1255	945	15	0	0	0	7	0	0	29	0	99	0	0	0	14	0	1	0	0	35	0	39	0	0	0	112	2	0	0	1	0	0	0	0	0	0	0	0	15	11	65	0	0	100	0	0	0	55	0	0	0	0	1	0	1	0	0	0	0	0	0	0	3	3	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	30	"AWI"	30	664	1293	979	82	1	0	0	3	0	1	15	0	38	0	0	0	6	0	0	0	0	5	0	19	0	0	0	58	0	0	0	0	4	0	0	0	0	1	0	0	4	9	48	0	0	56	0	1	0	15	0	0	0	0	0	3	1	0	0	0	0	0	1	2	2	4	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	31	"AWI"	31	705	1323	1013	64	0	0	0	0	0	0	4	0	50	0	0	0	3	0	0	0	0	9	0	3	0	0	0	59	1	0	0	0	0	0	0	0	0	0	0	0	17	28	91	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	32	"AWI"	32	735	1353	1049	84	0	0	0	2	0	0	4	0	34	0	0	0	2	0	0	0	0	5	0	21	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	5	26	89	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	33	"AWI"	33	768	1386	1084	120	0	0	0	0	0	0	5	0	58	0	0	0	3	0	0	0	0	9	0	18	0	0	0	80	1	0	0	0	0	0	0	2	0	0	0	0	18	64	59	0	0	15	0	0	0	22	0	0	0	0	1	0	0	0	0	0	0	0	0	2	6	0	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	34	"AWI"	34	798	1416	1119	77	1	0	0	0	0	0	5	0	41	0	0	0	2	0	0	0	0	9	0	20	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	11	31	68	0	0	0	0	0	0	24	0	0	4	0	0	0	0	0	0	0	0	0	0	1	5	1	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	35	"AWI"	35	823	1455	1156	97	0	0	0	0	0	0	7	0	35	0	0	0	6	0	0	0	0	4	0	8	0	0	0	41	0	0	0	0	2	0	0	0	0	0	0	0	7	14	52	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	36	"AWI"	36	864	1478	1188	90	1	0	0	0	0	0	1	0	28	0	0	0	0	0	0	0	0	2	0	5	0	0	0	48	1	0	0	0	0	0	0	0	0	0	0	0	4	36	69	0	0	0	0	0	0	22	0	0	0	0	2	0	1	0	0	0	0	0	0	0	3	0	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	37	"AWI"	37	903	1510	1224	91	0	0	0	0	0	0	2	0	27	0	0	0	1	0	0	0	0	9	0	1	0	0	0	45	0	0	0	1	0	0	0	0	0	0	0	0	9	41	70	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	38	"AWI"	38	940	1542	1259	92	0	0	0	0	0	0	3	0	33	0	0	0	1	0	0	0	0	7	0	2	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	15	34	75	0	0	11	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	6	5	0	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	39	"AWI"	39	975	1570	1290	142	2	0	20	0	0	0	4	0	25	0	0	0	2	0	0	0	0	8	0	3	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	12	45	118	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	40	"AWI"	40	1002	1604	1323	154	1	0	0	0	0	0	2	0	17	0	0	0	4	0	0	0	0	2	0	8	0	0	0	43	0	0	0	0	3	0	0	0	0	0	0	0	7	19	62	0	0	0	0	0	0	16	0	0	0	0	0	0	2	0	0	0	0	0	0	1	5	0	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	41	"AWI"	41	1054	1628	1358	148	0	0	0	1	0	0	2	0	11	0	0	0	1	0	0	0	0	3	0	3	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	3	67	73	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	42	"AWI"	42	1092	1657	1395	172	0	0	0	0	0	0	2	0	17	0	0	0	2	0	0	0	0	4	0	4	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	4	25	73	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	43	"AWI"	43	1130	1686	1430	152	0	0	0	0	0	0	5	0	11	0	0	0	1	0	0	0	0	3	0	1	0	0	0	39	1	0	0	0	0	0	1	0	0	0	0	0	13	47	110	0	0	15	0	0	0	14	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	44	"AWI"	44	1171	1707	1466	164	0	0	8	0	0	0	7	0	6	0	0	0	1	0	0	0	0	3	0	2	0	0	0	50	1	0	0	0	0	0	0	0	0	0	0	0	8	67	94	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	45	"AWI"	45	1205	1734	1500	122	3	0	0	1	0	1	7	0	10	0	0	0	3	0	0	0	0	1	0	19	0	0	0	55	0	0	0	0	1	0	0	0	0	0	0	0	13	14	58	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	46	"AWI"	46	1267	1751	1533	122	0	0	12	1	0	0	12	0	11	0	0	0	1	0	0	0	0	4	0	13	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	9	37	75	0	0	0	0	0	0	15	0	0	0	0	0	0	1	0	0	0	0	0	0	4	2	0	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	47	"AWI"	47	1305	1775	1569	107	0	0	29	0	0	0	7	0	16	1	0	0	3	0	0	0	0	3	0	9	0	0	0	53	1	0	0	0	0	0	0	0	0	0	0	0	15	55	77	0	0	0	0	0	0	23	0	0	0	0	2	0	0	0	0	0	0	0	0	0	5	0	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	48	"AWI"	48	1350	1798	1603	73	2	0	18	1	0	0	10	0	16	0	0	0	6	0	0	0	0	3	0	10	0	0	0	56	3	0	0	0	0	0	0	0	0	0	0	0	12	56	73	0	0	7	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	49	"AWI"	49	1398	1820	1635	101	0	0	38	0	0	0	8	0	29	0	0	0	0	0	0	0	0	6	0	8	0	0	0	78	1	0	0	0	0	0	0	0	0	0	0	0	44	38	62	0	0	11	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	1	5	5	1	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	50	"AWI"	50	1435	1846	1669	117	1	0	0	0	0	0	6	0	21	0	0	0	6	0	0	0	0	2	0	7	0	0	0	49	0	0	0	0	0	0	1	0	0	0	0	0	20	18	87	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2	0	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	51	"AWI"	51	1494	1862	1702	64	1	0	61	1	0	0	5	0	37	0	0	0	0	0	0	0	0	16	0	13	0	0	0	94	1	0	0	0	4	0	0	0	0	0	0	0	40	15	104	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	1	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	52	"AWI"	52	1538	1882	1738	63	0	0	59	0	0	0	7	0	46	0	0	0	0	0	0	0	0	15	0	7	0	0	0	91	0	0	0	0	6	0	0	0	0	0	0	0	29	20	55	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	53	"AWI"	53	1592	1902	1770	94	0	0	51	0	0	0	3	0	50	0	0	0	0	0	0	0	0	17	0	5	0	0	0	70	1	0	0	0	0	0	0	0	0	0	0	0	20	26	66	0	0	0	0	0	0	28	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	54	"AWI"	54	1655	1918	1800	74	0	0	23	0	0	0	8	0	22	0	0	0	0	0	0	0	0	9	0	5	0	0	0	78	1	0	0	0	1	0	0	0	0	0	0	0	8	22	62	0	0	0	0	0	0	28	0	0	0	0	0	3	0	0	0	0	0	0	1	1	1	0	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	55	"AWI"	55	1695	1950	1831	155	0	0	0	0	0	0	0	0	9	0	0	0	3	0	0	0	0	1	0	7	0	0	0	76	0	0	0	0	1	0	0	0	0	0	0	0	4	15	43	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	59	"AWI"	59	1849	2036	1939	115	0	0	0	0	0	0	3	0	25	0	0	0	0	0	0	0	0	9	0	2	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	12	13	131	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	56	"AWI"	56	1751	1969	1858	138	0	0	0	0	0	0	3	0	11	0	0	0	0	0	0	0	0	8	0	2	0	0	0	80	0	0	0	0	1	0	0	0	0	0	0	0	7	39	70	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	0	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	60	"AWI"	60	1867	2066	1968	79	2	0	0	1	0	0	3	0	26	0	0	0	1	0	0	0	0	6	0	15	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	14	7	103	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	57	"AWI"	57	1785	1991	1886	175	0	0	22	0	0	0	3	0	16	0	0	0	0	0	0	0	0	8	0	6	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	13	49	98	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	61	"AWI"	61	1913	2086	2000	140	0	0	59	0	0	0	4	0	54	0	0	0	4	0	0	0	0	17	0	11	0	0	0	45	1	0	0	0	0	0	0	0	0	0	0	0	14	26	107	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	58	"AWI"	58	1818	2016	1912	131	1	0	37	0	0	0	4	0	26	0	0	0	0	0	0	0	0	8	0	5	0	0	0	68	1	0	0	0	0	0	0	0	0	0	0	0	28	33	104	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	64	"AWI"	64	2015	2174	2099	174	1	0	39	0	0	0	3	0	40	0	0	0	0	0	0	0	0	6	0	6	0	0	0	61	0	0	0	1	1	0	0	0	0	0	0	0	14	51	135	0	0	0	0	0	0	13	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	63	"AWI"	63	1977	2148	2067	77	2	0	35	0	0	0	5	0	40	0	0	0	6	0	0	0	0	8	0	4	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	19	36	131	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	62	"AWI"	62	1943	2117	2033	106	0	0	50	0	0	0	6	0	51	0	0	0	3	0	0	0	0	9	0	19	0	0	0	50	1	0	0	0	1	0	0	0	0	0	0	0	8	39	111	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	1	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	65	"AWI"	65	2037	2214	2129	70	1	0	0	0	0	1	8	0	41	0	0	0	4	0	0	0	0	5	0	6	0	0	0	66	0	0	0	0	2	0	0	0	0	0	0	0	11	8	81	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	3	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	70	"AWI"	70	2221	2347	2286	125	1	0	0	1	0	0	3	0	30	0	0	0	5	0	0	0	0	2	0	3	0	0	0	91	0	0	0	0	2	0	1	0	0	0	0	0	15	20	84	0	0	0	0	0	0	31	0	0	0	0	0	0	1	0	0	0	0	0	1	1	4	4	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	66	"AWI"	66	2081	2233	2162	163	0	0	51	0	0	0	12	0	38	0	0	0	5	0	0	0	0	5	0	4	0	0	0	90	1	0	0	1	1	0	0	0	0	0	0	0	17	53	134	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	69	"AWI"	69	2196	2323	2255	111	1	0	21	1	0	0	7	0	33	0	0	0	7	0	0	0	0	9	0	6	0	0	0	75	1	0	0	1	0	0	0	0	0	0	0	0	6	39	70	0	0	0	0	0	0	20	0	0	0	0	1	0	0	0	0	0	0	0	0	2	4	0	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	67	"AWI"	67	2116	2273	2194	134	0	0	38	0	0	0	5	0	52	0	0	0	2	0	0	0	0	14	0	4	0	0	0	75	1	0	0	0	0	0	0	0	0	0	0	0	13	44	116	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	1	1	2	6	0	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	68	"AWI"	68	2155	2308	2225	118	0	0	63	1	0	0	2	0	31	0	0	0	6	0	0	0	0	9	0	8	0	0	0	85	1	0	0	1	0	0	0	0	0	0	0	0	8	65	99	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	71	"AWI"	71	2289	2391	2334	84	2	0	87	2	0	0	9	0	60	0	0	0	3	0	0	0	0	15	0	28	0	0	0	85	1	0	0	0	1	0	0	0	0	0	0	0	25	36	92	0	0	0	0	0	0	46	0	0	1	0	0	0	0	0	1	0	0	0	0	2	7	0	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	72	"AWI"	72	2336	2465	2380	95	2	0	65	2	0	0	7	0	68	0	0	0	7	0	0	0	0	12	0	5	0	0	0	86	2	0	0	0	1	0	0	0	0	0	0	0	19	44	101	0	0	0	0	0	0	24	0	0	0	0	2	0	0	0	0	0	0	2	0	2	2	0	0	0
