"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Celtis"	"Corylus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Ilex"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Olea"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
3233	4198	"Le Grand Lemps"	45.47333	5.41667	1150	"AWI"	1150	9252	10411	9748	4	0	1	0	1	5	1	0	1	0	0	0	0	0	0	0	0	0	78	9	0	0	0	0	12	0	0	0	0	0	0	0	0	11	0	0	0	31	0	1	0	0	0	0	0	1	0	0	0	0	22	45	0	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	1160	"AWI"	1160	9276	10489	9784	1	1	1	0	1	0	4	0	3	0	0	0	0	0	0	0	0	0	74	7	0	0	0	0	16	0	0	0	0	1	0	0	0	15	1	0	0	48	1	0	0	0	0	0	0	0	0	0	0	0	28	38	0	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	1170	"AWI"	1170	9339	10535	9821	1	0	1	0	0	6	1	0	2	0	1	0	0	0	0	0	0	0	68	6	0	0	0	0	14	0	0	1	0	0	0	0	0	9	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	36	56	0	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	1180	"AWI"	1180	9398	10588	9860	2	2	2	0	1	3	1	0	2	0	0	1	0	0	0	0	0	0	58	9	0	0	0	0	17	0	0	0	0	0	0	0	0	23	0	0	0	63	1	1	0	0	0	0	0	0	0	0	0	0	22	38	0	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	1190	"AWI"	1190	9433	10638	9897	3	4	0	0	2	2	1	0	2	0	0	0	0	0	0	1	0	0	90	6	0	0	0	0	23	0	0	0	0	1	0	0	0	11	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	1	20	29	0	3
3233	4198	"Le Grand Lemps"	45.47333	5.41667	1200	"AWI"	1200	9463	10698	9937	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	122	1	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0	0	47	0	1	0	0	0	0	1	0	0	0	0	0	20	35	0	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	1210	"AWI"	1210	9496	10752	9976	0	1	0	0	0	1	0	0	3	0	2	0	0	0	0	2	0	0	103	6	0	0	0	0	13	0	0	0	0	0	0	0	0	9	0	0	0	62	0	0	0	0	0	0	1	0	0	0	0	0	20	40	0	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	1215	"AWI"	1215	9533	10774	9994	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	90	12	0	0	0	0	2	0	0	0	0	2	0	0	0	14	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	20	36	0	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	1220	"AWI"	1220	9571	10801	10012	1	2	0	0	2	3	0	0	3	0	0	0	0	0	0	0	0	0	145	5	0	0	0	0	6	0	0	0	0	0	0	0	0	9	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	16	32	0	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	1230	"AWI"	1230	9625	10865	10047	1	1	0	0	1	7	0	0	1	0	0	0	0	0	0	0	0	0	130	9	0	0	0	0	2	0	0	0	0	0	0	0	0	23	0	0	0	48	1	0	0	0	0	0	1	0	0	0	0	0	18	41	0	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	1240	"AWI"	1240	9670	10915	10082	0	4	0	0	4	4	0	0	2	0	0	0	0	0	0	2	0	0	160	6	0	0	0	0	6	0	0	0	0	0	0	0	0	19	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	22	74	0	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	1250	"AWI"	1250	9704	10976	10117	1	0	0	0	0	6	0	0	1	0	0	0	0	0	0	1	0	0	174	3	0	0	0	0	1	0	0	0	0	0	0	0	0	15	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	13	46	0	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	1260	"AWI"	1260	9748	11046	10164	0	4	0	0	2	5	0	0	3	0	0	0	0	0	0	0	0	0	123	8	0	0	0	0	8	0	0	0	0	0	0	0	0	18	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	20	25	0	1
3233	4198	"Le Grand Lemps"	45.47333	5.41667	1270	"AWI"	1270	9809	11129	10239	0	0	0	0	1	5	1	0	1	0	0	0	0	0	0	0	0	0	132	4	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	16	40	0	1
3233	4198	"Le Grand Lemps"	45.47333	5.41667	1280	"AWI"	1280	9860	11214	10319	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	161	9	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	11	45	0	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	1290	"AWI"	1290	9896	11336	10393	0	2	0	0	1	2	1	0	3	0	0	0	0	0	0	0	0	0	128	1	0	0	0	0	1	0	0	0	0	0	0	0	0	18	0	0	0	65	0	1	0	4	0	0	0	0	0	0	0	0	28	37	0	2
3233	4198	"Le Grand Lemps"	45.47333	5.41667	1300	"AWI"	1300	9920	11470	10459	0	0	1	0	0	3	2	0	1	0	0	0	0	0	0	0	0	0	194	5	0	0	0	0	4	0	0	0	0	0	0	0	0	11	0	0	0	74	0	0	0	0	0	0	0	1	0	0	0	0	24	57	0	2
3233	4198	"Le Grand Lemps"	45.47333	5.41667	1360	"AWI"	1360	10218	12336	10982	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	214	1	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	10	14	0	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	1370	"AWI"	1370	10279	12441	11069	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	261	2	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	4	25	0	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	1380	"AWI"	1380	10332	12600	11159	0	2	0	0	1	1	0	0	4	0	0	0	0	0	0	0	0	0	252	3	0	0	0	0	0	0	0	1	0	0	0	0	0	15	0	0	0	85	2	0	0	0	0	0	0	0	0	0	0	0	12	40	0	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	1390	"AWI"	1390	10376	12749	11253	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	290	3	0	0	0	0	0	0	0	1	0	0	0	0	0	14	0	0	0	74	0	0	0	0	0	0	1	1	0	0	0	0	4	46	0	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	1410	"AWI"	1410	10489	13006	11424	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	280	4	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	47	1	0	0	0	0	0	1	0	0	0	0	0	9	33	0	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	1415	"AWI"	1415	10521	13043	11471	0	1	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	326	3	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	37	2	1	0	0	0	0	0	0	0	1	0	0	6	28	0	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	1420	"AWI"	1420	10549	13106	11516	0	1	0	0	0	1	2	0	2	0	0	0	0	0	0	0	0	0	280	1	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	54	0	0	0	0	0	1	1	0	0	0	0	0	8	22	0	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	1425	"AWI"	1425	10581	13177	11557	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	360	6	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	1	29	0	1
3233	4198	"Le Grand Lemps"	45.47333	5.41667	1430	"AWI"	1430	10604	13237	11601	0	0	2	0	2	0	4	0	2	0	0	0	0	0	0	0	0	0	342	1	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	52	0	1	0	0	0	0	1	0	0	0	0	1	8	42	0	2
3233	4198	"Le Grand Lemps"	45.47333	5.41667	1435	"AWI"	1435	10636	13308	11647	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	330	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	45	0	1	0	0	0	2	0	0	0	0	0	0	5	62	0	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	1440	"AWI"	1440	10649	13386	11691	0	0	0	0	1	2	0	0	9	0	0	0	0	0	0	0	0	0	290	3	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	54	0	1	0	0	1	2	2	0	0	0	0	0	2	61	0	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	1445	"AWI"	1445	10664	13461	11737	0	1	0	2	1	0	0	0	2	0	0	0	0	0	0	0	0	0	206	2	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	64	1	0	0	0	0	3	1	0	0	0	0	0	8	31	0	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	1450	"AWI"	1450	10681	13527	11778	0	1	0	0	1	0	6	0	42	0	0	0	0	0	0	0	0	0	220	6	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	36	0	5	0	11	2	2	1	0	0	2	0	1	2	31	0	1
