"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Cucurbitaceae"	"Cyperaceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Hypericaceae"	"Ilex"	"Indeterminable"	"Iridaceae"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Lythraceae"	"Myrica"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Populus"	"Primulaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
23797	41230	"Caburn"	50.85722	0.05056	540	"AWI"	540	5380	5727	5536	2	860	1	0	6	0	21	0	5	0	0	0	0	0	0	0	0	6	171	0	29	0	0	3	0	0	2	0	0	0	21	0	0	0	0	0	0	0	0	0	0	2	0	0	47	0	0	135	0	0	3	0	1	0	2	0	0	0	0	1	20	0	13	0	1	1
23797	41230	"Caburn"	50.85722	0.05056	545	"AWI"	545	5424	5790	5595	6	866	3	0	7	2	20	0	9	0	0	0	0	0	0	0	0	1	110	0	16	0	0	11	0	0	4	0	1	0	13	1	2	0	0	0	0	0	0	0	0	4	0	0	64	0	0	170	0	1	6	0	1	0	2	0	0	0	0	2	2	0	31	2	0	1
23797	41230	"Caburn"	50.85722	0.05056	550	"AWI"	550	5470	5853	5652	2	692	4	1	9	2	8	0	9	0	2	0	0	1	0	0	0	1	115	0	13	0	0	14	0	0	10	0	0	0	12	0	1	0	0	0	0	0	0	0	0	3	0	0	70	0	0	178	0	0	5	0	5	0	5	0	0	0	0	0	1	0	25	3	0	3
23797	41230	"Caburn"	50.85722	0.05056	555	"AWI"	555	5517	5908	5710	0	860	2	0	3	2	4	0	2	0	0	0	0	0	0	0	0	3	112	0	12	0	1	18	3	0	13	0	1	0	17	0	5	0	0	0	0	0	0	0	0	4	0	0	44	0	0	201	1	1	6	0	1	0	3	0	0	0	0	2	3	0	24	11	7	1
23797	41230	"Caburn"	50.85722	0.05056	560	"AWI"	560	5564	5961	5762	0	680	3	0	6	6	0	0	6	0	0	0	0	0	0	0	0	2	80	0	28	0	0	3	0	0	9	1	1	0	19	0	8	0	5	0	0	0	0	0	0	5	0	0	22	0	0	192	0	0	6	0	0	0	2	0	0	0	0	37	4	0	23	19	0	0
23797	41230	"Caburn"	50.85722	0.05056	565	"AWI"	565	5613	6018	5821	1	526	2	0	2	6	0	0	2	0	0	0	0	0	0	0	0	4	97	0	58	0	0	6	0	0	12	0	1	0	31	0	13	0	2	0	0	0	0	0	0	3	0	0	21	0	0	198	0	1	3	0	1	0	4	0	1	0	1	3	3	0	29	23	2	0
23797	41230	"Caburn"	50.85722	0.05056	570	"AWI"	570	5667	6075	5877	1	298	0	0	3	18	0	0	4	0	0	0	0	0	0	0	0	0	100	0	10	0	0	5	0	0	25	0	1	0	11	1	4	0	2	0	0	0	0	0	0	1	0	0	17	0	0	126	0	0	4	0	3	0	2	0	1	0	0	27	5	0	108	16	1	0
23797	41230	"Caburn"	50.85722	0.05056	575	"AWI"	575	5722	6126	5934	0	218	2	1	8	12	0	0	2	0	0	0	0	0	0	0	0	1	90	0	21	2	0	0	0	0	13	0	0	0	7	2	7	0	1	0	0	0	0	0	0	0	0	0	22	0	0	74	0	1	5	0	0	0	3	1	3	0	0	3	1	0	209	11	1	0
23797	41230	"Caburn"	50.85722	0.05056	580	"AWI"	580	5783	6176	5991	0	608	3	1	2	27	0	0	4	0	0	0	0	0	0	0	0	0	134	0	11	0	0	5	0	0	18	0	0	0	44	0	4	0	9	0	0	0	0	0	0	0	0	0	17	0	0	136	0	0	2	0	1	0	2	0	0	0	0	1	8	0	91	22	1	0
23797	41230	"Caburn"	50.85722	0.05056	585	"AWI"	585	5845	6224	6047	0	504	1	1	1	15	0	0	4	0	0	0	0	0	0	0	0	0	108	0	6	0	0	2	0	0	9	0	0	0	8	0	7	0	2	0	0	0	0	0	0	2	0	0	8	0	0	107	0	2	1	0	0	0	0	0	1	0	0	1	2	0	226	20	0	0
23797	41230	"Caburn"	50.85722	0.05056	590	"AWI"	590	5909	6265	6103	0	232	0	0	7	9	0	0	6	0	0	0	0	0	0	0	0	0	173	0	26	0	0	0	0	0	14	0	0	0	17	0	1	0	0	0	0	0	0	0	0	2	0	0	46	0	0	148	0	0	0	0	5	0	0	0	0	0	0	0	5	0	20	11	0	0
23797	41230	"Caburn"	50.85722	0.05056	595	"AWI"	595	5972	6309	6158	0	100	0	0	2	7	0	0	3	0	0	0	0	0	0	0	1	0	140	0	30	1	0	0	0	0	7	0	0	0	8	1	5	0	1	0	0	0	0	0	0	4	0	0	18	0	0	118	0	3	5	0	2	0	1	0	0	0	0	1	2	0	130	24	0	0
23797	41230	"Caburn"	50.85722	0.05056	600	"AWI"	600	6033	6351	6213	0	160	1	0	1	2	0	0	3	0	0	0	0	0	0	0	0	0	136	0	17	0	0	1	0	0	16	0	1	0	23	0	5	0	0	0	0	0	0	0	0	1	0	0	65	0	0	153	0	0	14	0	1	0	0	0	3	0	0	9	13	0	25	10	0	0
23797	41230	"Caburn"	50.85722	0.05056	605	"AWI"	605	6110	6393	6267	2	324	1	0	4	9	1	0	5	0	0	0	0	0	0	0	0	2	171	0	30	1	0	0	0	0	6	0	0	0	11	2	2	0	1	7	0	0	0	0	0	3	0	0	45	0	0	160	0	2	3	0	3	0	2	0	0	0	0	0	2	0	53	29	0	1
23797	41230	"Caburn"	50.85722	0.05056	610	"AWI"	610	6190	6434	6318	0	168	4	0	0	8	3	0	7	0	0	0	0	1	0	0	0	0	220	0	21	0	0	0	0	0	6	0	0	0	9	0	5	0	2	0	0	0	0	0	0	4	0	0	38	0	0	71	0	0	2	0	4	0	1	0	0	0	0	3	1	0	42	28	0	0
23797	41230	"Caburn"	50.85722	0.05056	615	"AWI"	615	6237	6488	6368	0	734	1	0	1	8	1	0	5	0	0	0	0	0	0	0	0	0	236	0	8	0	0	14	0	0	7	0	0	0	17	0	4	0	0	0	0	0	0	0	0	6	0	0	19	0	0	65	0	0	4	0	2	0	5	0	0	0	0	4	1	0	56	66	1	0
23797	41230	"Caburn"	50.85722	0.05056	620	"AWI"	620	6284	6558	6415	0	526	2	0	0	35	0	0	2	0	0	0	0	0	0	0	0	0	202	0	12	0	0	1	0	0	8	0	2	0	40	0	4	0	0	0	0	0	0	0	0	7	0	0	9	0	0	66	0	0	0	0	0	0	0	0	2	0	0	0	0	0	115	35	0	0
23797	41230	"Caburn"	50.85722	0.05056	625	"AWI"	625	6325	6625	6464	0	824	1	0	4	41	0	0	4	0	0	0	0	0	0	0	0	0	185	0	7	0	0	4	0	0	7	0	0	0	20	0	1	0	0	0	0	0	0	0	0	4	0	0	6	0	0	91	0	0	0	0	0	0	0	0	1	0	0	0	2	0	97	52	1	0
23797	41230	"Caburn"	50.85722	0.05056	630	"AWI"	630	6366	6686	6513	2	1476	3	0	1	16	0	0	0	0	0	0	0	2	0	0	0	3	227	0	28	0	0	6	0	0	16	0	0	0	13	0	1	0	0	0	0	0	0	0	0	0	0	0	16	0	0	102	0	1	2	0	0	0	0	0	2	0	0	1	1	0	44	31	2	1
23797	41230	"Caburn"	50.85722	0.05056	635	"AWI"	635	6406	6737	6561	4	834	2	0	0	15	0	0	1	0	0	0	0	0	0	0	0	1	273	0	6	0	0	1	0	0	24	0	2	0	13	0	1	0	0	0	0	0	0	0	0	7	0	0	10	0	0	96	0	0	1	0	0	0	1	0	0	0	0	0	0	0	30	21	0	1
23797	41230	"Caburn"	50.85722	0.05056	640	"AWI"	640	6452	6793	6610	0	676	1	0	0	10	0	0	1	0	0	0	0	1	0	0	0	0	230	0	8	0	0	2	0	0	40	0	0	0	52	0	0	0	0	0	0	0	0	0	0	5	0	0	14	0	0	126	0	0	2	0	0	0	0	0	2	1	0	0	1	0	24	19	0	0
23797	41230	"Caburn"	50.85722	0.05056	645	"AWI"	645	6492	6844	6658	1	950	2	0	0	9	1	0	5	0	0	0	0	0	0	0	0	0	239	0	6	0	0	0	0	0	28	0	0	0	32	0	1	0	0	0	0	0	0	0	0	8	0	0	18	0	0	132	0	0	3	0	0	0	1	0	0	0	0	0	1	0	30	19	3	0
23797	41230	"Caburn"	50.85722	0.05056	650	"AWI"	650	6536	6898	6706	0	776	1	0	0	10	0	0	2	0	0	0	0	0	0	0	0	0	215	0	18	0	0	0	0	0	19	0	0	0	35	0	0	0	0	0	0	0	0	0	0	6	0	0	20	0	0	133	0	2	21	0	0	0	3	0	0	0	1	0	1	0	29	13	0	0
23797	41230	"Caburn"	50.85722	0.05056	655	"AWI"	655	6577	6946	6756	0	1006	1	0	1	13	1	0	1	0	0	0	0	1	0	0	0	0	281	0	4	0	0	1	0	0	24	0	0	0	2	0	0	0	2	0	0	0	0	0	0	4	0	0	12	0	0	85	0	0	11	0	0	0	0	0	0	0	0	0	0	0	47	20	0	4
23797	41230	"Caburn"	50.85722	0.05056	660	"AWI"	660	6621	6995	6805	0	1146	1	0	1	7	0	0	8	0	2	0	0	0	0	0	0	1	305	0	4	0	0	3	0	0	22	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5	0	0	12	0	0	70	0	0	9	0	0	0	1	0	1	0	0	0	2	0	45	19	0	0
23797	41230	"Caburn"	50.85722	0.05056	665	"AWI"	665	6668	7041	6853	0	1420	0	0	0	13	1	0	5	0	0	0	0	0	0	0	0	1	282	0	3	0	0	0	0	0	23	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	8	0	0	74	0	0	9	0	0	0	0	0	0	0	0	0	0	0	64	18	0	2
23797	41230	"Caburn"	50.85722	0.05056	670	"AWI"	670	6716	7086	6903	0	594	1	0	1	11	0	0	0	0	0	0	0	0	0	0	0	1	178	0	15	0	0	1	0	0	16	0	0	0	20	0	0	0	0	0	0	0	0	0	0	4	0	0	12	0	0	125	0	0	39	0	10	0	1	0	0	0	1	0	3	0	73	4	1	0
23797	41230	"Caburn"	50.85722	0.05056	675	"AWI"	675	6767	7131	6952	0	1192	0	0	0	12	0	0	4	0	0	0	0	0	0	0	0	0	183	0	15	0	0	3	0	0	21	0	0	0	25	0	0	0	1	0	0	2	0	0	0	6	0	0	9	0	0	144	0	1	20	0	0	0	0	0	0	1	1	0	0	0	35	21	3	7
23797	41230	"Caburn"	50.85722	0.05056	680	"AWI"	680	6823	7176	7000	0	444	1	0	0	7	0	0	2	0	0	0	0	0	0	0	0	0	83	0	3	0	0	1	0	0	3	0	0	0	20	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	381	0	0	2	0	0	0	0	0	0	0	0	0	3	0	16	10	0	1
23797	41230	"Caburn"	50.85722	0.05056	685	"AWI"	685	6880	7212	7048	0	342	1	0	0	7	0	0	3	0	0	1	0	0	0	0	0	0	191	0	64	0	0	12	0	0	11	0	0	0	28	0	1	0	7	0	0	1	0	0	0	12	0	0	12	0	0	117	0	0	1	0	2	0	0	0	0	0	0	0	0	0	34	22	1	1
23797	41230	"Caburn"	50.85722	0.05056	690	"AWI"	690	6949	7248	7097	0	394	1	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	273	0	73	0	0	1	0	0	0	0	0	0	26	0	0	0	1	0	0	0	0	0	0	19	0	0	14	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	1	81	9	0	0
