"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fraxinus"	"Ilex"	"Indeterminable"	"Juniperus"	"Onagraceae"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Taxus"	"Thalictrum"	"Ulmus"	"Urticaceae"
9818	14525	"Lough Clevala"	54.04022	-9.435136	920	"AWI"	920	12319	14352	13551	0	0	0	0	2	0	317	0	0	0	0	0	13	0	0	0	0	13	11	0	10	0	0	71	0	0	3	0	0	0	4	49	0	0	0	0	0
9818	14525	"Lough Clevala"	54.04022	-9.435136	930	"AWI"	930	13827	14750	14131	0	0	0	0	0	0	40	0	0	0	0	0	31	0	0	0	0	17	147	0	3	3	0	69	0	0	1	1	0	0	16	30	0	0	2	0	0
9818	14525	"Lough Clevala"	54.04022	-9.435136	940	"AWI"	940	14095	15187	14555	1	1	0	0	20	0	20	3	0	13	0	0	64	0	0	0	0	4	5	0	2	2	2	180	2	0	0	3	0	1	49	20	3	0	7	0	0
9818	14525	"Lough Clevala"	54.04022	-9.435136	950	"AWI"	950	14263	15860	14911	0	1	1	0	13	0	13	2	0	8	0	0	61	0	0	0	0	9	2	1	8	0	4	178	0	0	1	1	0	0	28	18	3	0	6	0	0
9818	14525	"Lough Clevala"	54.04022	-9.435136	955	"AWI"	955	14406	15954	15123	0	1	1	0	6	0	14	1	0	7	0	0	67	0	0	0	0	17	1	0	5	5	3	165	0	0	1	0	0	1	20	12	1	0	11	0	0
9818	14525	"Lough Clevala"	54.04022	-9.435136	960	"AWI"	960	14501	16108	15342	0	0	0	0	0	0	8	0	0	11	0	1	71	0	0	0	0	23	0	3	5	0	3	182	0	0	3	1	0	0	34	7	1	0	6	0	0
9818	14525	"Lough Clevala"	54.04022	-9.435136	965	"AWI"	965	14586	16350	15532	0	0	1	0	1	0	3	0	0	0	0	1	77	0	0	0	0	9	1	0	6	0	0	80	0	0	1	2	0	0	7	2	0	0	5	0	0
9818	14525	"Lough Clevala"	54.04022	-9.435136	970	"AWI"	970	14914	16418	15718	0	0	0	1	1	0	10	0	0	0	0	0	41	0	0	0	0	1	10	0	1	6	0	265	0	0	1	0	0	2	16	2	0	0	7	0	0
9818	14525	"Lough Clevala"	54.04022	-9.435136	975	"AWI"	975	15120	16495	15921	0	0	1	0	2	0	7	0	0	3	0	0	55	0	0	0	0	6	4	0	3	16	0	237	0	0	1	2	0	0	24	2	1	0	5	0	0
9818	14525	"Lough Clevala"	54.04022	-9.435136	980	"AWI"	980	15264	16628	16137	0	0	1	0	2	0	10	0	0	1	0	2	120	0	0	0	0	4	2	0	8	0	0	140	0	0	2	2	0	3	15	5	0	0	3	0	0
9818	14525	"Lough Clevala"	54.04022	-9.435136	985	"AWI"	985	15617	16731	16292	0	0	0	0	0	0	19	1	0	0	0	0	58	0	0	0	0	3	6	0	2	7	0	324	0	0	1	5	0	5	13	4	0	0	2	0	0
9818	14525	"Lough Clevala"	54.04022	-9.435136	990	"AWI"	990	16006	16791	16433	0	0	1	0	0	0	23	0	0	0	0	0	39	0	0	0	0	8	3	0	2	0	1	229	0	0	1	0	0	5	16	0	0	0	3	0	0
9818	14525	"Lough Clevala"	54.04022	-9.435136	995	"AWI"	995	16274	16903	16595	0	1	1	0	0	0	12	0	0	3	1	0	46	0	0	0	0	5	0	0	1	32	0	245	0	0	0	0	0	0	21	1	0	0	2	0	0
9818	14525	"Lough Clevala"	54.04022	-9.435136	998	"AWI"	998	16338	17050	16692	4	0	2	0	3	0	16	1	0	0	0	4	41	0	0	0	0	29	2	1	1	0	0	257	0	0	2	1	0	1	28	2	0	0	4	2	0
