"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cedrus"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Crataegus"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Ilex"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Lentibulariaceae"	"Liliaceae"	"Montiaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Phrymaceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Populus"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
11577	47005	"Glendalough Valley"	53.00528	-6.356412	168	"AWI"	168	889	1449	1217	39	0	0	1	0	0	0	87	0	1	0	0	0	0	0	84	0	0	0	3	0	0	0	0	0	0	0	16	0	0	0	7	16	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	1	0	53	1	0	0	0	31	0	1	1	16	0	0	4	0	0	0
11577	47005	"Glendalough Valley"	53.00528	-6.356412	176	"AWI"	176	972	1487	1265	51	0	1	3	0	0	0	108	0	2	0	0	0	0	0	149	0	0	0	7	0	0	0	0	0	1	0	5	0	0	0	7	14	0	0	0	0	0	0	0	0	0	0	1	0	0	13	0	0	93	1	0	106	2	0	1	0	115	0	2	2	9	0	0	7	0	2	0
11577	47005	"Glendalough Valley"	53.00528	-6.356412	184	"AWI"	184	1066	1506	1314	51	0	0	1	0	0	0	118	0	2	0	0	0	0	0	123	0	2	0	6	0	0	0	0	0	0	0	6	0	0	0	12	12	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	90	1	0	0	0	95	0	2	2	8	0	0	9	0	0	0
11577	47005	"Glendalough Valley"	53.00528	-6.356412	192	"AWI"	192	1141	1542	1366	76	0	0	0	0	0	0	85	0	3	0	0	0	0	0	160	0	1	0	7	0	0	0	0	0	1	0	6	0	0	0	16	23	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	78	0	0	91	1	0	0	0	26	0	3	2	11	0	0	8	0	1	0
11577	47005	"Glendalough Valley"	53.00528	-6.356412	200	"AWI"	200	1215	1581	1409	47	0	2	1	0	0	0	61	0	2	0	0	0	0	0	77	0	0	0	5	0	0	0	0	0	0	0	2	3	2	0	2	21	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	64	1	0	77	0	0	2	0	28	0	2	4	7	0	0	4	0	2	0
11577	47005	"Glendalough Valley"	53.00528	-6.356412	208	"AWI"	208	1297	1603	1441	27	0	0	0	1	0	0	49	0	3	0	0	0	0	0	61	0	0	0	4	0	0	0	0	0	0	0	5	0	0	0	5	22	0	0	0	0	0	1	0	0	0	0	0	0	0	13	0	0	0	0	0	43	1	0	0	0	38	0	3	1	6	0	0	2	0	1	0
11577	47005	"Glendalough Valley"	53.00528	-6.356412	216	"AWI"	216	1330	1649	1480	42	0	0	0	0	0	0	65	0	3	0	0	0	0	0	70	0	0	0	7	0	0	0	0	0	0	0	4	1	0	0	4	19	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	55	0	0	83	0	0	0	0	35	0	3	6	17	0	0	4	0	0	0
11577	47005	"Glendalough Valley"	53.00528	-6.356412	224	"AWI"	224	1356	1704	1516	38	0	1	2	0	0	0	93	0	4	0	0	0	0	0	58	0	0	0	3	0	0	0	0	0	1	0	8	0	0	0	9	17	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	1	0	63	1	0	0	0	24	0	1	5	20	0	0	5	0	1	0
11577	47005	"Glendalough Valley"	53.00528	-6.356412	232	"AWI"	232	1375	1735	1546	52	0	1	3	0	0	0	59	0	1	0	0	0	0	0	67	0	0	0	5	0	0	0	0	0	0	0	7	2	0	0	6	20	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	2	0	86	1	0	0	0	16	0	0	3	15	0	0	5	0	2	0
11577	47005	"Glendalough Valley"	53.00528	-6.356412	240	"AWI"	240	1391	1777	1575	45	1	1	0	0	0	0	80	0	2	0	0	0	0	0	70	0	0	0	7	0	0	0	0	0	0	0	2	0	0	0	18	17	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	1	0	66	0	0	0	0	32	0	2	2	10	0	0	5	0	0	0
11577	47005	"Glendalough Valley"	53.00528	-6.356412	248	"AWI"	248	1415	1816	1602	45	0	2	3	0	0	0	67	0	2	0	0	0	0	0	55	0	0	0	4	0	0	0	0	0	0	0	3	0	0	0	8	11	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	2	0	76	2	0	1	0	41	0	0	1	7	0	0	6	0	0	0
11577	47005	"Glendalough Valley"	53.00528	-6.356412	256	"AWI"	256	1442	1841	1628	48	0	2	1	0	0	0	103	0	1	0	0	0	0	0	44	0	0	0	2	0	0	0	0	0	0	0	8	0	0	0	8	18	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	5	0	56	2	0	0	0	23	0	0	3	14	0	0	6	0	0	0
11577	47005	"Glendalough Valley"	53.00528	-6.356412	264	"AWI"	264	1458	1876	1657	65	0	2	0	0	0	0	123	0	1	0	0	0	0	0	109	0	0	0	6	0	0	0	0	0	0	0	8	0	0	1	20	22	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	76	0	0	124	0	0	0	0	24	0	1	2	11	0	0	5	0	0	0
11577	47005	"Glendalough Valley"	53.00528	-6.356412	272	"AWI"	272	1481	1912	1683	71	0	1	3	0	0	0	106	0	0	0	0	0	0	0	88	0	0	0	7	0	0	0	0	0	0	0	9	0	0	0	10	17	0	0	0	0	0	0	0	0	2	0	0	0	0	17	0	0	0	1	0	117	2	0	0	0	34	0	0	2	11	0	0	6	0	0	0
11577	47005	"Glendalough Valley"	53.00528	-6.356412	278	"AWI"	278	1508	1923	1707	68	0	0	0	0	0	0	109	0	0	0	0	0	0	0	121	0	0	0	14	0	0	0	0	0	0	0	4	0	0	0	22	29	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	131	1	0	0	0	34	0	0	0	9	0	0	7	0	0	0
11577	47005	"Glendalough Valley"	53.00528	-6.356412	288	"AWI"	288	1538	1960	1744	99	0	2	1	0	0	0	75	0	1	0	0	0	0	0	116	0	0	0	10	0	0	0	0	0	0	0	5	0	0	0	9	17	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	143	0	0	66	1	0	2	0	9	0	0	1	14	0	0	1	0	0	0
11577	47005	"Glendalough Valley"	53.00528	-6.356412	304	"AWI"	304	1594	2016	1803	81	0	0	2	0	0	0	98	0	2	0	0	0	0	0	135	0	2	0	10	0	0	0	0	0	0	0	4	0	0	1	9	13	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	69	0	0	107	2	0	0	0	60	0	1	1	11	0	0	6	0	1	0
11577	47005	"Glendalough Valley"	53.00528	-6.356412	312	"AWI"	312	1616	2048	1832	105	0	0	1	0	0	0	77	0	0	0	0	0	0	0	112	0	0	0	8	0	0	0	0	0	0	0	28	0	0	0	5	10	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	64	1	0	139	1	0	1	0	66	0	1	2	6	0	0	3	0	0	0
11577	47005	"Glendalough Valley"	53.00528	-6.356412	320	"AWI"	320	1639	2075	1862	124	1	0	0	0	0	0	74	0	2	0	0	0	0	0	151	0	1	0	5	0	0	0	0	0	0	0	5	0	0	0	12	16	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	60	0	0	99	0	0	1	0	29	0	1	0	8	0	0	5	0	0	0
11577	47005	"Glendalough Valley"	53.00528	-6.356412	328	"AWI"	328	1674	2094	1890	56	0	7	2	0	0	0	106	0	2	0	0	0	0	0	137	0	1	0	17	0	0	0	0	0	0	0	11	0	0	0	10	14	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	50	1	0	119	1	0	0	0	75	0	0	1	16	0	0	2	0	2	0
11577	47005	"Glendalough Valley"	53.00528	-6.356412	336	"AWI"	336	1698	2120	1919	78	0	1	2	0	0	0	99	0	0	0	0	0	0	0	106	0	0	0	12	0	0	0	0	0	0	0	15	0	0	0	9	12	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	71	0	0	95	3	0	0	0	83	0	0	3	10	0	0	5	0	0	0
11577	47005	"Glendalough Valley"	53.00528	-6.356412	344	"AWI"	344	1721	2150	1948	66	0	5	3	0	0	0	103	0	1	0	0	0	0	0	135	0	1	0	19	0	0	0	0	0	0	0	8	1	0	1	8	18	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	77	0	0	82	2	0	2	0	88	0	2	2	14	0	0	2	0	1	0
11577	47005	"Glendalough Valley"	53.00528	-6.356412	352	"AWI"	352	1760	2172	1976	89	0	1	2	0	0	0	84	0	2	0	0	0	0	0	124	0	1	0	19	0	0	0	0	0	0	0	3	0	0	0	9	17	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	99	1	0	100	1	0	1	0	17	0	1	1	15	0	0	3	0	0	0
11577	47005	"Glendalough Valley"	53.00528	-6.356412	360	"AWI"	360	1794	2196	2003	53	0	1	1	0	0	0	68	0	0	0	0	0	0	0	84	0	2	0	6	0	0	0	0	0	0	0	4	0	0	0	2	15	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	55	0	0	81	2	0	0	0	32	0	0	0	14	0	0	6	0	0	0
11577	47005	"Glendalough Valley"	53.00528	-6.356412	368	"AWI"	368	1817	2230	2033	81	0	1	1	0	0	0	99	0	2	0	0	0	0	0	106	0	1	0	17	0	0	0	0	0	0	0	5	0	0	0	5	14	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	80	1	0	109	1	0	1	0	71	0	0	0	15	0	0	6	0	0	0
11577	47005	"Glendalough Valley"	53.00528	-6.356412	376	"AWI"	376	1867	2245	2058	46	0	2	0	0	0	0	74	0	0	0	0	0	0	0	69	0	0	0	16	0	0	0	0	0	1	0	4	0	0	0	3	14	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	50	0	0	58	0	0	0	0	21	0	0	1	8	0	0	2	1	0	0
11577	47005	"Glendalough Valley"	53.00528	-6.356412	384	"AWI"	384	1899	2268	2087	49	0	1	1	0	0	0	77	0	0	0	0	0	0	0	76	0	0	0	7	0	0	0	0	0	0	0	5	0	0	0	8	20	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	48	0	0	62	0	0	0	0	20	0	0	3	22	0	0	2	0	0	0
11577	47005	"Glendalough Valley"	53.00528	-6.356412	392	"AWI"	392	1923	2296	2118	47	0	1	3	0	0	0	73	0	1	0	0	0	0	0	64	0	0	0	7	0	0	0	0	0	0	0	5	0	0	0	2	12	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	89	4	0	0	0	17	0	2	0	14	0	0	3	0	1	0
11577	47005	"Glendalough Valley"	53.00528	-6.356412	408	"AWI"	408	2045	2317	2160	42	0	0	2	0	0	0	77	0	0	0	0	0	0	0	83	0	0	0	14	0	0	0	0	0	0	0	2	1	0	0	2	16	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	2	0	42	2	0	0	0	11	0	1	3	14	0	0	3	0	1	0
11577	47005	"Glendalough Valley"	53.00528	-6.356412	424	"AWI"	424	2112	2347	2204	42	0	1	2	0	0	0	66	0	1	0	0	0	0	0	85	0	0	0	5	0	0	0	0	0	0	0	3	0	0	0	3	12	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	1	0	43	1	0	0	0	4	0	0	1	9	0	0	2	0	0	0
11577	47005	"Glendalough Valley"	53.00528	-6.356412	440	"AWI"	440	2142	2400	2245	50	0	0	2	0	0	0	48	0	0	0	0	0	0	0	77	0	0	0	6	0	0	0	0	0	0	0	8	0	0	0	3	17	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	45	1	0	69	0	0	0	0	11	0	0	1	22	0	0	0	0	1	0
11577	47005	"Glendalough Valley"	53.00528	-6.356412	456	"AWI"	456	2175	2437	2286	53	0	0	1	0	0	0	49	0	0	0	0	0	0	0	77	0	0	0	5	0	0	0	0	0	0	0	5	0	0	0	2	36	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	65	0	0	0	0	15	0	0	0	28	0	0	2	4	1	0
11577	47005	"Glendalough Valley"	53.00528	-6.356412	472	"AWI"	472	2199	2479	2323	53	0	0	0	0	0	0	70	0	0	0	0	0	0	0	82	0	0	0	6	0	0	0	0	0	0	0	9	0	0	0	3	20	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	1	1	66	0	0	0	0	5	0	0	2	23	1	1	5	0	1	0
11577	47005	"Glendalough Valley"	53.00528	-6.356412	488	"AWI"	488	2224	2509	2363	47	0	0	0	0	0	0	60	0	0	0	0	0	0	0	62	0	0	0	7	0	0	0	0	0	0	0	16	0	0	0	12	13	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	1	0	61	1	0	0	0	14	0	0	2	20	0	0	5	1	1	0
11577	47005	"Glendalough Valley"	53.00528	-6.356412	504	"AWI"	504	2257	2539	2397	42	0	0	1	0	0	0	64	0	0	0	0	0	0	0	70	0	0	0	7	0	0	0	0	0	1	0	9	0	0	0	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	71	0	0	0	0	3	0	0	1	12	0	0	3	0	0	0
11577	47005	"Glendalough Valley"	53.00528	-6.356412	520	"AWI"	520	2288	2577	2431	46	0	0	2	0	0	0	47	0	0	0	0	0	0	0	97	0	0	0	8	0	0	0	0	0	0	0	9	0	0	0	3	17	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	91	1	0	0	0	3	0	0	1	14	0	0	5	2	1	0
11577	47005	"Glendalough Valley"	53.00528	-6.356412	536	"AWI"	536	2316	2605	2465	58	0	0	4	0	0	0	60	0	0	0	0	0	0	0	89	0	0	0	7	0	0	0	0	0	0	0	4	0	0	0	3	11	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	46	0	0	63	0	0	0	0	4	0	1	1	12	0	0	4	1	0	0
11577	47005	"Glendalough Valley"	53.00528	-6.356412	552	"AWI"	552	2346	2628	2502	68	0	1	1	0	0	0	50	0	0	0	0	0	0	0	86	0	1	0	1	0	0	0	0	0	0	0	8	1	0	0	2	9	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	38	0	0	86	0	0	0	0	7	0	0	2	13	0	0	3	0	0	0
11577	47005	"Glendalough Valley"	53.00528	-6.356412	568	"AWI"	568	2384	2656	2536	59	0	0	5	0	0	0	63	0	0	0	0	0	0	0	81	0	0	0	2	0	0	0	0	0	0	0	11	0	0	0	4	15	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	54	0	0	0	0	19	0	0	2	20	0	0	12	4	2	0
11577	47005	"Glendalough Valley"	53.00528	-6.356412	584	"AWI"	584	2419	2678	2569	56	0	0	1	1	0	0	42	0	1	0	0	0	0	0	69	0	1	0	3	0	0	0	0	0	1	0	4	0	0	0	6	8	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	70	1	0	0	0	15	0	0	1	9	0	0	1	0	1	0
11577	47005	"Glendalough Valley"	53.00528	-6.356412	602	"AWI"	602	2470	2700	2610	66	0	0	3	0	0	0	82	0	0	0	0	0	0	0	74	0	0	0	3	0	0	0	0	0	0	0	7	0	0	0	5	12	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	77	0	0	0	0	12	0	1	0	10	0	0	5	1	0	0
11577	47005	"Glendalough Valley"	53.00528	-6.356412	616	"AWI"	616	2505	2723	2647	89	0	0	1	1	0	0	47	0	0	0	0	0	0	0	81	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	2	10	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	74	1	0	2	0	8	0	0	1	6	0	0	6	0	1	0
11577	47005	"Glendalough Valley"	53.00528	-6.356412	632	"AWI"	632	2544	2747	2695	70	0	0	2	0	0	0	41	0	1	0	0	0	0	0	68	0	1	0	3	0	0	0	0	0	0	0	7	0	0	0	2	10	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	43	0	0	74	2	0	0	0	21	0	1	5	9	0	0	0	0	0	0
11577	47005	"Glendalough Valley"	53.00528	-6.356412	648	"AWI"	648	2597	2885	2746	80	0	0	2	0	0	0	59	0	0	0	0	0	0	0	61	0	0	0	4	0	0	0	0	0	0	0	15	0	0	0	4	12	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	62	0	0	0	0	12	0	0	2	18	0	0	5	1	1	1
11577	47005	"Glendalough Valley"	53.00528	-6.356412	664	"AWI"	664	2639	3080	2803	48	1	0	0	0	0	0	31	0	2	0	0	0	0	0	63	0	1	0	3	0	0	0	0	0	0	0	2	0	0	0	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	37	0	0	71	0	0	0	0	24	0	1	1	8	0	0	3	0	0	0
11577	47005	"Glendalough Valley"	53.00528	-6.356412	688	"AWI"	688	2712	3236	2911	70	0	1	1	0	0	0	48	0	1	0	0	0	0	0	91	0	0	0	8	0	0	0	0	0	0	0	4	0	0	0	6	14	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	72	2	0	0	0	13	0	0	0	5	0	0	4	1	0	0
11577	47005	"Glendalough Valley"	53.00528	-6.356412	702	"AWI"	702	2762	3305	2977	58	0	0	0	0	0	0	49	0	0	0	0	0	0	0	66	0	0	0	3	0	0	0	0	0	0	0	7	0	0	0	3	10	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	74	1	0	0	0	12	0	0	0	5	0	0	2	3	0	0
11577	47005	"Glendalough Valley"	53.00528	-6.356412	716	"AWI"	716	2810	3387	3043	85	0	0	0	0	0	0	64	0	0	0	0	0	0	0	78	0	1	0	5	0	0	0	0	0	0	0	5	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	118	0	0	0	0	6	0	0	2	15	0	0	5	0	0	0
11577	47005	"Glendalough Valley"	53.00528	-6.356412	730	"AWI"	730	2855	3479	3114	80	0	1	2	0	0	0	36	0	1	0	0	0	0	0	56	0	1	0	4	0	0	0	0	0	0	0	6	0	0	0	7	11	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	102	0	0	0	0	9	0	0	3	11	0	0	2	0	0	0
