"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Crassulaceae"	"Crataegus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Hypericaceae"	"Ilex"	"Juglans"	"Juniperus"	"Lamiaceae"	"Montiaceae"	"Onagraceae"	"Orobanchaceae"	"Papaveraceae"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Scrophulariaceae"	"Sorbus"	"Tilia"	"Ulmus"	"Urticaceae"	"Violaceae"
23833	41308	"Windmill Rough"	50.97472	-3.63306	80	"AWI"	80	310	583	453	0	0	2	0	0	1	0	0	2	1	0	0	0	0	0	3	0	0	157	42	0	1	0	0	13	0	0	0	0	1	0	0	1	1	5	178	18	5	0	2	0	0	0	0	1	2	0	0
23833	41308	"Windmill Rough"	50.97472	-3.63306	84	"AWI"	84	335	703	498	0	0	8	0	0	0	0	0	1	0	0	0	2	0	0	20	0	0	106	40	0	1	0	0	6	0	0	0	0	0	0	1	3	1	11	233	30	7	0	0	3	0	0	0	0	0	0	0
23833	41308	"Windmill Rough"	50.97472	-3.63306	88	"AWI"	88	362	825	543	1	0	7	0	0	0	0	0	0	0	3	1	1	0	2	3	0	1	159	48	0	0	1	0	2	0	0	0	0	0	0	0	6	0	14	194	27	3	0	0	0	1	0	0	0	1	0	0
23833	41308	"Windmill Rough"	50.97472	-3.63306	92	"AWI"	92	417	872	607	0	0	0	0	0	0	0	0	0	11	3	0	0	0	0	9	0	0	118	0	0	1	1	0	0	0	0	0	0	0	0	0	14	0	20	229	35	22	8	0	8	2	0	0	0	0	0	0
23833	41308	"Windmill Rough"	50.97472	-3.63306	96	"AWI"	96	446	954	668	0	0	11	0	1	1	0	0	2	0	2	0	0	0	2	9	0	0	182	0	0	3	0	2	10	0	0	0	0	0	1	0	12	0	12	146	51	9	0	1	4	1	0	0	0	0	1	0
23833	41308	"Windmill Rough"	50.97472	-3.63306	100	"AWI"	100	490	1038	726	0	0	23	0	0	0	0	29	1	1	2	0	1	0	4	20	0	0	146	31	0	2	1	3	12	0	0	0	0	0	0	0	3	3	9	163	26	5	0	0	0	0	0	0	1	1	0	0
23833	41308	"Windmill Rough"	50.97472	-3.63306	104	"AWI"	104	539	1087	788	0	0	10	0	0	0	1	0	3	0	1	0	0	0	2	15	0	0	173	0	0	2	0	0	3	0	0	0	0	0	0	1	34	0	7	149	27	5	0	2	0	1	0	0	0	0	0	0
23833	41308	"Windmill Rough"	50.97472	-3.63306	108	"AWI"	108	572	1151	851	0	0	18	0	0	0	0	0	2	1	0	1	0	0	2	5	0	0	164	46	0	1	0	2	3	0	0	0	0	0	0	0	2	3	8	182	27	2	0	0	0	0	0	0	0	0	0	0
23833	41308	"Windmill Rough"	50.97472	-3.63306	112	"AWI"	112	642	1211	911	0	0	2	1	0	0	0	10	2	0	1	0	0	0	1	12	0	0	169	35	0	6	0	1	13	0	0	0	0	0	0	2	5	3	9	184	32	4	0	0	0	3	0	0	0	0	0	0
23833	41308	"Windmill Rough"	50.97472	-3.63306	116	"AWI"	116	701	1256	970	0	0	3	0	0	0	0	0	0	0	1	0	0	0	9	2	0	0	180	0	0	2	1	0	9	0	0	0	0	0	0	0	9	1	6	199	27	6	0	1	0	0	0	1	0	0	0	0
23833	41308	"Windmill Rough"	50.97472	-3.63306	120	"AWI"	120	741	1329	1033	0	0	10	0	0	0	0	0	0	0	3	0	0	0	4	8	0	0	150	0	0	1	0	0	3	0	0	0	0	1	0	0	0	4	7	192	48	2	0	1	0	1	1	0	1	1	0	0
23833	41308	"Windmill Rough"	50.97472	-3.63306	124	"AWI"	124	843	1370	1087	0	0	16	0	0	0	0	0	1	1	0	0	0	0	3	13	0	0	190	0	0	2	0	2	2	1	0	0	0	0	0	0	0	5	1	147	36	8	0	0	0	0	0	0	0	0	0	0
23833	41308	"Windmill Rough"	50.97472	-3.63306	128	"AWI"	128	920	1420	1147	0	0	24	0	0	0	1	0	1	0	1	0	0	0	1	18	0	0	163	0	0	2	3	2	5	0	0	0	0	1	0	0	1	1	5	167	29	1	0	2	0	0	0	1	1	2	0	0
23833	41308	"Windmill Rough"	50.97472	-3.63306	132	"AWI"	132	1051	1511	1243	0	0	20	1	0	0	0	15	1	0	0	0	0	0	1	16	0	0	209	25	0	6	0	10	10	0	0	0	0	0	0	0	3	4	2	125	54	3	0	0	0	0	1	0	2	2	0	0
23833	41308	"Windmill Rough"	50.97472	-3.63306	136	"AWI"	136	1246	1839	1485	0	0	41	0	0	0	0	0	1	0	1	0	0	0	1	19	1	0	191	34	0	1	1	4	7	0	0	2	0	1	0	0	1	0	2	117	31	6	0	1	4	0	0	0	0	2	0	1
23833	41308	"Windmill Rough"	50.97472	-3.63306	140	"AWI"	140	1305	2387	1717	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	343	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	5	0	20	1	0	0	0	0	0	1	0	0	0	0
23833	41308	"Windmill Rough"	50.97472	-3.63306	144	"AWI"	144	1615	2744	2041	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	293	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	33	2	0	0	0	0	0	0	0	1	0	0
23833	41308	"Windmill Rough"	50.97472	-3.63306	148	"AWI"	148	2213	2847	2471	0	0	45	0	0	0	0	0	0	0	0	0	0	0	1	19	0	0	251	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	40	2	0	0	0	0	0	0	1	1	0	0
23833	41308	"Windmill Rough"	50.97472	-3.63306	152	"AWI"	152	2732	3109	2895	0	0	23	0	0	2	0	0	0	0	0	0	0	0	1	4	0	0	320	27	0	4	0	0	0	0	0	0	0	0	0	0	1	3	0	0	26	4	0	0	0	0	0	0	0	0	0	0
23833	41308	"Windmill Rough"	50.97472	-3.63306	156	"AWI"	156	2880	3407	3102	0	0	24	0	0	0	0	0	1	0	0	0	0	0	2	9	0	0	327	25	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	32	2	0	0	0	0	0	0	0	0	0	0
23833	41308	"Windmill Rough"	50.97472	-3.63306	160	"AWI"	160	2921	3789	3218	0	0	71	0	0	0	0	0	0	0	0	0	0	0	2	6	0	0	263	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	1	0	42	1	0	1	0	1	0	0	2	1	0	0
23833	41308	"Windmill Rough"	50.97472	-3.63306	164	"AWI"	164	2954	4231	3330	0	1	48	0	0	0	0	0	1	0	0	0	0	0	2	12	0	0	329	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	51	3	0	0	0	0	0	0	0	0	0	0
