"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Grossulariaceae"	"Hypericaceae"	"Indeterminable"	"Juglans"	"Juncaceae"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Linaceae"	"Oleaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Violaceae"	"Vitaceae"
14480	22672	"Torbiera del Biecai"	44.18583	7.71688	37	"AWI"	37	8486	8867	8707	111	0	8	10	0	0	4	0	0	0	0	3	1	0	0	0	0	0	1	0	5	0	3	0	5	0	0	8	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0
14480	22672	"Torbiera del Biecai"	44.18583	7.71688	39	"AWI"	39	8500	8911	8738	49	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	33	0	47	0	2	0	0	3	0	1	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	22	0	0	0	0	3	0	2	0	0	0	1	7	6	0	0	0	0
14480	22672	"Torbiera del Biecai"	44.18583	7.71688	41	"AWI"	41	8549	8950	8789	4	0	0	7	0	0	3	0	0	0	1	1	0	0	0	0	0	0	0	0	6	0	25	0	0	1	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	1	0	0	0	0	0	2	2	1	0	0	0
14480	22672	"Torbiera del Biecai"	44.18583	7.71688	43	"AWI"	43	8606	8988	8852	3	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	30	0	667	0	1	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	1	0	0	0	0	0	0	3	6	0	0	0	0
14480	22672	"Torbiera del Biecai"	44.18583	7.71688	45	"AWI"	45	8645	9089	8914	2	0	0	12	0	0	2	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	3	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0
14480	22672	"Torbiera del Biecai"	44.18583	7.71688	47	"AWI"	47	8670	9209	8970	4	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	3	0	18	0	27	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	3	2	0	0	0	3	8	4	0	0	0	0
14480	22672	"Torbiera del Biecai"	44.18583	7.71688	51	"AWI"	51	8784	9406	9091	3	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	2	0	26	0	61	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	4	3	0	0	0	0	4	5	0	0	0	0
14480	22672	"Torbiera del Biecai"	44.18583	7.71688	55	"AWI"	55	9051	9458	9268	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	7	0	13	0	42	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	2	3	0	0	0	0	7	2	0	0	0	0
14480	22672	"Torbiera del Biecai"	44.18583	7.71688	59	"AWI"	59	9203	9537	9465	1	1	0	0	0	0	5	0	0	0	0	0	2	0	0	0	0	0	1	0	10	0	203	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	5	0	0	0	1	9	7	0	0	1	0
14480	22672	"Torbiera del Biecai"	44.18583	7.71688	61	"AWI"	61	9268	9656	9539	1	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	1	0	22	0	114	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	6	0	0	0	0	0	0	28	0	0	0	0	2	1	3	0	0	0	0	5	7	0	0	0	0
14480	22672	"Torbiera del Biecai"	44.18583	7.71688	65	"AWI"	65	9365	9960	9641	1	0	0	1	0	0	8	0	0	0	0	0	2	0	0	0	0	0	0	0	7	0	70	0	0	0	0	0	4	0	0	0	0	2	0	0	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	14	5	0	0	0	0	3	4	0	0	0	0	3	11	0	0	0	0
14480	22672	"Torbiera del Biecai"	44.18583	7.71688	69	"AWI"	69	9409	10308	9750	0	2	0	0	0	1	3	0	0	0	0	1	1	0	0	0	0	0	0	0	21	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	2	0	1	0	2	1	8	0	0	2	4	4	5	1	1	0	0
14480	22672	"Torbiera del Biecai"	44.18583	7.71688	73	"AWI"	73	9514	10494	9883	0	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	16	0	18	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	17	1	0	0	3	0	2	5	0	0	0	0	7	6	1	0	0	0
14480	22672	"Torbiera del Biecai"	44.18583	7.71688	77	"AWI"	77	9581	10649	10024	1	0	0	3	0	0	7	0	0	0	0	0	2	0	0	0	0	0	1	0	20	0	29	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	1	0	0	0	0	0	21	2	0	0	0	0	2	4	0	0	0	0	1	7	0	0	0	0
14480	22672	"Torbiera del Biecai"	44.18583	7.71688	81	"AWI"	81	9659	10845	10154	0	0	0	2	0	0	17	0	0	0	0	1	2	0	0	0	0	0	1	0	28	0	24	0	0	0	0	0	1	3	0	0	0	0	0	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	23	1	0	0	0	0	2	7	0	0	0	0	2	6	0	0	0	0
14480	22672	"Torbiera del Biecai"	44.18583	7.71688	85	"AWI"	85	9762	10944	10294	1	0	0	0	0	0	14	0	0	0	0	0	1	0	0	0	0	0	1	0	25	0	26	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	21	1	0	0	0	0	1	5	0	0	0	0	11	4	0	0	0	0
14480	22672	"Torbiera del Biecai"	44.18583	7.71688	91	"AWI"	91	9889	11162	10493	0	1	0	0	0	0	16	0	0	0	0	0	1	0	0	0	0	0	1	0	11	0	39	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	145	0	0	0	0	39	0	0	0	0	0	4	3	0	0	0	6	10	10	0	0	0	0
14480	22672	"Torbiera del Biecai"	44.18583	7.71688	95	"AWI"	95	10022	11254	10629	4	0	0	1	0	0	16	0	0	0	0	1	2	0	0	0	0	0	1	1	24	0	5	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	30	0	0	0	0	0	2	1	0	0	0	0	0	5	0	0	0	0
14480	22672	"Torbiera del Biecai"	44.18583	7.71688	99	"AWI"	99	10102	11398	10765	0	5	0	1	0	0	15	0	0	0	1	1	0	0	0	0	0	0	0	0	18	0	19	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	3	3	0	0	0	0	7	7	0	0	0	0
14480	22672	"Torbiera del Biecai"	44.18583	7.71688	103	"AWI"	103	10256	11502	10893	1	2	0	1	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	24	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	2	4	8	0	0	1	2	5	14	2	0	0	0
14480	22672	"Torbiera del Biecai"	44.18583	7.71688	107	"AWI"	107	10384	11598	11026	0	1	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	8	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	1	0	0	0	0	0	0	2	7	0	0	0	0
14480	22672	"Torbiera del Biecai"	44.18583	7.71688	111	"AWI"	111	10539	11710	11155	1	1	0	1	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	19	0	0	0	0	0	2	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	2	5	4	0	0	0	1	7	4	0	0	0	0
14480	22672	"Torbiera del Biecai"	44.18583	7.71688	115	"AWI"	115	10775	11787	11273	1	1	0	1	0	0	31	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	20	5	4	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	6	4	0	0	0	0	8	11	0	0	0	0
14480	22672	"Torbiera del Biecai"	44.18583	7.71688	119	"AWI"	119	10912	11895	11403	0	0	0	4	0	0	41	0	0	0	0	0	0	0	0	0	0	0	3	0	5	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	2	0	0	0	0	0	0	0	0	0	0	0	46	3	0	0	8	2	6	3	0	0	0	4	2	4	0	0	0	0
14480	22672	"Torbiera del Biecai"	44.18583	7.71688	121	"AWI"	121	10971	11954	11464	0	0	0	8	0	0	70	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	4	2	0	0	0	0	3	2	0	0	0	0	0
14480	22672	"Torbiera del Biecai"	44.18583	7.71688	125	"AWI"	125	11078	12074	11573	0	0	0	2	0	0	36	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	2	1	0	0	0	0	3	0	0	0	0	0	0
14480	22672	"Torbiera del Biecai"	44.18583	7.71688	129	"AWI"	129	11154	12268	11687	0	0	0	8	0	0	153	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	3	2	1	0	0	0	4	1	0	0	0	0	0
14480	22672	"Torbiera del Biecai"	44.18583	7.71688	133	"AWI"	133	11262	12386	11799	0	0	2	4	0	0	95	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	26	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0	2	15	0	0	0	0	5	6	1	0	0	0	0	2	2	1	0	0	0
14480	22672	"Torbiera del Biecai"	44.18583	7.71688	137	"AWI"	137	11358	12505	11918	1	0	0	7	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	3	1	0	0	0	0	1	1	0	0	0	0
14480	22672	"Torbiera del Biecai"	44.18583	7.71688	145	"AWI"	145	11569	12748	12140	1	0	0	8	0	0	61	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	21	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	3	6	0	0	0	0	3	2	0	0	0	0	0
14480	22672	"Torbiera del Biecai"	44.18583	7.71688	149	"AWI"	149	11647	12874	12259	0	0	0	4	0	0	48	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	1	1	0	0	0	0
14480	22672	"Torbiera del Biecai"	44.18583	7.71688	157	"AWI"	157	11916	13084	12488	1	0	7	14	0	1	127	0	0	0	0	0	1	0	0	0	0	0	1	0	4	0	65	7	0	0	0	1	3	0	0	0	0	1	0	0	10	0	0	2	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	1	5	1	2	0	0	6	0	2	0	0	0	0
14480	22672	"Torbiera del Biecai"	44.18583	7.71688	165	"AWI"	165	12203	13307	12700	0	0	0	5	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0
14480	22672	"Torbiera del Biecai"	44.18583	7.71688	169	"AWI"	169	12323	13424	12818	1	0	0	6	9	0	30	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	0	5	0	0	3	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	9	2	0	0	0	0	7	1	0	0	0	1	2	2	0	0	0	0
14480	22672	"Torbiera del Biecai"	44.18583	7.71688	173	"AWI"	173	12476	13576	12983	0	0	0	5	0	0	31	0	0	4	0	0	1	0	0	0	0	2	0	0	1	0	6	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	2	0	0	0	0	3	0	0	0	0	1	13	0	0	0	0	0
14480	22672	"Torbiera del Biecai"	44.18583	7.71688	179	"AWI"	179	12614	13976	13250	0	0	0	3	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0
14480	22672	"Torbiera del Biecai"	44.18583	7.71688	183	"AWI"	183	12798	14136	13431	0	0	0	2	0	0	4	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0
14480	22672	"Torbiera del Biecai"	44.18583	7.71688	191	"AWI"	191	13082	14491	13808	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
14480	22672	"Torbiera del Biecai"	44.18583	7.71688	199	"AWI"	199	13475	14753	14187	0	0	0	4	0	0	10	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	5	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0
14480	22672	"Torbiera del Biecai"	44.18583	7.71688	203	"AWI"	203	13646	14896	14344	0	0	2	3	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	4	0	0	0	2	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	1	2	1	0	0	0	3	3	0	0	0	0	1
14480	22672	"Torbiera del Biecai"	44.18583	7.71688	205	"AWI"	205	13735	14954	14420	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	3	0	0	0	0	0
14480	22672	"Torbiera del Biecai"	44.18583	7.71688	207	"AWI"	207	13786	15039	14490	0	0	0	1	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
14480	22672	"Torbiera del Biecai"	44.18583	7.71688	213	"AWI"	213	13952	15324	14677	0	0	0	5	0	0	64	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	9	1	0	0	0	4	0	0	0	0	0	0
14480	22672	"Torbiera del Biecai"	44.18583	7.71688	260	"AWI"	260	15149	17058	15984	2	0	4	14	0	0	59	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	10	0	1	0	0	0	0	1	0	0	0	3	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	0	0	0	0	2	5	0	0	0	0	2	3	0	0	0	0	0
