"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Convolvulaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Geraniaceae"	"Juglans"	"Lamiaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Pterocarya"	"Quercus"	"Ranunculaceae"	"Rhododendron"	"Salix"	"Saxifragaceae"	"Thymelaeaceae"	"Tilia"	"Ulmus"	"Violaceae"
3379	4380	"Ribnoe"	43.63846	41.14052	64	"AWI"	64	401	769	571	9	0	22	9	3	4	0	8	4	0	0	0	0	0	3	87	0	0	0	11	0	0	0	0	0	5	95	1	0	0	0	0	3	4	0	0	0	0	0	0	0
3379	4380	"Ribnoe"	43.63846	41.14052	69	"AWI"	69	435	891	640	5	0	35	11	4	3	0	2	3	0	0	3	1	0	5	106	0	0	1	8	0	0	2	0	0	1	67	0	1	0	0	0	2	0	0	2	3	0	1	2	0
3379	4380	"Ribnoe"	43.63846	41.14052	79	"AWI"	79	549	1040	790	17	0	26	8	6	3	0	10	6	0	0	2	2	0	3	92	0	0	1	28	0	0	1	0	0	3	106	0	1	0	0	1	3	4	0	0	2	0	0	2	0
3379	4380	"Ribnoe"	43.63846	41.14052	84	"AWI"	84	632	1095	862	7	0	22	3	24	8	0	12	18	3	0	1	1	0	2	66	0	0	0	30	1	1	1	0	0	2	66	3	1	0	0	1	6	6	3	0	5	0	0	2	0
3379	4380	"Ribnoe"	43.63846	41.14052	87	"AWI"	87	668	1131	909	9	0	6	1	20	6	0	4	1	3	5	3	1	0	2	75	0	0	0	21	1	0	1	0	0	2	76	3	2	0	0	0	3	1	0	0	1	0	0	1	0
3379	4380	"Ribnoe"	43.63846	41.14052	92	"AWI"	92	748	1190	983	8	0	37	5	13	7	0	8	9	1	0	6	1	0	4	69	0	0	0	15	0	1	3	1	0	2	82	4	0	21	0	1	4	1	1	2	1	0	1	2	0
3379	4380	"Ribnoe"	43.63846	41.14052	97	"AWI"	97	861	1223	1056	4	0	33	3	11	3	0	2	0	0	0	8	0	0	3	119	0	0	0	6	0	0	1	1	0	2	75	2	1	14	0	0	3	9	3	0	3	0	1	0	0
3379	4380	"Ribnoe"	43.63846	41.14052	102	"AWI"	102	941	1273	1124	12	0	25	6	8	3	0	2	0	0	0	9	1	0	2	111	0	1	1	2	2	0	1	0	0	2	123	1	0	0	0	0	1	4	3	0	3	0	0	0	0
3379	4380	"Ribnoe"	43.63846	41.14052	107	"AWI"	107	999	1350	1185	7	0	31	7	2	2	0	8	1	0	0	5	2	0	2	67	0	0	0	5	1	3	1	0	0	1	93	3	1	0	0	5	2	5	2	0	1	0	2	4	0
3379	4380	"Ribnoe"	43.63846	41.14052	112	"AWI"	112	1042	1444	1241	7	0	15	2	16	7	0	3	21	1	0	4	0	0	3	97	0	0	0	18	1	2	3	0	0	3	59	1	2	0	0	0	2	9	1	1	1	0	0	2	0
3379	4380	"Ribnoe"	43.63846	41.14052	117	"AWI"	117	1081	1519	1293	13	0	26	3	4	3	0	5	7	1	0	7	1	0	8	110	0	0	1	8	0	1	1	0	0	3	78	1	0	0	0	0	1	6	2	0	0	0	0	1	0
3379	4380	"Ribnoe"	43.63846	41.14052	122	"AWI"	122	1124	1590	1345	10	0	33	5	5	3	0	5	0	2	0	4	3	0	3	151	0	0	0	10	0	0	1	0	0	3	96	2	0	31	0	2	2	4	0	0	6	0	0	4	0
3379	4380	"Ribnoe"	43.63846	41.14052	127	"AWI"	127	1173	1650	1398	11	0	79	8	11	5	0	9	6	0	0	5	13	0	10	67	0	1	3	5	1	2	6	0	0	5	64	2	1	25	0	0	2	14	2	6	6	0	1	2	0
3379	4380	"Ribnoe"	43.63846	41.14052	132	"AWI"	132	1221	1711	1451	24	0	41	8	6	1	0	5	6	4	0	10	2	0	10	162	0	0	3	17	0	1	1	1	0	1	115	0	1	11	0	0	2	10	2	0	1	0	0	2	0
3379	4380	"Ribnoe"	43.63846	41.14052	137	"AWI"	137	1273	1773	1504	17	0	37	4	5	2	0	6	8	1	0	7	3	0	4	83	0	1	1	3	4	1	4	1	0	1	75	2	1	0	0	0	2	6	1	4	2	0	0	2	0
3379	4380	"Ribnoe"	43.63846	41.14052	142	"AWI"	142	1325	1833	1558	9	0	49	4	1	6	0	4	5	1	0	3	3	0	4	74	0	1	0	5	0	0	2	0	0	2	129	0	1	0	0	0	1	4	0	3	5	0	0	4	0
3379	4380	"Ribnoe"	43.63846	41.14052	152	"AWI"	152	1437	1944	1664	10	0	54	4	5	3	0	1	1	0	0	7	7	0	2	104	1	1	0	3	0	0	3	1	0	2	102	0	0	6	0	0	3	4	0	1	3	0	0	2	0
3379	4380	"Ribnoe"	43.63846	41.14052	157	"AWI"	157	1490	1999	1721	10	0	50	6	9	1	0	3	0	1	0	3	12	0	5	44	1	1	1	5	2	0	2	1	0	3	110	1	1	8	0	0	2	6	1	2	5	0	2	2	0
