"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Hypericaceae"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Malvaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Scrophulariaceae"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Violaceae"	"Vitaceae"
16143	24950	"Lac Cerin"	45.77722	5.56194	120	"AWI"	120	353	1301	800	16	1	27	1	3	0	5	0	16	1	0	42	0	0	1	0	0	43	62	0	2	1	38	0	0	0	0	6	1	0	1	0	0	0	0	0	14	0	6	7	15	3	0	0	0	1	106	1	0	1	1	0	0	0	1	0	0	4	0	0	0
16143	24950	"Lac Cerin"	45.77722	5.56194	130	"AWI"	130	436	1340	876	23	3	17	1	2	0	7	0	23	0	0	26	0	0	0	1	0	65	71	0	0	0	60	0	1	0	0	7	0	0	0	0	0	0	0	0	19	1	7	9	0	8	0	0	0	0	127	2	5	1	9	3	0	0	0	0	1	2	0	0	0
16143	24950	"Lac Cerin"	45.77722	5.56194	140	"AWI"	140	493	1397	949	28	1	12	2	1	0	3	0	44	0	0	3	0	0	1	0	0	83	58	0	0	0	65	0	3	0	0	10	0	0	0	0	0	0	0	0	27	0	9	24	9	6	0	0	0	0	103	2	0	1	2	2	0	0	0	1	2	0	0	0	0
16143	24950	"Lac Cerin"	45.77722	5.56194	150	"AWI"	150	543	1477	1022	24	2	34	0	2	0	3	5	17	0	0	4	0	0	0	0	0	70	34	4	0	0	92	0	2	0	0	20	0	0	0	0	0	0	0	0	35	0	8	14	8	13	0	0	0	3	108	2	0	0	11	3	0	0	0	0	3	0	0	0	0
16143	24950	"Lac Cerin"	45.77722	5.56194	160	"AWI"	160	650	1516	1088	14	1	106	1	0	0	1	0	6	0	0	29	0	1	0	0	0	94	55	2	0	0	284	0	3	0	0	10	0	0	0	0	0	0	0	0	38	1	3	8	0	7	0	0	0	1	76	2	0	0	5	5	0	0	0	0	4	0	0	0	0
16143	24950	"Lac Cerin"	45.77722	5.56194	170	"AWI"	170	722	1574	1163	4	0	8	1	1	0	3	0	1	1	0	33	0	1	2	0	0	32	110	0	0	0	105	0	1	0	0	20	1	0	3	0	0	0	0	0	6	1	3	4	11	11	0	0	1	2	83	1	0	0	7	2	0	0	0	0	0	1	0	0	0
16143	24950	"Lac Cerin"	45.77722	5.56194	180	"AWI"	180	788	1657	1233	18	4	16	1	0	0	0	0	2	1	0	8	0	0	0	0	0	54	98	3	0	0	173	0	2	0	0	24	1	1	0	0	0	0	0	0	29	0	9	10	9	11	1	0	0	0	110	1	0	0	1	4	0	0	1	0	3	0	0	0	0
16143	24950	"Lac Cerin"	45.77722	5.56194	190	"AWI"	190	936	1697	1297	23	4	39	0	1	0	4	0	3	1	0	13	0	1	1	0	0	60	60	0	0	0	131	0	3	0	0	12	1	1	0	0	0	1	0	0	18	0	8	19	28	12	0	0	0	3	107	2	0	3	3	1	0	0	0	0	5	0	0	1	1
16143	24950	"Lac Cerin"	45.77722	5.56194	200	"AWI"	200	1050	1758	1365	25	3	27	0	0	0	1	0	6	0	0	3	0	0	0	0	0	36	38	0	0	0	109	0	13	0	0	3	1	0	0	1	0	0	0	0	26	1	5	50	8	4	0	0	0	2	153	5	0	0	3	0	0	0	0	0	3	0	0	0	0
16143	24950	"Lac Cerin"	45.77722	5.56194	210	"AWI"	210	1121	1831	1439	7	2	32	1	0	0	0	0	14	0	0	3	0	0	0	0	0	52	28	0	0	0	124	0	3	0	0	3	0	0	0	0	0	0	0	0	33	0	3	23	9	2	0	0	0	1	104	0	0	0	3	1	0	0	0	0	6	0	0	0	0
16143	24950	"Lac Cerin"	45.77722	5.56194	220	"AWI"	220	1231	1901	1514	30	3	39	0	1	0	0	0	14	0	0	3	0	0	0	0	0	77	36	0	0	2	173	0	4	0	0	4	1	0	0	1	0	0	0	0	48	0	4	54	11	1	0	0	0	0	159	2	0	0	0	2	0	0	0	0	5	0	0	0	0
16143	24950	"Lac Cerin"	45.77722	5.56194	230	"AWI"	230	1305	2006	1596	11	4	18	1	0	1	0	0	10	0	0	4	0	0	0	0	0	41	34	0	0	0	247	0	5	0	0	1	0	0	0	0	0	0	0	0	34	0	7	41	9	2	0	0	0	0	167	3	0	0	3	1	0	0	1	2	11	0	0	0	0
16143	24950	"Lac Cerin"	45.77722	5.56194	240	"AWI"	240	1355	2128	1671	5	3	27	1	0	0	0	0	14	0	0	10	0	0	1	0	0	70	15	0	0	0	116	0	2	0	0	2	1	0	0	0	0	0	0	0	40	0	3	34	4	1	0	0	0	0	98	0	0	0	0	0	0	0	0	1	5	0	0	0	0
16143	24950	"Lac Cerin"	45.77722	5.56194	250	"AWI"	250	1434	2209	1749	8	5	49	0	0	1	1	0	24	1	0	13	0	0	0	1	0	70	58	0	0	0	166	0	6	0	0	0	0	0	0	0	0	0	0	0	76	0	1	39	3	3	0	0	1	1	120	5	0	0	0	1	0	0	0	0	4	0	0	0	0
16143	24950	"Lac Cerin"	45.77722	5.56194	260	"AWI"	260	1492	2317	1828	9	2	29	1	0	0	0	0	16	0	0	7	0	0	0	0	0	50	27	0	0	0	170	0	4	0	0	1	0	0	0	0	0	0	0	0	18	0	4	30	8	1	0	0	0	1	128	0	0	0	4	1	0	0	0	0	6	0	0	0	1
16143	24950	"Lac Cerin"	45.77722	5.56194	270	"AWI"	270	1563	2455	1915	7	0	14	2	0	0	5	0	8	0	0	2	0	1	0	0	0	43	30	0	0	0	176	0	4	0	0	3	0	1	0	0	0	0	0	0	6	0	3	9	4	1	0	0	0	2	129	2	0	0	5	0	0	0	0	0	3	0	0	0	0
16143	24950	"Lac Cerin"	45.77722	5.56194	275	"AWI"	275	1635	2517	1993	10	1	19	2	0	0	3	0	12	0	0	2	0	1	0	0	0	30	21	0	0	0	244	0	3	0	0	0	1	0	0	0	0	0	0	0	6	0	4	5	7	0	0	0	0	2	125	0	0	0	7	0	0	0	0	2	4	0	0	0	0
16143	24950	"Lac Cerin"	45.77722	5.56194	280	"AWI"	280	1680	2588	2079	6	4	31	0	3	0	0	0	30	0	0	0	0	0	0	0	0	78	16	0	0	0	392	0	5	0	0	0	2	0	0	0	0	0	0	0	4	0	3	10	10	1	0	0	0	0	286	0	0	0	6	4	0	0	0	1	2	0	0	0	0
16143	24950	"Lac Cerin"	45.77722	5.56194	285	"AWI"	285	1718	2682	2158	10	2	49	1	1	0	2	0	28	0	0	3	0	0	0	0	0	86	9	0	0	0	222	0	3	0	0	0	4	0	0	0	0	0	0	0	5	0	1	6	9	1	0	0	0	0	145	0	0	1	1	3	0	0	0	1	4	0	0	0	0
16143	24950	"Lac Cerin"	45.77722	5.56194	290	"AWI"	290	1744	2798	2235	4	0	9	0	0	0	1	3	4	0	0	64	0	0	0	0	0	32	9	0	0	0	94	0	1	0	0	0	2	4	0	0	3	0	0	0	2	0	1	4	0	0	0	0	0	0	112	0	0	0	4	4	0	0	0	0	1	0	0	0	0
16143	24950	"Lac Cerin"	45.77722	5.56194	295	"AWI"	295	1769	2942	2310	4	0	11	0	0	0	3	0	3	0	1	44	0	0	0	0	0	34	11	0	0	0	160	0	0	0	0	0	0	1	0	0	3	0	0	0	4	0	4	3	0	1	0	0	0	0	165	1	0	1	1	0	0	0	0	0	2	0	1	0	0
16143	24950	"Lac Cerin"	45.77722	5.56194	300	"AWI"	300	1825	3052	2388	29	2	25	1	1	1	2	0	5	0	0	2	0	0	0	0	0	72	4	0	0	0	247	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	2	8	12	2	0	0	0	0	265	2	0	0	5	1	0	0	0	0	5	0	0	0	0
16143	24950	"Lac Cerin"	45.77722	5.56194	305	"AWI"	305	1938	3088	2486	17	5	25	0	1	0	4	0	33	0	0	0	0	0	0	0	0	68	11	3	0	0	190	0	11	0	0	0	0	1	1	0	0	0	0	0	6	0	1	5	0	0	0	0	0	0	132	2	0	0	3	1	0	0	0	1	7	0	0	0	0
16143	24950	"Lac Cerin"	45.77722	5.56194	340	"AWI"	340	2276	3488	3023	118	1	24	0	5	0	1	0	18	2	0	0	0	0	0	0	0	69	14	0	0	0	245	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	2	6	0	2	0	0	0	0	154	2	0	0	3	3	0	0	0	2	8	0	0	0	1
16143	24950	"Lac Cerin"	45.77722	5.56194	350	"AWI"	350	2358	3545	3080	54	1	41	0	0	0	1	0	16	0	0	0	0	0	0	0	0	49	5	0	0	0	213	0	1	0	0	0	0	0	0	0	0	0	0	1	3	0	3	9	6	0	0	0	0	0	124	0	0	1	3	0	0	0	0	1	6	0	0	0	1
16143	24950	"Lac Cerin"	45.77722	5.56194	360	"AWI"	360	2415	3610	3135	79	1	33	1	2	0	3	0	17	1	0	0	0	0	0	0	0	41	13	0	0	0	238	0	14	0	0	0	0	0	0	0	0	0	0	0	4	0	1	3	0	0	0	0	0	0	120	0	0	0	2	1	0	0	0	4	6	0	1	0	1
16143	24950	"Lac Cerin"	45.77722	5.56194	380	"AWI"	380	2549	3693	3243	115	0	34	0	0	0	1	0	21	0	0	0	0	0	0	0	0	43	28	0	0	1	308	0	9	0	0	0	0	0	2	0	0	0	0	0	1	0	2	7	0	2	0	0	0	0	168	0	0	1	1	0	0	0	0	3	7	0	0	0	0
16143	24950	"Lac Cerin"	45.77722	5.56194	400	"AWI"	400	2677	3781	3345	40	3	27	1	2	0	3	0	19	1	0	0	0	1	0	0	0	74	9	0	0	0	294	0	8	0	0	0	0	1	0	0	0	0	0	0	0	0	2	9	0	2	0	0	0	0	161	1	0	0	6	1	0	0	0	1	11	0	0	0	0
16143	24950	"Lac Cerin"	45.77722	5.56194	510	"AWI"	510	3457	4262	3941	123	2	23	0	2	0	2	0	13	0	0	0	0	0	0	0	0	28	6	0	0	0	154	0	14	0	0	0	0	0	1	0	0	0	0	0	0	0	2	6	0	0	0	0	0	0	45	2	0	0	1	1	0	0	0	4	10	0	1	0	0
