"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Euonymus"	"Fabaceae"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Malvaceae"	"Oleaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Solanaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
3405	4413	"Lake Shabla-Ezeretz"	43.57045	28.566292	205	"AWI"	205	2759	3370	3088	0	3	12	43	0	0	44	0	8	0	6	0	0	0	0	0	0	13	1	0	0	0	21	1	0	0	0	3	0	0	0	1	0	1	80	0	0	15	0	0	0	94	4	0	0	3	0	0	0	0	2	4	17	0	0
3405	4413	"Lake Shabla-Ezeretz"	43.57045	28.566292	215	"AWI"	215	2904	3462	3205	0	2	14	14	0	0	44	0	2	0	0	1	0	0	0	0	0	12	0	0	0	0	5	3	0	0	0	0	0	0	3	1	2	0	26	0	0	5	0	0	3	24	2	2	0	8	0	0	0	0	2	3	8	0	0
3405	4413	"Lake Shabla-Ezeretz"	43.57045	28.566292	225	"AWI"	225	3014	3575	3319	0	0	10	23	0	0	20	0	11	0	6	0	0	0	0	0	0	7	0	0	0	0	8	1	0	3	1	2	0	0	0	3	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	2	5	0	0
3405	4413	"Lake Shabla-Ezeretz"	43.57045	28.566292	245	"AWI"	245	3168	3943	3526	0	0	12	41	0	0	64	0	11	0	0	0	0	0	1	0	0	21	1	1	0	0	10	10	0	1	0	2	0	0	1	1	0	1	66	0	0	13	0	0	0	62	3	0	0	12	0	0	0	0	2	6	9	1	0
3405	4413	"Lake Shabla-Ezeretz"	43.57045	28.566292	265	"AWI"	265	3391	4150	3765	0	0	16	20	0	0	66	0	4	0	1	0	0	0	0	0	0	13	1	0	0	0	15	3	1	0	1	2	0	1	0	0	0	0	61	0	0	16	0	0	0	52	0	0	0	11	0	0	0	0	7	8	13	0	0
3405	4413	"Lake Shabla-Ezeretz"	43.57045	28.566292	275	"AWI"	275	3557	4234	3880	1	3	19	36	0	0	52	0	8	0	4	0	0	0	0	0	0	28	5	0	0	0	12	1	1	0	0	4	0	0	4	1	0	0	54	0	0	13	0	0	0	57	0	1	0	14	0	0	0	0	0	3	3	2	0
3405	4413	"Lake Shabla-Ezeretz"	43.57045	28.566292	295	"AWI"	295	3760	4464	4111	0	1	10	18	0	0	35	0	2	0	2	0	0	0	0	0	1	14	1	0	0	0	6	1	0	1	0	2	0	0	0	1	0	0	33	0	1	4	0	0	0	36	0	0	0	7	1	0	0	0	3	1	6	0	0
3405	4413	"Lake Shabla-Ezeretz"	43.57045	28.566292	315	"AWI"	315	3896	4740	4306	0	2	6	15	0	0	15	0	3	0	1	0	0	0	0	0	2	18	2	0	0	0	3	3	0	0	1	1	0	0	0	2	0	0	38	0	0	6	0	0	0	24	0	0	0	8	0	0	0	0	2	4	5	0	0
3405	4413	"Lake Shabla-Ezeretz"	43.57045	28.566292	335	"AWI"	335	4087	4930	4519	0	0	9	18	0	0	19	0	7	0	0	0	0	0	2	1	0	13	3	1	0	0	5	2	0	1	0	3	0	0	0	0	0	0	42	0	0	8	0	0	0	36	0	0	0	2	0	0	1	0	2	3	8	0	0
3405	4413	"Lake Shabla-Ezeretz"	43.57045	28.566292	355	"AWI"	355	4293	5114	4720	1	0	9	29	0	0	24	0	5	0	0	0	0	0	0	0	0	17	3	0	0	0	3	0	0	0	1	1	0	0	0	1	0	0	36	0	2	8	0	0	0	35	0	0	0	6	1	0	0	0	0	1	5	0	0
3405	4413	"Lake Shabla-Ezeretz"	43.57045	28.566292	375	"AWI"	375	4554	5266	4917	0	0	10	23	0	0	21	0	9	0	1	0	0	0	0	0	0	19	3	0	0	0	8	0	0	0	0	2	0	0	0	1	0	0	37	0	0	9	0	0	0	35	0	0	0	4	0	0	4	0	3	2	4	0	0
3405	4413	"Lake Shabla-Ezeretz"	43.57045	28.566292	395	"AWI"	395	4777	5452	5132	0	0	8	29	0	0	20	0	1	0	1	0	0	0	0	0	0	14	2	0	0	0	3	4	0	0	2	1	0	0	0	0	0	0	39	0	0	3	0	0	0	38	0	1	0	10	0	0	0	0	1	1	6	0	0
3405	4413	"Lake Shabla-Ezeretz"	43.57045	28.566292	415	"AWI"	415	4927	5825	5350	0	0	12	19	0	0	22	0	4	0	7	1	0	0	0	0	0	18	1	0	0	0	5	1	0	2	0	4	0	0	0	0	0	0	48	0	0	3	0	0	0	43	0	1	0	7	1	0	1	0	2	1	9	1	0
3405	4413	"Lake Shabla-Ezeretz"	43.57045	28.566292	435	"AWI"	435	5097	6045	5581	1	0	10	14	0	0	13	0	2	0	2	1	0	0	0	0	0	14	1	0	0	0	0	1	3	2	0	2	0	0	0	0	0	0	40	0	0	4	0	0	0	33	0	0	0	1	0	0	1	0	0	4	10	0	0
3405	4413	"Lake Shabla-Ezeretz"	43.57045	28.566292	455	"AWI"	455	5326	6219	5817	0	0	13	15	0	0	26	0	0	0	3	0	0	0	1	0	0	14	2	0	0	0	3	1	0	0	1	2	0	1	1	0	0	0	43	0	0	8	0	0	0	37	0	0	0	5	0	0	2	0	2	2	9	0	0
3405	4413	"Lake Shabla-Ezeretz"	43.57045	28.566292	475	"AWI"	475	5602	6370	6050	1	0	18	15	0	0	22	0	2	0	1	0	0	0	0	0	0	25	1	0	0	0	4	1	0	1	0	2	0	0	0	0	0	0	78	0	0	10	0	0	0	46	0	0	0	13	0	0	0	0	6	1	9	1	0
3405	4413	"Lake Shabla-Ezeretz"	43.57045	28.566292	495	"AWI"	495	5873	6523	6268	0	0	7	15	0	0	23	0	1	0	0	1	0	0	0	0	0	24	1	0	0	0	6	1	0	0	1	0	0	0	0	0	0	0	50	0	0	3	0	0	0	58	0	0	0	6	0	0	0	0	4	2	7	0	0
3405	4413	"Lake Shabla-Ezeretz"	43.57045	28.566292	515	"AWI"	515	6071	6684	6431	0	0	5	15	0	0	29	0	3	0	3	0	0	0	0	0	0	28	2	0	1	0	6	4	0	0	0	2	0	0	0	3	0	0	19	0	0	9	0	0	0	44	0	2	0	11	0	0	0	0	4	3	20	1	0
3405	4413	"Lake Shabla-Ezeretz"	43.57045	28.566292	535	"AWI"	535	6177	6842	6538	1	0	0	65	0	0	75	0	3	0	3	0	0	0	1	0	0	28	2	0	0	0	2	5	0	1	1	0	0	0	4	1	0	0	57	0	1	10	0	0	0	156	0	0	0	5	0	0	0	0	4	0	33	0	4
3405	4413	"Lake Shabla-Ezeretz"	43.57045	28.566292	555	"AWI"	555	6316	6959	6651	0	0	6	25	0	0	26	0	0	0	1	0	0	0	0	0	0	21	0	0	0	0	3	2	0	0	2	4	0	0	3	2	0	0	34	0	0	6	0	0	0	86	0	0	0	3	0	0	0	0	2	2	21	1	1
3405	4413	"Lake Shabla-Ezeretz"	43.57045	28.566292	575	"AWI"	575	6469	7069	6764	0	1	7	34	0	0	23	0	1	0	1	1	0	0	2	0	0	25	0	0	0	0	5	3	0	0	0	4	0	1	3	0	0	0	29	0	0	4	0	0	0	84	0	1	0	3	0	0	0	0	5	3	18	1	0
3405	4413	"Lake Shabla-Ezeretz"	43.57045	28.566292	595	"AWI"	595	6621	7187	6877	1	0	10	9	0	0	11	0	1	0	0	1	0	0	0	0	0	25	0	0	0	0	1	4	0	0	0	3	1	0	3	4	0	0	29	0	1	5	0	0	0	94	0	0	0	3	0	0	0	0	8	3	18	0	0
3405	4413	"Lake Shabla-Ezeretz"	43.57045	28.566292	615	"AWI"	615	6758	7332	7018	0	1	4	10	0	0	47	0	9	0	2	0	0	0	0	0	0	31	0	0	0	0	0	4	0	0	0	3	0	0	1	0	0	0	43	0	1	4	0	0	0	35	0	1	0	10	0	0	0	0	5	4	12	0	0
3405	4413	"Lake Shabla-Ezeretz"	43.57045	28.566292	635	"AWI"	635	6863	7667	7195	1	0	2	10	0	0	20	0	7	0	1	0	0	0	0	0	0	28	1	0	0	0	4	2	0	0	0	2	0	0	1	1	0	0	25	0	0	6	0	0	0	32	0	0	0	9	0	0	3	0	4	4	12	1	0
3405	4413	"Lake Shabla-Ezeretz"	43.57045	28.566292	655	"AWI"	655	6998	7959	7376	1	0	6	20	0	0	56	0	8	0	2	0	0	9	1	0	0	54	1	1	0	0	4	8	0	0	1	3	0	0	4	2	0	0	37	0	1	4	0	0	0	118	0	0	0	8	2	3	0	3	7	2	22	1	0
3405	4413	"Lake Shabla-Ezeretz"	43.57045	28.566292	675	"AWI"	675	7187	8243	7548	1	0	22	30	0	0	60	0	4	0	2	0	0	0	0	0	0	79	1	0	0	4	8	9	0	1	1	1	0	1	2	2	1	0	27	0	1	6	0	0	0	61	0	2	0	9	2	0	0	1	4	9	45	0	0
3405	4413	"Lake Shabla-Ezeretz"	43.57045	28.566292	685	"AWI"	685	7389	8517	7680	0	1	12	11	0	0	32	0	3	0	0	0	0	0	0	0	1	32	0	1	0	0	0	2	0	0	0	2	0	0	0	1	0	0	22	0	1	2	0	0	0	78	0	2	0	8	0	0	0	0	5	1	23	1	0
3405	4413	"Lake Shabla-Ezeretz"	43.57045	28.566292	695	"AWI"	695	7613	8955	7918	0	0	17	23	0	1	60	0	2	0	0	0	0	0	0	0	0	72	4	0	0	0	4	5	1	1	1	3	1	1	0	0	0	0	48	0	3	13	0	0	0	78	7	0	0	7	0	0	1	0	6	3	34	2	0
3405	4413	"Lake Shabla-Ezeretz"	43.57045	28.566292	705	"AWI"	705	7684	9456	8142	1	0	7	14	0	0	45	0	6	1	2	0	0	0	1	0	0	53	5	0	0	0	4	9	0	2	1	5	0	0	0	0	0	0	39	0	1	3	0	0	0	64	5	5	0	18	4	1	0	0	1	3	26	0	0
