"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Genista"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Olea"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Vitaceae"
24050	41842	"Lengi Egga"	46.39429	7.97395	32.5	"AWI"	32.5	1391.5	3148	2213.5	9	0	92	0	12	0	27	0	3	0	0	0	0	0	3	1	0	6	0	310	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	73	256	0	0	0	0	1	0	0	0	0	1	0	8	0	0	0	0	2	0	0	0	0
24050	41842	"Lengi Egga"	46.39429	7.97395	37.5	"AWI"	37.5	2105.5	3499	2830	11	0	78	0	0	0	22	0	3	0	0	0	0	0	1	1	0	9	0	356	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	62	219	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	2	1	1
24050	41842	"Lengi Egga"	46.39429	7.97395	40	"AWI"	40	2434	3730	3165	25	0	60	1	0	0	30	0	2	0	0	0	2	0	0	0	1	13	0	360	0	0	0	0	3	0	0	0	1	2	2	0	2	0	0	0	0	0	0	0	99	207	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	3	0	1	0
24050	41842	"Lengi Egga"	46.39429	7.97395	42.5	"AWI"	42.5	2925.5	3798	3407.5	17	1	41	0	0	0	9	0	6	0	0	0	2	0	0	0	1	5	0	286	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	81	230	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0
24050	41842	"Lengi Egga"	46.39429	7.97395	45	"AWI"	45	3185	3934	3673	19	0	34	0	0	0	20	0	3	0	0	0	2	0	0	0	0	10	0	348	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	54	160	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	2	0
24050	41842	"Lengi Egga"	46.39429	7.97395	47.5	"AWI"	47.5	3651	4029.5	3852.5	21	0	65	1	0	0	8	0	4	0	0	0	5	0	1	0	0	8	0	458	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	64	223	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	3	0	0
24050	41842	"Lengi Egga"	46.39429	7.97395	50	"AWI"	50	3826	4318	4039	29	0	51	0	0	0	14	0	5	0	0	0	0	0	1	0	1	7	0	302	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	96	271	0	0	0	0	2	0	0	0	0	1	0	3	0	0	0	0	1	0	0	2	0
24050	41842	"Lengi Egga"	46.39429	7.97395	52.5	"AWI"	52.5	4014.5	4391.5	4188.5	25	0	32	0	0	0	11	0	6	0	0	4	2	0	2	0	2	13	0	202	0	0	0	0	0	0	0	0	0	0	2	0	2	0	1	0	0	0	0	0	67	212	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	2	1	0	3	0
24050	41842	"Lengi Egga"	46.39429	7.97395	55	"AWI"	55	4114	4527	4343	20	1	36	0	0	0	22	0	2	0	0	0	0	0	1	0	4	14	0	212	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	74	231	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	3	2	0
24050	41842	"Lengi Egga"	46.39429	7.97395	57.5	"AWI"	57.5	4232	4691	4468	28	0	56	1	0	0	17	0	4	0	0	0	0	0	2	0	0	13	1	212	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	73	298	0	0	0	0	1	0	0	0	0	1	0	3	0	0	0	0	1	3	3	1	0
24050	41842	"Lengi Egga"	46.39429	7.97395	59	"AWI"	59	4272	4872	4534	31	0	42	1	0	0	16	0	3	0	0	2	0	0	3	0	2	8	0	132	0	0	2	0	2	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	77	288	0	0	0	0	3	0	0	0	0	0	0	1	0	0	1	0	0	6	0	0	0
24050	41842	"Lengi Egga"	46.39429	7.97395	79	"AWI"	79	5278	5576	5463	30	0	16	0	3	0	16	0	3	0	0	0	0	0	3	0	1	7	0	105	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	16	287	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	3	2	0	0
24050	41842	"Lengi Egga"	46.39429	7.97395	82	"AWI"	82	5394	5690	5573	33	2	12	1	0	0	15	0	4	0	1	0	0	0	7	0	2	12	0	106	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	6	261	0	0	0	0	0	0	0	0	0	1	0	3	0	0	1	0	0	6	3	0	0
24050	41842	"Lengi Egga"	46.39429	7.97395	83.5	"AWI"	83.5	5428	5775	5619.5	44	0	8	1	0	0	19	0	2	0	0	0	0	0	1	0	0	6	0	48	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	8	350	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	1	0	0
24050	41842	"Lengi Egga"	46.39429	7.97395	85	"AWI"	85	5457	5870	5667	45	0	0	0	0	0	12	0	0	0	0	0	0	0	9	0	0	13	0	38	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	257	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2	3	1	0	0
24050	41842	"Lengi Egga"	46.39429	7.97395	87.5	"AWI"	87.5	5620.5	5915	5754	45	1	14	0	0	0	12	0	2	0	0	0	0	0	1	0	0	20	0	62	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	6	373	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	4	2	0	0
24050	41842	"Lengi Egga"	46.39429	7.97395	90	"AWI"	90	5719	5989	5852	45	0	0	0	0	0	5	0	1	0	0	2	0	0	3	0	1	10	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	246	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	3	0	0
24050	41842	"Lengi Egga"	46.39429	7.97395	92.5	"AWI"	92.5	5834	6143	5993	50	1	11	1	0	0	7	0	4	0	0	0	0	0	4	0	1	8	1	79	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	4	305	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	3	2	2	0	0
24050	41842	"Lengi Egga"	46.39429	7.97395	95	"AWI"	95	5894	6365	6133	84	2	0	0	0	0	10	0	13	0	1	0	0	0	0	0	3	16	0	70	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	377	0	0	0	0	3	0	0	0	0	0	0	2	0	4	1	0	1	3	0	0	0
24050	41842	"Lengi Egga"	46.39429	7.97395	97.5	"AWI"	97.5	6239	6469.5	6329	45	1	18	0	0	0	18	0	3	0	0	0	0	0	0	0	1	17	0	73	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	4	339	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	6	0	0
24050	41842	"Lengi Egga"	46.39429	7.97395	100	"AWI"	100	6360	6746	6532	64	1	0	0	0	0	9	0	5	0	0	0	0	0	2	0	2	13	0	73	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	399	0	0	0	0	2	0	0	0	0	0	0	2	0	0	3	0	1	5	4	0	0
24050	41842	"Lengi Egga"	46.39429	7.97395	102.5	"AWI"	102.5	6622.5	6944	6777	78	0	0	0	0	0	7	0	6	0	0	0	0	0	1	0	0	11	0	43	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	3	347	0	0	0	0	2	0	0	0	0	1	0	2	0	0	0	0	2	1	4	0	0
24050	41842	"Lengi Egga"	46.39429	7.97395	105	"AWI"	105	6790	7227	7017	51	0	13	0	0	0	9	0	9	0	0	0	0	0	4	0	0	18	0	85	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	307	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	9	2	0	0
24050	41842	"Lengi Egga"	46.39429	7.97395	107.5	"AWI"	107.5	7016	7376.5	7203.5	54	1	8	0	0	0	8	0	3	0	1	0	0	0	0	0	1	18	0	115	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	1	333	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	6	7	0	0
24050	41842	"Lengi Egga"	46.39429	7.97395	110	"AWI"	110	7102	7653	7385	77	0	12	0	0	1	5	0	5	0	0	0	0	0	0	0	0	19	0	54	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	357	0	0	0	0	2	0	15	0	0	0	0	1	0	0	0	0	0	8	1	0	0
24050	41842	"Lengi Egga"	46.39429	7.97395	112.5	"AWI"	112.5	7349	7693.5	7522	69	0	0	0	0	0	13	0	8	0	0	0	0	0	2	0	0	22	0	48	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	361	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	3	1	4	0	0
24050	41842	"Lengi Egga"	46.39429	7.97395	115	"AWI"	115	7520	7777	7667	64	0	0	0	0	0	6	0	6	0	0	0	0	0	7	0	0	16	0	43	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	1	328	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	7	1	0	0
24050	41842	"Lengi Egga"	46.39429	7.97395	117.5	"AWI"	117.5	7606	7825	7721.5	41	0	0	0	0	0	5	0	4	0	0	2	0	0	2	0	0	29	0	51	0	0	0	0	0	1	0	0	1	0	1	0	11	0	0	0	0	0	0	0	1	294	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	3	4	4	0	0
24050	41842	"Lengi Egga"	46.39429	7.97395	120	"AWI"	120	7650	7907	7775	33	0	0	0	0	0	9	0	11	0	0	0	0	0	2	0	0	15	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	394	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	2	8	10	0	0
24050	41842	"Lengi Egga"	46.39429	7.97395	122.5	"AWI"	122.5	7731.5	7997.5	7862.5	34	0	0	0	0	0	10	0	10	0	0	0	0	0	2	0	2	28	0	47	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	301	0	0	0	0	2	1	0	0	0	1	0	2	0	0	0	0	1	9	8	0	0
24050	41842	"Lengi Egga"	46.39429	7.97395	125	"AWI"	125	7769	8196	7943	33	0	0	0	0	0	6	0	12	0	0	0	0	0	4	0	1	21	0	61	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	335	0	0	0	0	4	0	0	0	0	0	0	3	0	0	1	0	1	3	9	0	0
24050	41842	"Lengi Egga"	46.39429	7.97395	127.5	"AWI"	127.5	7872.5	8322	8082	34	0	0	0	0	0	10	0	7	0	0	0	0	0	3	0	0	23	0	104	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	1	0	0	0	0	0	306	0	0	0	0	1	0	0	0	0	1	0	6	0	0	0	0	0	6	8	0	0
24050	41842	"Lengi Egga"	46.39429	7.97395	130	"AWI"	130	7927	8528	8211	31	1	14	0	0	0	5	0	12	0	0	0	0	0	4	0	0	30	0	85	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	376	0	0	0	0	0	0	0	0	0	3	0	3	0	0	1	0	0	8	8	0	0
24050	41842	"Lengi Egga"	46.39429	7.97395	132.5	"AWI"	132.5	8158.5	8614.5	8346.5	46	0	9	0	0	0	6	0	6	0	0	0	0	0	3	0	0	59	0	45	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	392	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	5	8	0	0
24050	41842	"Lengi Egga"	46.39429	7.97395	135	"AWI"	135	8297	8792	8483	23	0	0	0	0	0	9	0	7	0	0	0	0	0	5	0	0	54	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	304	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	9	4	0	0
24050	41842	"Lengi Egga"	46.39429	7.97395	137.5	"AWI"	137.5	8492.5	8954.5	8666	30	0	0	0	0	0	7	0	6	0	0	0	0	0	2	0	0	49	0	50	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	355	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	2	16	0	0
24050	41842	"Lengi Egga"	46.39429	7.97395	140	"AWI"	140	8556	9297	8841	29	0	10	0	0	0	8	0	15	0	0	0	0	0	2	0	0	63	1	29	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	381	0	0	0	0	9	0	0	0	0	3	0	1	0	0	0	1	1	11	10	0	0
24050	41842	"Lengi Egga"	46.39429	7.97395	142.5	"AWI"	142.5	8691.5	9424.5	9047.5	28	0	0	0	0	0	11	0	8	0	0	0	0	0	5	0	0	57	1	45	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	340	0	0	0	0	2	0	0	0	0	0	0	2	0	0	1	0	0	8	6	0	0
24050	41842	"Lengi Egga"	46.39429	7.97395	145	"AWI"	145	8784	9660	9242	21	0	0	0	0	0	14	0	18	0	0	5	0	0	6	0	0	73	0	61	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	385	0	0	0	0	4	0	24	1	0	0	0	10	0	0	0	0	1	6	6	0	0
24050	41842	"Lengi Egga"	46.39429	7.97395	147.5	"AWI"	147.5	9166	9794.5	9424.5	13	0	0	0	0	0	6	0	12	0	0	2	0	0	2	0	0	114	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	352	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	4	5	0	0
24050	41842	"Lengi Egga"	46.39429	7.97395	150	"AWI"	150	9440	10008	9604	15	0	8	0	0	0	9	0	21	0	0	0	0	0	1	0	0	63	0	38	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	473	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	13	4	0	0
24050	41842	"Lengi Egga"	46.39429	7.97395	152.5	"AWI"	152.5	9637	10217	9907	3	0	0	2	0	0	6	0	11	0	1	0	0	0	1	0	0	72	0	27	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	393	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	4	13	0	0
24050	41842	"Lengi Egga"	46.39429	7.97395	155	"AWI"	155	9744	10624	10190	0	0	0	1	0	0	9	0	18	0	1	0	0	0	1	0	0	39	0	7	0	0	0	0	0	0	1	0	0	0	2	0	2	0	0	0	0	0	0	0	0	498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0
24050	41842	"Lengi Egga"	46.39429	7.97395	157.5	"AWI"	157.5	10236	10800	10502.5	1	0	0	0	0	0	18	0	11	0	0	0	0	0	3	0	0	22	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	600	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	5	0	0
24050	41842	"Lengi Egga"	46.39429	7.97395	160	"AWI"	160	10452	11188	10813	0	0	0	1	0	0	21	0	10	0	0	0	0	0	3	0	0	2	0	8	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	519	0	0	0	0	5	0	0	0	0	2	0	4	0	0	0	0	2	0	0	0	0
24050	41842	"Lengi Egga"	46.39429	7.97395	162.5	"AWI"	162.5	10682.5	11318	11019	0	0	0	1	0	0	42	0	0	0	0	0	0	0	5	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	408	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0
24050	41842	"Lengi Egga"	46.39429	7.97395	165	"AWI"	165	10791	11597	11220	0	0	0	2	0	0	59	0	1	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	505	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0
24050	41842	"Lengi Egga"	46.39429	7.97395	167.5	"AWI"	167.5	10924	11709.5	11354.5	0	0	0	2	0	0	133	0	4	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0
24050	41842	"Lengi Egga"	46.39429	7.97395	170	"AWI"	170	11036	11930	11503	0	0	0	7	0	0	251	0	5	0	0	0	0	0	2	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	344	0	0	0	0	1	0	0	0	0	4	0	2	0	0	0	0	4	0	0	0	0
24050	41842	"Lengi Egga"	46.39429	7.97395	176	"AWI"	176	11299	12267	11746	0	0	0	11	0	0	152	0	24	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0	304	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0
24050	41842	"Lengi Egga"	46.39429	7.97395	183	"AWI"	183	11541	12586	12041	1	0	0	2	0	0	71	0	10	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
24050	41842	"Lengi Egga"	46.39429	7.97395	190	"AWI"	190	11783	12862	12336	0	0	0	2	0	0	58	0	4	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0
