"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fagus"	"Frangula"	"Fraxinus"	"Indeterminable"	"Juglans"	"Lamiaceae"	"Ligustrum"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Ulmus"
13449	20171	"Rodenbourg Bretzboesh"	49.69167	6.27	130	"AWI"	130	1124	1458	1305	0	0	9	0	0	0	0	12	0	0	1	0	9	1	0	81	0	12	0	0	0	0	83	0	1	1	5	23	0	0	0	1	1	1
13449	20171	"Rodenbourg Bretzboesh"	49.69167	6.27	134	"AWI"	134	1155	1482	1332	0	0	19	0	0	0	0	11	0	0	0	0	11	3	0	97	0	8	0	0	0	0	68	0	3	1	0	18	0	0	0	1	2	0
13449	20171	"Rodenbourg Bretzboesh"	49.69167	6.27	138	"AWI"	138	1179	1515	1356	0	0	5	0	0	0	0	8	0	0	0	0	5	2	0	34	0	5	1	0	0	0	49	0	1	0	0	9	0	0	0	0	1	1
13449	20171	"Rodenbourg Bretzboesh"	49.69167	6.27	142	"AWI"	142	1205	1548	1380	0	2	9	0	0	1	0	19	0	0	0	0	7	1	0	53	0	34	0	0	0	0	28	0	1	0	0	10	0	0	0	0	1	0
13449	20171	"Rodenbourg Bretzboesh"	49.69167	6.27	146	"AWI"	146	1228	1576	1405	0	3	12	0	0	0	0	14	0	0	0	0	15	2	0	38	0	32	0	0	0	0	26	0	3	0	0	13	0	0	0	0	0	0
13449	20171	"Rodenbourg Bretzboesh"	49.69167	6.27	150	"AWI"	150	1246	1617	1428	0	1	12	0	0	0	0	15	0	0	0	0	13	1	0	38	0	36	0	0	0	0	26	0	3	0	0	19	0	0	0	0	1	0
13449	20171	"Rodenbourg Bretzboesh"	49.69167	6.27	154	"AWI"	154	1279	1639	1453	0	0	10	0	0	0	0	14	0	0	0	0	10	0	0	26	0	47	0	0	0	0	25	1	3	2	0	19	0	1	0	0	0	0
13449	20171	"Rodenbourg Bretzboesh"	49.69167	6.27	158	"AWI"	158	1305	1671	1479	0	2	9	0	0	0	0	11	0	0	2	0	23	0	0	22	0	36	2	0	0	0	13	0	3	0	12	29	0	2	0	0	1	0
13449	20171	"Rodenbourg Bretzboesh"	49.69167	6.27	162	"AWI"	162	1332	1701	1504	0	1	11	0	0	0	0	13	0	0	0	0	43	2	0	15	0	24	2	0	0	0	14	0	2	3	0	21	0	0	0	0	4	1
13449	20171	"Rodenbourg Bretzboesh"	49.69167	6.27	166	"AWI"	166	1364	1728	1530	0	1	12	0	0	0	0	12	0	0	0	0	21	0	0	17	1	20	0	0	0	0	8	0	0	0	0	34	0	0	0	1	2	0
13449	20171	"Rodenbourg Bretzboesh"	49.69167	6.27	170	"AWI"	170	1385	1768	1557	0	0	4	0	0	0	0	2	0	0	0	0	21	1	0	11	0	3	0	0	0	0	7	0	2	0	0	39	0	1	0	0	11	0
13449	20171	"Rodenbourg Bretzboesh"	49.69167	6.27	173	"AWI"	173	1405	1795	1580	0	2	17	0	0	0	0	14	0	0	1	0	18	0	0	30	0	4	2	0	0	0	3	0	2	2	0	58	0	1	0	0	19	0
13449	20171	"Rodenbourg Bretzboesh"	49.69167	6.27	174	"AWI"	174	1410	1805	1588	0	0	9	0	0	0	0	8	0	0	1	0	16	2	0	22	0	2	3	0	1	0	4	0	2	6	0	55	0	0	0	1	15	0
13449	20171	"Rodenbourg Bretzboesh"	49.69167	6.27	175	"AWI"	175	1415	1816	1596	0	0	5	0	0	0	0	6	0	0	0	0	8	4	0	30	0	0	11	0	0	0	1	0	2	5	0	82	0	0	0	1	15	0
13449	20171	"Rodenbourg Bretzboesh"	49.69167	6.27	177	"AWI"	177	1423	1843	1610	0	0	6	0	0	0	0	7	0	0	0	0	4	2	0	28	1	8	11	0	0	0	1	0	2	1	0	27	0	0	0	0	24	0
