"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Lentibulariaceae"	"Linaceae"	"Lythraceae"	"Melanthiaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
14471	22656	"Bobrov"	49.447508	19.558798	55	"AWI"	55	4623	5224	4932	0.522648083623693	0	6.79442508710801	0	0	0	0	1.04529616724739	0	0	0	0	0	0	4.18118466898955	4.35540069686411	0	0	0.174216027874564	0	0.696864111498258	0	0.696864111498258	0	0	0	0	0	0	0	0	0	59.7560975609756	14.808362369338	0	0	0	0	0.522648083623693	0	0.174216027874564	0	0	0	0.174216027874564	0.174216027874564	0	0	1.74216027874564	4.18118466898955	0
14471	22656	"Bobrov"	49.447508	19.558798	60	"AWI"	60	5134	6966	6008	0	0	6.03621730382294	0	0	0	0	1.00603621730382	0	0	0	0	0	0	4.82897384305835	5.83501006036217	0	0	0	0	1.81086519114688	0	0	0	0	0	0	0	0	0	0	0	57.3440643863179	15.6941649899396	0	0	0	0	0.201207243460765	0	0.402414486921529	0	0	0	0.201207243460765	0	0	0	2.41448692152917	4.22535211267606	0
14471	22656	"Bobrov"	49.447508	19.558798	65	"AWI"	65	6702	7383	7156	0	0.396039603960396	3.96039603960396	0	0.198019801980198	0	0	0.792079207920792	0	0	0	0	0	0	5.54455445544555	15.4455445544554	0	0	0.198019801980198	0	0.792079207920792	0	0	0	0	0	0	0	0	0	0	0	50.4950495049505	12.4752475247525	0	0	0	0	0.198019801980198	0	0.594059405940594	0	0	0.594059405940594	1.38613861386139	0.396039603960396	0	0	1.38613861386139	5.14851485148515	0
14471	22656	"Bobrov"	49.447508	19.558798	70	"AWI"	70	7091	7669	7436	0	0	3.47349177330896	0	0.182815356489945	0.182815356489945	0	6.21572212065814	0	0	0	0	0	0	6.21572212065814	17.1846435100548	0	0	0	0	1.27970749542962	0	0	0	0	0	0	0	0	0	0	0	45.1553930530165	11.5173674588665	0	0	0	0	0.36563071297989	0	0.914076782449726	0	0	0.36563071297989	0.182815356489945	0.548446069469835	0	0	2.0109689213894	4.20475319926874	0
14471	22656	"Bobrov"	49.447508	19.558798	75	"AWI"	75	7339	7818	7602	0	0	3.41151385927505	0	0	0	0	4.47761194029851	0	0	0	0	0	0	4.47761194029851	8.52878464818763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.8933901918977	23.8805970149254	0	0	0	0	1.27931769722815	0	0.213219616204691	0	0	0	0	0	0	0	0.852878464818763	2.98507462686567	0
14471	22656	"Bobrov"	49.447508	19.558798	80	"AWI"	80	7579	7995	7763	0	0	8.55614973262032	0	0	0	0	0.71301247771836	0	0	0	0	0	0	7.48663101604278	10.873440285205	0	0	0	0	0.35650623885918	0	0	0	0	0	0	0	0	0	0	0	44.3850267379679	21.9251336898396	0	0	0	0	0.35650623885918	0	0.53475935828877	0	0	0	0	0.17825311942959	0	0	2.49554367201426	2.13903743315508	0
14471	22656	"Bobrov"	49.447508	19.558798	85	"AWI"	85	7685	8224	7925	0	0	4.62633451957295	0	0	0	0	1.60142348754448	0	0	0	0	0	0	3.55871886120996	23.4875444839858	0	0	0	0	1.06761565836299	0	0	0	0	0	0	0	0	0	0	0	38.4341637010676	20.1067615658363	0	0	0	0	1.24555160142349	0	0.711743772241993	0	0	0	0	0.177935943060498	0	0	1.42348754448399	2.84697508896797	0.711743772241993
14471	22656	"Bobrov"	49.447508	19.558798	90	"AWI"	90	7800	8403	8080	0	0	3.2258064516129	0	0	0	0	6.25	0	0	0	0	0	0	6.65322580645161	10.2822580645161	0	0	0	0	0.806451612903226	0	0	0	0	0	0	0	0	0	0	0	40.7258064516129	27.2177419354839	0	0	0	0	0.201612903225806	0	0	0	0	0.201612903225806	0	0	0	0	1.41129032258065	3.0241935483871	0
14471	22656	"Bobrov"	49.447508	19.558798	95	"AWI"	95	7938	8570	8238	0	0	3.08008213552361	0	0	0	0	1.64271047227926	0	0	0	0	0	0.205338809034908	6.16016427104723	11.7043121149897	0	0	0	0	0.82135523613963	0	0.205338809034908	0	0	0	0	0	0.205338809034908	0	0	0	44.1478439425051	27.7207392197125	0	0	0	0	0.410677618069815	0	0	0	0	0	0	0.205338809034908	0	0	0.82135523613963	2.6694045174538	0
14471	22656	"Bobrov"	49.447508	19.558798	100	"AWI"	100	8099	8728	8398	0	0	3.66300366300366	0	0	0	0	1.46520146520147	0	0	0	0	0	0	5.12820512820513	22.8937728937729	0	0	0	0	0	0	0.366300366300366	0	0	0	0	0	0	0	0.183150183150183	0	30.5860805860806	32.0512820512821	0	0	0	0	0.732600732600733	0	0.183150183150183	0	0	0	0.183150183150183	0	0	0	0.732600732600733	1.83150183150183	0
14471	22656	"Bobrov"	49.447508	19.558798	105	"AWI"	105	8366	8883	8539	0	0	2.56410256410256	0	0	0	0	1.0989010989011	0	0	0	0	0	0	4.3956043956044	23.0769230769231	0	0	0	0	0.366300366300366	0	0.549450549450549	0	0	0	0	0	0	0	0	0	34.7985347985348	29.8534798534799	0	0	0	0	0.732600732600733	0	0.366300366300366	0	0	0	0.183150183150183	0	0	0	0.183150183150183	1.83150183150183	0
14471	22656	"Bobrov"	49.447508	19.558798	110	"AWI"	110	8496	9070	8719	0	0	1.23022847100176	0	0.175746924428822	0.175746924428822	0	1.5817223198594	0	0	0	0	0	0	1.93321616871705	25.6590509666081	0	0	0	0	0.351493848857645	0	0	0	0.351493848857645	0	0	0	0	0	0.175746924428822	0	30.5799648506151	36.0281195079086	0	0	0	0	0.351493848857645	0	0	0	0	0.175746924428822	0	0.175746924428822	0	0	0.527240773286467	0.527240773286467	0
14471	22656	"Bobrov"	49.447508	19.558798	115	"AWI"	115	8612	9264	8909	0	0	3.79965457685665	0	0	0.172711571675302	0	1.89982728842832	0	0	0	0	0	0	5.00863557858376	28.1519861830743	0	0	0	0	0.345423143350604	0	0	0	0	0	0	0	0	0	0	0	20.2072538860104	36.7875647668394	0	0	0	0	0.345423143350604	0	0	0	0	0.172711571675302	0	0.172711571675302	0.172711571675302	0	1.38169257340242	1.38169257340242	0
14471	22656	"Bobrov"	49.447508	19.558798	120	"AWI"	120	8765	9401	9109	0	0	3.06513409961686	0.191570881226054	0	0.191570881226054	0	1.34099616858238	0.766283524904214	0	0	0	0	0	6.13026819923372	18.1992337164751	0	0	0	0	0.191570881226054	0	0	0	0	0	0	0	0	0	0	0	27.0114942528736	40.0383141762452	0	0	0	0	0	0	0	0	0	0.191570881226054	0	0	0	0	0.957854406130268	1.72413793103448	0
14471	22656	"Bobrov"	49.447508	19.558798	125	"AWI"	125	8963	9514	9293	0	0	2.76338514680484	0	0	0	0	0.863557858376511	0	0	0	0	0	0	11.2262521588946	25.2158894645941	0	0	0	0	0.690846286701209	0	0	0	0	0	0	0	0	0	0	0	23.1433506044905	32.6424870466321	0	0	0	0	0	0	0.345423143350604	0	0	0	0	0.172711571675302	0.172711571675302	0	0.863557858376511	1.89982728842832	0
14471	22656	"Bobrov"	49.447508	19.558798	130	"AWI"	130	9169	9638	9470	0	0.200803212851406	3.21285140562249	0	0	0.401606425702811	0	1.80722891566265	0	0	0	0	0	0	11.6465863453815	11.4457831325301	0	0	0	0	0	0	0	0	0	0	0	0	0	0.200803212851406	0	0	17.0682730923695	51.2048192771084	0	0	0	0	0	0	0	0	0	0	0	0.200803212851406	0	0	1.20481927710843	1.40562248995984	0
14471	22656	"Bobrov"	49.447508	19.558798	135	"AWI"	135	9318	9822	9569	0	0	5.4519368723099	0	0	0.143472022955524	0	3.15638450502152	0.573888091822095	0	0	0	0	0	5.4519368723099	16.0688665710186	0	0	0	0	0.286944045911047	0	0	0	0	0	0	0	0	0	0	0	21.2338593974175	41.1764705882353	0	0	0	0.430416068866571	0.286944045911047	0	0	0	0	0.286944045911047	0	0.286944045911047	0	0	0.717360114777618	4.44763271162123	0
14471	22656	"Bobrov"	49.447508	19.558798	140	"AWI"	140	9457	9982	9673	0	0	2.17821782178218	0	0	0.396039603960396	0	2.37623762376238	0	0	0	0	0	0	2.17821782178218	7.72277227722772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.6138613861386	64.5544554455446	0	0	0	0.198019801980198	0	0	0.198019801980198	0	0	0	0	0	0	0	0.396039603960396	1.18811881188119	0
14471	22656	"Bobrov"	49.447508	19.558798	145	"AWI"	145	9598	10147	9814	0	0	2.72232304900181	0	0.181488203266788	0	0	2.72232304900181	0	0	0	0	0	0	4.53720508166969	13.7931034482759	0	0	0	0	0.181488203266788	0	0	0	0	0	0	0	0	0	0	0	9.80036297640653	57.1687840290381	0	0	0	0	0.181488203266788	0	0.362976406533575	0	0	0.362976406533575	0	0.362976406533575	0	0	0.362976406533575	7.25952813067151	0
14471	22656	"Bobrov"	49.447508	19.558798	150	"AWI"	150	9710	10318	9989	0	0	0.757575757575758	0	0	0	0	2.84090909090909	0	0	0	0	0	0	0.568181818181818	10.6060606060606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.90151515151515	71.969696969697	0	0	0	0	0.189393939393939	0	0.568181818181818	0	0	0.378787878787879	0	0.189393939393939	0	0	0	3.03030303030303	0
14471	22656	"Bobrov"	49.447508	19.558798	155	"AWI"	155	9855	10467	10160	0	0	0.511945392491468	6.31399317406143	0.170648464163823	0	0	2.55972696245734	1.02389078498294	0	0	0	0	0	1.02389078498294	16.8941979522184	0	0	0	0	0.170648464163823	0	0	0	0	0	0	0	0	0	0	0	7.84982935153584	60.2389078498293	0	0	0	0	0.341296928327645	0	0	0	0	0.170648464163823	0	0.170648464163823	0	0	0	2.55972696245734	0
14471	22656	"Bobrov"	49.447508	19.558798	160	"AWI"	160	10033	10595	10324	0	0	0	0.201612903225806	0	0.403225806451613	0	4.03225806451613	0	0.201612903225806	0	0	0	0	0.403225806451613	7.05645161290323	0	0	0	0.201612903225806	0	0	0.201612903225806	0	0	0	0	0	0	0	0	0	11.0887096774194	71.1693548387097	0	0	0	0	0	0	0.201612903225806	0	0	0	0	0.403225806451613	0	0	0	4.43548387096774	0
14471	22656	"Bobrov"	49.447508	19.558798	165	"AWI"	165	10277	10720	10486	0	0	0.53475935828877	0.17825311942959	0.53475935828877	0.35650623885918	0	4.99108734402852	0.53475935828877	0	0	0	0	0	0.71301247771836	11.4081996434938	0	0	0	0	0.17825311942959	0	0	0	0.35650623885918	0	0	0	0	0	0	0	11.4081996434938	60.9625668449198	0	0	0	0	0	0	0.17825311942959	0	0	0	0.17825311942959	0.53475935828877	0	0	0	6.95187165775401	0
14471	22656	"Bobrov"	49.447508	19.558798	170	"AWI"	170	10373	10904	10605	0	0	0.220264317180617	0.220264317180617	0	0.440528634361234	0	6.6079295154185	0	0.220264317180617	0	0	0	0	0.66079295154185	7.70925110132159	0	0	0	0	0	0	0	0	0.440528634361234	0	0	0	0	0	0	0	14.3171806167401	67.6211453744493	0	0	0	0.220264317180617	0	0	0	0	0	0	0	0.440528634361234	0	0	0	0.881057268722467	0
14471	22656	"Bobrov"	49.447508	19.558798	175	"AWI"	175	10506	11036	10723	0	0	0.992063492063492	0.396825396825397	0	0.198412698412698	0	5.15873015873016	0	0	0	0	0	0.198412698412698	1.19047619047619	8.92857142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.2698412698413	64.6825396825397	0	0	0	0	0	0	0	0	0	0.198412698412698	0	0.396825396825397	0	0	0	1.38888888888889	0
14471	22656	"Bobrov"	49.447508	19.558798	180	"AWI"	180	10619	11206	10861	0	0	0.198412698412698	0	0.198412698412698	0.595238095238095	0	6.15079365079365	0	0	0	0	0	0	0.396825396825397	9.12698412698413	0	0	0	0	0	0	0.198412698412698	0	0	0	0	0	0	0	0	0	21.8253968253968	59.7222222222222	0	0	0	0	0	0	0	0	0	0.198412698412698	0	0.198412698412698	0	0	0.198412698412698	0.992063492063492	0
14471	22656	"Bobrov"	49.447508	19.558798	185	"AWI"	185	10718	11352	11001	0	0	0	0	0.20746887966805	0.20746887966805	0	10.7883817427386	0	0	0	0	0	0	0	6.01659751037344	0	0	0	0	0	0	0	0	0.622406639004149	0	0	0	0	0	0	0	12.655601659751	67.2199170124481	0	0	0	0	0.20746887966805	0	0	0	0	0.4149377593361	0	0.4149377593361	0	0	0	1.03734439834025	0.20746887966805
14471	22656	"Bobrov"	49.447508	19.558798	190	"AWI"	190	10823	11496	11136	0	0	0	0.671140939597315	0.223713646532438	0.671140939597315	0	7.60626398210291	0	0	0	0	0	0	0	1.78970917225951	0	0	0	0	0	0	0.223713646532438	0	0.894854586129754	0	0	0	0	0	0	0	4.25055928411633	82.5503355704698	0	0	0.223713646532438	0	0	0	0	0	0	0.223713646532438	0	0	0	0.447427293064877	0	0.223713646532438	0
14471	22656	"Bobrov"	49.447508	19.558798	195	"AWI"	195	10930	11629	11272	0	0	0.392156862745098	0	0	0.196078431372549	0	2.94117647058824	0	0	0	0	0	0.196078431372549	0	10.5882352941176	0	0	0	0	0	0	0.784313725490196	0	0.784313725490196	0	0	0	0	0.196078431372549	0	0	3.72549019607843	77.843137254902	0	0	0	0	0	0	0	0	0	0.588235294117647	0	0.980392156862745	0	0.392156862745098	0	0.196078431372549	0.196078431372549
14471	22656	"Bobrov"	49.447508	19.558798	200	"AWI"	200	11071	11754	11417	0	0	0	0	0	0.657894736842105	0	1.15131578947368	0	0	0	0	0	0.164473684210526	0.164473684210526	27.6315789473684	0	0	0	0	0	0	2.30263157894737	0	0.657894736842105	0	0	0	0	0	0	0	0.328947368421053	65.625	0	0	0	0	0.164473684210526	0	0	0	0	0.328947368421053	0	0.657894736842105	0	0	0	0	0.164473684210526
14471	22656	"Bobrov"	49.447508	19.558798	205	"AWI"	205	11221	11859	11561	0	0	0	0.830564784053156	0.166112956810631	0.996677740863787	0	2.15946843853821	0	0	0	0	0	0	0	21.0963455149502	0	0	0	0	0	0	6.64451827242525	0	1.66112956810631	0	0	0	0	0	0	0	1.32890365448505	62.9568106312292	0	0	0	0	0.166112956810631	0	0	0	0	0.166112956810631	0	1.32890365448505	0	0.166112956810631	0	0	0.332225913621262
14471	22656	"Bobrov"	49.447508	19.558798	210	"AWI"	210	11401	12180	11757	0	0	0	1.38067061143984	0	0.788954635108481	0	1.77514792899408	0	0	0	0	0	0	0	8.67850098619329	0	0	0	0	0	0	5.12820512820513	0	1.9723865877712	0	0	0	0	0	0	0	2.9585798816568	76.3313609467456	0	0	0	0	0	0	0	0	0	0	0	0.19723865877712	0	0.788954635108481	0	0	0
14471	22656	"Bobrov"	49.447508	19.558798	215	"AWI"	215	11623	12523	12016	0	0	0.4149377593361	0.20746887966805	1.03734439834025	0.622406639004149	0	7.05394190871369	0	0	0	0	0	0	0	12.448132780083	0	0	0	0	0	0	1.86721991701245	0	2.4896265560166	0	0	0	0	0	0	0	1.45228215767635	71.1618257261411	0	0	0	0	0	0	0	0	0	0.4149377593361	0	0.4149377593361	0	0.4149377593361	0	0	0
14471	22656	"Bobrov"	49.447508	19.558798	220	"AWI"	220	11816	12834	12308	0	0	0	0.434782608695652	0.652173913043478	0.869565217391304	0	2.60869565217391	0	0	0	0	0	0	0	6.52173913043478	0	0	0	0	0	0	0.217391304347826	0	1.30434782608696	0	0	0	0.434782608695652	0	0	0	0.652173913043478	85.4347826086956	0	0	0	0	0	0	0	0	0	0.217391304347826	0	0.434782608695652	0	0.217391304347826	0	0	0
14471	22656	"Bobrov"	49.447508	19.558798	225	"AWI"	225	12051	13143	12614	0	0	0.819672131147541	0	0	0.204918032786885	0	5.94262295081967	0	0	0	0	0	0	0	8.40163934426229	0	0	0	0	0	0	3.48360655737705	0	1.4344262295082	0	0	0.204918032786885	0	0	0	0	0.819672131147541	77.2540983606557	0	0	0	0	0	0	0	0	0	0.204918032786885	0	0.819672131147541	0	0.204918032786885	0	0.204918032786885	0
14471	22656	"Bobrov"	49.447508	19.558798	230	"AWI"	230	12306	13398	12900	0.271739130434783	0	0.815217391304348	0	0.543478260869565	1.35869565217391	0	10.8695652173913	0	0	0	0	0	0	0.815217391304348	5.43478260869565	0	0	0	0	0	0	1.35869565217391	0	0.543478260869565	0	0	0	0	0	0	0	1.90217391304348	73.3695652173913	0	0	0	0	0	0	0	0	0	0	0.543478260869565	0.543478260869565	0	0.543478260869565	0	1.08695652173913	0
