"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Arctostaphylos"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Crataegus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Grossulariaceae"	"Hypericaceae"	"Juglans"	"Lamiaceae"	"Larix"	"Liliaceae"	"Melanthiaceae"	"Olea"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnaceae"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Vitaceae"
15686	24048	"Oberaar"	46.54722	8.25556	42	"AWI"	42	7098	8177	7566	10	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	3	0	0
15686	24048	"Oberaar"	46.54722	8.25556	44	"AWI"	44	7183	8551	7737	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	1	0
15686	24048	"Oberaar"	46.54722	8.25556	45	"AWI"	45	7217	8803	7825	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	34	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0
15686	24048	"Oberaar"	46.54722	8.25556	47	"AWI"	47	7383	8969	8021	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	12	0	0	0	0	0	0	4	0	0
15686	24048	"Oberaar"	46.54722	8.25556	48	"AWI"	48	7434	9077	8123	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	68	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0
15686	24048	"Oberaar"	46.54722	8.25556	49	"AWI"	49	7477	9222	8208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	67	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	4	0	0
15686	24048	"Oberaar"	46.54722	8.25556	50	"AWI"	50	7519	9407	8302	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	6	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	10	0	0
15686	24048	"Oberaar"	46.54722	8.25556	51	"AWI"	51	7626	9490	8397	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	89	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	2	7	0	0	0	0	0	0	0	22	0	0
15686	24048	"Oberaar"	46.54722	8.25556	53	"AWI"	53	7751	9686	8594	0	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	3	0	101	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0	1	0	0	22	0	0
15686	24048	"Oberaar"	46.54722	8.25556	55	"AWI"	55	7842	9959	8782	1	0	0	0	1	0	1	0	0	0	0	5	0	0	0	0	1	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	20	0	0
15686	24048	"Oberaar"	46.54722	8.25556	60	"AWI"	60	8218	10424	9250	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	7	0	0
15686	24048	"Oberaar"	46.54722	8.25556	65	"AWI"	65	8637	10831	9703	2	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	1	0	14	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	10	0	0
15686	24048	"Oberaar"	46.54722	8.25556	70	"AWI"	70	9119	11201	10206	11	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	3	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0
15686	24048	"Oberaar"	46.54722	8.25556	80	"AWI"	80	10372	11939	11098	2	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
