"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Lythraceae"	"Onagraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Saxifragaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
3381	40572	"Rotsee"	47.07556	8.32556	475	"AWI"	475	8410	10030	9266	3	4	20	0	0	6	2	0	12	0	0	1	0	0	0	323	12	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	46	0	9	0	0	71	1	0	1	0	0	0	0	0	58	58	1	1
3381	40572	"Rotsee"	47.07556	8.32556	480	"AWI"	480	8473	10091	9316	0	1	32	0	2	0	2	0	17	1	0	0	0	0	0	215	12	0	0	0	0	0	0	9	0	0	1	0	0	0	0	0	33	0	10	0	0	64	0	0	0	0	1	0	0	0	52	37	1	0
3381	40572	"Rotsee"	47.07556	8.32556	485	"AWI"	485	8531	10122	9367	0	1	5	0	0	3	2	0	5	0	0	0	0	0	0	81	11	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	18	0	9	0	0	21	0	0	0	0	0	0	0	0	31	18	0	0
3381	40572	"Rotsee"	47.07556	8.32556	490	"AWI"	490	8574	10154	9417	0	2	11	0	2	8	4	0	48	2	0	0	0	0	0	220	9	0	0	0	0	0	0	8	0	0	5	0	0	0	0	0	31	0	34	0	0	49	2	0	0	0	1	0	0	0	89	43	0	0
3381	40572	"Rotsee"	47.07556	8.32556	495	"AWI"	495	8628	10202	9465	0	1	17	0	0	2	1	0	5	0	1	0	0	0	0	152	13	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	26	0	11	0	0	35	0	0	0	0	0	0	0	0	44	43	0	0
3381	40572	"Rotsee"	47.07556	8.32556	500	"AWI"	500	8677	10254	9515	0	4	19	0	1	5	1	0	15	1	0	0	0	0	0	223	10	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	49	0	15	0	0	49	1	0	0	1	1	2	0	1	45	73	1	0
3381	40572	"Rotsee"	47.07556	8.32556	505	"AWI"	505	8728	10321	9568	0	2	12	0	0	4	0	0	8	0	0	1	0	0	0	212	9	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	41	0	16	0	1	34	0	0	1	0	0	2	0	0	25	29	0	0
3381	40572	"Rotsee"	47.07556	8.32556	510	"AWI"	510	8781	10362	9614	0	3	8	0	0	9	4	0	36	0	0	0	0	0	0	253	17	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	30	0	21	0	0	55	1	0	0	1	1	0	0	0	51	60	0	0
3381	40572	"Rotsee"	47.07556	8.32556	515	"AWI"	515	8849	10389	9662	0	1	8	0	1	5	1	0	6	0	0	0	0	0	0	252	10	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	29	0	9	0	1	50	0	0	0	0	0	3	0	0	39	34	0	0
3381	40572	"Rotsee"	47.07556	8.32556	525	"AWI"	525	8957	10452	9763	0	4	16	0	2	8	1	0	18	1	0	0	0	0	0	299	6	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	51	0	11	0	1	89	2	0	0	1	0	0	0	0	13	56	0	0
3381	40572	"Rotsee"	47.07556	8.32556	530	"AWI"	530	8990	10495	9813	0	4	9	0	0	0	1	0	32	0	0	0	0	0	0	322	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	76	0	21	0	0	131	1	0	0	0	0	0	0	0	8	71	0	0
3381	40572	"Rotsee"	47.07556	8.32556	535	"AWI"	535	9037	10547	9860	0	3	13	0	3	4	1	0	12	0	0	0	0	0	0	321	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	15	0	2	93	1	0	0	0	0	0	0	0	8	59	0	0
3381	40572	"Rotsee"	47.07556	8.32556	540	"AWI"	540	9124	10570	9906	0	1	13	0	3	3	1	0	15	2	0	0	0	0	0	307	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	10	0	0	67	3	0	0	2	0	0	0	0	6	38	0	1
3381	40572	"Rotsee"	47.07556	8.32556	545	"AWI"	545	9204	10607	9959	0	2	10	0	1	2	1	0	16	0	0	0	0	0	0	178	15	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	70	0	13	0	2	88	0	0	0	0	0	1	0	0	9	34	0	0
3381	40572	"Rotsee"	47.07556	8.32556	550	"AWI"	550	9268	10635	10012	0	3	6	0	1	4	1	0	20	1	0	0	0	0	0	225	13	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	57	0	17	0	0	67	0	0	0	0	2	0	0	0	4	28	1	0
3381	40572	"Rotsee"	47.07556	8.32556	555	"AWI"	555	9321	10680	10060	0	1	13	0	3	5	1	0	22	2	0	0	0	0	0	229	27	0	0	0	0	0	0	2	0	1	2	0	1	0	0	0	65	0	21	0	2	90	1	0	0	0	0	0	0	0	9	45	0	1
3381	40572	"Rotsee"	47.07556	8.32556	560	"AWI"	560	9373	10724	10115	0	3	20	0	3	3	3	0	18	0	1	0	0	0	0	348	10	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	75	0	14	0	0	113	2	0	0	1	0	1	0	0	12	41	0	1
3381	40572	"Rotsee"	47.07556	8.32556	565	"AWI"	565	9439	10756	10163	0	1	12	0	1	2	1	0	19	4	0	0	0	0	0	257	12	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	70	0	20	0	1	84	0	0	2	0	3	0	0	0	8	41	0	2
3381	40572	"Rotsee"	47.07556	8.32556	570	"AWI"	570	9530	10776	10212	0	1	21	1	2	6	1	0	28	1	0	0	0	0	0	346	13	0	0	0	0	0	0	2	0	0	2	0	3	0	0	0	77	0	22	0	0	89	0	0	0	0	0	0	0	0	11	43	0	0
3381	40572	"Rotsee"	47.07556	8.32556	575	"AWI"	575	9606	10800	10261	0	3	18	0	2	2	3	0	18	4	0	0	0	0	0	260	14	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	110	0	16	0	2	95	0	0	0	0	1	0	0	1	7	52	0	1
3381	40572	"Rotsee"	47.07556	8.32556	580	"AWI"	580	9678	10826	10315	0	2	22	0	0	3	5	0	18	3	0	1	0	0	0	340	7	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	104	0	29	0	1	87	1	0	0	0	0	0	0	0	9	55	0	1
3381	40572	"Rotsee"	47.07556	8.32556	585	"AWI"	585	9717	10863	10369	0	0	20	0	1	3	4	0	19	3	0	1	0	0	0	289	11	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	104	0	15	0	0	82	2	0	0	1	1	0	0	1	10	48	0	3
3381	40572	"Rotsee"	47.07556	8.32556	590	"AWI"	590	9762	10904	10420	0	2	20	0	2	7	1	0	21	3	0	0	0	0	0	358	16	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	81	0	24	0	0	93	0	0	0	0	2	0	0	1	7	73	0	0
3381	40572	"Rotsee"	47.07556	8.32556	595	"AWI"	595	9888	10922	10462	0	3	16	0	1	2	0	0	24	3	0	0	0	0	0	316	9	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	73	0	9	0	1	85	1	0	0	0	1	0	0	0	11	66	0	0
3381	40572	"Rotsee"	47.07556	8.32556	600	"AWI"	600	9996	10944	10504	0	6	10	0	2	6	2	0	36	3	0	0	0	0	0	431	13	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	111	0	18	0	0	84	1	0	1	0	0	0	0	0	11	94	0	1
3381	40572	"Rotsee"	47.07556	8.32556	605	"AWI"	605	10090	10962	10548	0	2	20	1	1	2	1	0	27	3	0	1	0	0	0	377	14	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	106	0	26	0	0	95	2	0	0	1	1	2	0	0	13	110	0	0
3381	40572	"Rotsee"	47.07556	8.32556	610	"AWI"	610	10160	10988	10592	0	0	11	0	0	7	3	0	28	2	0	0	0	0	0	344	10	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	102	0	23	0	0	45	1	0	1	0	1	0	0	0	5	61	0	0
3381	40572	"Rotsee"	47.07556	8.32556	615	"AWI"	615	10215	11022	10639	0	2	10	0	0	6	1	0	18	4	0	0	0	0	0	316	18	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	100	0	23	0	0	57	2	0	0	0	1	0	0	0	8	54	0	2
3381	40572	"Rotsee"	47.07556	8.32556	620	"AWI"	620	10292	11053	10683	0	3	13	0	2	4	3	0	26	0	0	0	0	0	0	274	19	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	141	0	19	0	0	36	0	0	0	0	1	0	0	0	6	46	0	0
3381	40572	"Rotsee"	47.07556	8.32556	625	"AWI"	625	10400	11074	10727	0	0	16	0	2	4	2	0	43	3	0	0	0	0	0	342	17	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	157	0	22	0	1	58	4	0	0	2	1	0	0	0	10	57	1	0
3381	40572	"Rotsee"	47.07556	8.32556	630	"AWI"	630	10491	11098	10772	0	0	11	0	3	1	4	0	53	2	0	0	0	0	0	343	12	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	210	0	28	0	0	30	1	0	0	0	3	0	0	0	17	71	0	0
3381	40572	"Rotsee"	47.07556	8.32556	635	"AWI"	635	10567	11126	10823	0	2	13	1	3	3	4	0	41	1	0	0	0	0	0	314	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	28	0	0	32	2	0	0	2	4	2	0	0	9	45	0	0
3381	40572	"Rotsee"	47.07556	8.32556	640	"AWI"	640	10621	11166	10872	0	1	9	0	3	1	4	0	52	0	0	0	0	0	0	264	17	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	191	0	24	0	0	38	1	0	0	0	1	0	0	0	9	86	0	0
3381	40572	"Rotsee"	47.07556	8.32556	645	"AWI"	645	10654	11228	10926	0	2	17	0	3	0	3	0	34	1	0	0	0	0	0	151	10	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	204	0	11	0	2	22	2	0	1	0	3	0	0	0	9	80	0	0
3381	40572	"Rotsee"	47.07556	8.32556	650	"AWI"	650	10754	11256	10982	0	1	6	0	2	0	4	0	111	2	0	0	0	0	0	189	12	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	569	0	22	0	0	17	0	0	1	0	2	0	1	0	6	70	0	0
3381	40572	"Rotsee"	47.07556	8.32556	655	"AWI"	655	10836	11295	11039	0	0	6	0	0	0	5	0	42	0	0	0	0	0	0	47	19	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	452	0	23	0	0	4	1	0	1	2	4	0	0	0	10	28	1	0
3381	40572	"Rotsee"	47.07556	8.32556	660	"AWI"	660	10910	11344	11102	0	0	0	0	4	0	5	0	64	1	0	0	0	0	0	73	11	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	648	0	14	0	0	1	1	0	1	0	3	0	0	0	5	0	0	0
3381	40572	"Rotsee"	47.07556	8.32556	665	"AWI"	665	10953	11411	11160	0	0	0	0	1	0	2	0	79	1	0	0	0	0	0	22	6	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	453	0	18	0	0	0	1	0	0	2	1	0	0	2	1	1	1	0
3381	40572	"Rotsee"	47.07556	8.32556	670	"AWI"	670	10990	11488	11215	0	0	0	0	6	0	13	0	220	3	0	0	0	0	0	5	27	3	0	0	0	0	0	0	0	0	6	0	0	0	0	0	754	0	24	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
3381	40572	"Rotsee"	47.07556	8.32556	675	"AWI"	675	11054	11549	11274	0	0	0	0	1	0	9	0	158	2	0	0	0	0	0	2	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	398	0	24	0	1	0	3	0	1	3	3	0	0	0	0	0	0	0
3381	40572	"Rotsee"	47.07556	8.32556	680	"AWI"	680	11129	11608	11340	0	0	0	2	3	0	11	0	400	3	0	0	0	0	0	1	20	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	821	0	29	0	0	0	4	0	0	5	5	0	1	0	0	0	1	1
3381	40572	"Rotsee"	47.07556	8.32556	685	"AWI"	685	11191	11700	11400	0	0	0	0	2	0	9	0	129	1	0	1	0	0	0	1	16	2	0	0	5	0	0	0	0	0	4	0	0	0	0	0	508	0	49	0	0	0	2	0	2	4	8	0	0	1	0	0	1	0
3381	40572	"Rotsee"	47.07556	8.32556	690	"AWI"	690	11227	11832	11468	0	0	0	1	6	0	26	0	212	1	0	0	0	0	1	1	8	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	765	0	42	0	0	0	2	0	2	3	2	0	0	2	0	0	0	0
3381	40572	"Rotsee"	47.07556	8.32556	695	"AWI"	695	11253	11985	11536	0	0	1	0	4	0	37	0	128	3	0	0	0	0	0	1	9	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	390	0	35	0	0	0	4	0	2	0	1	0	1	3	0	0	1	0
3381	40572	"Rotsee"	47.07556	8.32556	700	"AWI"	700	11275	12143	11601	0	0	0	2	6	0	28	0	214	0	0	0	0	0	0	1	16	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	497	0	55	0	0	0	6	0	2	0	2	0	0	2	0	0	0	0
3381	40572	"Rotsee"	47.07556	8.32556	705	"AWI"	705	11349	12188	11691	0	0	1	2	5	0	25	0	175	0	0	0	0	0	0	0	15	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	421	0	32	0	0	0	1	0	4	0	2	0	0	1	0	0	0	0
3381	40572	"Rotsee"	47.07556	8.32556	710	"AWI"	710	11389	12234	11795	0	0	0	1	12	0	44	0	196	2	0	0	0	0	1	0	19	1	0	0	0	0	0	0	0	0	23	0	0	0	0	0	474	0	82	0	0	0	7	0	2	3	2	0	0	6	0	0	1	0
3381	40572	"Rotsee"	47.07556	8.32556	715	"AWI"	715	11420	12295	11903	0	0	2	2	5	0	31	0	122	1	0	0	0	2	0	0	16	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	555	0	33	0	0	0	3	0	2	0	1	0	1	2	0	0	0	0
3381	40572	"Rotsee"	47.07556	8.32556	720	"AWI"	720	11442	12381	12006	0	0	0	4	5	0	31	0	199	2	0	0	0	0	2	2	19	2	0	0	0	0	0	0	0	0	16	0	0	0	0	0	865	0	37	0	1	0	5	0	1	4	2	0	0	3	0	0	0	0
3381	40572	"Rotsee"	47.07556	8.32556	725	"AWI"	725	11462	12500	12102	0	0	0	3	5	0	28	0	131	0	0	0	0	0	0	0	14	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	499	0	64	0	0	0	7	0	3	3	0	0	0	3	0	0	0	0
3381	40572	"Rotsee"	47.07556	8.32556	730	"AWI"	730	11572	12597	12200	0	0	0	0	3	0	27	0	116	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	733	0	49	0	0	0	4	0	2	0	2	0	1	2	0	0	0	0
3381	40572	"Rotsee"	47.07556	8.32556	735	"AWI"	735	11753	12646	12311	0	0	0	1	4	0	19	0	109	0	0	0	0	0	0	0	13	1	0	0	0	0	0	0	0	0	8	0	0	0	0	0	495	0	37	0	0	0	1	0	0	2	2	0	0	0	0	0	3	0
3381	40572	"Rotsee"	47.07556	8.32556	740	"AWI"	740	11894	12705	12410	0	0	0	3	3	0	42	0	150	2	0	0	0	0	0	0	27	5	0	0	0	0	0	0	0	0	14	0	0	0	0	0	395	0	58	0	0	0	6	0	0	2	6	0	0	5	0	0	0	0
3381	40572	"Rotsee"	47.07556	8.32556	745	"AWI"	745	11988	12785	12509	0	0	0	1	6	0	18	0	113	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	429	0	32	0	0	0	1	0	0	0	2	0	0	3	0	0	2	0
3381	40572	"Rotsee"	47.07556	8.32556	750	"AWI"	750	12065	12905	12609	0	0	0	3	8	0	34	0	127	1	0	0	0	0	1	0	20	2	0	0	0	0	0	0	0	0	8	0	0	0	0	0	598	0	42	0	0	0	1	0	1	1	1	0	0	2	0	0	0	0
3381	40572	"Rotsee"	47.07556	8.32556	755	"AWI"	755	12134	13054	12709	0	0	0	1	4	0	31	9	62	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	10	0	1	0	0	0	458	0	27	0	0	0	1	0	0	4	3	0	0	0	0	0	1	0
3381	40572	"Rotsee"	47.07556	8.32556	760	"AWI"	760	12303	13078	12776	0	0	0	1	5	0	18	0	55	0	0	0	0	0	1	0	14	2	0	0	0	0	0	0	0	0	12	0	0	0	0	0	798	0	40	0	0	0	2	0	2	1	1	0	0	3	0	0	0	0
3381	40572	"Rotsee"	47.07556	8.32556	765	"AWI"	765	12458	13102	12845	0	0	0	1	5	0	10	0	192	1	0	0	0	0	0	0	12	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	332	0	24	0	0	0	1	0	0	0	2	0	0	2	0	0	0	0
3381	40572	"Rotsee"	47.07556	8.32556	770	"AWI"	770	12603	13133	12915	0	0	0	0	2	0	11	0	366	5	0	0	0	0	0	0	21	2	0	0	0	0	0	0	0	0	5	0	0	0	0	0	384	0	36	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0
3381	40572	"Rotsee"	47.07556	8.32556	775	"AWI"	775	12715	13182	12988	0	0	0	0	1	0	5	0	343	0	0	0	0	0	0	0	9	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	220	0	34	0	0	0	1	4	1	0	2	0	0	1	0	0	0	0
3381	40572	"Rotsee"	47.07556	8.32556	780	"AWI"	780	12785	13247	13061	0	0	0	0	2	0	6	0	237	0	0	0	0	0	0	0	15	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	404	0	24	0	0	0	1	0	0	0	3	0	0	1	0	0	0	0
3381	40572	"Rotsee"	47.07556	8.32556	785	"AWI"	785	12862	13298	13121	0	0	0	0	0	0	9	0	191	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	353	0	20	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
3381	40572	"Rotsee"	47.07556	8.32556	790	"AWI"	790	12969	13329	13170	0	0	0	1	3	0	9	0	323	1	0	0	0	0	0	0	22	1	0	0	0	0	0	0	0	0	30	0	0	0	0	0	497	0	56	0	0	0	2	0	0	6	9	0	0	0	0	0	1	0
3381	40572	"Rotsee"	47.07556	8.32556	795	"AWI"	795	13058	13364	13218	0	0	0	1	4	0	5	0	185	1	0	0	0	0	0	0	15	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	326	0	31	0	1	0	2	0	0	1	3	0	0	0	0	0	1	0
3381	40572	"Rotsee"	47.07556	8.32556	800	"AWI"	800	13125	13409	13266	0	0	0	0	5	0	9	0	380	0	0	0	0	0	0	0	11	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	471	0	33	0	0	0	0	0	1	1	1	0	0	2	0	0	0	0
3381	40572	"Rotsee"	47.07556	8.32556	805	"AWI"	805	13166	13473	13316	0	0	0	1	4	0	10	0	306	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	290	0	28	0	1	0	3	0	1	1	4	0	0	0	0	0	0	0
3381	40572	"Rotsee"	47.07556	8.32556	810	"AWI"	810	13190	13557	13365	0	0	0	0	0	0	8	0	333	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0	11	0	0	0	0	0	244	0	37	0	0	0	1	0	2	0	11	0	0	2	0	0	0	0
3381	40572	"Rotsee"	47.07556	8.32556	815	"AWI"	815	13282	13588	13425	0	0	0	0	1	0	10	0	463	1	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	250	0	38	0	0	0	3	0	0	0	4	0	0	0	0	0	0	0
3381	40572	"Rotsee"	47.07556	8.32556	820	"AWI"	820	13349	13638	13483	0	0	0	0	2	0	10	0	450	1	0	0	0	0	0	0	5	4	0	0	0	0	0	0	0	0	14	0	0	0	0	0	174	0	24	0	0	0	0	0	1	0	7	0	0	0	0	0	0	0
3381	40572	"Rotsee"	47.07556	8.32556	825	"AWI"	825	13406	13704	13538	0	0	0	0	2	0	14	0	408	2	0	0	1	0	0	0	11	1	0	0	0	0	0	0	0	0	15	0	0	0	0	0	194	0	33	0	0	0	6	0	1	1	2	0	1	0	0	0	0	0
3381	40572	"Rotsee"	47.07556	8.32556	830	"AWI"	830	13442	13793	13598	0	0	0	1	1	0	14	0	638	0	0	0	0	0	0	0	18	2	0	0	0	0	0	0	0	0	22	0	0	0	0	0	301	0	52	0	0	0	4	0	2	1	9	0	0	0	0	0	0	0
3381	40572	"Rotsee"	47.07556	8.32556	835	"AWI"	835	13472	13891	13657	0	0	0	1	3	0	13	0	525	0	0	1	0	0	0	0	29	3	0	0	0	0	0	0	0	0	4	0	0	0	0	0	121	0	48	0	0	0	4	0	0	1	3	0	0	2	0	0	2	0
3381	40572	"Rotsee"	47.07556	8.32556	840	"AWI"	840	13533	13961	13716	0	0	0	0	2	0	15	0	523	1	0	0	0	0	0	0	18	3	0	0	0	0	0	0	0	0	14	0	0	0	0	0	59	0	30	0	0	0	1	0	0	0	11	0	0	2	0	0	0	0
3381	40572	"Rotsee"	47.07556	8.32556	845	"AWI"	845	13601	14012	13780	0	0	0	0	3	0	14	0	500	1	0	0	0	0	1	0	32	4	0	0	0	0	0	0	0	0	19	0	0	0	0	0	51	0	70	0	0	0	5	0	1	2	16	0	0	1	0	0	2	0
3381	40572	"Rotsee"	47.07556	8.32556	850	"AWI"	850	13642	14087	13856	0	0	0	0	1	0	9	0	546	2	0	0	0	0	0	0	16	3	0	0	0	0	0	0	0	0	15	0	0	0	0	0	40	0	41	0	0	0	3	0	0	2	10	0	1	4	0	0	0	0
3381	40572	"Rotsee"	47.07556	8.32556	855	"AWI"	855	13671	14179	13935	0	0	0	0	10	0	24	0	550	0	0	1	0	0	0	0	31	2	0	0	0	0	0	0	1	0	23	0	1	0	0	0	27	0	70	0	0	0	4	0	1	3	15	0	0	5	0	0	0	0
3381	40572	"Rotsee"	47.07556	8.32556	860	"AWI"	860	13694	14283	14003	0	0	0	0	2	0	16	0	565	3	0	0	0	0	0	0	9	4	0	0	0	0	0	0	0	0	27	0	0	0	0	0	12	0	50	0	0	1	4	0	0	0	16	0	1	4	0	0	0	0
3381	40572	"Rotsee"	47.07556	8.32556	865	"AWI"	865	13715	14397	14064	0	0	0	1	6	0	14	0	374	0	0	0	0	0	3	0	23	1	0	0	0	0	0	0	0	0	10	0	0	0	0	0	6	0	57	0	0	0	1	0	3	1	12	0	1	4	0	0	1	0
3381	40572	"Rotsee"	47.07556	8.32556	870	"AWI"	870	13756	14454	14105	0	0	0	1	7	0	12	0	391	2	0	0	0	0	1	0	28	20	0	0	0	0	0	0	0	0	24	0	0	0	0	0	3	0	61	0	0	0	1	0	2	1	11	0	3	7	0	0	0	0
3381	40572	"Rotsee"	47.07556	8.32556	875	"AWI"	875	13785	14530	14145	0	0	0	4	3	0	11	0	89	1	0	0	0	0	4	0	57	18	0	0	0	0	0	0	0	0	174	0	0	0	0	0	3	0	171	0	0	0	3	0	1	1	28	0	3	16	0	0	1	0
