"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Corylus"	"Crataegus"	"Cyperaceae"	"Ericales"	"Fagus"	"Fraxinus"	"Hypericaceae"	"Juglans"	"Juniperus"	"Olea"	"Onagraceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Thalictrum"	"Tilia"	"Ulmus"
3330	4323	"Ospitale"	44.15556	10.78	340	"AWI"	340	596	1548	1125	55.1020408163265	0	2.04081632653061	0	0	0	0	0	0	0	0	0	0	3.06122448979592	0	4.08163265306122	1.02040816326531	10.2040816326531	0	0	2.04081632653061	0	0	0	3.06122448979592	0	0	0	11.2244897959184	0	0	6.12244897959184	0	0	2.04081632653061	0	0	0	0	0	0
3330	4323	"Ospitale"	44.15556	10.78	360	"AWI"	360	693	1611	1214	52.2842639593909	0	1.01522842639594	0	0	0.50761421319797	0	0	0	0	0	0	0	3.04568527918782	0.50761421319797	9.13705583756345	1.01522842639594	14.7208121827411	0	0	0	0	0	0	1.01522842639594	0	0	0	4.56852791878173	0	1.01522842639594	6.5989847715736	0	0	3.04568527918782	0	0	1.01522842639594	0	0	0.50761421319797
3330	4323	"Ospitale"	44.15556	10.78	380	"AWI"	380	792	1690	1307	46.2311557788945	0	1.50753768844221	0	0	0	1.00502512562814	0.50251256281407	0	0.50251256281407	0	0	0	1.00502512562814	0	20.1005025125628	1.00502512562814	11.5577889447236	0	0	0	0	0	0	0	0	0	0	1.50753768844221	0	2.51256281407035	10.0502512562814	0	0	1.50753768844221	0.50251256281407	0.50251256281407	0	0	0	0
3330	4323	"Ospitale"	44.15556	10.78	400	"AWI"	400	899	1762	1399	39.2523364485981	0.467289719626168	4.20560747663551	0	0	0	0	0	0	1.4018691588785	0	0	0	5.60747663551402	0	10.7476635514019	0.934579439252336	22.8971962616822	0.467289719626168	0	0	0	0	0	0.467289719626168	0	0	0	2.33644859813084	0	0	7.94392523364486	0	0	0.934579439252336	0	0.467289719626168	0	0	0	1.86915887850467
3330	4323	"Ospitale"	44.15556	10.78	404	"AWI"	404	940	1770	1415	47.39336492891	0	2.8436018957346	0.947867298578199	0	0	0	0	0	0.947867298578199	0	0	0	2.3696682464455	0	18.4834123222749	0.4739336492891	10.4265402843602	0	0	0	0	0	0	0.4739336492891	0	0	0	0.947867298578199	0	0	12.3222748815166	0	0	0.4739336492891	0.947867298578199	0	0.4739336492891	0	0	0.4739336492891
3330	4323	"Ospitale"	44.15556	10.78	416	"AWI"	416	1023	1794	1466	59.0909090909091	0	1.01010101010101	0	0	0	0	0.505050505050505	0	0.505050505050505	0	0	0	1.51515151515152	0	11.6161616161616	0	9.09090909090909	0	0	0	0	0	0	0	0	0.505050505050505	0	1.51515151515152	0.505050505050505	0	12.6262626262626	0	0	0	0.505050505050505	0	0	0.505050505050505	0	0.505050505050505
3330	4323	"Ospitale"	44.15556	10.78	428	"AWI"	428	1072	1828	1520	30	0.5	3	0.5	0	0	0	1	1	0	0	0	0	7	0	8.5	0.5	30	0.5	0	0	0	1	0	0	0	0.5	0	5	0	0	8.5	0	0	0.5	0	0	0	0.5	0	1.5
3330	4323	"Ospitale"	44.15556	10.78	440	"AWI"	440	1122	1883	1577	37.5	0	1.92307692307692	0	0	0	0	0.961538461538462	2.40384615384615	0	0	0	0	8.17307692307692	0	10.5769230769231	0.480769230769231	19.7115384615385	0.480769230769231	0	0	0.480769230769231	1.44230769230769	0	0.480769230769231	0	0.480769230769231	0	2.88461538461538	0	0	9.61538461538462	0	0	0.480769230769231	0	0	0	0	0.480769230769231	1.44230769230769
3330	4323	"Ospitale"	44.15556	10.78	452	"AWI"	452	1298	1922	1635	48.4375	0.390625	2.34375	0	0	0	0	1.171875	1.171875	0	0	0	0	3.90625	0	16.015625	0.390625	16.796875	0	0	0	0	0	0	0	0	0.78125	0	1.5625	0	0	5.078125	0	0	0	0	0	0	0	0	1.953125
3330	4323	"Ospitale"	44.15556	10.78	464	"AWI"	464	1489	1969	1700	45.5	0	4	0	0.5	0	0	0.5	0.5	0.5	0	0	0	4.5	0	9.5	1	17.5	0	0	0	0	1	0	0	0	1	0	2.5	0	0	8.5	0	0	0.5	0	0	0	0	0	2.5
3330	4323	"Ospitale"	44.15556	10.78	476	"AWI"	476	1608	2046	1770	47.9638009049774	0	1.80995475113122	0	0	0	0	0	0	0	0	0	0	3.16742081447964	0	12.2171945701357	0.452488687782805	16.289592760181	2.26244343891403	0	0	0	0.904977375565611	0	0	0	0.452488687782805	0.452488687782805	1.80995475113122	0	0	9.95475113122172	0	0	0	0	0.452488687782805	0	0.452488687782805	0	1.35746606334842
3330	4323	"Ospitale"	44.15556	10.78	480	"AWI"	480	1625	2083	1793	59.009009009009	0	0.900900900900901	0	0	0	0	0	0.45045045045045	0.900900900900901	0	0	0	2.25225225225225	0	11.7117117117117	0.45045045045045	13.963963963964	0	0	0	0	0.900900900900901	0	1.35135135135135	0	0.45045045045045	0	1.8018018018018	0	0	3.6036036036036	0	0	0.900900900900901	0	0	0	0	0	1.35135135135135
3330	4323	"Ospitale"	44.15556	10.78	488	"AWI"	488	1649	2193	1839	46.4285714285714	0	4.01785714285714	0	0	0	0	0	0	0	0.892857142857143	0	0	5.35714285714286	0	16.9642857142857	0.446428571428571	8.48214285714286	1.33928571428571	0	0	0	0.892857142857143	0	0	0	1.78571428571429	0	1.78571428571429	0	0	7.14285714285714	0	0	0	0	0.446428571428571	0	0	1.78571428571429	2.23214285714286
3330	4323	"Ospitale"	44.15556	10.78	500	"AWI"	500	1896	2366	2059	47.196261682243	0	4.20560747663551	0.467289719626168	0	0	0.467289719626168	0	1.4018691588785	0	0	0	0	1.4018691588785	0	19.6261682242991	1.4018691588785	13.0841121495327	0	0	0	0	0	0	0.934579439252336	0	0	0	2.33644859813084	0.467289719626168	0	5.60747663551402	0	0	0	0	0	0	0	0	1.4018691588785
3330	4323	"Ospitale"	44.15556	10.78	508	"AWI"	508	2090	2476	2229	48.6607142857143	0	3.57142857142857	0	0	0	0	0.446428571428571	0	0	0	0	0	4.01785714285714	0	20.5357142857143	0.446428571428571	8.92857142857143	0	0	0	0	0.446428571428571	0	0	0	0.446428571428571	0	3.57142857142857	0	0	8.92857142857143	0	0	0	0	0	0	0	0	0
3330	4323	"Ospitale"	44.15556	10.78	516	"AWI"	516	2275	2590	2397	67.7966101694915	0	2.54237288135593	0	0.847457627118644	0	0	0.847457627118644	0.847457627118644	0	0	0	0	2.11864406779661	0	16.1016949152542	0	1.69491525423729	0	0	0	0	0.423728813559322	0	0	0	0.423728813559322	0	1.69491525423729	0	0	4.23728813559322	0	0	0	0	0	0	0	0	0.423728813559322
3330	4323	"Ospitale"	44.15556	10.78	520	"AWI"	520	2362	2662	2481	53.2110091743119	0	1.37614678899083	0	0	0	0	0	0	0	0	0	0	2.29357798165138	0	14.6788990825688	0	20.6422018348624	0.458715596330275	0	0	0	0	0	0.458715596330275	0	0	0	1.37614678899083	0	0	4.58715596330275	0	0	0	0	0	0	0	0	0.917431192660551
3330	4323	"Ospitale"	44.15556	10.78	524	"AWI"	524	2445	2736	2565	70.1834862385321	0	1.37614678899083	0	0	0	0.458715596330275	0.917431192660551	0.917431192660551	0	0	0	0	1.37614678899083	0	11.0091743119266	0	7.79816513761468	0.458715596330275	0	0	0	0	0	0	0	0.917431192660551	0	0.917431192660551	0	0	2.29357798165138	0	0	0	0	0	0	0	0	1.37614678899083
3330	4323	"Ospitale"	44.15556	10.78	532	"AWI"	532	2605	2909	2732	67.5925925925926	0.462962962962963	1.85185185185185	0.462962962962963	0	0	0.462962962962963	0.462962962962963	0.925925925925926	0	0	0	0	0.925925925925926	0	10.1851851851852	0.462962962962963	6.48148148148148	0	0	0	0	0	0	0	0	1.85185185185185	0.462962962962963	1.85185185185185	0	0	4.16666666666667	0	0	0	0.462962962962963	0.462962962962963	0	0	0	0.462962962962963
3330	4323	"Ospitale"	44.15556	10.78	540	"AWI"	540	2768	3089	2889	45.9574468085106	0	1.70212765957447	0	0.851063829787234	0	0	0.425531914893617	0.851063829787234	0	0	0	0	2.12765957446809	0	15.3191489361702	0.851063829787234	16.5957446808511	0	0	0	0	0	0	0	0	0.425531914893617	0	3.40425531914894	0	0	8.93617021276596	0	0	0	0	0	0.425531914893617	0	0	2.12765957446809
3330	4323	"Ospitale"	44.15556	10.78	544	"AWI"	544	2809	3166	2958	46.2882096069869	0	3.05676855895197	0	0.436681222707424	0	0	0.436681222707424	0.436681222707424	0	0	0	0	2.18340611353712	0	11.353711790393	0.873362445414847	13.1004366812227	0	0	0	0	0	0	0	0	0.873362445414847	0	3.93013100436681	0	0	13.5371179039301	0	0	0	0	0	0	0	0	3.49344978165939
3330	4323	"Ospitale"	44.15556	10.78	548	"AWI"	548	2831	3275	3021	46.9298245614035	0	3.07017543859649	0	0.43859649122807	0	0	0.43859649122807	0	0.43859649122807	0	0	0	3.50877192982456	0	10.0877192982456	0	17.1052631578947	1.31578947368421	0	0	0	0	0	0	0	0.43859649122807	0	3.94736842105263	0	0	9.64912280701754	0	0	0	0	0	0	0	0.43859649122807	2.19298245614035
3330	4323	"Ospitale"	44.15556	10.78	560	"AWI"	560	2879	3766	3205	79.7235023041475	0.460829493087558	0.921658986175115	0	0	0	0.921658986175115	0	0	0	0.460829493087558	0	0	0	0	2.30414746543779	0.921658986175115	7.37327188940092	0	0	0	0	0	0	0	0	0	0	0.460829493087558	0	0	3.68663594470046	0	0	0	0	0.460829493087558	0	0	0.460829493087558	1.84331797235023
3330	4323	"Ospitale"	44.15556	10.78	570	"AWI"	570	2905	4201	3358	65.0246305418719	0	1.47783251231527	0	0.985221674876847	0	0	0.985221674876847	0	0.492610837438424	0	0	0	0.985221674876847	0	4.92610837438424	0.492610837438424	13.3004926108374	0	0	0	0	0	0	0.492610837438424	0	0	0.985221674876847	1.47783251231527	0	0	5.91133004926108	0	0	0	0	0	0	0	0.985221674876847	1.47783251231527
3330	4323	"Ospitale"	44.15556	10.78	580	"AWI"	580	2929	4628	3510	62.8019323671498	0	1.44927536231884	0.483091787439614	0	0	0	1.44927536231884	0	0	0	0	0	7.2463768115942	0	9.66183574879227	0	7.72946859903382	0	0	0	0	0	0	0	0	0	0	4.34782608695652	0	0	1.44927536231884	0	0	0	0	0	0	0	0.966183574879227	2.41545893719807
3330	4323	"Ospitale"	44.15556	10.78	590	"AWI"	590	3036	4898	3677	58.7064676616915	0	4.47761194029851	0	0	0	0.497512437810945	0.497512437810945	0	0	0	0	0	3.98009950248756	0	16.4179104477612	0.497512437810945	6.96517412935323	0	0	0	0	0	0	0	0	0	0	0.497512437810945	0	0.497512437810945	1.99004975124378	0.995024875621891	0	0	0	0	0	0	0.497512437810945	3.48258706467662
3330	4323	"Ospitale"	44.15556	10.78	600	"AWI"	600	3167	4945	3879	78.5	0.5	1.5	0	0	0	0	0.5	0.5	0.5	0.5	0	0	1	0	6	0	2	0	0	0	0	0	0	0	0	0.5	0	3	0	0	4	0	0	0	0	0.5	0	0	0	0.5
3330	4323	"Ospitale"	44.15556	10.78	610	"AWI"	610	3250	5013	4114	72.1393034825871	0	0.995024875621891	0	0	0.497512437810945	0	1.49253731343284	0	0	0	0	0	4.97512437810945	0	6.46766169154229	0	3.98009950248756	0	0	0	0	0	0	0	0	0	0	5.4726368159204	0	0	2.48756218905473	0	0	0	0	0	0	0	0.497512437810945	0.995024875621891
3330	4323	"Ospitale"	44.15556	10.78	620	"AWI"	620	3321	5094	4351	75.1269035532995	2.53807106598985	2.53807106598985	0	0	0	0.50761421319797	0	0	0	0	0	0	2.03045685279188	0	4.56852791878173	0	4.56852791878173	0	0	0	0	0	0	0	0	0	0	2.03045685279188	0	0	3.04568527918782	0	0	0	0.50761421319797	0.50761421319797	0	0	0.50761421319797	1.52284263959391
3330	4323	"Ospitale"	44.15556	10.78	630	"AWI"	630	3384	5221	4532	65.0485436893204	2.42718446601942	0.485436893203883	0	0.485436893203883	0.485436893203883	0	0	0.485436893203883	0	0	0	0	2.9126213592233	0	2.42718446601942	0.485436893203883	8.7378640776699	0	0	0	0	0	0	0	0	0	0	2.42718446601942	0	0.485436893203883	7.28155339805825	0	0	0	0	0	0	0	0	5.8252427184466
3330	4323	"Ospitale"	44.15556	10.78	640	"AWI"	640	3667	5308	4696	63.3165829145729	0	2.01005025125628	0	0.50251256281407	0	1.50753768844221	0.50251256281407	1.00502512562814	0	0	0	0.50251256281407	3.51758793969849	0	3.51758793969849	0.50251256281407	3.51758793969849	0	0	0	0	0	0	0	0	1.00502512562814	0	1.00502512562814	1.50753768844221	0	8.04020100502512	0	0	0	2.01005025125628	0	0	0	1.00502512562814	5.0251256281407
3330	4323	"Ospitale"	44.15556	10.78	660	"AWI"	660	4430	5377	4995	72.7272727272727	0	2.27272727272727	0	0.757575757575758	0	0.757575757575758	0.757575757575758	0	2.27272727272727	0	0	0	3.03030303030303	0	2.27272727272727	0	2.27272727272727	0	0	0	0	0	0	0	0	0	0	4.54545454545455	0	0	3.78787878787879	0	0	0.757575757575758	0	0	0	0	1.51515151515152	2.27272727272727
3330	4323	"Ospitale"	44.15556	10.78	684	"AWI"	684	5101	5545	5373	69.8492462311558	0	1.50753768844221	1.00502512562814	0.50251256281407	1.00502512562814	0	0	0.50251256281407	0	0	0	0	5.52763819095477	0	3.51758793969849	1.00502512562814	2.01005025125628	0	0	0	0	0	0.50251256281407	0	0	2.01005025125628	1.00502512562814	1.50753768844221	0	0	5.52763819095477	0	0	0	0	0.50251256281407	0	0	0.50251256281407	2.01005025125628
3330	4323	"Ospitale"	44.15556	10.78	688	"AWI"	688	5186	5556	5417	83.9195979899498	0.50251256281407	0.50251256281407	0.50251256281407	0	0	0.50251256281407	0	0	0	0	0	0.50251256281407	1.00502512562814	0	1.00502512562814	0	2.51256281407035	0	0.50251256281407	0	0	0	0	0	0	0.50251256281407	0	2.01005025125628	0	0	1.00502512562814	0	0	0	0	0	1.00502512562814	0	3.01507537688442	1.00502512562814
3330	4323	"Ospitale"	44.15556	10.78	696	"AWI"	696	5336	5602	5503	70.7070707070707	0	3.03030303030303	0	0	0	0	0	0	0.505050505050505	0	0	0	5.05050505050505	0	3.03030303030303	0	4.54545454545455	0.505050505050505	0	0	0	0	0	0	0	2.52525252525253	0	0	0	0.505050505050505	5.05050505050505	0	0	0	1.01010101010101	0.505050505050505	0	0.505050505050505	0	2.52525252525253
3330	4323	"Ospitale"	44.15556	10.78	728	"AWI"	728	5466	6180	5817	75.7142857142857	0	0.952380952380952	0	0	0	0	0	0.476190476190476	0	0	0	0	2.85714285714286	0	1.42857142857143	0	10	0	0	0	0	0	0	0	0	0	0	0.952380952380952	0	0	5.71428571428571	0	0	0	0.476190476190476	0	0	0	0	1.42857142857143
3330	4323	"Ospitale"	44.15556	10.78	732	"AWI"	732	5519	6210	5854	72.1393034825871	0	0.995024875621891	0.995024875621891	0	0.995024875621891	0	0.995024875621891	0	0	0	0	0	3.48258706467662	0	0.497512437810945	0	4.47761194029851	0	0	0	0	0	0	0	0	0.497512437810945	0	3.98009950248756	0	0	3.48258706467662	0	0	0	1.99004975124378	0.497512437810945	0	0	2.48756218905473	2.48756218905473
3330	4323	"Ospitale"	44.15556	10.78	736	"AWI"	736	5593	6220	5894	72.9064039408867	0.985221674876847	0.985221674876847	0	0	0	0	0.985221674876847	0	0.492610837438424	0	0	0	4.43349753694581	0	1.97044334975369	0	5.41871921182266	0	0	0	0	0	0	0	0	0.492610837438424	0	2.46305418719212	0	0	2.95566502463054	0	0	0	0.985221674876847	0.492610837438424	0	0	0.985221674876847	3.44827586206897
3330	4323	"Ospitale"	44.15556	10.78	740	"AWI"	740	5662	6230	5930	65.1741293532338	0	0.995024875621891	0.497512437810945	0	0	0	0.995024875621891	0	0	0	0	0	5.97014925373134	0	3.98009950248756	0.497512437810945	0	0	0	0	0.497512437810945	0	0	0	0	0.497512437810945	0	11.4427860696517	0	0.497512437810945	5.4726368159204	0	0	0	0	1.49253731343284	0	0	0.497512437810945	1.49253731343284
3330	4323	"Ospitale"	44.15556	10.78	752	"AWI"	752	5830	6267	6046	61.9512195121951	0.975609756097561	2.92682926829268	0	0	0.48780487804878	0	0	0	3.41463414634146	0	0	0.48780487804878	1.95121951219512	0	2.92682926829268	0	1.95121951219512	0	0	0	0	0	0	0	0.48780487804878	0	0	10.2439024390244	0	0	4.8780487804878	0	0	0	0	0	0	0	2.92682926829268	4.39024390243902
3330	4323	"Ospitale"	44.15556	10.78	777	"AWI"	777	6045	6498	6292	64.321608040201	0	1.00502512562814	0	0	0	0	0.50251256281407	0	0	0	0	0	4.02010050251256	0	8.5427135678392	0.50251256281407	2.51256281407035	0	0	0	0	0	0	0	0	1.00502512562814	0	4.02010050251256	0	0	7.03517587939699	0	0	0	0	0	0	0	2.51256281407035	4.02010050251256
