"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Poaceae"	"Quercus"	"Ranunculaceae"	"Salix"	"Tilia"	"Ulmus"
3265	4241	"Lake Maardu"	59.43333	25	340	"AWI"	340	4341	5153	4707	63	0	2	3	41	0	31	6	0	0	31	53	10	8	3	0	11	16
3265	4241	"Lake Maardu"	59.43333	25	350	"AWI"	350	4487	5332	4875	41	0	0	2	17	0	18	6	0	0	16	25	6	3	3	0	6	14
3265	4241	"Lake Maardu"	59.43333	25	360	"AWI"	360	4636	5498	5043	93	0	0	3	56	0	36	21	0	0	27	55	15	6	3	0	21	35
3265	4241	"Lake Maardu"	59.43333	25	370	"AWI"	370	4788	5682	5211	60	1	1	1	52	0	41	4	0	0	16	45	5	10	1	0	3	27
3265	4241	"Lake Maardu"	59.43333	25	380	"AWI"	380	4939	5854	5375	69	2	0	4	47	0	49	7	0	0	22	43	11	8	5	0	8	26
3265	4241	"Lake Maardu"	59.43333	25	390	"AWI"	390	5099	6010	5544	42	0	0	0	16	0	31	2	0	0	9	14	4	7	3	0	14	20
3265	4241	"Lake Maardu"	59.43333	25	400	"AWI"	400	5250	6181	5716	37	0	3	0	23	0	25	3	0	0	13	22	2	2	0	0	8	21
3265	4241	"Lake Maardu"	59.43333	25	410	"AWI"	410	5411	6342	5882	92	2	1	5	57	0	43	9	0	0	15	63	15	13	7	0	17	31
3265	4241	"Lake Maardu"	59.43333	25	420	"AWI"	420	5575	6497	6051	69	3	0	0	45	0	42	5	0	0	8	25	6	6	3	0	13	42
3265	4241	"Lake Maardu"	59.43333	25	430	"AWI"	430	5759	6643	6223	59	0	1	0	46	0	51	5	0	0	7	52	8	6	3	0	17	31
3265	4241	"Lake Maardu"	59.43333	25	440	"AWI"	440	5926	6794	6395	60	0	2	0	52	0	53	9	0	0	6	40	9	3	2	0	14	32
3265	4241	"Lake Maardu"	59.43333	25	450	"AWI"	450	6102	6948	6563	63	0	0	0	46	0	48	7	0	0	5	40	10	5	3	0	18	31
3265	4241	"Lake Maardu"	59.43333	25	460	"AWI"	460	6276	7077	6733	68	0	2	0	54	0	43	8	0	0	8	42	7	6	2	0	9	30
3265	4241	"Lake Maardu"	59.43333	25	470	"AWI"	470	6455	7214	6901	69	0	0	0	54	0	33	7	0	0	6	31	10	4	3	0	12	35
3265	4241	"Lake Maardu"	59.43333	25	480	"AWI"	480	6647	7338	7069	69	1	1	0	58	0	35	5	0	0	3	37	15	5	0	0	7	32
3265	4241	"Lake Maardu"	59.43333	25	490	"AWI"	490	6834	7452	7241	61	0	0	0	58	0	45	4	0	0	2	53	13	3	3	0	9	32
3265	4241	"Lake Maardu"	59.43333	25	500	"AWI"	500	6988	7607	7376	54	0	2	0	50	0	45	5	0	0	2	26	12	3	1	0	6	40
3265	4241	"Lake Maardu"	59.43333	25	510	"AWI"	510	7106	7767	7493	71	0	0	0	50	0	50	14	0	0	5	43	8	4	3	0	4	41
3265	4241	"Lake Maardu"	59.43333	25	520	"AWI"	520	7233	7918	7610	57	0	1	0	52	0	53	11	0	0	3	34	9	5	2	0	6	50
3265	4241	"Lake Maardu"	59.43333	25	540	"AWI"	540	7473	8203	7851	89	1	2	0	72	0	65	13	0	0	6	57	10	0	5	0	0	34
3265	4241	"Lake Maardu"	59.43333	25	560	"AWI"	560	7709	8485	8100	79	3	2	0	72	0	46	12	0	0	2	37	9	0	0	0	0	43
3265	4241	"Lake Maardu"	59.43333	25	580	"AWI"	580	7952	8745	8351	87	2	2	0	53	0	49	14	0	0	0	30	11	0	0	0	0	37
3265	4241	"Lake Maardu"	59.43333	25	590	"AWI"	590	8074	8887	8474	47	0	0	0	30	0	17	5	0	0	0	24	5	1	0	0	0	18
3265	4241	"Lake Maardu"	59.43333	25	600	"AWI"	600	8198	9014	8599	77	0	1	0	69	0	39	7	0	0	0	39	12	3	0	0	0	26
3265	4241	"Lake Maardu"	59.43333	25	610	"AWI"	610	8330	9145	8719	85	0	1	0	63	0	36	9	0	0	0	31	11	0	0	0	0	23
3265	4241	"Lake Maardu"	59.43333	25	620	"AWI"	620	8449	9265	8842	72	0	2	0	44	0	40	8	0	2	0	44	7	0	0	0	0	35
3265	4241	"Lake Maardu"	59.43333	25	630	"AWI"	630	8580	9390	8965	52	1	1	0	45	0	34	11	0	0	0	48	5	0	0	0	0	28
3265	4241	"Lake Maardu"	59.43333	25	640	"AWI"	640	8705	9517	9088	69	0	0	2	58	0	41	12	0	0	0	47	7	0	0	0	0	29
3265	4241	"Lake Maardu"	59.43333	25	650	"AWI"	650	8836	9638	9207	65	0	2	0	56	0	32	6	0	0	0	47	8	0	0	0	0	36
3265	4241	"Lake Maardu"	59.43333	25	660	"AWI"	660	8968	9758	9327	70	0	3	0	45	0	25	7	0	0	0	74	10	0	0	0	0	29
3265	4241	"Lake Maardu"	59.43333	25	670	"AWI"	670	9111	9880	9446	65	0	1	0	61	0	25	6	0	0	0	66	9	0	0	0	0	20
3265	4241	"Lake Maardu"	59.43333	25	680	"AWI"	680	9263	9999	9566	71	0	2	0	55	0	17	8	0	0	0	56	8	0	0	0	0	20
3265	4241	"Lake Maardu"	59.43333	25	690	"AWI"	690	9416	10107	9679	66	1	1	0	75	0	19	5	0	0	0	60	6	0	0	0	0	22
3265	4241	"Lake Maardu"	59.43333	25	700	"AWI"	700	9547	10261	9820	35	0	3	0	66	0	24	7	0	0	0	81	5	1	0	4	0	22
3265	4241	"Lake Maardu"	59.43333	25	710	"AWI"	710	9651	10440	9970	4	1	4	0	91	0	11	10	0	0	0	103	13	1	0	4	0	6
3265	4241	"Lake Maardu"	59.43333	25	720	"AWI"	720	9759	10627	10114	2	2	3	0	91	0	12	9	0	0	0	105	16	0	0	3	0	4
3265	4241	"Lake Maardu"	59.43333	25	730	"AWI"	730	9870	10811	10264	1	0	0	0	69	0	3	8	0	0	0	101	12	1	0	2	0	6
3265	4241	"Lake Maardu"	59.43333	25	740	"AWI"	740	9986	10985	10407	1	2	2	0	97	0	6	8	0	0	0	111	9	0	0	2	0	3
3265	4241	"Lake Maardu"	59.43333	25	750	"AWI"	750	10099	11158	10555	0	0	2	0	94	0	3	9	0	0	0	117	14	0	0	2	0	3
