"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Ceratonia"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Ilex"	"Indeterminable"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Olea"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Phillyrea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnaceae"	"Rhus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Scrophulariaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Vitaceae"
14482	22678	"Las Pardillas Lake"	42.04363	-3.04588	262	"AWI"	262	5611	6391	6018	0	1	3	0	6	0	35	0	0	0	0	0	0	0	0	0	22	0	5	0	0	0	0	0	2	0	1	33	2	0	0	3	0	2	0	0	304	1	0	0	0	0	97	0	1	0	0	0	1	1	0	0	3	0	0	2	0	0
14482	22678	"Las Pardillas Lake"	42.04363	-3.04588	272	"AWI"	272	5880	6620	6280	3	2	9	1	1	0	53	0	0	0	0	0	0	0	0	0	13	0	8	0	0	0	0	0	3	1	1	12	0	0	0	1	0	0	0	0	129	1	0	0	0	0	97	0	1	0	0	0	0	4	0	0	1	1	0	4	0	0
14482	22678	"Las Pardillas Lake"	42.04363	-3.04588	280	"AWI"	280	6106	6812	6494	0	0	9	0	4	0	39	0	0	0	0	0	0	0	0	0	20	0	5	0	0	0	0	0	3	0	0	25	1	0	0	0	0	0	0	0	234	0	0	0	0	0	114	0	0	0	1	0	0	2	0	0	1	1	0	6	0	0
14482	22678	"Las Pardillas Lake"	42.04363	-3.04588	288	"AWI"	288	6360	6982	6702	0	0	11	0	1	0	49	0	1	1	0	0	0	0	0	0	17	0	2	0	0	0	0	0	2	0	3	28	0	0	0	0	0	0	0	0	194	0	0	0	0	0	121	0	0	1	0	0	0	1	0	0	3	0	0	4	0	0
14482	22678	"Las Pardillas Lake"	42.04363	-3.04588	296	"AWI"	296	6608	7149	6913	2	4	3	0	5	0	36	0	0	0	0	0	0	0	0	0	19	1	5	0	0	0	1	0	3	0	1	13	0	0	0	0	0	0	0	0	239	1	0	0	0	0	64	0	0	0	1	0	0	0	0	0	4	0	0	1	0	0
14482	22678	"Las Pardillas Lake"	42.04363	-3.04588	304	"AWI"	304	6866	7299	7124	2	0	5	0	5	0	30	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	1	0	2	51	0	0	0	0	0	0	0	0	210	0	0	0	0	0	83	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0
14482	22678	"Las Pardillas Lake"	42.04363	-3.04588	312	"AWI"	312	7161	7441	7328	0	1	1	0	1	0	38	0	0	0	0	0	1	0	0	0	25	1	7	0	0	0	0	0	1	0	0	17	0	0	0	0	0	0	0	0	173	1	0	0	0	0	96	0	0	0	0	0	0	2	0	1	0	3	0	4	0	1
14482	22678	"Las Pardillas Lake"	42.04363	-3.04588	321	"AWI"	321	7337	7713	7519	0	0	6	0	0	0	24	0	1	0	0	0	0	0	0	0	39	1	2	0	0	0	0	0	3	0	1	17	0	0	0	0	0	0	0	0	232	0	0	0	0	0	107	0	0	0	0	0	0	1	0	1	0	0	0	4	0	0
14482	22678	"Las Pardillas Lake"	42.04363	-3.04588	329	"AWI"	329	7476	7928	7692	0	0	6	1	1	0	36	0	0	0	0	0	0	0	0	0	28	0	14	0	0	0	0	0	1	0	1	27	0	0	0	1	0	0	0	0	193	0	0	0	0	0	95	0	0	0	0	5	0	4	0	0	0	0	0	4	0	0
14482	22678	"Las Pardillas Lake"	42.04363	-3.04588	337	"AWI"	337	7619	8130	7865	1	0	7	0	2	0	33	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	1	43	0	0	0	0	0	0	0	0	191	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
14482	22678	"Las Pardillas Lake"	42.04363	-3.04588	345	"AWI"	345	7779	8317	8037	1	0	4	0	2	0	31	0	0	0	0	0	0	0	0	0	29	0	7	0	0	0	0	0	1	0	0	22	0	0	0	0	0	0	0	0	367	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
14482	22678	"Las Pardillas Lake"	42.04363	-3.04588	353	"AWI"	353	7939	8496	8216	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	29	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14482	22678	"Las Pardillas Lake"	42.04363	-3.04588	357	"AWI"	357	8023	8587	8304	0	0	13	0	0	0	68	0	0	0	0	0	0	0	0	0	30	1	6	0	7	0	0	1	3	0	0	10	0	0	0	0	0	0	0	0	205	1	0	0	0	0	61	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0
14482	22678	"Las Pardillas Lake"	42.04363	-3.04588	361	"AWI"	361	8114	8672	8393	0	2	1	0	1	0	46	0	0	0	0	0	0	0	0	0	41	0	15	0	0	0	0	0	3	0	0	14	0	0	0	0	0	0	0	0	329	1	0	0	0	0	87	0	0	0	0	0	0	3	0	0	0	3	0	2	0	0
14482	22678	"Las Pardillas Lake"	42.04363	-3.04588	369	"AWI"	369	8290	8839	8570	0	0	2	0	1	0	24	0	1	1	0	0	0	0	0	0	24	0	6	0	0	0	0	0	3	0	0	8	0	0	0	0	0	0	0	0	195	0	0	0	0	0	67	0	0	0	0	5	0	3	0	0	0	0	0	0	0	0
14482	22678	"Las Pardillas Lake"	42.04363	-3.04588	377	"AWI"	377	8466	8995	8745	0	0	3	0	1	0	38	0	1	0	0	0	0	0	0	0	31	0	14	0	0	0	0	0	4	0	0	14	1	0	0	0	0	0	0	0	242	0	0	0	0	0	86	0	0	0	0	0	0	2	0	0	0	3	0	1	0	0
14482	22678	"Las Pardillas Lake"	42.04363	-3.04588	385	"AWI"	385	8649	9156	8920	0	0	2	0	1	0	24	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	2	0	0	29	0	0	0	0	0	0	0	0	216	0	0	0	0	0	79	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
14482	22678	"Las Pardillas Lake"	42.04363	-3.04588	393	"AWI"	393	8838	9301	9099	0	0	2	0	1	0	31	0	1	2	0	0	0	0	0	0	26	0	5	0	0	0	0	0	2	0	0	23	2	0	0	1	0	0	0	0	215	0	0	0	0	1	67	0	0	1	0	0	0	1	0	0	0	1	0	5	0	0
14482	22678	"Las Pardillas Lake"	42.04363	-3.04588	397	"AWI"	397	8932	9365	9187	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14482	22678	"Las Pardillas Lake"	42.04363	-3.04588	401	"AWI"	401	9040	9428	9276	1	0	7	0	0	0	29	0	0	0	0	0	0	0	0	0	17	0	4	0	0	0	0	0	0	0	0	15	0	0	0	1	0	0	0	0	184	0	0	0	0	0	72	0	1	1	0	10	0	1	1	0	0	0	0	1	0	0
14482	22678	"Las Pardillas Lake"	42.04363	-3.04588	405	"AWI"	405	9137	9488	9369	0	0	6	0	2	0	25	0	0	0	0	0	0	0	0	0	17	0	3	0	0	0	0	0	4	0	0	8	0	0	0	0	0	0	0	0	196	0	0	0	0	0	65	0	0	0	0	5	0	6	1	0	0	0	0	1	0	0
14482	22678	"Las Pardillas Lake"	42.04363	-3.04588	409	"AWI"	409	9248	9551	9458	0	0	4	0	1	0	24	0	0	1	0	0	1	0	0	0	16	0	3	0	0	0	0	0	0	0	0	13	0	1	0	0	0	0	0	0	203	1	0	0	0	0	73	0	0	2	0	6	0	7	0	0	0	3	0	0	0	0
14482	22678	"Las Pardillas Lake"	42.04363	-3.04588	417	"AWI"	417	9389	9783	9602	0	0	5	0	4	0	17	0	0	0	0	0	1	0	0	0	9	0	2	0	0	0	0	0	1	0	0	19	0	1	0	1	0	0	0	0	190	0	0	0	0	0	65	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
14482	22678	"Las Pardillas Lake"	42.04363	-3.04588	425	"AWI"	425	9532	9972	9755	0	0	11	0	1	0	22	0	0	0	0	0	0	0	0	0	10	0	4	0	0	0	0	0	0	0	0	9	1	0	0	1	0	0	0	0	191	2	0	0	0	0	61	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
14482	22678	"Las Pardillas Lake"	42.04363	-3.04588	429	"AWI"	429	9612	10062	9835	0	2	5	0	6	0	26	0	1	1	0	0	0	0	0	0	11	0	12	0	0	0	2	0	0	0	0	16	1	0	0	1	0	0	0	0	231	0	0	0	0	1	49	0	0	2	0	0	0	9	0	0	0	0	0	1	0	0
14482	22678	"Las Pardillas Lake"	42.04363	-3.04588	433	"AWI"	433	9692	10148	9915	0	0	8	0	2	0	35	0	1	0	0	0	0	0	0	0	9	0	3	0	0	0	0	0	1	0	0	14	0	0	0	0	0	0	0	0	210	0	0	0	0	0	63	0	0	2	0	0	0	10	1	0	0	0	0	0	0	0
14482	22678	"Las Pardillas Lake"	42.04363	-3.04588	445	"AWI"	445	9928	10383	10158	1	0	6	0	7	0	13	0	0	0	0	0	0	0	0	0	6	0	7	0	0	0	1	0	0	0	0	22	0	0	0	1	0	0	0	0	269	0	0	0	0	0	74	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
14482	22678	"Las Pardillas Lake"	42.04363	-3.04588	449	"AWI"	449	10023	10458	10237	0	1	8	0	9	0	42	1	0	0	0	0	0	0	0	0	2	1	7	0	0	0	0	0	0	0	0	18	2	0	0	0	0	0	0	0	160	1	0	0	0	0	71	0	0	6	0	0	0	11	0	0	0	0	0	0	0	0
14482	22678	"Las Pardillas Lake"	42.04363	-3.04588	457	"AWI"	457	10192	10604	10396	0	1	8	0	13	0	37	0	1	0	0	0	0	0	0	0	1	1	6	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	173	0	0	0	0	0	56	0	0	0	0	5	0	9	0	0	0	0	0	0	1	0
14482	22678	"Las Pardillas Lake"	42.04363	-3.04588	461	"AWI"	461	10289	10679	10475	0	0	6	0	13	0	45	0	0	0	0	0	0	0	0	0	4	1	5	0	0	0	0	0	0	0	0	21	0	0	0	2	0	0	0	0	187	0	0	0	1	0	88	0	0	1	0	9	0	11	0	0	0	3	0	0	0	0
14482	22678	"Las Pardillas Lake"	42.04363	-3.04588	465	"AWI"	465	10371	10753	10559	0	1	6	0	12	0	25	0	2	0	0	0	0	0	0	0	1	0	5	0	3	0	0	0	0	0	0	8	1	0	1	0	0	0	0	0	234	0	0	0	0	0	44	9	0	0	0	8	0	4	0	0	0	0	0	0	0	0
14482	22678	"Las Pardillas Lake"	42.04363	-3.04588	471	"AWI"	471	10483	10966	10696	0	2	1	0	26	0	29	0	2	0	0	0	0	0	0	0	1	0	8	0	3	0	0	0	0	0	0	12	1	0	0	0	0	0	0	0	187	0	0	0	0	0	35	0	0	2	0	6	0	13	1	0	0	0	0	0	0	0
14482	22678	"Las Pardillas Lake"	42.04363	-3.04588	472	"AWI"	472	10496	11003	10720	0	0	0	0	27	0	25	0	0	0	0	0	1	0	0	0	0	0	8	0	8	0	0	0	0	0	0	9	3	0	0	0	1	0	0	0	204	1	0	0	0	0	29	0	2	0	1	6	1	11	0	0	0	0	0	0	0	0
14482	22678	"Las Pardillas Lake"	42.04363	-3.04588	473	"AWI"	473	10514	11036	10744	1	0	5	0	30	0	25	1	0	1	0	0	2	0	0	0	0	0	7	0	8	0	2	0	0	0	0	9	3	0	1	0	0	0	0	0	187	0	0	0	0	0	33	0	0	0	0	6	0	10	1	0	0	0	0	0	0	0
14482	22678	"Las Pardillas Lake"	42.04363	-3.04588	474	"AWI"	474	10530	11066	10768	0	3	2	0	21	0	32	0	0	0	0	0	0	0	0	0	0	0	4	0	8	0	1	0	0	0	0	6	15	0	0	0	0	0	0	0	183	0	0	0	0	0	24	0	2	0	0	5	0	20	1	0	0	0	0	0	0	0
14482	22678	"Las Pardillas Lake"	42.04363	-3.04588	476	"AWI"	476	10567	11128	10814	0	6	7	0	47	0	39	0	1	2	0	0	3	0	0	0	7	0	10	0	7	0	0	0	1	0	0	19	32	0	0	0	0	0	0	0	258	0	0	0	2	0	23	0	0	0	0	4	1	8	3	0	0	4	0	0	0	0
14482	22678	"Las Pardillas Lake"	42.04363	-3.04588	478	"AWI"	478	10605	11191	10861	0	7	6	0	37	0	13	0	2	1	0	0	0	0	0	0	1	0	4	0	0	0	0	0	1	0	0	25	24	0	0	1	0	0	0	0	157	0	0	0	0	0	12	0	0	0	0	0	3	4	2	0	0	0	0	0	0	0
14482	22678	"Las Pardillas Lake"	42.04363	-3.04588	480	"AWI"	480	10637	11258	10909	0	19	4	0	36	0	6	0	0	3	0	0	4	0	0	0	1	0	3	0	0	0	1	0	0	0	0	27	14	1	0	0	0	0	1	0	182	0	0	0	0	0	8	0	0	0	0	0	2	6	1	0	0	2	0	0	0	0
14482	22678	"Las Pardillas Lake"	42.04363	-3.04588	482	"AWI"	482	10678	11312	10954	0	25	6	0	57	0	6	0	3	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	13	0	0	0	0	0	0	0	216	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14482	22678	"Las Pardillas Lake"	42.04363	-3.04588	484	"AWI"	484	10718	11367	11001	0	22	4	0	69	0	4	0	2	0	0	0	6	0	0	0	0	0	1	6	0	0	0	0	0	0	0	42	5	0	0	0	1	0	0	0	204	0	0	0	0	0	8	0	2	0	0	0	1	1	1	0	0	2	0	0	0	0
14482	22678	"Las Pardillas Lake"	42.04363	-3.04588	486	"AWI"	486	10758	11423	11047	0	25	9	0	45	0	3	0	2	1	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	31	3	1	0	1	0	0	0	0	253	0	0	0	0	0	1	0	1	0	0	0	0	3	2	0	0	1	0	0	1	0
