"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Cannabaceae"	"Caprifoliaceae"	"Castanea"	"Convolvulaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Hypericaceae"	"Juniperus"	"Lamiaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
15700	24078	"Jelení louže"	50.891816	14.276158	150	"AWI"	150	3506	4342	3890	5	0	30	0	0	0	0	118	0	0	0	0	0	35	0	1	20	0	0	211	0	1	0	0	0	0	2	122	80	0	0	0	53	0	0	1	0	0	0	0	0	0	5	16	1	0
15700	24078	"Jelení louže"	50.891816	14.276158	160	"AWI"	160	3755	4610	4193	3	1	23	0	0	8	0	165	0	0	0	0	0	35	0	2	18	0	0	167	0	8	0	0	0	0	0	131	167	0	0	0	49	0	0	0	0	0	0	0	0	0	4	5	0	0
15700	24078	"Jelení louže"	50.891816	14.276158	170	"AWI"	170	4034	4845	4479	2	0	23	0	0	0	0	70	0	0	0	0	0	79	0	4	0	0	0	293	0	2	0	0	0	0	1	113	132	0	0	2	61	0	0	0	0	0	0	0	1	0	10	18	0	0
15700	24078	"Jelení louže"	50.891816	14.276158	180	"AWI"	180	4383	5047	4766	1	1	25	0	0	2	0	87	0	0	0	0	0	62	0	7	0	0	0	218	0	23	0	0	0	1	1	62	120	0	0	1	84	0	0	0	0	0	0	0	0	0	11	19	0	0
15700	24078	"Jelení louže"	50.891816	14.276158	190	"AWI"	190	4839	5230	5042	2	2	19	0	0	0	0	85	0	0	0	0	0	53	0	4	0	0	0	103	0	21	0	0	0	5	3	80	223	0	0	0	77	0	0	0	0	0	0	0	0	0	9	15	0	0
15700	24078	"Jelení louže"	50.891816	14.276158	200	"AWI"	200	5000	5430	5206	7	1	31	0	0	6	0	111	0	0	0	0	0	34	0	1	0	0	0	59	0	23	0	0	0	1	1	122	225	0	0	0	105	0	0	0	0	0	0	0	0	0	3	19	0	0
15700	24078	"Jelení louže"	50.891816	14.276158	210	"AWI"	210	5132	5607	5364	1	3	38	0	0	2	0	41	0	0	0	0	0	159	0	7	0	1	0	48	0	20	0	0	0	0	0	90	177	0	0	0	147	0	0	0	0	0	0	0	1	0	13	25	0	0
15700	24078	"Jelení louže"	50.891816	14.276158	220	"AWI"	220	5272	5768	5526	1	1	54	0	0	9	0	43	0	0	0	0	0	140	0	1	0	0	0	17	0	38	0	0	0	2	1	63	191	0	0	0	119	0	0	0	0	1	0	0	0	0	24	23	0	0
15700	24078	"Jelení louže"	50.891816	14.276158	230	"AWI"	230	5426	5918	5680	2	3	45	0	0	1	0	72	0	0	0	0	0	119	0	8	0	1	0	13	0	17	0	0	0	0	0	88	142	0	0	1	106	0	0	0	0	4	0	1	1	0	19	27	0	0
15700	24078	"Jelení louže"	50.891816	14.276158	235	"AWI"	235	5514	5981	5758	1	1	47	0	0	1	0	76	0	0	0	0	0	148	0	6	6	0	0	7	1	24	0	0	0	1	1	73	114	0	0	4	133	0	0	0	0	1	0	0	0	0	28	24	0	0
15700	24078	"Jelení louže"	50.891816	14.276158	240	"AWI"	240	5594	6045	5837	0	2	29	0	0	2	0	87	0	0	2	0	0	126	0	10	0	0	0	8	0	21	0	0	0	2	0	96	101	0	0	0	150	0	0	0	0	6	0	0	3	1	24	22	0	0
15700	24078	"Jelení louže"	50.891816	14.276158	245	"AWI"	245	5690	6102	5913	1	3	24	1	0	2	0	147	0	0	1	0	0	142	0	7	0	0	0	6	1	32	1	0	0	1	1	101	99	0	0	0	147	0	0	0	0	5	0	0	1	1	28	51	0	0
15700	24078	"Jelení louže"	50.891816	14.276158	250	"AWI"	250	5788	6158	5984	3	2	54	1	0	1	0	133	0	0	1	0	0	184	0	9	0	0	0	4	0	36	0	0	0	4	5	99	75	0	0	7	106	0	0	0	0	9	0	0	1	2	35	69	0	0
15700	24078	"Jelení louže"	50.891816	14.276158	255	"AWI"	255	5907	6214	6059	0	0	34	0	0	0	0	72	0	0	0	0	0	196	0	16	20	1	0	2	0	35	0	0	0	6	2	68	96	0	0	1	169	0	0	2	0	11	0	1	0	1	38	64	1	0
15700	24078	"Jelení louže"	50.891816	14.276158	260	"AWI"	260	6016	6284	6141	1	2	31	0	0	3	0	50	0	0	0	0	0	116	0	5	9	0	0	2	1	16	0	0	0	13	1	76	108	0	0	0	205	0	0	0	0	1	0	0	1	0	33	39	1	1
15700	24078	"Jelení louže"	50.891816	14.276158	265	"AWI"	265	6068	6373	6219	1	1	33	0	0	2	0	147	0	0	1	0	0	124	0	0	0	2	0	1	1	19	0	0	0	6	0	64	88	0	0	1	362	0	0	0	0	2	0	0	0	0	35	46	0	0
15700	24078	"Jelení louže"	50.891816	14.276158	270	"AWI"	270	6137	6448	6293	0	2	30	0	0	1	0	243	0	0	0	0	0	76	0	0	0	2	0	3	0	12	0	0	2	3	0	37	39	0	0	0	343	0	0	0	0	0	0	0	0	0	13	29	0	0
15700	24078	"Jelení louže"	50.891816	14.276158	275	"AWI"	275	6214	6527	6368	0	1	35	0	0	1	0	65	0	0	0	0	0	79	0	1	0	1	0	2	0	14	0	0	0	1	0	41	37	0	0	0	258	0	0	0	0	1	0	0	1	1	26	32	0	0
15700	24078	"Jelení louže"	50.891816	14.276158	280	"AWI"	280	6324	6600	6442	0	0	6	0	0	0	0	11	0	0	0	0	0	30	0	2	0	0	0	0	0	2	0	0	0	0	0	21	27	0	0	1	114	0	0	1	0	0	0	0	0	0	45	6	0	0
15700	24078	"Jelení louže"	50.891816	14.276158	285	"AWI"	285	6375	6792	6535	0	0	5	0	0	0	0	12	0	0	0	0	0	33	0	1	0	0	0	0	0	2	0	0	0	0	0	17	16	0	0	1	94	0	0	0	0	0	0	0	0	0	36	7	0	0
15700	24078	"Jelení louže"	50.891816	14.276158	290	"AWI"	290	6432	6964	6634	0	0	2	0	0	0	0	10	0	0	0	0	0	26	0	1	0	0	0	1	0	1	0	0	0	0	0	2	8	0	0	0	4	0	0	0	0	0	0	0	0	0	13	3	0	0
