"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Genista"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Melanthiaceae"	"Olea"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Thalictrum"	"Thymelaeaceae"	"Tilia"	"Ulmus"	"Urticaceae"	"Vitaceae"
27222	48640	"Lac des Grenouilles"	44.09825	7.48358	434	"AWI"	434	8823	9509	9170	0	2	0	1	0	0	0	1	0	0	56	0	1	0	1	0	0	0	0	52	0	0	0	0	0	0	15	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	126	3	0	0	0	0	1	14	5	0	0	0	0	1	0	11	19	0	2
27222	48640	"Lac des Grenouilles"	44.09825	7.48358	438	"AWI"	438	8960	9682	9315	0	1	0	1	0	0	0	4	0	0	76	0	0	0	0	0	0	0	1	47	1	0	0	0	0	0	26	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	95	6	0	0	0	0	0	7	7	0	0	0	0	4	0	11	22	0	1
27222	48640	"Lac des Grenouilles"	44.09825	7.48358	442	"AWI"	442	9090	9845	9471	0	1	0	1	0	0	0	5	0	0	70	0	2	0	0	0	0	0	0	32	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	156	10	0	0	0	0	0	4	2	0	0	0	0	2	0	22	9	0	1
27222	48640	"Lac des Grenouilles"	44.09825	7.48358	446	"AWI"	446	9238	9989	9631	0	2	0	3	0	0	0	13	0	0	199	0	1	0	0	0	0	0	0	58	2	0	0	0	0	0	34	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	200	0	0	54	0	0	0	0	184	20	0	2	0	0	0	7	2	0	0	0	0	5	0	20	19	0	1
27222	48640	"Lac des Grenouilles"	44.09825	7.48358	450	"AWI"	450	9380	10135	9797	0	2	2	0	0	0	0	3	0	0	72	0	1	0	0	0	0	0	0	9	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	51	1	0	0	0	0	1	3	0	0	0	0	0	0	0	5	10	0	0
27222	48640	"Lac des Grenouilles"	44.09825	7.48358	458	"AWI"	458	9899	10370	10151	0	1	0	1	0	0	0	6	0	0	69	0	0	0	0	0	0	0	1	22	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	78	5	0	1	0	0	1	9	1	0	0	0	0	3	0	8	11	0	0
27222	48640	"Lac des Grenouilles"	44.09825	7.48358	463	"AWI"	463	10108	10815	10428	0	0	0	0	0	0	1	3	0	0	40	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	4	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	6	0	0
27222	48640	"Lac des Grenouilles"	44.09825	7.48358	472	"AWI"	472	10598	11626	11086	0	0	0	1	0	0	0	7	0	0	50	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	112	0	0	0	0	0	0	0	24	1	0	0	0	0	0	4	0	0	0	0	0	0	0	3	1	0	0
27222	48640	"Lac des Grenouilles"	44.09825	7.48358	488	"AWI"	488	11468	12864	12155	0	0	0	5	0	0	0	68	0	0	13	0	1	0	0	0	0	0	0	0	0	9	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	24	2	0	0	0	0	6	4	0	0	0	0	0	8	0	0	0	1	0
27222	48640	"Lac des Grenouilles"	44.09825	7.48358	498	"AWI"	498	11998	13484	12796	0	0	0	5	0	0	0	19	0	0	2	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	68	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0
27222	48640	"Lac des Grenouilles"	44.09825	7.48358	501	"AWI"	501	12177	13667	12982	0	0	0	0	0	0	0	26	0	0	9	0	0	0	0	0	0	0	1	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	18	2	0	0	0	0	2	4	0	0	0	0	0	0	0	6	0	0	0
27222	48640	"Lac des Grenouilles"	44.09825	7.48358	510	"AWI"	510	12808	14137	13555	0	1	0	4	0	0	0	38	0	0	12	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	4	0	0	0	0	0	4	9	1	0	0	0	0	3	0	0	0	0	0
27222	48640	"Lac des Grenouilles"	44.09825	7.48358	512	"AWI"	512	12907	14216	13654	0	0	0	1	0	0	0	16	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0
