"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fraxinus"	"Ostrya.Carpinus"	"Pinus"	"Poaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rumex"	"Salix"	"Tilia"	"Ulmus"
26153	45406	"Niinsaare"	59.24806	27.54083	96	"AWI"	96	885	1289	1104	0	38	1	0	0	0	239	0	5	1	49	1	0	124	0	5	0	2	0	0	1	5
26153	45406	"Niinsaare"	59.24806	27.54083	101	"AWI"	101	954	1338	1164	0	78	2	0	1	0	236	0	5	1	20	0	4	84	2	4	0	1	0	0	2	7
26153	45406	"Niinsaare"	59.24806	27.54083	107	"AWI"	107	1051	1390	1234	0	52	0	0	0	0	177	0	4	0	16	0	0	143	0	5	0	0	0	1	1	5
26153	45406	"Niinsaare"	59.24806	27.54083	114	"AWI"	114	1165	1451	1313	0	100	0	0	0	0	179	0	2	1	18	2	0	123	0	1	0	0	0	0	1	3
26153	45406	"Niinsaare"	59.24806	27.54083	118	"AWI"	118	1248	1481	1355	0	43	0	0	0	0	110	0	0	0	14	0	0	258	0	1	0	1	0	0	4	1
26153	45406	"Niinsaare"	59.24806	27.54083	123	"AWI"	123	1323	1524	1409	0	69	0	0	0	0	204	0	4	0	11	1	1	181	0	10	0	0	0	2	0	5
26153	45406	"Niinsaare"	59.24806	27.54083	129	"AWI"	129	1375	1629	1485	1	59	0	0	0	0	122	0	3	1	13	0	0	248	0	7	0	1	0	2	1	1
26153	45406	"Niinsaare"	59.24806	27.54083	133	"AWI"	133	1406	1698	1532	0	85	0	0	0	0	107	0	1	0	40	0	1	215	0	6	0	0	0	1	2	2
26153	45406	"Niinsaare"	59.24806	27.54083	138	"AWI"	138	1446	1786	1592	0	33	0	0	2	0	122	0	0	0	89	0	1	145	0	1	0	0	0	0	3	2
26153	45406	"Niinsaare"	59.24806	27.54083	143	"AWI"	143	1490	1861	1652	0	58	0	0	2	0	133	0	2	0	27	0	0	241	0	6	1	1	0	0	1	0
26153	45406	"Niinsaare"	59.24806	27.54083	148	"AWI"	148	1535	1929	1709	0	68	0	0	1	0	130	0	6	0	14	0	2	206	0	1	0	0	0	1	2	3
26153	45406	"Niinsaare"	59.24806	27.54083	152	"AWI"	152	1576	1982	1755	0	57	0	0	1	0	157	0	4	0	18	0	1	178	0	2	0	1	0	0	1	5
26153	45406	"Niinsaare"	59.24806	27.54083	156	"AWI"	156	1612	2037	1803	0	64	0	0	1	0	158	0	7	0	23	1	3	170	0	3	0	3	0	0	2	1
26153	45406	"Niinsaare"	59.24806	27.54083	161	"AWI"	161	1656	2094	1864	0	60	0	0	0	0	215	0	0	0	14	0	0	149	0	4	0	1	0	0	1	6
26153	45406	"Niinsaare"	59.24806	27.54083	166	"AWI"	166	1708	2160	1923	0	59	0	0	2	0	168	1	0	0	33	0	1	166	0	1	0	0	0	1	5	5
26153	45406	"Niinsaare"	59.24806	27.54083	170	"AWI"	170	1748	2213	1971	0	92	0	0	0	0	202	1	2	0	17	2	0	126	0	2	0	1	0	1	5	1
26153	45406	"Niinsaare"	59.24806	27.54083	176	"AWI"	176	1816	2279	2044	0	89	0	0	2	0	204	0	10	0	21	2	0	143	0	2	0	1	0	1	3	1
26153	45406	"Niinsaare"	59.24806	27.54083	181	"AWI"	181	1869	2340	2105	0	76	0	0	0	0	173	0	8	0	1	0	0	144	0	0	0	0	0	0	3	0
26153	45406	"Niinsaare"	59.24806	27.54083	185	"AWI"	185	1909	2382	2153	0	49	0	0	1	0	125	0	5	0	41	1	2	201	0	6	1	0	0	2	8	8
26153	45406	"Niinsaare"	59.24806	27.54083	190	"AWI"	190	1965	2436	2213	0	61	0	0	0	0	157	0	3	0	45	2	0	168	0	6	0	0	0	0	1	8
26153	45406	"Niinsaare"	59.24806	27.54083	194	"AWI"	194	2014	2478	2261	0	71	0	0	0	0	131	0	9	0	24	0	0	216	0	4	0	0	0	0	10	7
26153	45406	"Niinsaare"	59.24806	27.54083	199	"AWI"	199	2073	2531	2322	0	61	0	0	1	0	110	0	6	0	3	0	0	167	0	1	0	0	0	0	5	7
26153	45406	"Niinsaare"	59.24806	27.54083	203	"AWI"	203	2119	2572	2370	0	68	0	0	1	0	109	0	6	0	21	2	0	150	0	2	0	1	0	1	5	10
26153	45406	"Niinsaare"	59.24806	27.54083	212	"AWI"	212	2226	2659	2480	0	81	0	0	2	0	117	0	9	0	13	4	0	151	0	7	0	1	0	1	2	8
26153	45406	"Niinsaare"	59.24806	27.54083	219	"AWI"	219	2314	2723	2566	1	56	0	0	2	0	120	0	9	0	18	2	1	141	0	12	0	0	0	0	3	7
26153	45406	"Niinsaare"	59.24806	27.54083	224	"AWI"	224	2380	2768	2627	0	76	0	0	0	0	131	0	13	0	56	0	0	182	0	7	0	1	0	0	5	11
26153	45406	"Niinsaare"	59.24806	27.54083	228	"AWI"	228	2435	2799	2677	0	97	0	0	2	0	102	0	11	0	24	1	0	155	0	2	0	1	0	0	5	1
26153	45406	"Niinsaare"	59.24806	27.54083	233	"AWI"	233	2501	2838	2734	0	60	0	0	1	0	89	0	8	0	31	1	0	150	0	4	0	0	0	1	7	2
26153	45406	"Niinsaare"	59.24806	27.54083	237	"AWI"	237	2544	2884	2775	0	40	0	0	0	0	107	0	2	2	30	0	0	86	0	3	0	0	0	0	10	3
26153	45406	"Niinsaare"	59.24806	27.54083	248	"AWI"	248	2644	3061	2881	0	64	0	0	0	0	160	0	7	0	18	0	2	171	0	6	1	4	0	0	8	9
26153	45406	"Niinsaare"	59.24806	27.54083	253	"AWI"	253	2694	3128	2929	0	84	0	0	0	0	143	0	3	0	9	1	0	178	0	4	0	0	0	0	7	3
26153	45406	"Niinsaare"	59.24806	27.54083	259	"AWI"	259	2752	3204	2992	0	75	0	0	1	0	218	0	4	0	14	0	0	150	0	7	0	0	0	0	4	9
26153	45406	"Niinsaare"	59.24806	27.54083	264	"AWI"	264	2800	3263	3045	0	67	0	0	1	0	121	0	8	0	24	2	2	210	0	2	0	0	0	1	5	5
26153	45406	"Niinsaare"	59.24806	27.54083	268	"AWI"	268	2843	3311	3085	0	60	0	1	1	0	118	0	6	0	21	0	0	82	0	6	1	2	0	0	5	9
26153	45406	"Niinsaare"	59.24806	27.54083	273	"AWI"	273	2892	3372	3137	0	50	0	0	0	0	108	1	10	2	3	0	0	80	0	4	0	0	0	0	9	8
26153	45406	"Niinsaare"	59.24806	27.54083	279	"AWI"	279	2953	3437	3198	0	53	0	0	0	0	119	0	5	0	6	0	0	157	0	0	0	0	0	0	2	9
26153	45406	"Niinsaare"	59.24806	27.54083	285	"AWI"	285	3008	3509	3262	0	87	1	0	0	0	165	1	18	2	9	0	1	139	0	5	0	0	0	3	5	8
26153	45406	"Niinsaare"	59.24806	27.54083	291	"AWI"	291	3073	3576	3323	0	74	0	0	0	0	157	0	0	1	8	0	1	100	0	1	0	0	0	3	8	10
26153	45406	"Niinsaare"	59.24806	27.54083	297	"AWI"	297	3138	3642	3388	0	81	0	0	1	0	138	0	4	0	4	0	0	110	0	0	0	1	0	0	9	9
26153	45406	"Niinsaare"	59.24806	27.54083	307	"AWI"	307	3237	3752	3492	0	73	0	0	0	0	225	0	8	0	3	1	1	109	0	5	0	0	0	0	4	21
26153	45406	"Niinsaare"	59.24806	27.54083	316	"AWI"	316	3337	3843	3588	0	77	2	0	2	0	161	0	14	1	8	6	2	114	0	7	0	0	0	3	15	17
26153	45406	"Niinsaare"	59.24806	27.54083	320	"AWI"	320	3378	3884	3629	1	144	0	0	2	0	183	0	18	0	10	1	1	92	0	3	1	0	0	0	9	21
26153	45406	"Niinsaare"	59.24806	27.54083	324	"AWI"	324	3420	3929	3669	1	161	0	0	0	0	161	0	9	1	2	1	1	120	0	9	0	1	0	0	14	23
26153	45406	"Niinsaare"	59.24806	27.54083	328	"AWI"	328	3468	3970	3711	0	117	0	0	0	0	160	0	14	1	3	0	0	109	0	6	0	0	0	0	17	19
26153	45406	"Niinsaare"	59.24806	27.54083	332	"AWI"	332	3512	4011	3753	0	117	0	0	0	0	191	0	16	0	4	0	0	110	0	2	0	0	0	0	15	19
26153	45406	"Niinsaare"	59.24806	27.54083	336	"AWI"	336	3554	4048	3795	0	130	1	0	0	0	152	0	29	2	6	0	1	155	0	6	0	0	0	2	9	37
26153	45406	"Niinsaare"	59.24806	27.54083	340	"AWI"	340	3596	4096	3833	0	108	1	0	0	0	126	0	19	1	5	0	0	123	0	5	0	0	0	2	11	18
26153	45406	"Niinsaare"	59.24806	27.54083	344	"AWI"	344	3639	4132	3874	0	122	0	0	0	0	170	0	5	2	4	0	0	102	0	1	0	0	0	0	10	10
26153	45406	"Niinsaare"	59.24806	27.54083	348	"AWI"	348	3687	4174	3916	0	119	0	0	1	0	153	0	15	1	1	0	1	149	0	6	3	4	0	1	15	8
26153	45406	"Niinsaare"	59.24806	27.54083	352	"AWI"	352	3739	4211	3957	0	124	0	0	0	0	171	0	21	5	1	0	0	148	0	9	0	1	0	3	18	36
26153	45406	"Niinsaare"	59.24806	27.54083	356	"AWI"	356	3777	4256	3998	0	93	0	0	0	0	202	0	11	0	1	0	0	154	0	2	0	2	0	0	14	30
