"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Arctostaphylos"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Vitaceae"
14521	22747	"Umbrail"	46.54389	10.43472	100	"AWI"	100	2344	3353	2900	5	1	43	2	0	1	10	0	0	1	0	0	2	4	0	2	696	0	0	0	1	0	0	0	0	0	0	0	67	157	0	0	0	0	5	7	0	0	2	2	0	0	0	1	0	0	1	1
14521	22747	"Umbrail"	46.54389	10.43472	110	"AWI"	110	2764	3603	3248	8	0	16	0	0	0	1	0	0	0	0	0	1	0	0	1	398	0	0	0	0	0	1	0	0	0	0	0	64	247	0	0	0	0	2	6	0	0	0	0	0	0	0	1	0	0	0	0
14521	22747	"Umbrail"	46.54389	10.43472	120	"AWI"	120	3276	3826	3577	9	0	20	0	0	0	2	0	3	0	1	0	2	0	0	1	441	0	0	0	0	0	0	0	0	0	0	0	101	153	0	0	0	1	2	3	0	0	0	1	0	0	0	1	0	0	0	0
14521	22747	"Umbrail"	46.54389	10.43472	130	"AWI"	130	3503	4165	3822	7	0	13	0	0	0	3	0	0	0	0	0	0	0	0	3	648	0	0	0	1	0	0	0	0	0	0	0	73	202	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
14521	22747	"Umbrail"	46.54389	10.43472	140	"AWI"	140	3722	4462	4075	13	0	48	0	0	0	1	0	2	0	1	0	0	0	0	1	866	0	0	0	0	0	1	0	1	0	1	0	77	177	0	0	0	0	5	4	0	0	0	1	0	0	0	0	0	0	0	0
14521	22747	"Umbrail"	46.54389	10.43472	150	"AWI"	150	3966	4709	4335	5	0	3	0	0	1	2	0	1	0	0	1	2	0	0	1	484	0	0	0	0	0	0	0	0	0	0	0	57	111	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0
14521	22747	"Umbrail"	46.54389	10.43472	160	"AWI"	160	4262	4955	4587	16	0	62	0	0	0	0	0	3	0	0	0	0	0	0	9	563	0	0	0	1	0	1	0	1	0	1	1	89	202	0	0	0	0	3	5	0	0	0	1	1	0	2	0	0	0	1	0
14521	22747	"Umbrail"	46.54389	10.43472	170	"AWI"	170	4529	5350	4856	15	0	65	0	0	0	3	0	4	0	0	0	0	0	0	7	815	0	0	0	0	0	1	0	0	1	1	1	94	0	0	0	0	0	2	6	0	0	0	2	0	0	0	0	0	0	2	0
14521	22747	"Umbrail"	46.54389	10.43472	180	"AWI"	180	4736	5826	5165	12	0	42	0	0	0	2	0	0	0	2	0	1	0	0	7	860	0	0	0	0	0	0	0	2	0	2	0	79	184	0	0	0	0	4	7	0	0	0	1	1	0	0	0	0	1	1	0
14521	22747	"Umbrail"	46.54389	10.43472	190	"AWI"	190	4949	6284	5478	5	0	26	0	0	0	2	0	0	0	4	0	0	0	0	1	469	0	0	0	0	0	0	0	1	0	1	0	51	170	0	0	0	0	3	5	0	0	0	1	1	0	0	1	4	3	0	0
14521	22747	"Umbrail"	46.54389	10.43472	200	"AWI"	200	5185	6688	5799	8	0	41	1	0	0	2	0	5	1	3	0	0	0	0	1	466	0	0	0	0	0	0	0	1	0	1	0	65	170	0	0	0	0	1	5	0	0	0	0	0	1	0	0	0	0	0	0
