"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caryophyllaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Gentianaceae"	"Hypericaceae"	"Indeterminable"	"Juniperus"	"Myrica"	"Onagraceae"	"Orobanchaceae"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
13483	20298	"Lochan An Druim"	58.47126	-4.685728	1130	"AWI"	1130	11615	12076	11891	0	2	0	9	0	8	0	26	0	0	2	7	0	0	3	55	1	0	0	0	6	0	1	3	0	0	0	0	0	8	1	0	0	0	0	0	0	0
13483	20298	"Lochan An Druim"	58.47126	-4.685728	1131	"AWI"	1131	11661	12108	11925	0	2	1	6	0	9	0	18	0	0	1	17	0	0	0	73	0	0	0	0	5	0	3	8	0	0	2	0	0	14	5	0	0	0	1	0	0	0
13483	20298	"Lochan An Druim"	58.47126	-4.685728	1133	"AWI"	1133	11722	12139	11963	0	1	0	11	0	6	0	8	0	2	0	4	0	0	0	44	0	0	0	0	9	0	4	29	0	0	1	0	0	22	20	0	0	0	0	0	0	0
13483	20298	"Lochan An Druim"	58.47126	-4.685728	1134	"AWI"	1134	11746	12160	11983	0	3	0	8	0	9	0	23	0	3	3	10	0	0	0	50	0	0	0	0	6	0	6	16	0	0	1	0	0	3	12	0	0	0	1	0	0	0
13483	20298	"Lochan An Druim"	58.47126	-4.685728	1135	"AWI"	1135	11762	12191	12002	0	3	0	15	0	13	0	9	0	3	0	9	0	0	0	53	0	0	0	0	11	0	2	18	0	0	0	0	0	9	4	0	0	0	1	0	0	0
13483	20298	"Lochan An Druim"	58.47126	-4.685728	1138	"AWI"	1138	11824	12259	12059	0	6	0	5	0	0	0	9	0	0	5	6	0	0	0	34	0	0	0	0	6	0	1	10	0	0	0	0	0	11	4	0	0	0	1	0	0	0
13483	20298	"Lochan An Druim"	58.47126	-4.685728	1140	"AWI"	1140	11857	12313	12095	0	0	0	5	0	6	0	5	0	0	0	1	0	0	0	36	0	0	0	0	5	0	1	10	1	0	2	0	0	4	4	0	0	0	1	0	0	0
13483	20298	"Lochan An Druim"	58.47126	-4.685728	1142	"AWI"	1142	11891	12360	12134	0	1	0	8	0	0	0	7	0	0	0	7	0	0	0	41	0	0	0	0	2	0	0	2	0	0	2	0	0	1	3	0	0	0	0	0	0	0
13483	20298	"Lochan An Druim"	58.47126	-4.685728	1144	"AWI"	1144	11920	12390	12173	0	0	0	8	0	0	0	1	2	0	0	43	0	0	0	33	0	0	0	0	4	2	0	7	0	0	3	0	0	7	16	0	0	0	0	0	0	1
13483	20298	"Lochan An Druim"	58.47126	-4.685728	1146	"AWI"	1146	11950	12438	12211	0	1	0	2	0	9	0	9	0	1	2	3	0	0	0	26	0	0	0	0	4	0	1	7	0	0	0	0	1	8	4	0	0	0	0	0	0	0
13483	20298	"Lochan An Druim"	58.47126	-4.685728	1148	"AWI"	1148	12003	12465	12248	0	1	0	6	0	13	2	5	2	1	0	7	0	0	0	25	0	0	0	0	7	0	0	10	2	0	0	0	0	6	7	0	0	0	0	0	0	0
13483	20298	"Lochan An Druim"	58.47126	-4.685728	1152	"AWI"	1152	12081	12528	12325	0	0	0	5	0	5	0	8	0	0	0	25	0	0	0	43	0	0	0	0	4	0	2	20	0	0	3	0	0	2	13	0	0	0	0	0	0	0
13483	20298	"Lochan An Druim"	58.47126	-4.685728	1154	"AWI"	1154	12121	12554	12363	0	1	1	0	0	0	0	6	0	2	0	7	0	0	0	57	0	1	1	0	1	0	0	30	1	0	0	0	0	2	9	0	0	0	0	0	0	0
13483	20298	"Lochan An Druim"	58.47126	-4.685728	1156	"AWI"	1156	12154	12597	12403	0	1	0	3	0	5	0	5	0	0	0	3	0	0	0	18	0	0	0	0	5	1	0	9	0	0	3	0	0	10	13	0	0	0	0	0	0	0
13483	20298	"Lochan An Druim"	58.47126	-4.685728	1158	"AWI"	1158	12208	12615	12441	0	1	0	2	0	3	0	7	0	0	0	4	0	0	0	53	0	0	0	0	3	0	0	18	0	0	0	0	0	1	9	0	0	0	0	0	0	0
13483	20298	"Lochan An Druim"	58.47126	-4.685728	1160	"AWI"	1160	12247	12643	12483	0	0	0	2	0	5	0	3	0	2	0	34	0	0	0	56	0	0	0	0	2	0	0	26	0	0	3	0	0	5	12	0	0	0	0	0	0	0
13483	20298	"Lochan An Druim"	58.47126	-4.685728	1162	"AWI"	1162	12300	12675	12524	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	35	0	0	0	0	0	0	0	14	0	0	0	0	0	1	0	0	0	0	0	0	0	0
13483	20298	"Lochan An Druim"	58.47126	-4.685728	1164	"AWI"	1164	12352	12699	12564	0	7	0	6	0	8	0	6	0	1	0	20	0	0	0	26	2	0	0	0	2	0	0	14	2	0	2	0	0	12	14	0	0	0	0	0	0	0
13483	20298	"Lochan An Druim"	58.47126	-4.685728	1166	"AWI"	1166	12389	12747	12606	0	0	0	0	0	0	0	5	0	0	0	4	0	0	0	48	0	0	1	0	0	0	0	10	1	0	1	0	0	0	6	0	0	0	0	0	0	0
13483	20298	"Lochan An Druim"	58.47126	-4.685728	1168	"AWI"	1168	12483	12824	12679	1	0	0	5	0	13	0	8	0	5	0	63	389	0	0	61	0	0	0	0	5	0	0	66	0	0	4	0	0	21	19	0	0	0	1	0	0	0
13483	20298	"Lochan An Druim"	58.47126	-4.685728	1170	"AWI"	1170	12539	12947	12746	0	0	0	1	0	0	0	10	0	3	0	12	0	0	0	34	0	0	0	0	6	0	0	16	1	0	1	0	0	14	8	0	0	0	0	0	0	0
13483	20298	"Lochan An Druim"	58.47126	-4.685728	1174	"AWI"	1174	12708	13088	12888	0	0	2	0	0	21	0	3	0	0	0	61	0	0	0	32	0	0	0	0	11	0	0	73	4	0	0	0	0	8	6	0	0	0	0	0	0	0
13483	20298	"Lochan An Druim"	58.47126	-4.685728	1176	"AWI"	1176	12764	13163	12964	0	0	2	0	0	31	0	2	0	3	0	150	0	0	0	21	0	0	0	0	6	0	0	50	0	0	4	0	1	13	6	0	0	0	1	0	0	0
13483	20298	"Lochan An Druim"	58.47126	-4.685728	1178	"AWI"	1178	12900	13276	13088	0	0	0	0	0	0	0	10	0	0	0	107	0	0	0	21	3	0	1	0	9	0	1	70	11	0	2	0	0	8	11	0	0	0	0	0	0	0
13483	20298	"Lochan An Druim"	58.47126	-4.685728	1179	"AWI"	1179	12933	13375	13145	0	1	0	0	0	21	0	1	0	2	0	49	0	0	0	46	0	0	0	0	2	0	0	30	0	0	0	0	0	3	4	0	0	0	0	0	0	0
13483	20298	"Lochan An Druim"	58.47126	-4.685728	1181	"AWI"	1181	12975	13635	13257	0	0	0	1	0	21	0	1	0	0	0	19	0	0	0	51	0	0	0	0	1	1	0	36	0	0	0	0	0	2	4	0	0	0	0	0	0	0
13483	20298	"Lochan An Druim"	58.47126	-4.685728	1182	"AWI"	1182	13072	13665	13326	0	1	0	1	0	21	0	4	1	1	0	47	0	0	0	29	2	0	0	0	3	0	0	31	10	0	0	0	0	8	8	0	0	0	0	0	0	0
13483	20298	"Lochan An Druim"	58.47126	-4.685728	1183	"AWI"	1183	13153	13704	13398	0	0	1	4	0	22	0	5	0	2	0	51	0	0	0	46	0	0	0	0	5	0	0	42	0	0	0	0	0	1	4	0	0	0	0	0	0	0
13483	20298	"Lochan An Druim"	58.47126	-4.685728	1184	"AWI"	1184	13211	13760	13468	0	0	0	0	0	0	0	0	0	2	0	58	0	0	0	26	0	0	0	0	1	1	0	15	0	0	0	0	0	14	8	0	0	0	0	0	0	0
13483	20298	"Lochan An Druim"	58.47126	-4.685728	1185	"AWI"	1185	13264	13839	13538	0	0	1	0	0	24	0	3	0	1	0	11	0	0	0	18	0	0	0	0	0	0	0	21	0	0	1	0	0	7	3	0	0	0	0	0	0	0
13483	20298	"Lochan An Druim"	58.47126	-4.685728	1186	"AWI"	1186	13294	13939	13606	0	0	1	4	0	22	0	1	0	0	0	39	0	0	0	15	0	0	0	0	6	1	0	13	0	0	0	0	0	17	7	0	1	0	0	0	0	0
13483	20298	"Lochan An Druim"	58.47126	-4.685728	1187	"AWI"	1187	13367	14010	13683	0	0	0	2	0	37	0	9	0	3	0	34	0	0	0	34	0	0	0	0	4	0	0	32	0	0	0	0	1	47	12	0	0	0	0	0	0	0
13483	20298	"Lochan An Druim"	58.47126	-4.685728	1188	"AWI"	1188	13423	14121	13760	0	0	0	10	0	36	0	17	0	0	0	18	0	1	0	54	0	0	1	0	2	0	1	98	0	0	0	0	0	51	24	0	0	0	1	0	0	0
13483	20298	"Lochan An Druim"	58.47126	-4.685728	1190	"AWI"	1190	13497	14445	13903	0	0	1	11	0	0	0	6	0	0	1	5	0	0	0	32	0	0	0	0	4	1	0	18	0	0	0	0	0	33	14	0	0	0	5	0	0	0
13483	20298	"Lochan An Druim"	58.47126	-4.685728	1192	"AWI"	1192	13628	14664	14045	1	1	0	10	0	0	0	8	0	9	0	48	0	0	0	23	0	0	0	0	4	0	0	81	0	0	0	0	2	135	27	0	0	0	0	0	0	0
13483	20298	"Lochan An Druim"	58.47126	-4.685728	1194	"AWI"	1194	13754	14795	14212	1	0	0	12	0	0	0	10	0	0	0	27	0	0	0	23	1	0	2	0	7	1	0	69	1	0	1	0	4	128	35	0	0	0	2	0	0	0
13483	20298	"Lochan An Druim"	58.47126	-4.685728	1196	"AWI"	1196	13831	15000	14369	0	0	0	2	0	3	0	3	0	0	0	11	0	0	0	54	0	0	0	0	5	0	0	60	3	0	0	0	0	84	48	0	0	0	0	0	0	0
13483	20298	"Lochan An Druim"	58.47126	-4.685728	1198	"AWI"	1198	14033	15073	14502	1	0	1	4	0	13	0	2	0	0	0	35	0	0	0	40	0	0	0	0	8	1	0	72	0	0	0	0	1	118	52	0	3	0	1	0	0	0
13483	20298	"Lochan An Druim"	58.47126	-4.685728	1199	"AWI"	1199	14105	15127	14565	0	4	0	14	0	0	0	3	2	0	0	16	0	0	0	28	0	0	3	2	36	0	0	67	0	0	0	0	0	65	64	0	0	0	1	0	0	0
13483	20298	"Lochan An Druim"	58.47126	-4.685728	1200	"AWI"	1200	14161	15198	14627	1	0	0	5	0	0	0	5	0	0	0	6	0	0	0	11	0	0	0	0	10	0	0	45	0	0	1	0	1	53	47	0	0	0	0	0	0	0
13483	20298	"Lochan An Druim"	58.47126	-4.685728	1202	"AWI"	1202	14240	15387	14747	1	0	0	3	0	0	0	2	0	1	0	7	0	0	0	14	0	0	0	0	1	0	0	24	0	0	0	0	0	7	1	0	0	0	0	1	0	0
13483	20298	"Lochan An Druim"	58.47126	-4.685728	1203	"AWI"	1203	14278	15457	14799	0	0	0	2	0	0	0	2	0	0	0	7	0	0	0	11	0	0	0	0	21	0	0	64	0	0	0	0	0	2	0	0	0	0	0	0	0	0
13483	20298	"Lochan An Druim"	58.47126	-4.685728	1205	"AWI"	1205	14339	15656	14904	1	0	0	1	0	0	0	2	0	0	0	1	0	0	0	6	0	0	0	0	5	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13483	20298	"Lochan An Druim"	58.47126	-4.685728	1207	"AWI"	1207	14405	15834	15003	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	7	0	0	0	0	11	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
