"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Celtis"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Hypericaceae"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Linaceae"	"Loranthaceae"	"Lythraceae"	"Olea"	"Oleaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Paliurus"	"Papaveraceae"	"Phillyrea"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Scrophulariaceae"	"Solanaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Verbenaceae"	"Viburnum"	"Vitaceae"
765	784	"Edessa"	40.81806	21.9525	170	"AWI"	170	2378	3513	3026	1	0	17	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	2	0	0	0	0	3	39	0	1	1	0	13	0	0	0	0	3	4	0	2	0	0	1	0	0	2	35	1	0	1	0	35	0	0	5	147	0	0	0	176	0	0	0	0	0	0	11	0	0	0	0	2	0	6	0	0	0	2
765	784	"Edessa"	40.81806	21.9525	190	"AWI"	190	2819	3762	3401	1	6	14	0	0	0	0	0	0	0	3	0	0	5	0	2	0	1	14	0	0	0	0	3	17	0	0	0	0	9	7	0	1	0	3	5	0	5	0	1	1	0	0	4	22	0	0	1	0	34	1	0	2	186	0	1	0	99	0	0	0	6	0	0	7	0	0	0	0	0	0	2	0	1	0	2
765	784	"Edessa"	40.81806	21.9525	210	"AWI"	210	3515	4005	3745	2	3	19	0	0	3	1	0	0	0	0	0	0	1	0	3	0	0	47	0	1	2	0	1	33	0	0	0	0	12	0	0	3	0	2	5	0	1	1	0	2	0	0	4	27	1	0	0	0	36	0	0	3	201	0	0	0	116	6	0	0	0	0	0	9	0	0	1	0	4	0	2	0	0	0	5
765	784	"Edessa"	40.81806	21.9525	230	"AWI"	230	3802	4595	4122	1	1	16	15	0	0	0	0	0	0	0	0	0	1	0	1	0	1	33	0	1	0	0	4	67	0	0	0	0	21	0	0	34	0	11	13	0	1	0	0	2	0	0	3	48	1	3	0	0	50	0	0	4	215	0	0	0	222	7	0	0	0	0	0	11	0	0	0	0	2	0	3	3	0	0	3
765	784	"Edessa"	40.81806	21.9525	250	"AWI"	250	4060	5083	4528	2	0	13	0	0	6	2	0	0	0	1	0	0	0	0	0	0	0	8	0	0	0	0	3	223	0	2	0	0	27	0	0	0	0	7	7	0	0	0	0	0	5	1	0	44	0	0	0	0	77	1	0	2	160	0	0	0	357	2	0	0	0	0	0	8	0	0	0	0	0	2	1	0	0	0	1
765	784	"Edessa"	40.81806	21.9525	270	"AWI"	270	4405	5493	4952	7	0	6	0	0	0	0	0	0	0	2	0	0	0	0	3	0	1	2	0	0	0	0	4	69	0	1	0	0	19	2	0	0	0	4	38	0	0	0	0	2	0	1	1	19	0	0	1	0	86	0	0	1	132	0	0	0	217	4	0	0	0	0	0	2	3	0	0	0	0	1	2	0	0	0	0
765	784	"Edessa"	40.81806	21.9525	290	"AWI"	290	4841	5808	5377	11	0	17	5	0	0	0	0	0	0	2	0	0	1	0	1	0	0	1	0	0	0	0	5	47	0	4	0	0	15	6	0	2	0	2	15	0	1	0	0	0	0	10	1	49	0	0	0	0	138	1	0	1	1301	0	0	0	173	2	0	0	0	0	0	41	1	0	0	0	0	0	3	0	0	1	5
765	784	"Edessa"	40.81806	21.9525	295	"AWI"	295	4964	5870	5472	9	1	3	0	0	0	0	0	0	0	3	0	0	0	0	3	0	30	0	0	0	0	0	12	26	0	0	0	0	13	8	0	1	0	0	5	0	1	0	0	1	0	2	2	72	0	0	4	0	106	3	0	0	470	0	0	0	66	3	0	0	0	0	0	161	0	0	0	0	0	0	3	2	0	0	0
765	784	"Edessa"	40.81806	21.9525	320	"AWI"	320	5622	6155	5935	11	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	20	0	1	0	0	18	10	0	0	0	0	15	0	0	0	0	0	0	0	0	130	0	0	1	0	136	1	0	0	0	0	0	0	248	7	0	0	0	0	0	0	0	0	0	0	1	4	8	0	0	0	2
765	784	"Edessa"	40.81806	21.9525	330	"AWI"	330	5766	6308	6069	25	0	19	0	1	0	1	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	34	48	0	0	0	0	10	0	0	0	0	0	5	0	0	0	0	0	0	0	0	176	0	0	1	0	228	0	0	0	0	0	0	5	410	0	0	0	0	0	0	2	0	0	0	3	0	6	10	0	0	0	0
765	784	"Edessa"	40.81806	21.9525	350	"AWI"	350	5923	6587	6260	17	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	42	0	1	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	1	0	50	0	0	0	0	147	0	0	0	0	0	0	0	93	0	0	0	0	0	0	1	0	0	0	0	0	10	2	0	0	0	0
765	784	"Edessa"	40.81806	21.9525	370	"AWI"	370	6110	6816	6466	35	0	16	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	46	0	1	0	0	3	21	0	0	0	0	7	0	0	0	0	0	0	0	0	229	0	0	2	0	263	1	0	0	0	0	0	0	504	0	0	0	0	0	0	1	0	0	0	0	0	8	8	0	0	0	4
765	784	"Edessa"	40.81806	21.9525	390	"AWI"	390	6308	7012	6656	13	0	11	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	7	116	0	0	0	0	2	11	0	0	0	0	4	0	0	0	2	0	0	0	1	99	0	0	0	0	130	2	0	0	26	0	0	0	212	1	0	0	0	0	0	1	0	0	0	0	0	4	5	0	0	0	1
765	784	"Edessa"	40.81806	21.9525	405	"AWI"	405	6467	7143	6807	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	21	0	0	0	0	2	0	0	0	0	0	8	0	0	0	0	1	0	0	0	23	0	0	1	0	127	0	0	0	0	0	0	0	79	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0
765	784	"Edessa"	40.81806	21.9525	430	"AWI"	430	6750	7349	7067	20	0	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	18	47	0	0	0	0	5	14	0	0	0	0	5	0	0	0	0	0	0	0	0	132	0	0	0	0	169	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	9	8	0	0	0	1
765	784	"Edessa"	40.81806	21.9525	460	"AWI"	460	7243	7655	7416	59	0	16	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	61	6	0	0	0	0	1	45	0	0	0	0	86	0	0	0	0	0	0	0	0	58	0	1	4	0	314	9	0	0	36	0	0	0	520	0	0	0	0	0	0	7	1	0	0	0	1	16	15	0	0	0	6
765	784	"Edessa"	40.81806	21.9525	480	"AWI"	480	7536	8558	7961	27	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	16	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	185	1	0	0	12	0	0	0	115	0	0	0	0	0	0	2	0	0	0	0	1	16	10	0	0	0	0
765	784	"Edessa"	40.81806	21.9525	505	"AWI"	505	8464	9057	8749	8	0	13	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	46	8	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	13	0	0	0	0	128	4	0	0	0	0	2	0	210	0	0	0	0	0	0	0	0	0	0	0	0	11	8	1	0	0	0
765	784	"Edessa"	40.81806	21.9525	530	"AWI"	530	8825	9642	9201	2	0	10	0	0	0	3	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	21	6	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	21	25	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	1	18	8	0	0	0	1
765	784	"Edessa"	40.81806	21.9525	540	"AWI"	540	8946	9817	9359	2	1	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	1	0	2	15	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	25	23	0	0	70	0	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0	11	16	0	0	0	1
765	784	"Edessa"	40.81806	21.9525	560	"AWI"	560	9202	10177	9701	1	0	2	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	8	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	9	5	0	0	54	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	1	6	9	0	0	0	2
765	784	"Edessa"	40.81806	21.9525	580	"AWI"	580	9565	10456	10038	1	1	3	0	0	0	2	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	4	18	0	0	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	26	4	0	0	100	0	0	0	239	0	0	0	0	0	0	3	0	0	0	0	1	11	9	0	0	0	1
765	784	"Edessa"	40.81806	21.9525	605	"AWI"	605	10061	10764	10458	0	1	1	0	0	0	1	0	0	0	3	0	0	0	1	0	0	1	0	0	0	0	0	3	49	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	1	0	0	0	2	0	0	0	0	45	0	0	0	0	0	0	0	265	1	0	0	0	0	0	2	0	0	0	0	4	13	11	1	0	0	3
765	784	"Edessa"	40.81806	21.9525	620	"AWI"	620	10453	10997	10678	0	0	4	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2	45	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	14	1	0	0	80	0	0	0	152	0	0	0	0	0	0	2	0	0	0	0	0	7	7	0	0	0	0
765	784	"Edessa"	40.81806	21.9525	640	"AWI"	640	10696	11333	10950	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	13	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	24	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	6	3	0	0	0	1
765	784	"Edessa"	40.81806	21.9525	660	"AWI"	660	11120	11795	11288	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	1	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	52	0	0	0	0	0	0	7	1	0	0	0	0	1	4	0	0	0	0
765	784	"Edessa"	40.81806	21.9525	680	"AWI"	680	11794	12690	12360	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	9	0	0	5	0	0	0	0	0	22	0	0	0	0	0	0	4	23	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
765	784	"Edessa"	40.81806	21.9525	700	"AWI"	700	12287	14510	13173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
