"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Fraxinus"	"Geraniaceae"	"Indeterminable"	"Juncaceae"	"Juniperus"	"Lamiaceae"	"Onagraceae"	"Orobanchaceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
26127	45347	"Råtåsj¢en"	62.26667	9.83333	839	"AWI"	839	1941	2657	2307	0	15	0	0	0	0	0	0	0	0	0	3	0	34	0	0	0	1	0	0	0	68	0	0	0	2	0	0	33	0	0	2	0	0	0	0	0	0	0	3	1	0	1	0
26127	45347	"Råtåsj¢en"	62.26667	9.83333	843	"AWI"	843	2083	2755	2440	0	8	0	0	0	0	208	0	0	0	0	1	1	28	0	0	0	0	0	0	0	55	0	0	0	1	0	0	21	0	0	3	0	0	0	0	0	0	0	2	1	3	1	0
26127	45347	"Råtåsj¢en"	62.26667	9.83333	847	"AWI"	847	2241	2863	2572	0	11	0	0	0	0	0	0	0	0	0	3	1	29	0	0	0	0	1	0	0	66	0	0	0	0	0	0	35	0	0	1	0	0	0	0	0	0	0	2	0	2	0	0
26127	45347	"Råtåsj¢en"	62.26667	9.83333	851	"AWI"	851	2405	2965	2703	1	14	0	0	0	0	0	0	0	0	0	2	0	33	0	0	0	1	1	0	0	85	0	0	0	0	0	0	31	0	1	2	0	0	0	0	0	0	1	3	0	2	0	0
26127	45347	"Råtåsj¢en"	62.26667	9.83333	855	"AWI"	855	2645	3087	2833	0	25	0	0	0	0	201	0	0	0	0	1	0	29	0	0	0	0	0	0	0	87	0	2	0	0	0	0	35	0	0	1	0	0	1	0	0	0	1	5	0	3	1	0
26127	45347	"Råtåsj¢en"	62.26667	9.83333	859	"AWI"	859	2818	3227	2974	0	21	0	0	0	0	262	0	0	0	0	2	0	20	0	0	0	0	0	0	0	133	0	0	0	0	0	0	40	0	1	4	0	0	0	0	0	0	1	12	0	5	2	0
26127	45347	"Råtåsj¢en"	62.26667	9.83333	863	"AWI"	863	2911	3456	3141	0	15	0	0	0	0	0	0	0	0	0	3	0	23	0	0	0	0	1	0	0	119	0	0	0	0	0	0	32	0	0	2	0	0	0	0	0	0	1	7	0	3	0	0
26127	45347	"Råtåsj¢en"	62.26667	9.83333	867	"AWI"	867	3016	3677	3302	0	18	0	0	0	0	173	0	0	0	0	1	0	18	0	0	0	0	0	0	0	105	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	4	0	4	1	0
26127	45347	"Råtåsj¢en"	62.26667	9.83333	871	"AWI"	871	3117	3865	3466	0	13	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	101	1	0	0	0	0	0	26	0	0	4	0	0	0	0	3	0	2	1	1	0	0	0
26127	45347	"Råtåsj¢en"	62.26667	9.83333	875	"AWI"	875	3227	4060	3640	0	18	0	0	0	0	172	0	0	0	0	0	0	20	0	0	0	0	1	0	0	109	0	0	0	0	0	0	19	0	0	3	0	0	0	10	0	0	2	7	0	3	0	0
26127	45347	"Råtåsj¢en"	62.26667	9.83333	879	"AWI"	879	3412	4170	3821	0	10	0	0	0	0	173	0	0	0	0	2	0	15	0	0	0	0	0	0	0	119	0	0	0	0	0	0	24	0	0	3	0	0	0	0	0	0	0	5	1	2	0	0
26127	45347	"Råtåsj¢en"	62.26667	9.83333	883	"AWI"	883	3628	4277	3989	0	22	0	0	0	0	178	0	0	0	0	2	0	28	0	0	0	0	0	0	0	91	0	0	0	1	0	0	21	0	0	2	0	0	0	0	3	0	3	3	0	3	1	0
26127	45347	"Råtåsj¢en"	62.26667	9.83333	887	"AWI"	887	3877	4384	4147	0	25	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	1	0	0	0	80	0	0	0	0	0	0	9	0	0	6	0	0	0	0	0	0	1	3	0	2	1	0
26127	45347	"Råtåsj¢en"	62.26667	9.83333	891	"AWI"	891	4123	4511	4325	0	13	0	0	0	0	0	0	0	0	0	1	0	23	0	0	0	0	0	0	0	126	0	1	0	0	0	0	22	0	1	0	0	0	0	0	0	0	3	8	0	3	2	0
26127	45347	"Råtåsj¢en"	62.26667	9.83333	895	"AWI"	895	4243	4990	4516	0	20	0	0	0	0	0	0	1	0	0	4	0	19	0	0	0	0	0	0	0	109	0	0	0	0	0	0	24	0	0	3	0	0	0	0	0	0	2	7	1	7	1	0
26127	45347	"Råtåsj¢en"	62.26667	9.83333	899	"AWI"	899	4376	5345	4769	0	24	1	0	0	0	0	0	0	0	0	2	0	16	0	0	0	0	0	0	0	76	0	0	0	1	0	0	14	0	0	3	0	0	0	0	0	0	0	4	1	4	0	0
26127	45347	"Råtåsj¢en"	62.26667	9.83333	903	"AWI"	903	4513	5686	5025	0	23	0	0	0	0	209	0	0	0	0	1	0	14	0	0	0	0	1	0	0	121	0	0	0	0	0	0	25	0	1	2	0	0	0	0	4	0	0	6	1	7	0	0
26127	45347	"Råtåsj¢en"	62.26667	9.83333	907	"AWI"	907	4677	5986	5268	0	28	0	0	0	0	208	0	0	0	0	2	0	13	0	0	0	0	0	0	0	120	0	0	0	0	0	0	28	0	0	2	0	0	0	0	0	0	1	7	0	9	0	0
26127	45347	"Råtåsj¢en"	62.26667	9.83333	912	"AWI"	912	4916	6284	5582	0	37	0	0	0	0	0	0	0	0	0	0	1	32	0	0	0	0	0	0	0	114	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	1	4	1	6	0	0
26127	45347	"Råtåsj¢en"	62.26667	9.83333	916	"AWI"	916	5119	6520	5833	0	13	1	0	0	0	244	0	0	0	0	8	0	20	0	0	0	0	0	0	0	127	0	0	0	0	0	0	24	0	0	1	0	0	1	0	0	0	2	4	0	6	0	0
26127	45347	"Råtåsj¢en"	62.26667	9.83333	920	"AWI"	920	5264	6770	6095	0	21	0	0	0	0	206	0	0	0	0	6	0	18	0	0	0	0	0	0	0	106	0	0	0	0	0	0	41	0	0	3	0	0	0	0	0	0	2	2	1	6	0	0
26127	45347	"Råtåsj¢en"	62.26667	9.83333	924	"AWI"	924	5568	6889	6341	0	17	0	0	0	0	0	0	0	0	0	8	0	13	0	0	0	0	0	0	0	52	0	0	0	0	0	0	20	0	0	1	0	0	0	0	6	0	2	4	0	9	2	0
26127	45347	"Råtåsj¢en"	62.26667	9.83333	928	"AWI"	928	5826	7045	6581	0	48	0	0	0	0	295	0	0	0	0	10	0	12	0	0	0	0	0	0	0	121	0	0	0	0	0	0	25	0	0	4	0	0	0	0	0	0	1	3	0	7	0	0
26127	45347	"Råtåsj¢en"	62.26667	9.83333	930	"AWI"	930	5927	7166	6702	0	43	0	0	0	0	238	0	0	0	0	4	0	21	0	0	0	0	0	0	0	105	0	0	0	0	0	0	27	0	1	0	0	0	0	0	0	0	1	0	0	5	1	0
26127	45347	"Råtåsj¢en"	62.26667	9.83333	932	"AWI"	932	6199	7199	6827	0	54	0	0	0	0	202	0	0	0	0	6	0	18	0	0	0	0	0	0	0	76	0	0	0	0	0	0	20	0	0	1	0	0	0	0	0	0	0	1	0	8	1	0
26127	45347	"Råtåsj¢en"	62.26667	9.83333	934	"AWI"	934	6396	7262	6960	0	36	0	0	0	0	0	0	0	0	0	4	0	15	0	0	0	0	0	0	0	74	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
26127	45347	"Råtåsj¢en"	62.26667	9.83333	936	"AWI"	936	6620	7335	7077	0	19	0	0	0	0	0	0	0	0	0	2	0	14	0	0	0	0	0	0	0	101	0	0	0	0	0	0	39	0	0	2	0	0	0	0	5	0	2	0	0	2	0	0
26127	45347	"Råtåsj¢en"	62.26667	9.83333	938	"AWI"	938	6915	7362	7176	0	44	0	0	0	0	0	0	0	0	0	4	0	17	0	0	0	0	0	0	0	165	0	0	0	0	273	0	20	0	0	1	0	0	0	0	0	0	3	1	2	2	1	0
26127	45347	"Råtåsj¢en"	62.26667	9.83333	940	"AWI"	940	7111	7420	7287	0	24	0	0	0	0	174	0	0	0	0	3	0	12	0	0	0	0	0	0	0	103	0	0	0	0	0	0	34	0	0	2	0	0	0	0	0	0	0	0	0	3	0	1
26127	45347	"Råtåsj¢en"	62.26667	9.83333	942	"AWI"	942	7211	7634	7416	0	34	0	0	0	0	0	0	0	0	0	2	0	9	0	0	0	0	0	0	0	93	0	0	0	0	341	0	26	0	1	3	0	0	0	0	4	0	1	0	1	0	0	0
26127	45347	"Råtåsj¢en"	62.26667	9.83333	944	"AWI"	944	7257	7963	7529	0	21	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	26	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0
26127	45347	"Råtåsj¢en"	62.26667	9.83333	946	"AWI"	946	7361	8174	7667	0	11	0	0	0	0	0	0	0	0	0	2	0	7	0	0	0	0	0	0	0	95	0	0	0	0	418	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26127	45347	"Råtåsj¢en"	62.26667	9.83333	948	"AWI"	948	7434	8291	7833	0	14	0	0	0	0	0	0	0	0	0	2	0	14	0	0	0	0	0	0	0	92	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
26127	45347	"Råtåsj¢en"	62.26667	9.83333	950	"AWI"	950	7483	8515	7980	0	3	0	0	0	0	148	0	0	0	0	2	0	6	0	0	0	0	0	0	0	65	0	1	0	0	0	0	38	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
26127	45347	"Råtåsj¢en"	62.26667	9.83333	952	"AWI"	952	7627	8593	8120	0	6	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	1	0	0	52	0	0	0	1	0	0	22	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0
26127	45347	"Råtåsj¢en"	62.26667	9.83333	954	"AWI"	954	7709	8708	8271	0	0	0	0	0	0	149	0	0	0	0	0	0	6	0	0	0	0	0	0	0	55	0	0	0	0	0	0	18	0	0	0	0	0	0	0	6	0	0	0	0	1	0	0
26127	45347	"Råtåsj¢en"	62.26667	9.83333	956	"AWI"	956	7889	8815	8408	0	1	0	0	0	0	185	0	0	0	0	2	0	13	0	0	0	0	0	0	0	49	0	0	0	1	0	0	39	0	0	0	0	0	0	0	14	0	1	0	0	2	1	0
26127	45347	"Råtåsj¢en"	62.26667	9.83333	958	"AWI"	958	8118	8876	8535	0	0	0	0	0	0	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	46	0	0	1	0	0	0	0	10	0	0	0	0	0	0	0
26127	45347	"Råtåsj¢en"	62.26667	9.83333	960	"AWI"	960	8257	8981	8669	0	0	1	0	0	0	0	0	0	0	0	1	0	10	1	0	0	0	0	0	0	47	0	0	0	0	0	0	83	0	0	0	0	0	0	0	17	0	1	0	0	1	0	0
26127	45347	"Råtåsj¢en"	62.26667	9.83333	962	"AWI"	962	8589	9076	8826	0	0	0	0	0	0	175	0	0	0	0	2	0	12	5	0	0	0	0	0	0	58	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
26127	45347	"Råtåsj¢en"	62.26667	9.83333	964	"AWI"	964	8705	9315	8984	0	0	2	0	0	0	192	0	0	0	0	4	0	13	1	0	0	0	0	0	0	46	0	0	0	0	0	0	92	0	0	0	0	0	0	4	16	0	1	0	0	0	0	0
26127	45347	"Råtåsj¢en"	62.26667	9.83333	966	"AWI"	966	8818	9557	9137	0	0	0	0	0	0	0	0	0	0	0	2	0	17	2	0	0	0	0	0	0	65	0	0	0	0	0	0	114	0	1	0	0	0	0	0	17	0	0	1	0	1	0	0
26127	45347	"Råtåsj¢en"	62.26667	9.83333	968	"AWI"	968	8907	9714	9314	0	0	0	0	0	0	0	0	0	0	0	0	0	15	3	8	0	0	0	0	0	98	0	0	0	0	0	0	86	0	0	0	0	0	1	0	48	0	1	0	0	1	0	0
26127	45347	"Råtåsj¢en"	62.26667	9.83333	970	"AWI"	970	8957	9974	9469	0	0	0	0	0	0	0	0	0	0	0	0	0	10	1	16	0	0	0	0	0	79	0	0	0	0	0	0	70	0	0	0	0	0	0	0	39	0	0	1	0	0	0	0
26127	45347	"Råtåsj¢en"	62.26667	9.83333	972	"AWI"	972	9393	10051	9737	0	0	1	0	0	0	225	0	0	0	0	2	0	14	2	13	0	0	0	0	0	67	0	0	0	1	0	0	37	0	0	0	0	0	0	0	40	0	0	0	0	1	0	0
26127	45347	"Råtåsj¢en"	62.26667	9.83333	974	"AWI"	974	9625	10171	10061	0	0	0	0	2	0	220	0	0	0	0	6	0	24	1	24	0	0	0	0	0	71	0	0	0	1	0	0	48	0	0	2	0	0	0	0	57	0	0	0	0	1	0	0
26127	45347	"Råtåsj¢en"	62.26667	9.83333	976	"AWI"	976	9849	10403	10248	0	0	0	0	0	0	0	2	0	0	0	11	0	16	1	0	0	0	0	0	0	64	0	0	0	0	0	0	30	0	0	0	0	0	0	15	45	0	0	0	0	0	0	0
26127	45347	"Råtåsj¢en"	62.26667	9.83333	978	"AWI"	978	10114	10618	10404	0	0	1	0	0	0	0	0	0	0	0	1	0	19	4	25	0	0	0	0	0	76	0	0	0	0	0	0	47	0	0	0	0	0	0	30	55	0	1	0	0	1	0	0
26127	45347	"Råtåsj¢en"	62.26667	9.83333	980	"AWI"	980	10288	10984	10558	0	0	0	0	0	0	0	0	0	0	0	2	0	39	0	56	0	0	0	0	0	55	0	0	0	0	0	0	56	0	0	0	0	0	0	46	49	0	0	0	0	0	0	0
26127	45347	"Råtåsj¢en"	62.26667	9.83333	982	"AWI"	982	10383	11083	10662	0	0	0	0	0	0	0	0	0	0	0	0	0	23	2	27	0	0	0	0	0	44	0	0	0	0	0	0	52	0	0	0	0	0	0	38	29	0	0	0	0	1	1	0
26127	45347	"Råtåsj¢en"	62.26667	9.83333	984	"AWI"	984	10424	11241	10755	0	0	1	0	5	0	0	0	0	0	0	1	0	20	0	48	0	0	0	0	0	116	0	0	0	0	0	0	38	0	0	0	0	0	0	22	49	0	0	0	0	2	0	0
26127	45347	"Råtåsj¢en"	62.26667	9.83333	986	"AWI"	986	10493	11403	10852	0	0	0	0	0	0	0	0	0	0	0	0	1	17	0	48	0	0	0	0	0	118	0	0	0	1	0	0	56	0	0	0	0	0	1	19	44	0	0	0	0	1	0	0
26127	45347	"Råtåsj¢en"	62.26667	9.83333	988	"AWI"	988	10553	11578	10962	0	0	1	0	0	0	0	0	0	0	0	0	0	14	2	33	0	0	0	0	0	132	0	0	0	0	0	0	32	0	0	0	0	0	0	0	43	0	0	0	0	1	0	0
26127	45347	"Råtåsj¢en"	62.26667	9.83333	990	"AWI"	990	10597	11790	11062	0	0	3	0	0	0	0	0	0	0	0	0	0	12	0	14	0	0	0	0	0	41	0	0	0	0	0	0	17	2	0	0	0	0	0	0	37	0	0	0	0	0	0	0
26127	45347	"Råtåsj¢en"	62.26667	9.83333	992	"AWI"	992	10687	11911	11175	0	0	0	0	6	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	14	0	0	0	1	0	0	37	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0
26127	45347	"Råtåsj¢en"	62.26667	9.83333	994	"AWI"	994	10745	12071	11282	0	0	0	0	3	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	19	0	0	0	1	0	0	39	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0
26127	45347	"Råtåsj¢en"	62.26667	9.83333	996	"AWI"	996	10817	12205	11388	0	0	0	0	0	0	0	0	0	0	1	0	0	17	0	19	0	0	0	0	0	10	0	0	0	0	0	0	27	0	0	0	0	0	0	0	45	0	0	0	0	1	0	0
26127	45347	"Råtåsj¢en"	62.26667	9.83333	998	"AWI"	998	10890	12337	11498	0	1	2	0	0	0	0	0	0	0	0	0	1	11	0	0	0	0	0	19	0	3	0	0	0	0	0	0	53	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0
